Title_A,Authors_A,ISBN13_A,Pages_A,Rating_A,Ratings_Count_A,Publisher_A,Publish_Date_A,Title_B,Authors_B,ISBN13_B,Pages_B,Rating_B,Ratings_Count_B,Publisher_B,Publish_Date_B,Gold
Curved Horizon: An Autobiography,Ruth Dallas,9780908569540.0,182,3.5,2,Otago University Press,January 1st 1995,Along This Way: The Autobiography of James Weldon Johnson,James Weldon Johnson,9780143105176.0,448.0,,,Penguin Publishing Group,01/29/2008,0
Autobiography of a Yogi,Parmahansa Yogananda,,518,4.24,25,Penguin Books Ltd,,Lew Wallace: An Autobiography (Classic Reprint),Lew Wallace,9781425573751.0,548.0,,,"Scholarly Publishing Office, U of MI",09/13/2006,0
Milton Berle: An Autobiography,Haskel Frankel,,0,4.25,8,,,Back from the Brink: The Autobiography,Paul McGrath,9781446409602.0,432.0,,,Random House Adult Trade Publishing Group,12/15/2010,0
Driven: An Autobiography,"Larry H. Miller, Doug Robinson",9781606417874.0,0,4.06,1128,Deseret Book Company,May 10th 2010,The Autobiography Of Cockney Tom,Thomas Bastard,9781409955498.0,88.0,,,Dodo Press,12/19/2008,0
Autobiography,Micky Flanagan,9780091946500.0,384,0.0,0,Random House UK,November 27th 2012,That's life: Autobiography,Tyana Marie,9781468942590.0,,,,Booktango,01/07/2014,0
Black Bolshevik: Autobiography of an Afro-American Communist,Harry Haywood,9780930720537.0,736,4.3,33,Univ Of Minnesota Press,January 1st 1978,Albany Park: An Autobiography,Patrice Chaplin,9780670812431.0,,,,Penguin Group (USA) Incorporated,04/06/1987,0
"Honoring The Body: The Autobiography Of Alexander Lowen, M.D.",Alexander Lowen,9780974373768.0,244,4.4,5,Bioenergetics Press,January 1st 2004,"The Works of Charles Darwin, Volume 29: Erasmus Darwin","Ernest Krause, with a preliminary notice",9780814718278.0,560.0,,,New York University Press,05/01/1990,0
The Autobiography of Booker T. Washington,Booker T. Washington,9781494478315.0,266,4.41,27,Createspace,December 12th 2013,Autobiography And Selected Essays,Thomas Henry Huxley,9781406589436.0,144.0,,,Dodo Press,02/15/2008,0
An Autobiography,David Ogilvy,9780471180029.0,196,3.85,53,John Wiley & Son,January 30th 1997,"Who Am I?: An Autobiography of Emotion, Mind and Spirit",Yi-Fu Tuan,9780299166601.0,177.0,,,University of Wisconsin Press,10/28/1999,0
An Autobiography,"Solomon Maimon, J. Clark Murray",9780252069772.0,324,3.42,31,University of Illinois Press,April 2nd 2001,Ilios. The city and country of the Trojans: the results of researches and discoveries on the site of Troy and through the Troad in the years 1871-72-73-78-79; including an autobiography of the author,Heinrich Schliemann,2940019540808.0,,1.0,1.0,"New York, Harper &amp; Brothers",,0
Treat It Gentle: An Autobiography,Sidney Bechet,9780306800863.0,240,3.89,62,Da Capo Press,December 31st 1978,"The Lady Ecclesia, an autobiography",George Matheson,2940018811992.0,,,,"New York, Dodd, Mead &amp; co.",,0
Time and Space: A Poetic Autobiography,"Juan Ramón Jiménez, Antonio de Nicolas",9780595002627.0,204,3.78,9,iUniverse,July 1st 2000,Autobiography of a Yogi: A 52-Card Deck & Booklet,Paramhansa Yogananda,9781565892231.0,63.0,,,Crystal Clarity Publishers,11/25/2007,0
Mum Shirl: an autobiography,"Shirley Smith, Roberta Sykes, Mumshirl",9781863301442.0,166,4.0,5,Mammoth Australia,1992,My Miracle from God: An Autobiography,Nancy Goldberg Hilton. the True Story of Her Journey from Judaism to the Lord Jesus Christ,9781475014068.0,124.0,,,CreateSpace Publishing,01/29/2011,0
Melvin Belli: My Life on Trial: An Autobiography,Melvin M. Belli,9780688030858.0,351,3.5,4,Not Avail,January 1st 1976,Reading Autobiography: A Guide for Interpreting Life Narratives,Sidonie Smith,2900816628833.0,,,,University of Chicago Press,01/01/2001,0
Passport: An Autobiography,Wilfred G. Burchett,9780170019064.0,304,3.0,2,Thomas Nelson Australia,,The Autobiography of George Muller a Narrative of Some of the Lord's Dealings with George Muller Written,Himself Vol I,9781849027441.0,180.0,,,Benediction Books,05/28/2010,0
FLYING WING: AN AUTOBIOGRAPHY,DAVID HANDS RORY UNDERWOOD,9780091750749.0,192,3.0,1,HUTCHINSON,October 27th 1992,Benjamin Franklin - His Autobiography (Illustrated edition),Benjamin Franklin,2940015855920.0,,5.0,1.0,Unforgotten Classics,07/13/2015,0
Chapters from an Autobiography,Samuel M. Steward,9780912516608.0,147,4.17,6,Grey Fox Press,June 1st 1981,Twelve Years a Slave (Barnes & Noble Signature Editions),Solomon Northup,9780143125419.0,304.0,4.2,363.0,Penguin Publishing Group,09/04/2013,0
Autobiography of a Hobo,"Henry Chandler, Osmond Billinge Evans",9781475154115.0,238,2.2,5,Createspace,April 1st 2012,Bushell on The Rampage: The Autobiography of Gary Bushell,Garry Bushell,9781906358808.0,250.0,,,"Apex Publishing Limited, Essex",09/11/2010,0
"Sounds of Silence Breaking: Women, Autobiography, Curriculum",Janet L. Miller,9780820461571.0,287,4.17,6,Peter Lang Gmb,February 24th 2005,Baron Philippe: The Very Candid Autobiography of Baron Philippe de Rothschild,Joan Littlewood,9780345330406.0,,,,Random House Publishing Group,02/01/1986,0
Willie Morgan On The Wing - My Autobiography,Willie Morgan,,216,3.5,2,Trinity Mirror Sport Media,November 22nd 2013,Bruce: The Autobiography,Bruce Forsyth,9780330475945.0,,,,Pan Macmillan,09/06/2012,0
Life/Lines: Theorizing Women's Autobiography (Reading Women Writing),"Bella Brodzki, Celeste Schenck",9780801495205.0,363,3.0,2,Cornell Univ Pr,January 1st 1989,My Autobiography,Brule Snuggleson,9781629071398.0,48.0,4.0,1.0,Publish America,09/26/2013,0
An Uncertain Voyage: An Autobiography,Antony Babington,9781902681184.0,509,4.0,1,Barry Rose Law Publishers,June 1st 2000,Josef Hoffmann: Autobiography,Josef Hoffmann,9783775724739.0,144.0,,,Hatje Cantz Verlag GmbH &amp; Co KG,01/31/2010,0
What Did I Do?: The Unauthorized Autobiography of Larry Rivers,"Larry Rivers, Arnold Weinstein",9781560253198.0,512,4.02,46,Da Capo Press,June 12th 2001,"Benjamin O. Davis, Jr.: American: An Autobiography","Benjamin O. Davis, Benjamin O. Davis Jr",9781560983958.0,442.0,,,Smithsonian Institution Press,01/17/2000,0
Frame of Mind: The Autobiography of the World Snooker Champion,Graeme Dott,9781843583462.0,266,3.56,9,John Blake,June 1st 2011,HELEN KELLER: THE TWO AUTOBIOGRAPHIES The Story of My Life,"Helen Keller the Adult, and ""My Story""",2940013559622.0,,3.4,12.0,A. J. Cornell Publications,06/11/2011,0
Blues All Around Me: The Autobiography of B.B. King,"B.B. King, David Ritz",9780380973187.0,336,3.92,372,Avon Books,November 1st 1996,Caroline Herschel's Autobiographies,Caroline Herschel,9780905193069.0,,,,Enfield Pub &amp; Distribution Co,05/01/2003,0
Running My Life: The Autobiography,Sebastian Coe,9781444732528.0,496,4.0,33,Hodder & Stoughton,November 1st 2012,Betty Boothroyd Autobiography,Betty Boothroyd,9780099427049.0,434.0,,,Random House UK,10/28/2002,0
How I Lost 5 Pounds in 6 Years: An Autobiography,Thomas Duane Arnold,9780312322441.0,272,3.33,52,St. Martin's Griffin,November 1st 2003,"Alton Locke, Tailor and Poet: An Autobiography",Thomas Hughes Charles Kingsley,2940018134381.0,,,,J.F. Taylor,,0
Forties' Child: An Early Autobiography,Tom Wakefield,9781852421168.0,160,4.0,3,Serpent's Tail,February 1st 1988,From the Hills of Georgia: An Autobiography in Paintings,Mattie Lou O'Kelly,9780316638005.0,32.0,,,"Little, Brown and Company",06/24/1983,0
More or Less: An Autobiography,Kenneth More,9780340226032.0,249,3.5,8,Hodder & Stoughton,1978,Autobiography_of_william_h.Seward,Fredrick W.Seward,2940023961293.0,,,,"D.Appleton and Company,Newyork",,0
In My Own Fashion: An Autobiography,Oleg Cassini,9780671626402.0,379,3.08,13,Simon & Schuster,August 1st 1987,Life and Letters of Sir Charles Hall; Being an Autobiography (1819-1860) with Correspondence and Diaries;,Charles Hall,9781407746364.0,454.0,,,HardPress Publishing,01/10/2012,0
Autobiography of Dan Young,"Dan Young, William Strickland",,380,0.0,0,Carlton & Porter,,Life and Letters of Sir Charles Hall: Being an Autobiography 1819-1860 (Classic Reprint),Charles Hall,9781332524846.0,448.0,,,FB &amp;c Ltd,08/09/2015,0
Autobiography Of A Cuban Slave,"Lloyd King, Juan Francisco Manzano",9789766200305.0,0,0.0,0,,,"Autobiography of an Unknown Football Player: A Message to My Grandchildren Rachael, Erin, and Proverb IV",Proverb G. Jacobs Jr. Ed D.,9781481763141.0,856.0,,,AuthorHouse,02/07/2014,0
Just Joe: My Autobiography,Joe Duffy,9781848270992.0,320,3.83,6,Transworld Publishers,June 1st 2012,Flock: The Autobiography of a Multiple Personality,Joan Frances Casey l Summary & Study Guide,2940013017078.0,,,,BookRags.com,08/20/2011,0
Autobiography of a Hunted Priest,"John Gerard, Philip Caraman, James V. Schall",9781586174507.0,370,4.16,67,Ignatius Press,June 25th 2012,The Autobiography Of A New England Farm House. A Book.,N. H. Chamberlain,9781409784838.0,376.0,,,Brownell Press,06/30/2008,0
Matters Of Discretion: An Autobiography,I.K. Gujral,9789380480800.0,520,3.23,13,Hay House India,,Footprints In Time: Autobiography of a Depression Child,Mr. Frank C. New,9781514662724.0,312.0,,,CreateSpace Publishing,07/04/2015,0
My Persian Pilgrimage: An Autobiography,William M. Miller,9780878082438.0,408,0.0,0,William Carey Library Publishers,August 28th 1995,"WALNUTS: My autobiography of healing from mental illness, A raw living journal of jokes, A meditation",Brian Melsky,9781481733113.0,90.0,,,AuthorHouse,04/26/2013,0
Unended Quest: An Intellectual Autobiography,Karl Popper,9780415285896.0,328,3.98,192,Routledge,June 20th 2002,Autobiography of St. Margaret Mary,"Margaret Mary Alacoque, Marguerite Marie Alacoque",9780895552952.0,150.0,,,TAN Books,01/28/1995,0
Who On Earth Is Tom Baker? An Autobiography,Tom Baker,9780002558341.0,268,4.08,412,HarperCollins,1997,Infinity Net: The Autobiography of Yayoi Kusama,Yayoi Kusama,9781849762137.0,240.0,,,Tate Publishing,08/04/2015,0
Ossie's Dream: My Autobiography,Ossie Ardiles,9780552159180.0,416,3.56,9,Transworld Publishers,October 1st 2010,Cash: The Autobiography,Johnny Cash l Summary & Study Guide,2940012926401.0,,,,BookRags.com,06/03/2011,0
Memoirs of an Arabian Princess: An Autobiography,Emily Ruete,,307,3.63,537,D. Appleton and Company,1888,"John M. Mwanakatwe: Teacher, Politician, Lawyer: My Autobiography",J. M. Mwanakatwe,9789982240215.0,527.0,,,BookWorld Publishers,01/28/2003,0
Modern Short Biographies and Autobiographies,Marston Balch,,589,3.0,1,Harcou,1940,A Cellarful of Noise,Brian Epstein,9780285640252.0,132.0,5.0,1.0,Souvenir Press,05/01/2011,0
A Nation of Lords: The Autobiography of the Vice Lords,David Dawley,9780881336283.0,205,4.04,23,Waveland Press,March 1st 1992,Gaz: The Autobiography of a League Legend (Large Print 16pt),"Mark Gaznier, Andrew Webster",9781459645240.0,284.0,,,"ReadHowYouWant, LLC",08/24/2012,0
Arc of the Arrow: Writing Your Spiritual Autobiography,Carolly Erickson,9780671017453.0,160,4.0,1,Gallery Books,April 1st 1998,"Too Bad: An autobiography, of Sorts",Keith Sass,9780979977602.0,197.0,,,Zabel Books,12/01/2007,0
Concession To The Improbable: An Unconventional Autobiography,George Gaylord Simpson,9780300021431.0,291,3.33,3,Yale University Press,April 1st 1978,Autobiography of Charles Darwin : Edited,his Son Francis Darwin,9781605016344.0,,,,MobileReference,01/01/2010,0
The Three Mountains: The Autobiography of Samael Aun Weor,Samael Aun Weor,9781934206287.0,415,4.7,40,Thelema Press,January 1st 2007,The Americanization of Edward Bok: Autobiography,Edward William Bok,9781494727208.0,408.0,,,CreateSpace Independent Publishing Platform,12/18/2013,0
I Was There: An Autobiography,Frank Proctor,9780968654408.0,287,5.0,1,Tmi,July 31st 2000,Lives of Labor - Lives of Love: Fragments of Friendly Autobiographies,Sheldon Glueck,9780682486323.0,222.0,,,"Exposition-Phoenix Press, Incorporated",01/01/1977,0
My Bondage and My Freedom: The Autobiography of Frederick Douglass (The Autobiographies #2),Frederick Douglass,9781453857618.0,0,4.27,6566,Timeless Classic Books,,"Nearer, My God",William F. Buckley Jr.,9780307803023.0,336.0,,,The Crown Publishing Group,10/05/2011,0
19th Century Actor Autobiographies,George Iles,9788132016939.0,244,0.0,0,Tutis Digital Pub,,The Story of a Soul (L'Histoire d'une Ame): The Autobiography of St. Therese of Lisieux With Additional Writings and Sayings of St. Therese,St. Therese Of Lisieux,2940016162003.0,,5.0,1.0,Unforgotten Classics,09/27/2015,0
The War at Sixteen: Autobiography Volume II (1916-1919),"Julien Green, Euan Cameron",9780714529691.0,207,3.75,8,Marion Boyars Publishers,December 1st 1993,Autobiography of a Female Slave - Scholar's Choice Edition,Martha Griffith Browne,9781294947004.0,388.0,,,Scholar's Choice,02/08/2015,0
"His Majesty, the Queen: An Autobiography",Frank Marino,9780692284377.0,210,4.0,1,His Majest,September 5th 2014,Autobiography of seventy years,George Frisbie Hoar,2940017335031.0,,,,New York : Scribner''s Sons,,0
Red Flower of China: An Autobiography,Zhai Zhenhua,9781569470091.0,245,3.27,40,Soho Press,July 1st 2003,Meaning a Life: An Autobiography,Mary Oppen,9780876853757.0,214.0,,,"Godine, David R. Publishers, Inc.",12/28/1978,0
Hermann Hesse's Fictions of the Self: Autobiography and the Confessional Imagination,Eugene L. Stelzig,9780691067506.0,360,4.0,2,Princeton University Press,November 21st 1988,From My Youth Up: Personal Reminiscences : an Autobiography,Margaret Elizabeth Munson Sangster,2940025524045.0,,,,Baker Publishing Group,,0
An Autobiography,Igor Stravinsky,9780393318562.0,192,3.74,111,W. W. Norton & Company,December 17th 1998,Picasso: Art As Autobiography,Mary Matthews Gedo,9780226284828.0,311.0,,,University of Chicago Press,11/01/1980,0
INXS: Story to Story: The Official Autobiography,"INXS Publications, Anthony Bozza",,320,4.0,11,Atria Books,May 11th 2010,The Beat of My Drum: An Autobiography,Michael Babatunde Olatunji,9781592133543.0,272.0,,,Temple University Press,02/04/2005,0
Pilgrim of the Heavenly Way: The Autobiography of Daniel Smith Christian Missionary to Asia,Daniel Smith,9780981732169.0,188,4.0,5,Granted Ministries Press,August 2010,"Mad, Bad & Dangerous to Know: The Autobiography",Ranulph Fiennes,9780340951699.0,352.0,,,"Hodder &amp; Stoughton, Ltd.",08/01/2008,0
The Autobiography of Alec Stewart: Playing for Keeps,"Alec Stewart, Pat  Murphy",9780563487593.0,256,2.7,20,BBC Pubns,September 1st 2003,The Autobiography of 'Cindy Hill',Yvonne T. Murphy,9781257534623.0,,,,Lulu.com,08/12/2011,0
Amen: The Autobiography of a Nun,Sister Jesme,,192,3.33,15,Penguin,June 18th 2009,George Fox: An Autobiography,George Fox,2940149920068.0,,,,Jawbone Digital,01/21/2015,0
The Autobiography of Paras P.,Kevin Baldeosingh,9780435988180.0,180,3.78,9,Heinemann Educational Books,April 1st 1996,"Court Years, Nineteen Thirty-Nine to Nineteen Seventy-Five: The Autobiography of William O. Douglas",William O. Douglas,9780394492407.0,434.0,,,"Random House, Incorporated",09/01/1980,0
Behind Enemy Lines: The Autobiography of Britain's Most Decorated Living War Hero. Sir Tommy MacPherson with Richard Bath,"Macpherson, Richard Bath",9781845966362.0,272,3.7,10,Mainstream Publishing Company,October 1st 2010,Phases of opinion and experience during a long life [microform] : an autobiography,Charles Bray,2940030739205.0,,,,"London : Longmans, Green",,0
Goodness had nothing to do with it: The Autobiography of Mae West,Mae West,,271,0.0,0,Prentice-Hall,January 14th 1959,Fifty years in journalism embracing recollections and personal experiences with an autobiography,Beman Brockway,2940019117802.0,,,,"Watertown, N.Y., Daily Times printing and publishing house",,0
Return To Go: My Autobiography,Jim Slater,9780297774181.0,278,3.0,1,Littlehampton Book Services Ltd,October 13th 1977,Marion Harland's Autobiography: The Story of a Long Life,Marion Harland,2940020596948.0,,,,"New York, London, Harper &amp; Brothers",,0
Will: The Autobiography of G. Gordon Liddy,G. Gordon Liddy,9780312119157.0,416,3.86,492,St. Martin's Press,November 15th 1996,The Road Home: A Spiritual Autobiography,Nadine Louise,9780931761737.0,373.0,,,"Beckham Publications Group, Inc.",03/29/2006,0
Davy Crockett's Own Story as Written by Himself: The Autobiography of America's Great Folk Hero,David Crockett,9780681416512.0,377,3.55,130,Longmeadow Press,September 1st 1993,Autobiography_of_seventy_years_vol-I,George F.Hoar,2940023961286.0,,,,Scribner,,0
"In Joy Still Felt: The Autobiography, 1954-1978 (The Autobiography of Isaac Asimov #2)",Isaac Asimov,9780385155441.0,840,4.16,239,Doubleday & Co. (Garden Cit,April 1st 1980,An autobiography,John B. Gough,2940017594124.0,,,,"Boston : Published by J.B. Gough, Gould, Kendall &amp; Lincoln",,0
From Fugitive Slave to Free Man: The Autobiographies of William Wells Brown,"William Wells Brown, William L. Andrews",9780826214751.0,320,4.17,6,University of Missouri,April 13th 2003,Commando: The Autobiography of Johnny Ramone,Johnny Ramone,9780810996601.0,176.0,5.0,2.0,Abrams Image,04/01/2012,0
"Music, Wit and Wisdom: The Autobiography of Arthur Schnabel","Artur Schnabel, Werner Grünzweig, Lynn  Matheson",9783936000535.0,298,4.67,3,Wolke,2009,Autobiography of a Disembodied Soul,Vreeland Publishing Company Monroe Guy Carleton,2940017594827.0,,,,Vreeland Publishing Company,,0
The Autobiography Of Strong Child,Anthony Doc Hamilton,,0,0.0,0,CreateSpace,March 10th 11,The Autobiography of an Attitude,George Jean Nathan,9780403007585.0,292.0,,,"Scholarly Press, Incorporated",06/26/2009,0
The Autobiography of Albert Einstein,"Gerhard Roth, Malcolm Green",9780947757472.0,93,4.12,16,Atlas Press,March 28th 1993,... An Autobiography ...,Margot Asquith,2940023944470.0,,,,George H. Doran Company,,0
Sing As We Go: The Autobiography of Gracie Fields,Gracie Fields,,216,3.33,3,Doubleday,1961,Autobiography and Writings of George W. Taylor,George W. Tayor,9781445550060.0,76.0,,,Read Books Design,03/28/2010,0
"Looking Forward, Looking Back: An Autobiography",Dulcie Gray,9780340520802.0,50,5.0,3,Trafalgar Square Publishing,January 1st 1992,My Autobiography A Fragment,F. Max Muller,9781505572674.0,102.0,,,CreateSpace Publishing,12/16/2014,0
"swings and roundabouts, an autobiography",Angela Douglas,,344,4.0,3,fantom publishing,2012,Theodore Roosevelt: An Autobiography,Theodore Roosevelt,9781451580129.0,298.0,4.1,17.0,CreateSpace Publishing,04/01/2010,0
"Autobiography, Volume 1: 1907-1937, Journey East, Journey West","Mircea Eliade, Mac L. Ricketts, Linscott Ricketts",9780226204079.0,347,4.5,20,University Of Chicago Press,January 16th 1990,"Autobiography and Letters of Orville Dewey, D. D.",Orville Dewey,2940026619344.0,,,,Roberts brothers,,0
The Changeling: The Autobiography of Murry Hope,Murry Hope,9780903336314.0,0,3.75,4,College of Psychic Studies,December 1st 1998,The Autobiography of Levi Hutchins,"Samuel Hutchins, Levi Hutchins",9781313633871.0,210.0,,,HardPress Publishing,01/28/2013,0
Awo: The Autobiography of Chief Obafemi Awolowo,Obafemi Awolowo,9780521092678.0,330,3.5,2,Cambridge University Press,September 8th 2010,"Biography: Best Seller! George Washington ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )","Resounding Wind Publishing, George Washington, Biography Books",2940150021129.0,,5.0,3.0,Resounding Wind Publishing,12/16/2014,0
Ringing The Changes: An Autobiography,Mazo de la Roche,9780855948115.0,0,4.0,2,,,Vidal: The Autobiography,Vidal Sassoon,9780230753792.0,,,,Pan Macmillan,09/03/2010,0
The Autobiography of a Fisherman,Frank Parker Day,9780802093936.0,200,4.4,5,University of Toronto Press,May 17th 2005,"The Public Life of Captain John Brown, With an Autobiography of His Childhood and Youth",James Redpath,9780795008207.0,407.0,,,New Library Press LLC,11/04/2012,0
My Story; An Autobiography of a Transgender FTM,LONEWOLF,,105,0.0,0,,,The Autobiography of Benjamin Franklin,Benjamin Franklin,9780486290737.0,144.0,3.5,199.0,Dover Publications,06/07/1996,0
Autobiography: A Reader For Writers,Robert Lyons,9780195021400.0,0,1.5,2,Oxford University Press,,D-Day Survivor: An Autobiography,Harold Baumgarten,9781589804210.0,256.0,,,"Pelican Publishing Company, Incorporated",10/28/2006,0
Time to Say Hello: My Autobiography: The Autobiography,Katherine Jenkins,9780752888385.0,288,2.67,3,Orion,January 28th 2008,Not Just Batman's Butler: The Autobiography of Alan Napier,"Alan Napier, James Bigwood",9781476662879.0,,,,"McFarland &amp; Company, Incorporated Publishers",01/31/2016,0
An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda Smith the Colored Evangelist,Amanda  Smith,9780195052619.0,608,3.5,4,Oxford University Pres,April 14th 1988,"Life, Laughter, and the Lord: An Autobiography",Jenny Rawlings,9781483630793.0,153.0,,,Xlibris UK,05/20/2013,0
Betty: The Autobiography,"Betty Driver, Daran Little",9780233997803.0,0,2.67,3,Andre Deutsch,May 1st 2000,The Autobiography Of An Idea,Louis H. Sullivan,2940023961224.0,,,,"Press Of The Amrican Institute Of Architexts, Inc.",,0
"A Lakota War Book from the Little Bighorn: The Pictographic ""Autobiography of Half Moon""",Castle McLaughlin,9780981885865.0,368,4.5,2,Peabody Museum of Archaeology and Ethnolog,December 23rd 2013,Something Like an Autobiography,Akira Kurosawa Summary & Study Guide,2940013126978.0,,4.3,6.0,BookRags.com,08/18/2011,0
The Autobiography and Sex Life of Andy Warhol,"John Wilcock, Christopher Trela, Harry Shunk",9780970612618.0,256,3.5,8,Trela Media,May 31st 2010,Taken Alive and Other Stories with an Autobiography,E.P. Roe,9781511515429.0,148.0,,,CreateSpace Publishing,03/30/2015,0
Spontaneous Combustion (Skip Williamson autobiography),Skip Williamson,,166,4.33,3,,,Autobiography of Lorenzo Waugh,Lorenzo Waugh,2940017364338.0,,5.0,1.0,"San Francisco, Methodist Book Concern",,0
P.S.: The Autobiography of Paul Simon,Paul  Simon,9781566251129.0,416,3.6,5,Bonus Books,October 31st 1994,The Autobiography of Countess Sophie Tolstoi,Tolstai?a? S. A. (Sof''i?a? 1844-1919,9781313805100.0,138.0,,,HardPress Publishing,01/28/2013,0
Up From Slavery: An Autobiography,Booker T. Washington,,202,4.5,2,Chios Classics,July 28th 2015,Recipe for Life: The Autobiography,Mary Berry,9781405912860.0,,,,Penguin UK,09/12/2013,0
The Autobiography of Jesus of Nazareth,John H. Gottcent,9781424183340.0,184,5.0,1,America Star Books,July 9th 2007,"Sex, Lies, and Autobiography: The Ethics of Confession",James O'Rourke,9780813925127.0,208.0,,,University of Virginia Press,02/28/2006,0
Warrior: An Autobiography,"Ariel Sharon, David Chanoff",9780743225663.0,592,4.03,118,Simon & Schuster,October 1st 2001,Ecce Homo (Barnes & Noble Library of Essential Reading),Friedrich Nietzsche,9780760777725.0,128.0,4.8,6.0,Barnes &amp; Noble,03/16/2006,0
The Course of My Life: The Autobiography of Edward Heath,Edward Heath,9780340708521.0,782,3.83,18,Hodder & Stoughton Ltd,October 8th 1998,Beyond the Ivory Tower: An Autobiography,"Cyril  Philips, C. H. Philips",9781860640162.0,224.0,,,"I. B.Tauris &amp; Company, Limited",11/15/1995,0
The Autobiography of a Sex Worker,Nalini Jameela,,143,2.88,154,Westland Books PVT Ltd.,January 1st 2007,Autobiography of a Yogi,Paramahansa Yogananda,9780876120798.0,592.0,4.3,26.0,Self-Realization Fellowship,12/28/1978,0
The Autobiography of Michel de Montaigne,Michel de Montaigne,9781567920987.0,408,4.13,23,David R. Godine Publisher,May 1st 1999,The Autobiography of Henry VIII: With Notes,"His Fool, Will Somers: A Novel",2940014721639.0,,,,BookRags.com,06/20/2012,0
Autobiography of a Freedom Rider: My Life as a Foot Soldier for Civil Rights,"Thomas M. Armstrong, Natalie R. Bell",9780757316036.0,208,4.55,11,Health Communications,May 2nd 2011,Autobiography of William G. Schauffler: For Forty-nine Years a Missionary in ...,William Gottlieb Schauffler,2940026728862.0,,,,A.D.F. Randolph,,0
Burlesque Autobiography & Diary Written in the Provincial Lunatic Asylum,Mark Twain,,0,3.73,66,,,HELEN KELLER: THE TWO AUTOBIOGRAPHIES The Story of My Life,"Helen Keller the Adult, and ""My Story""",2940013559622.0,,3.4,12.0,A. J. Cornell Publications,06/11/2011,0
Falling Stones: The Spirit Autobiography of S. M. Jones,Charles Wyatt,9781881515494.0,144,4.25,4,Texas Review Press,December 19th 2002,The Autobiography Of A Slander,Edna Lyall,9783655012161.0,,,,MVB E-Books,01/01/2010,0
"Miracle Man: Nolan Ryan, the Autobiography","Nolan Ryan, Jerry B. Jenkins",9780816156061.0,535,3.75,4,G. K. Hall & Company,March 1st 1993,Good Morning Blues: The Autobiography of Count Basie,Count Basie,9780394548647.0,399.0,,,Random House Publishing Group,01/12/1986,0
Wheels within Wheels: Autobiography,Dervla Murphy,9780140054484.0,236,3.97,148,Penguin Books,May 28th 1981,Keeping Quiet: Paul Nixon: The Autobiography,"Paul Nixon, Jon Colman",9780752476469.0,240.0,,,The History Press,07/01/2012,0
The Sand Man: An Autobiography,"Karch Kiraly, Byron Shewman",9781580630542.0,222,4.0,4,Renaissance Books,April 1st 1999,Reminiscences of foreign travel. A fragment of autobiography,Robert C. Winthrop,2940022853568.0,,,,[Boston] : Priv. print,,0
"In Review Pictures I've Kept A concise Pictorial ""Autobiography""",Dwight D.Eisenhower,,237,4.33,3,Doubleday,1969,"If I'm so Famous, how Come Nobody's Ever Heard of Me?: The Autobiography of Jewel Shepard","Jewel Shepard, Dave Stevens",9780878164776.0,224.0,,,"Kitchen Sink Press, Inc.",07/31/1996,0
Helping With Inquries: An Autobiography,Louis Jacobs,,287,4.0,1,Vallentin,1989,Who Am I Really?: The Autobiography of Anna Rosenburg,"MS Anna Rosenburg, MR Ray Lipscombe",9781908223357.0,108.0,,,Memoirs Books,09/28/2011,0
Horizon Bound on a Bicycle: The Autobiography of Eyvind Earle,Eyvind Earle,9780962264627.0,346,4.89,9,Eyvind Earle,April 1st 1991,Buffalo Bill Cody: An Autobiography,Buffalo Bill Cody,9781495370076.0,196.0,,,CreateSpace Independent Publishing Platform,01/30/2014,0
Eric & Ernie: The Autobiography Of Morecambe & Wise,"Eric Morecambe, Ernie Wise",9780491012119.0,224,4.29,7,Virgin Books,September 17th 1973,Princess Helene Von Racowitza: an Autobiography,Racowitza Helene von 1845-1911,9781314270754.0,454.0,,,HardPress Publishing,06/23/2013,0
Autobiography: A Reader For Writers,Robert Lyons,9780195021400.0,0,1.5,2,Oxford University Press,,"One of Them, Chapters from a Passionate Autobiography",Hasanovitz Elizabeth,9781313124362.0,354.0,,,HardPress Publishing,01/28/2013,0
The Autobiography,Henry Shefflin,,266,0.0,0,Penguin,September 24th 2015,"The Miracles and Riches of God: Autobiography of John Nimley Wulu, Sr. of Monrovia, Liberia, West Africa (Founder and Builder of Schools)","John Nimley Wulu, Sr.",9781438917993.0,136.0,,,AuthorHouse,12/10/2008,0
There's Only One Simon Garner: An Autobiography,Simon Garner,9781903158364.0,158,3.6,5,Parrs Wood,2002,"A Boy in the Peninsular War. The services, adventures, and experiences of Robert Blakeney, subaltern in the 28th regiment. An autobiography. Edited","J. Sturgis, etc. - War College Series",9781296475178.0,416.0,,,War College Series,02/23/2015,0
David Frost: An Autobiography part 1: From Congregations to Audiences,David Frost,9780006380825.0,0,3.75,8,Basic Books (AZ),,Israel Rank: The Autobiography of a Criminal,Roy Horniman,9781500857806.0,392.0,,,CreateSpace Publishing,08/27/2014,0
Stalker! Chris Walker: The Autobiography,Chris Walker,9780007259861.0,384,3.73,15,HarperCollins UK,May 1st 2008,Autobiography of Goethe: Truth and Poetry Relating to My Life,"Johann Wolfgang von Goethe, John Oxenford",9781775411468.0,,,,The Floating Press,01/01/2009,0
