ID,Title,Authors,ISBN13,Pages,Rating,Ratings_Count,Publisher,Publish_Date
3367,The Autobiography: Truth and Fiction Relating to My Life,Johann Wolfgang von Goethe,9781410207708,660,3.71,90,University Press of the Pacific,August 21st 2003
3368,Autobiography,Neville Cardus,9780241112861,288,4.31,13,Hamish Hamilton Ltd,September 10th 1984
3369,Shane Warne My Autobiography,"Shane Warne, Ian Botham",9780340769874,368,3.16,73,Hodder & Stoughton,May 1st 2002
3370,Rudolf Steiner Autobiography,Rudolf Steiner,9780833435019,539,4.38,61,Rudolph Steiner Pr,June 1st 1977
3371,Changeling: The Autobiography of Mike Oldfield,Mike Oldfield,9781852273811,0,3.77,86,Virgin Books,May 10th 2007
3372,Cesar Chavez: Autobiography of La Causa,"Jacques E. Levy, Fred Ross Jr.",9780816650491,600,4.22,55,Univ Of Minnesota Press,August 17th 2007
3373,Patrick Moore: The Autobiography,Patrick Moore,9780750940146,276,3.97,69,Sutton,2005
3374,The Real McCaw: The Autobiography Of Richie McCaw,Richie McCaw,9781781310335,416,4.04,97,Aurum Press Ltd,November 1st 2012
3375,Faithfull: An Autobiography,"Marianne Faithfull, David Dalton",,336,3.96,48,Cooper Square Press,June 6th 2000
3376,Hiroshima: The Autobiography of Barefoot Gen (Asian Voices),Keiji Nakazawa,9781442207479,188,4.33,49,Rowman & Littlefield Publishers,December 16th 2010
3377,Ronan O'Gara: My Autobiography,"Ronan O'Gara, Denis Walsh",9781848270084,320,3.58,97,Transworld Publishers,October 6th 2008
3378,My Life With The Spirits: The Adventures of a Modern Magician: A Magical Autobiography,Lon Milo DuQuette,9781578631209,192,4.16,328,Red Wheel/Weiser,June 1st 1999
3379,Scientific Autobiography and Other Papers,Max Planck,9780806530758,196,3.88,24,Philosophical Library,August 1st 1968
3380,It's So Easy (and Other Lies): The Autobiography,Duff McKagan,9781409131632,288,4.15,5115,Orion,October 1st 2011
3381,The Bread of Time: Toward an Autobiography,Philip Levine,9780472086252,304,4.33,64,University of Michigan Press,December 10th 2001
3382,Reggie White in the Trenches: The Autobiography,"Reggie White, Jim Denney",9780785271239,324,4.03,73,Thomas Nelson Publishers,August 1st 2004
3383,Autobiography of Values,Charles A. Lindbergh,9780156094023,448,3.78,27,Mariner Books,November 13th 1992
3384,"Me, Alice: The Autobiography of Alice Cooper","Alice Cooper, Steven Gaines",9780399115356,254,3.77,78,Putnam,January 1st 1976
3385,C. H. Spurgeon Autobiography Vol 2,Charles H. Spurgeon,9780851511825,524,4.31,71,Banner of Truth,August 1st 1981
3386,An Autobiography,Margot Asquith,9781409974994,324,3.15,13,Dodo Press,April 1st 2009
3387,Classic American Autobiographies,William L. Andrews,9780451529152,464,3.4,48,Signet,November 4th 2003
3388,"Scotland: The Autobiography 2,000 Years of Scottish History By Those Who Saw It Happen",Rosemary Goring,9781590200735,512,3.78,94,Overlook Books,July 3rd 2008
3389,Freeway Rick Ross: The Untold Autobiography,"Rick Ross, Cathy Scott",9781499651539,298,4.08,50,Createspace,June 11th 2014
3390,Conversations: The Autobiography of Surrealism,"André Breton, Mark Polizzotti, André Parinaud",9781569248546,264,4.14,51,Marlowe & Company,April 1st 1995
3391,The Autobiography of Benjamin Franklin: with Related Documents,"Benjamin Franklin, Louis P. Masur",9780312404154,208,3.5,90,Bedford/St. Martin's,April 2nd 2003
3392,Stop Forgetting to Remember: The Autobiography of Walter Kurtz,Peter Kuper,9780307339508,208,3.54,202,Crown,July 10th 2007
3393,Keeping It Real: My Autobiography,Jodie Marsh,9781843581574,288,2.99,88,John Blake,June 1st 2005
3394,"Tony Visconti: The Autobiography: Bowie, Bolan and the Brooklyn Boy","Tony Visconti, Morrissey",9780007229451,400,3.58,170,HarperCollins UK,April 28th 2008
3395,The Autobiography,Arthur Ransome,9780224012454,368,4.0,16,Jonathan Cape,December 27th 1987
3396,Autobiographies,Elizabeth Smart,9780919758339,205,4.17,6,Quarry Press,June 1st 1994
3397,Sister of The Road: The Autobiography of Boxcar Bertha - as told to Dr. Ben Reitman,"Ben L. Reitman, Barry Pateman",9781902593036,208,3.71,245,AK Press,May 1st 2002
3398,Tony Curtis: The Autobiography,"Tony    Curtis, Barry Paris",9780688097592,0,3.74,57,William Morrow & Co,November 1st 1993
3399,Diana: A Strange Autobiography,"Diana Frederics, Julie Abraham",9780814726358,282,3.45,42,New York University Press,June 1st 1995
3400,Autobiography of a Sadhu: A Journey into Mystic India,Rampuri,9781594773303,256,3.92,77,Destiny Books,February 22nd 2010
3401,Straight From The Heart: An Autobiography,Kapil Dev,9781403922274,0,3.38,26,MacMillan,January 1st 2004
3402,An Unfinished Autobiography,Indira Goswami,9788120711730,199,4.0,18,Stosius Inc/Advent Books Division,December 1st 1990
3403,"""Yellow Kid"" Weil: The Autobiography of America's Master Swindler","J.R. Weil, Bruno Ruhland, W.T. Brannon",9781849350211,352,3.95,86,Nabat Books,February 22nd 2011
3404,Is It Me?: Terry Wogan - An Autobiography,Terry Wogan,9780563551393,288,3.41,66,BBC Books,September 7th 2000
3405,Hellraiser: The Autobiography of the World's Greatest Drummer,Ginger Baker,9781844548170,292,3.41,107,John Blake,January 1st 2010
3406,Autobiography Of A Thief,Bruce Reynolds,9780753505953,528,4.33,15,Virgin Books,November 9th 2000
3407,"Veronica, the autobiography of Veronica Lake","Veronica Lake, Donald Bain",9780806502250,281,3.85,40,Carol Publishing Corporation,January 1st 1971
3408,Beloved Witch: An Autobiography,Ipsita Roy Chakraverti,9788172233808,283,3.83,41,HarperCollins India,2000
3409,After Confession: Poetry as Autobiography,"Kate Sontag, Kate Sontag",9781555973551,360,4.0,46,Graywolf Press,September 1st 2001
3410,Sun Chief: The Autobiography of a Hopi Indian,"Don C. Talayesva, Robert V. Hine, Leo W. Simmons",9780300002270,488,3.77,83,Yale University Press,September 10th 1963
3411,What Will Be: The Autobiography,William Fox-Pitt,9780752874036,288,4.15,39,Orion Publishing,August 1st 2007
3412,Becoming the Son; an Autobiography of Jesus,C.D. Baker,9781477491140,368,4.36,33,CreateSpace,August 24th 2012
3413,The Path: Autobiography of a Western Yogi,"Swami Kriyananda, Donald Walters",9780916124120,640,4.33,45,Crystal Clarity Publishers,March 7th 1988
3414,"So, Anyway...: The Autobiography",John Cleese,9780099580089,432,3.64,2519,Arrow,June 4th 2015
3415,The Living of Charlotte Perkins Gilman: An Autobiography,"Charlotte Perkins Gilman, Ann J. Lane, Anne J. Lane",9780299127442,394,3.75,32,University of Wisconsin Press,February 15th 1991
3416,Say Hey: The Autobiography of Willie Mays,"Willie Mays, Lou Sahadi",9780671678364,286,3.6,104,Pocket Books,April 30th 1989
3417,My American Journey: An Autobiography,"Colin Powell, Joseph E. Persico",9780679445562,0,3.98,3987,Random House Audio,September 9th 1995
3418,Safe Conduct: An Autobiography and Other Writings,"Boris Pasternak, B. Deutsch",9780811201353,256,3.84,62,New Directions,April 14th 2009
3419,"Autobiography of Mark Twain, Volume 3: The Complete and Authoritative Edition","Mark Twain, Harriet E. Smith, Benjamin Griffin",9780520279940,792,0.0,0,,
3420,Quant by Quant: The Autobiography of Mary Quant: The Autobiography of Mary Quant,Mary Quant,9781851776672,200,3.93,43,Victoria & Albert Museum,November 1st 2012
3421,Autobiography as Activism,Margo V. Perkins,9781578062645,182,4.08,12,University Press of Mississippi,December 18th 2009
3422,Autobiography of an Androgyne,"Ralph Werther, Scott Herring",9780813543000,256,3.28,18,Rutgers University Press,February 22nd 2008
3423,Voices In My Ear: The Autobiography Of A Medium,Doris Stokes,9780856280986,232,4.2,70,Aidan Ellis,1980
3424,Walking in the Shade: Volume Two of My Autobiography--1949-1962,Doris Lessing,9780060929565,432,4.04,212,Harper Perennial,September 23rd 1998
3425,Havana: Autobiography of a City,Alfredo José Estrada,9781403975096,275,3.53,47,Palgrave MacMillan,March 20th 2007
3426,That Bird Has My Wings: The Autobiography of an Innocent Man on Death Row,Jarvis Jay Masters,9780061730450,304,4.11,198,HarperOne,September 22nd 2009
3427,Liberace;: An autobiography,Liberace,9780399112294,316,4.0,22,Putnam,January 1st 1973
3428,Reggie: The Autobiography,"Reggie Jackson, Mike Lupica",9780394532431,332,3.55,33,Random House Inc (T),June 1st 1984
3429,The Autobiography of Harry S. Truman,"Harry S. Truman, Robert H. Ferrell",9780826214454,160,3.86,37,University of Missouri,September 3rd 2002
3430,Sir Bobby Charlton: The Autobiography: My Manchester United Years,Bobby Charlton,9780755316205,437,4.18,208,Headline Book Publishing,May 29th 2008
3431,As I See It: The Autobiography of J. Paul Getty,J. Paul Getty,9780892367009,400,3.72,108,J. Paul Getty Museum,June 26th 2003
3432,Benson: The Autobiography,"George Benson, Alan Goldsher",9780306822292,256,3.7,27,Da Capo Press,August 26th 2014
3433,My Story: An Autobiography,Mary Astor,9780604070098,332,3.93,43,Doubleday,
3434,Assignment: Rescue An Autobiography,Varian Fry,9780439145411,183,3.73,60,,
3435,By George: The Autobiography of George Foreman,"George Foreman, Joel Engel",9780743201124,262,3.7,64,Simon & Schuster,October 11th 2000
3436,White Slave: The Autobiography,Marco Pierre White,9780752874630,0,3.78,2272,Orion,August 23rd 2006
3437,Brilliant Moon: The Autobiography of Dilgo Khyentse,Dilgo Khyentse,9781590302842,400,4.54,59,Shambhala,November 25th 2008
3438,Mormon Mother: An Autobiography by Annie Clark Tanner,"Annie C. Tanner, Obert C. Tanner",9780941214315,382,3.91,161,Signature Books,June 1st 1983
3439,Paolo Di Canio: The Autobiography,"Paolo Di Canio, Gabriele Marcotti",9780007115983,352,3.5,82,Not Avail,August 20th 2001
3440,Running My Life: The Autobiography,Seb Coe,,482,3.82,57,Hodder & Stoughton,2012
3441,Ecce Homo (The Autobiography),"Friedrich Nietzsche, Anthony Mario Ludovici",9781420932263,80,3.84,5300,Digireads.com,January 1st 2009
3442,Niall Quinn: The Autobiography,Niall Quinn,9780755310456,0,3.6,77,Headline,May 12th 2003
3443,Don't Hassel the Hoff: The Autobiography,"David Hasselhoff, Peter Thompson",9780312371296,304,2.85,59,Thomas Dunne Books,May 15th 2007
3444,"The Autobiography of A Turkish Girl: Çalıkuşu, or the Wren: Korolek Ptichka Pevchaja. C Halykushu (Bütün Eserleri #1)",Reşat Nuri Güntekin,9785170318322,0,4.17,4974,,
3445,Michael Mcintyre Autobiography,Michael McIntyre,9780718155803,288,4.03,5034,Michael Joseph,November 23rd 2010
3446,My Bondage and My Freedom: The Autobiography of Frederick Douglass (The Autobiographies #2),Frederick Douglass,9781453857618,0,4.27,6566,Timeless Classic Books,
3447,Only When I Laugh: My Autobiography,Paul Merton,,352,3.75,148,Ebury Digital,September 25th 2014
3448,No Hiding Place: An Autobiography,William Seabrook,,406,4.0,13,J. B. Lippincott Company,1942
3449,Peig: The Autobiography of Peig Sayers of the Great Blasket Island,Peig Sayers,9780815602583,216,3.35,141,Syracuse University Press,May 1st 1991
3450,Under Fire: An American Story - The Explosive Autobiography of Oliver North,"Oliver North, William Novak",9780060183349,446,3.69,256,HarperCollins Publishers Ltd,October 24th 1991
3451,My House of Memories: An Autobiography,"Merle Haggard, Tom Carter",9780062023216,288,3.83,65,It Books,December 28th 2010
3452,The Golden String: An Autobiography,Bede Griffiths,,192,4.23,31,Templegate Publishers,January 1st 1980
3453,Zither & Autobiography,Leslie Scalapino,9780819564771,110,4.15,26,O Books,January 1st 2003
3454,Just Williams: An Autobiography,Kenneth Williams,9780006370826,306,3.66,62,HarperCollins,1985
3455,The Last Maasai Warriors: An Autobiography,"Wilson Meikuaya, Jackson Ntirkana, Susan McClelland",9781927435007,204,3.92,48,Me to We,August 31st 2012
3456,Memoir Of A Thinking Radish: An Autobiography,Peter Medawar,9780192820839,0,4.0,19,Oxford University Pres,March 3rd 1988
3457,Darren Lockyer - Autobiography,"Darren Lockyer, Dan Koch, Wayne Bennett",9781864712735,400,3.94,53,Random House Australia,December 1st 2011
3458,Head On: Botham: The Autobiography,Ian Botham,9780091921491,384,3.56,57,Ebury Press,June 5th 2008
3459,Undiluted Hocus-Pocus: The Autobiography of Martin Gardner,Martin Gardner,9780691159911,288,3.31,71,Princeton University Press,September 29th 2013
3460,Autobiography,Henry James,9780691065847,640,4.4,5,Princeton University Press,December 21st 1983
3461,The Unfinished Autobiography,Alice A. Bailey,9780853301240,304,4.07,29,Lucis Press,June 1st 1951
3462,Facing the Music: the autobiography,"Jayne Torvill, Christopher  Dean, John Man",9780671714062,378,3.52,42,Simon & Schuster Ltd,October 2nd 1995
3463,Happy Days: Mencken's Autobiography: 1880-1892 (H. L. Mencken's Autobiography #1),H.L. Mencken,9780801885310,336,4.16,68,Johns Hopkins University Press,August 28th 2006
3464,Autobiography of a Pocket Handkerchief,"James Fenimore Cooper, Ruth Scurr",9781843911395,160,3.22,32,Hesperus Press,March 1st 2007
3465,An Independent Man: The Autobiography,Eddie  Jordan,9780752875347,416,3.8,51,Orion Publishing,June 1st 2007
3466,Eubank: The Autobiography,"Chris Eubank, Martin Roach",9780007122318,432,3.69,32,HarperCollins UK,October 1st 2003
3467,Joey the Hitman: The Autobiography of a Mafia Killer,"Joey Black, David  Fisher, David Fisher",9781560253938,288,3.66,67,Da Capo Press,March 18th 2002
3468,"Rotten: No Irish, No Blacks, No Dogs- The Autobiography","John Lydon, Kent Zimmerman, Keith Zimmerman",9780450601828,342,3.95,4140,Hodder & Stoughton Ltd.,March 17th 1994
3469,The Game and the Glory: An Autobiography,"Michelle Akers, Gregg Lewis",9780310235293,240,4.02,55,Zondervan Publishing Company,April 1st 2000
3470,Nigel Mansell — My Autobiography,"Nigel Mansell, James Allen",9780002187039,432,3.43,63,CollinsWillow,January 1st 1998
3471,Jonah Lomu Autobiography,"Jonah Lomu, Warren Adler",9780755312634,314,3.9,42,Not Avail,May 24th 2004
3472,"To Be Young, Gifted, and Black: An Informal Autobiography","Lorraine Hansberry, Robert Nemiroff, James Baldwin",9780451159526,272,4.36,1540,Signet,September 1st 1970
3473,Stages: An Autobiography,Jay Osmond,9780984106844,294,3.65,34,Sourced Media Books,January 3rd 2013
3474,Mr Nice. An Autobiography,Howard Marks,9780436203909,466,3.8,4474,Secker & Warburg,July 1st 1997
3475,The Autobiography of William Allen White,William Allen White,9781931541428,700,4.14,21,Simon Publications,December 1st 1946
3476,Autobiography Of Benjamin Franklin,John Bigelow,9781443762021,408,3.57,46,Moulton Press,October 1st 2008
3477,I Knew a Phoenix: Sketches for an Autobiography,May Sarton,9780393312485,240,4.1,82,W. W. Norton & Company,January 17th 1996
3478,Tony Allen: An Autobiography of the Master Drummer of Afrobeat,"Tony Allen, Michael E. Veal",9780822355915,240,4.07,14,Duke University Press Books,September 27th 2013
3479,The Autobiography of Michel de Montaigne,Michel de Montaigne,9781567920987,408,4.13,23,David R. Godine Publisher,May 1st 1999
3480,The Autobiography of a Jukebox,Cornelius Eady,9780887482366,75,4.2,25,Carnegie-Mellon University Press,March 28th 1997
3481,The Autobiography of Maud Gonne: A Servant of the Queen,"Maud Gonne, A. Norman Jeffares, Anna Macbride White",9780226302522,396,3.94,49,University Of Chicago Press,March 17th 1995
3482,Kit Carson's Autobiography,Kit Carson,9780803250314,192,3.6,53,Bison Books,March 1st 1966
3483,Driven: An Autobiography,"Larry H. Miller, Doug Robinson",9781606417874,0,4.06,1128,Deseret Book Company,May 10th 2010
3484,My England Years: The Autobiography,Bobby Charlton,9780755316212,384,3.71,51,Headline Book Publishing,October 18th 2008
3485,Guilty of Everything: The Autobiography of Herbert Huncke,Herbert E. Huncke,9781557780447,210,4.34,35,Paragon House Publishers,May 1st 1990
3486,The Santa Papers: the unofficial autobiography of St. Nicholas of Myra,Wally Metts,9780984276622,48,4.09,11,Kadsesh Press,September 15th 2012
3487,My Fight Your Fight: The Official Ronda Rousey autobiography,Ronda Rousey,,324,4.36,2114,Cornerstone Digital,July 2nd 2015
3488,Beckham: Both Feet on the Ground: An Autobiography,"David Beckham, Tom Watt",9780060727369,464,4.1,63,HarperCollins,October 14th 2003
3489,Growing: An Autobiography of the Years 1904 to 1911 (Autobiography of Leonard Woolf #2),Leonard Woolf,9780156372152,264,3.94,47,Mariner Books,October 18th 1989
3490,Dreaming to Some Purpose: The Autobiography of Colin Wilson,Colin Wilson,9781844131884,416,4.18,90,Century,May 26th 2004
3491,Black White and Jewish: Autobiography of a Shifting Self,Rebecca Walker,9780613494052,322,3.73,2041,Turtleback Books,January 31st 2001
3492,Autobiography,Harriet Martineau,9781551115559,741,2.75,4,Broadview Press,December 21st 2006
3493,Arrive at Easterwine: The Autobiography of a Ktistec Machine,R.A. Lafferty,9780684123417,216,4.0,65,Scribner Book Company,January 1st 1971
3494,To the Is-land: An Autobiography (Janet Frame Autobiography #1),Janet Frame,9780807610428,195,4.04,353,George Braziller,October 1st 1982
3495,The Dance of Reality: A Psychomagical Autobiography,Alejandro Jodorowsky,,424,3.97,31,Park Street Press,June 6th 2014
3496,Autobiography of a Baby Boomer,Robert     Schultz,,426,4.1,50,Light Messages Publishing,May 28th 2013
3497,No Limits: My Autobiography,Ian Poulter,,320,3.93,56,Quercus,October 23rd 2014
3498,My Inventions: The Autobiography of Nikola Tesla,Nikola Tesla,,68,4.02,1661,,
3499,Falwell: An Autobiography,Jerry Falwell,9781888684049,486,3.72,18,Liberty House Publishers,January 1st 1996
3500,Inventing Myself: An Autobiography,"Miriam Defensor Santiago, Helen L Valmayor",9789711005528,87,4.32,19,New Day Publishers of the Christian Literature Society of the Philippines,1994
3501,Mourning Dove: A Salishan Autobiography,"Mourning Dove, Jay Miller",9780803282070,267,3.72,36,Bison Books,February 1st 1994
3502,Mary King: The Autobiography,Mary King,9781409104780,304,4.13,55,Orion Publishing,September 1st 2009
3503,Circle of Light: The Autobiography of Kiranjit Ahluwalia,"Kiranjit Ahluwalia, Rahila Gupta",9780006383291,1,3.94,18,HarperCollins Publishers,
3504,The Autobiography of Booker T. Washington,Booker T. Washington,9781494478315,266,4.41,27,Createspace,December 12th 2013
3505,Theodore Roosevelt: An Autobiography,Theodore Roosevelt,9781406506068,500,3.89,743,Dodo Press,April 28th 2006
3506,The Partial Autobiography of Jane Doe,Daniela Olszewska,,0,4.78,27,dancing girl press,2008
3507,World War II: The Autobiography,Jon E. Lewis,9780762437351,578,3.67,21,Running Press,October 13th 2009
3508,The Statue Within: An Autobiography,"François Jacob, Franklin Philip",9780879694760,326,4.09,35,Cold Spring Harbor Laboratory Press,January 1st 1995
3509,"Story of My Life: The Autobiography of George Sand (Suny Series, Women Writers in Translation)","George Sand, Thelma Jurgrau",9780791405819,1184,3.88,216,State University of New York Press,July 1st 1991
3510,A Time to Heal: The Autobiography of Gerald R. Ford,Gerald R. Ford,9780060112974,454,3.77,71,HarperCollins Publishers,December 1st 1979
3511,"C. H. Spurgeon Autobiography: The Early Years, 1834-1859",Charles H. Spurgeon,9780851510767,562,4.49,72,Banner of Truth,December 1st 1962
3512,Autobiography of Parley P. Pratt,Richard Lloyd Dewey,9780929753126,426,4.22,49,Stratford Books,August 1st 2005
3513,From A to Biba: The Autobiography of Barbara Hulanicki,Barbara Hulanicki,9781851775149,190,4.16,49,Victoria & Albert Museum,June 1st 2007
3514,An American Life: The Autobiography,Ronald Reagan,9781451620733,752,4.22,1602,Simon & Schuster,January 11th 2011
3515,George: An Early Autobiography (Autobiography #1),Emlyn Williams,9780241902059,461,4.07,14,Hamish Hamilton,
3516,Daughter Of Destiny: An Autobiography,Benazir Bhutto,9780671696030,0,3.87,1129,Touchstone Books,January 1st 2004
3517,"Roses In December ; An Autobiography, With Epilogue: Emasculation Of Judiciary, Emergency",M.C. Chagla,,0,4.28,40,Bharatiya Vidya Bhavan,2000
3518,My People Shall Live: Autobiography Of A Revolutionary,Leila Khaled,9780919600294,229,4.24,46,,
3519,Wild Ivy: The Spiritual Autobiography of Zen Master Hakuin,Hakuin Ekaku,9781570624353,177,4.12,96,David R. Godine Publisher,March 16th 1999
3520,My Awesome Place: Autobiography of Cheryl Burke,Cheryl Burke,9780983242246,208,4.18,51,Topside Signature,October 23rd 2012
3521,The Autobiography,"Colin Jackson, David Conn",9780563487388,223,2.92,13,BBC Books,August 1st 2003
3522,An Autobiography,George Bernard Shaw,9780370013282,336,4.5,4,Max Reinhardt,June 18th 1970
3523,Autobiography,Enid Bagnold,9780434043033,0,4.29,7,,
3524,Hitting Back: The Autobiography,Andy   Murray,9781846051678,304,3.66,32,Century,July 8th 2008
3525,As I Remember: An Autobiography,Lillian Moller Gilbreth,9780898061864,249,3.6,25,,
3526,The Book of Myself: A Do-It Yourself Autobiography in 20 Questions,"David   Marshall, Carl Marshall",9780786862504,208,3.64,55,Hyperion,January 2nd 1997
3527,Something Like an Autobiography,"Akira Kurosawa, Audie E. Bock",9780394714394,205,4.2,1060,Vintage Books,May 12th 1983
3528,Anything But... An Autobiography,Richie Benaud,9780340696491,0,3.69,16,,
3529,Daughters and Rebels: an autobiography,Jessica Mitford,,0,4.12,2203,BookRags.com,August 18th 2011
3530,Beyond Innocence: An Autobiography in Letters The Later Years,"Jane Goodall, Dale Peterson",9780618125203,432,3.8,71,Houghton Mifflin Harcourt,July 12th 2001
3531,Rhinestone Cowboy:: An Autobiography,"Glen Campbell, Tom Carter",9780679419990,253,3.6,53,Villard,March 22nd 1994
3532,Revenge of the Orgasm: (An Erotic Autobiography),Greatest Poet Alive,9780615782041,66,4.39,51,Gpa Media LLC,April 7th 2013
3533,Pippa Funnell: The Autobiography,Pippa Funnell,9780752865195,352,3.77,52,Orion Publishing,September 1st 2005
3534,Fading Into The Limelight: The Autobiography,Fading Into The Limelight: The Autobiography,,0,3.75,8,,
3535,Giant Steps: The Autobiography of Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,9780553050448,324,3.89,121,Bantam Books,December 1st 1983
3536,Jade: Fighting to the End: My Autobiography 1981–2009,"Jade Goody, Lucie Cave",9781844548132,282,4.14,134,John Blake,May 1st 2009
3537,The Forgotten Soldier: The Classic WWII Autobiography (Brassey's Commemorative Series WWII),"Guy Sajer, Lily Emmet",9780080374376,465,4.33,5056,Brassey',March 1990
3538,Autobiography,Kevin Pietersen,9780751557558,320,3.46,373,Littl,December 1st 2014
3539,Private Domain: An Autobiography,Paul    Taylor,9780822956990,406,4.0,38,University of Pittsburgh Press,April 29th 1999
3540,Edith Piaf: The Wheel of Fortune: The Official Autobiography,"Édith Piaf, Jean Cocteau, Peter Trewartha",9780720612288,200,3.53,74,Peter Owen Publishers,January 1st 2002
3541,Enchanted Evening: Volume III of the Autobiography of M. M. Kaye,M.M. Kaye,9780312265816,368,4.39,75,St. Martin's Press,December 5th 2000
3542,Valerie: The autobiography,"Valerie Adams, Phil Gifford",9781869712624,208,3.79,24,Hachette New Zealand Ltd,October 30th 2012
3543,Spyglass: An Autobiography,Helene Deschamps-Adams,9780805035360,308,3.59,27,Henry Holt & Company,June 1st 1995
3544,Ruby: The Autobiography,Ruby Walsh,9781409121121,322,3.68,31,Orion,February 1st 2012
3545,Singing Away the Hunger: The Autobiography of an African Woman,"Mpho M'Atsepo Nthunya, K. Limakatso Kendall",9780253211620,200,3.8,76,Indiana University Press,October 1st 1997
3546,Autobiographies,R.S. Thomas,9780460876391,192,3.36,11,J.M. Dent & Sons,January 5th 1997
3547,Michelle Kwan Autobiography,Michelle Kwan,9780590763561,192,4.0,35,Scholastic,March 1st 1998
3548,A Labor of Love: An Autobiography,Anne Geddes,9780740765629,320,4.53,45,Andrews McMeel Publishing,October 1st 2007
3549,Autobiography of a Corpse,"Sigizmund Krzhizhanovsky, Joanne Turnbull, Nikolai Formozov",9781590176702,230,3.95,307,NYRB Classics,December 3rd 2013
3550,For the Islands I Sing: An Autobiography,George Mackay Brown,9780719556289,192,3.84,45,John Murray Publishers,February 1st 1998
3551,An Autobiography: Grow Up,Keith Allen,9780091910709,384,3.65,52,Ebury Press,June 7th 2007
3552,Writing Your Life: A Guide to Writing Autobiographies,"Mary Borg, Joyce Turley",9781618210265,191,3.64,14,Prufrock Press,March 1st 2013
3553,Heart of Scars (Autobiography of a Werewolf Hunter #2),Brian P. Easton,9781934861639,346,3.98,111,Permuted Press,December 1st 2010
3554,Heathen Days: Mencken's Autobiography: 1890-1936 (H. L. Mencken's Autobiography #3),H.L. Mencken,9780801885327,320,4.28,47,Johns Hopkins University Press,August 28th 2006
3555,Lord of a Visible World: An Autobiography in Letters,"H.P. Lovecraft, S.T. Joshi, David E. Schultz",9780821413333,404,4.09,53,Ohio University Press,August 31st 2000
3556,"Bradford Washburn, An Extraordinary Life: The Autobiography of a Mountaineering Icon","Bradford Washburn, Lew Freedman",9780882409078,320,4.14,7,Westwinds Press,May 1st 2013
3557,A Soldier's Way: An Autobiography,"Colin Powell, Joseph E. Persico",9780099439936,656,4.03,31,Arrow,November 1st 2001
3558,The Autobiography of Albert Einstein,"Gerhard Roth, Malcolm Green",9780947757472,93,4.12,16,Atlas Press,March 28th 1993
3559,And It's Goodnight From Him: The Autobiography Of The Two Ronnies,Ronnie Corbett,9780141028040,0,3.86,105,Penguin Books,June 7th 2007
3560,Bit of a Blur: The Autobiography,Alex  James,9780316027588,288,3.72,1556,Littl,May 28th 2008
3561,Twiggy: An Autobiography,Twiggy,9780246108951,156,3.86,14,Grafton Books,January 1st 1975
3562,Boycott: The Autobiography,Geoff Boycott,9780330447379,320,3.52,23,Pan Publishing,
3563,In the Afternoon of Time: An Autobiography,"Harivansh Rai Bachchan, Rupert Snell",9780670881581,498,4.37,19,Penguin Books,April 1st 1998
3564,Cutting Edge: My Autobiography,"Javed Miandad, Saad Shafqat",9780195799187,394,3.5,28,Oxford University Pres,January 16th 2004
3565,Sir Vivian: The Definitive Autobiography,"Viv Richards, Bob Harris",9780718144340,304,3.65,40,Michael Joseph Ltd,May 25th 2000
3566,Grace like a River: An Autobiography,"Christopher Parkening, Kathy Tyers",9781414300467,304,3.68,44,Tyndale House Publisher,May 22nd 2006
3567,Musical Stages: An Autobiography,"Richard Rodgers, Mary Rodgers",9780306811340,384,3.94,35,Da Capo Press,April 18th 2002
3568,Born to Rebel: An Autobiography,Benjamin Elijah Mays,9780820308814,380,4.12,17,University of Georgia Press,November 1st 1986
3569,Faithfull: An Autobiography,"Marianne Faithfull, David Dalton",9780815410461,336,3.97,1443,Cooper Square Press,June 6th 2000
3570,Reading Autobiography: A Guide for Interpreting Life Narratives,"Sidonie Smith, Julia   Watson",9780816628834,320,3.64,89,Univ Of Minnesota Press,January 2nd 2002
3571,The Autobiography of Bertrand Russell,Bertrand Russell,9780415228626,749,4.06,657,Routledge,March 10th 2000
3572,Asking For Trouble: The Autobiography Of A Banned Journalist,Donald Woods,9780140093193,0,4.48,48,Penguin Books Ltd,January 29th 1987
3573,The Day Gone By : An Autobiography,Richard Adams,9780679401179,396,3.71,24,Alfred A. Knopf,April 23rd 1991
3574,Autobiography of My Hungers,Rigoberto González,9780299292508,128,3.93,30,University of Wisconsin Press,May 6th 2013
3575,The Autobiography of a Seaman,Thomas Cochrane,9781585740611,388,3.85,20,The Lyons Press,March 1st 2000
3576,Beverly: An Autobiography,"Beverly Sills, Lawrence Linderman",9780593012628,0,3.95,20,,
3577,"Final Truth: The Autobiography of Mass Murderer/Serial Killer Donald ""Pee Wee"" Gaskins",Wilton Earle,9780963242204,230,4.2,179,Adept,May 1st 1992
3578,The Autobiography of a Sexually Emancipated Communist Woman,"Alexandra Kollontai, Germaine Greer",9780805204865,137,4.0,28,Schocken Books,January 1st 1975
3579,The Education of Henry Adams: An Autobiography,"Henry Adams, Donald Hall",9780618056668,544,3.71,1998,Mariner Books,April 27th 2000
3580,Final Truth - Autobiography of a Serial Killer,"Donald 'Pee Wee' Gaskins, Wilton Earle",,230,4.75,8,Mondo,June 1993
