ID_A,ID_B,Flag,Title_A,Title_B,ISBN13_A,ISBN13_B
374,1089,,An Autobiography,God's Grace for Graham: An Autobiography,9.78039E+12,9.78149E+12
1066,473,,As If: An Autobiography,A Daughter of Han: The Autobiography of a Chinese Working Woman,9.78047E+12,2.94015E+12
3681,2753,,Blue Plate Special: An Autobiography of My Appetites,Autobiography of Buffalo Bill (Colonel W,9.78039E+12,9.78141E+12
2750,1555,,Winter's Tale: An Autobiography,The Lucky Loadmaster: Autobiography of an Elite U.S. Air Force Loadmaster,9.78075E+12,9.78147E+12
1976,935,,Autobiography,The Autobiography of an ExtraTerrestrial Saga: Waking Thyron,,9.7815E+12
661,3309,,I Could Never Be So Lucky Again: An Autobiography,Autobiography and Questions of Gender,9.78055E+12,9.78114E+12
1980,1829,,An Autobiography,"Intellectual Autobiography: Ideas on Literature, Philosophy and Religion",9.7803E+12,9.78141E+12
2636,3304,,Jane Eyre: An Autobiography,They Still Call Me Junior: Autobiography of a Child Star; With a Filmography,,9.7809E+12
2094,2739,,Autobiography of Allen Jay,All Honourable Men: Part Two of An Autobiography,,9.78147E+12
2634,145,,Farangi - Autobiography of an Afghan Immigrant,"Autobiography of Jack the Ripper: In His Own Words, The Confession of the World's Most Infamous Killer",9.78126E+12,9.7814E+12
197,1131,,Memories: An Autobiography,"Tower Stories: The Autobiography of September 11, 2001",9.78186E+12,9.78097E+12
1299,2735,,My Struggles: An Autobiography,Autobiography Volume 2 (1968-1986): Hell or the Garden of Eden,9.78071E+12,9.78179E+12
2073,2974,,All My Yesterdays: An Autobiography,Smile Please: An Unfinished Autobiography,9.78185E+12,9.78006E+12
74,2253,,Journey Into Childhood: The Autobiography of Lois Lenski,The Log-Cabin Lady: An Anonymous Autobiography,9.7804E+12,9.7815E+12
2637,1273,,Brushes With History: An Autobiography,My Early Life on St. Kitts and Nevis: An Autobiography of the First 22 Years,9.78067E+12,9.78148E+12
2479,2530,,"A Lakota War Book from the Little Bighorn: The Pictographic ""Autobiography of Half Moon""",Something Like an Autobiography,9.78098E+12,2.94001E+12
1572,2707,,Autobiography of a Freedom Rider: My Life as a Foot Soldier for Civil Rights,Autobiography of William G. Schauffler: For Forty-nine Years a Missionary in ...,9.78076E+12,2.94003E+12
369,1661,,The Sport Of Queens; The Autobiography Of Dick Francis,Path Without Destination: An Autobiography,9.78033E+12,9.78069E+12
404,3408,,How I Lost 5 Pounds in 6 Years: An Autobiography,"Alton Locke, Tailor and Poet: An Autobiography",9.78031E+12,2.94002E+12
3320,2286,,The Adventure of Living : a Subjective Autobiography,Life of Thurlow Weed including his autobiography and a memoir ..,,2.94002E+12
1499,3201,,The Elements of Autobiography and Life Narratives,The First Million the Hardest: An Autobiography (Classic Reprint),9.78032E+12,9.78133E+12
3907,2885,,Porn King: The Autobiography of John C. Holmes,A Summer Jaunt: Being a Rambling Autobiography of John Strange Winter [pseud.],9.78188E+12,2.94003E+12
2130,2924,,And One To Grow On (American Autobiography),Midnight Son: An Autobiography,9.78078E+12,9.78152E+12
3849,1684,,How NOT to be a Football Millionaire - Keith Gillespie My Autobiography,"Lady Morgan's Memoirs: Autobiography, Diaries and Correspondence ...",,2.94002E+12
618,3548,,"The Court Years, 1939-1975: The Autobiography of William O. Douglas",Metasophy Learning to Die-Dying to Learn: Pilgrims Autobiography and Testimony,9.78039E+12,9.78145E+12
46,1050,,Gray Matters: The Autobiography,My Science Fiction Autobiography,9.78033E+12,9.78126E+12
3796,3168,,Icebreaker the Autobiography of Rudy Galindo,The Rev. Herbert H. Hayden; an autobiography. The Mary Stannard murder; tried on circumstantial evidence ..,9.78067E+12,2.94002E+12
923,2204,,You Won't Believe This But...: An Autobiography of Sorts,The Uses Of Autobiography,9.78075E+12,9.78114E+12
1450,3232,,Cloris: My Autobiography,Writing Your Life: An Easy-to-Follow Guide to Writing an Autobiography,9.78076E+12,9.78188E+12
374,753,,An Autobiography,Unapologetically Black: Doni Glover Autobiography,9.78039E+12,9.78069E+12
368,739,,Memoirs of an Arabian Princess: An Autobiography,Theodore Roosevelt: Autobiography,,9.78149E+12
2394,3467,,"Nearer, My God: An Autobiography of Faith",Confessions of a Parish Priest: An Autobiography,9.78016E+12,9.78067E+12
1384,2321,,The Autobiography of Andrew Carnegie and the Gospel of Wealth,"The Saga of a Quiet Birdman: The Autobiography of Paul B. Jackson, Colonel USAF (Ret.)",9.78045E+12,9.78188E+12
3181,1588,,Louis Spohr Autobiography,The Education Of Henry Adams An Autobiography,,2.94003E+12
506,2133,,King of the Mild Frontier: An Ill-Advised Autobiography,Autobiography of Yukichi Fukuzawa,9.78006E+12,2.90023E+12
2057,2149,,Gooch: My Autobiography,Autobiography,9.78E+12,9.78082E+12
2509,969,,Come What May: The Autobiography,"Autobiography of Mark Twain, the authentic original version",,2.94002E+12
355,2120,,Stan Bowles: The Autobiography,"Autobiography of Adin Ballou, 1803-1890: Containing an Elaborate Record and Narrative of Hs Life ...",9.78075E+12,2.94002E+12
3598,1131,,Red Flower of China: An Autobiography,"Tower Stories: The Autobiography of September 11, 2001",9.78157E+12,9.78097E+12
3063,3561,,"Child Of Two Worlds: An Autobiography Of A Filipino American, Or Vice Versa","James Burn, the Beggar Boy: an Autobiography, Relating the Numerous Trials, Struggles, and Vicissitudes of a Strangely Chequered Life, With Glimpses of English Social, Commercial, and Political History, During Eighty Years, 1802-1882",9.78971E+12,9.78129E+12
495,2921,,The Race of My Life: An Autobiography,Once Upon A Girl: An Autobiography,9.78813E+12,9.78148E+12
2279,3564,,Untitled Autobiography,Fred Zinnemann: An Autobiography,9.78035E+12,9.78075E+12
1093,1135,,Autobiography of Jurji Zaidan,"Kolokotrones, the Klepht and the Warrior: bsixty Years of Peril and Daring : an Autobiography",9.78089E+12,9.78141E+12
800,3026,,Lightning Joe: An Autobiography,"The Life of Hon. William F. Cody, Known As Buffalo Bill, the Famous Hunter, Scout, and Guide: An Autobiography",9.78089E+12,9.78081E+12
1264,2753,,Autobiography of Benjamin Franklin,Autobiography of Buffalo Bill (Colonel W,9.78144E+12,9.78141E+12
2432,1439,,Born Of The People: An Autobiography,A History of autobiography in Antiquity: Part 1,,9.78042E+12
735,1026,,Ansel Adams: An Autobiography,Life of David Crockett: An Autobiography,9.78082E+12,9.78159E+12
3544,3309,,Ruby: The Autobiography,Autobiography and Questions of Gender,9.78141E+12,9.78114E+12
1605,2715,,Passport: An Autobiography,The Autobiography,9.78017E+12,2.94003E+12
3608,1388,,A Kentish Lad: The Autobiography of Frank Muir,Before I Forget: The Autobiography of a Chevalier D'Industrie - Scholar's Choice Edition,9.78055E+12,9.7813E+12
2406,2604,,By Jack Rosenthal: An Autobiography in Six Acts,Ezio Pinza: An Autobiography,9.78186E+12,9.78041E+12
1005,3589,,Dual Allegiance: An Autobiography,"The autobiography of the Rev. Charles Freshman; late rabbi of the Jewish synagogue at Quebec, and graduate of the Jewish theological seminary at Prague; at present German Wesleyan minister at Preston, Ontario..",9.78089E+12,2.94003E+12
406,323,,The Autobiography of Jesus Christ as Told to: Neil Elliott,From the Holocaust to Hogan's Heroes: An Autobiography of Robert Clary,9.78159E+12,9.78159E+12
3910,3301,,The Ochre Robe: An Autobiography,Third Lieutenant: An Autobiography,9.78092E+12,9.78076E+12
1067,122,,Autobiography,Autobiography: The Story of My Experiments with Truth,9.78067E+12,9.78049E+12
2773,299,,The Romantic Subject in Autobiography Romantic Subject in Autobiography: Rousseau and Goethe Rousseau and Goethe,Remembering Your Story: Creating Your Own Spiritual Autobiography,9.78081E+12,9.78084E+12
1696,202,,Solva Blues: An Autobiography,Autobiography of Malcolm X (SparkNotes Literature Guide),9.78086E+12,9.78141E+12
3465,637,,An Independent Man: The Autobiography,Autobiography of Ma-Ka-Tai-Me-She-Kia-Kiak or Black Hawk (1882),9.78075E+12,2.94E+12
79,2943,,The Face Before I Was Born: A Spiritual Autobiography,The Autobiography Of Mark Rutherford,9.78096E+12,9.78144E+12
3680,2472,,My life and struggle; autobiography of Badshah Khan,Not a Boring Moment: Autobiography,,9.78148E+12
621,2550,,"Sergei Prokofiev: Autobiography, Articles, Reminiscences",The Autobiography Of Leigh Hunt,9.7809E+12,2.94003E+12
3523,1634,,Autobiography,Totally Unofficial: The Autobiography of Raphael Lemkin,9.78043E+12,9.7803E+12
3463,2853,,Happy Days: Mencken's Autobiography: 1880-1892 (H. L. Mencken's Autobiography #1),Lake Tanganyika: Pathway to New Horizons - An Autobiography,9.7808E+12,2.94015E+12
3059,2775,,My Fight For Irish Freedom: Dan Breen's Autobiography,Autobiography,,9.7815E+12
2043,2369,,"The Autobiography of a Flea, Book Four",Autobiography and Life Stories of Elwood Walker Chambers,,9.78148E+12
2079,779,,Gooch: My Autobiography,"Burn, Ba",9.78E+12,9.78025E+12
26,2957,,William Barclay: A Spiritual Autobiography,Art Smith's story; the autobiography of the boy aviator which appeared as a serial in the Bulletin,9.7808E+12,2.94003E+12
1302,2352,,Man Of Everest: The Autobiography Of Tenzing,"Haunch, paunch and jowl; an anonymous autobiography",9.78818E+12,2.94002E+12
875,215,,Born Lucky An Autobiography,"Autobiography: Childhood, Boyhood and Youth",9.78055E+12,9.78152E+12
369,1009,,The Sport Of Queens; The Autobiography Of Dick Francis,Autobiography,9.78033E+12,9.7802E+12
3506,2391,,The Partial Autobiography of Jane Doe,"The autobiography of Thomas Shepard, the celebrated minister of Cambridge, N. E. With additional not - Scholar's Choice Edition",,9.7813E+12
3092,2,,It's a Don's Life: An Autobiography,The Autobiography of Malcolm X,9.78044E+12,9.78035E+12
1354,2906,,The Autobiography of Sir Henry Morton Stanley: The Making of a 19th-Century Explorer,Autobiography of Cyrus Morton - Scholar's Choice Edition,9.78159E+12,9.78129E+12
3723,1995,,The Test: My Autobiography,Jackie Robinson of Evangelism: An Autobiography of Howard O. Jones,,9.7808E+12
2547,1992,,The Autobiography of Christopher Columbus Hicks,Channeled By God: An Autobiography,9.78088E+12,9.78143E+12
3022,3119,,The Autobiography of a Neurasthene: As Told by One of Them (1910),The Last Trek--a New Begining: The Autobiography,9.78055E+12,9.78033E+12
3265,1563,,Autobiography St John Neumann:,Literary Remains of Henry Fynes Clinton: Consisting of an Autobiography and Literary Journal and Brief Essays on Theological Subjects,9.78082E+12,9.78129E+12
691,801,,Smile Please: An Unfinished Autobiography,Douglass: Autobiographies,9.78014E+12,9.78094E+12
3218,2240,,Charlie Nicholas. An Autobiography,Our Irish Theatre: A Chapter of Autobiography (Classic Reprint),9.78009E+12,9.78133E+12
1862,2169,,Portrait in Oil: The Autobiography of Nubar Gulbenkian,A Salem Shipmaster and Merchant: The Autobiography of George Nichols (Classic Reprint),,9.78133E+12
3156,667,,The Making of a Country Lawyer: An Autobiography,"Autobiographies: The Collected Works of W.B. Yeats, Volume III",9.78031E+12,9.78145E+12
1184,1498,,Terry Thomas Tells Tales: An Autobiography,An Archaeological Autobiography,9.78086E+12,9.78086E+12
3497,3377,,No Limits: My Autobiography,Too Rich and Too Thin: Not an Autobiography,,9.78159E+12
259,2677,,Bio of an Ogre: The Autobiography of Piers Anthony to Age 50,The Long Lane-Lost Child: Autobiography,9.78044E+12,9.78131E+12
2028,2430,,Journey with Children: The Autobiography of a Teacher,"Autobiography, a Collection of the Most Instructive and Amusing Lives Ever Published Volume 5",9.78087E+12,9.78131E+12
2277,2752,,The Autobiography of J.G.B.,The Autobiography of Benjamin Franklin - Scholar's Choice Edition,,9.7813E+12
882,3642,,Coco Autobiography of my dog,"Autobiography of a Shaker, and Revelation of the Apocalypse",,2.94002E+12
2707,3382,,Schizophrenia and I: An Autobiography,The Autobiography Volume 1,9.78149E+12,9.78131E+12
1991,3229,,The Autobiography,"Autobiography of Thomas Wright, of Birkenshaw, in the county of York",,2.94002E+12
1625,288,,"Blossoming World: An Autobiography, Volume Two",Society's Child: My Autobiography,9.78083E+12,9.78144E+12
548,2504,,The Course of My Life: The Autobiography of Edward Heath,Beyond the Ivory Tower: An Autobiography,9.78034E+12,9.78186E+12
2474,3120,,"Sam: The Autobiography of Sam Torrance, Golf's Ryder Cup Winning Hero","James Nasmyth, Engineer: An Autobiography",9.78056E+12,9.78396E+12
2231,1862,,The Autobiography of Calvin Coolidge,"Miracles of Life: Shanghai to Shepperton, An Autobiography",9.78141E+12,9.78087E+12
1141,1222,,"Miracle Man: Nolan Ryan, the Autobiography",Good Morning Blues: The Autobiography of Count Basie,9.78082E+12,9.78039E+12
705,3557,,"Autobiography, Volume 1: 1907-1937, Journey East, Journey West","Autobiography and Letters of Orville Dewey, D. D.",9.78023E+12,2.94003E+12
3450,2891,,Under Fire: An American Story - The Explosive Autobiography of Oliver North,The Autobiography of St Ignatius,9.78006E+12,9.78178E+12
3738,902,,The Compleated Autobiography 1757-1790,With Head And Heart,9.7816E+12,9.78016E+12
3376,3106,,Hiroshima: The Autobiography of Barefoot Gen (Asian Voices),The Call of Isis: A Spiritual Autobiography,9.78144E+12,9.78148E+12
1715,2892,,The Autobiography of Jesus of Nazareth,"Sex, Lies, and Autobiography: The Ethics of Confession",9.78142E+12,9.78081E+12
3716,3161,,"Alton Locke, Tailor and Poet: An Autobiography",What Did I Do?: The Unauthorized Autobiography of Larry Rivers,9.7814E+12,9.78006E+12
3017,3224,,A Dropped Glove in Regent Street: An Autobiography by Other Means,From Labor to Letters: A Novel Autobiography,9.78155E+12,9.78093E+12
181,2789,,Autobiography of So-And-So: Poems in Prose,The Autobiography of a Stage-Coachman (Volume 3),9.78093E+12,9.78115E+12
1169,1342,,Thank Heaven: My Autobiography,Lone lassie : an autobiography,9.78191E+12,2.94002E+12
125,2720,,Blues of a Lifetime: The Autobiography of Cornell Woolrich,The Occasions of Poetry: Essays in Criticism and Autobiography,9.78088E+12,9.78047E+12
1763,706,,Concession To The Improbable: An Unconventional Autobiography,Autobiography of Charles Darwin : Edited,9.7803E+12,9.78161E+12
1428,3221,,A Man of Honor: The Autobiography of Joseph Bonanno,THE AUTOBIOGRAPHY OF LEIGH HUNT,9.78031E+12,2.94003E+12
633,994,,Moon and Rainbow: The Autobiography of an Aboriginal,King: My Autobiography,9.78059E+12,9.78178E+12
3404,2524,,Is It Me?: Terry Wogan - An Autobiography,The autobiography of a beggar,9.78056E+12,2.94002E+12
1982,1841,,Autobiography,John Ludlow: The Autobiography of a Christian Socialist,9.78146E+12,9.78114E+12
3479,3200,,The Autobiography of Michel de Montaigne,The Autobiography of Henry VIII: With Notes,9.78157E+12,2.94001E+12
1387,1036,,"Autobiography of George Dewey, Admiral of the Navy",I Was A German - The Autobiography Of Ernst Toller,9.78087E+12,9.78145E+12
3465,532,,An Independent Man: The Autobiography,Sister of the Road: The Autobiography of Box-Car Bertha,9.78075E+12,9.78159E+12
3582,2798,,Pelé: The Autobiography,Charles Darwin: On the Origin of Species and Autobiography of Charles Darwin,9.78074E+12,9.78151E+12
430,1460,,Bertie Ahern: The Autobiography,Amen's Boy: A Fictionalized Autobiography,9.78009E+12,9.78143E+12
685,1787,,"Fortunate Son: The Autobiography Of Lewis B.Puller,Jr.","A supplement to Burnet's History of my own time; derived from his original memoirs, his autobiography, his letters to Admiral Herbert, and his private meditations, all hitherto unpublished;",9.78055E+12,2.94002E+12
2182,14,,My Story; An Autobiography of a Transgender FTM,The Autobiography of Benjamin Franklin,,9.78049E+12
3746,2053,,James Arness: An Autobiography,"The Autobiography and Correspondence of Mary Granville, Mrs. Delany: With Interesting Reminiscences of King George the Third and Queen Charlotte Volum",9.78079E+12,9.78131E+12
2064,3385,,Ray Barrett: An Autobiography,"Autobiography of John Wesley Hughes: Founder of Asbury and Kingswood Colleges, with Biographical Contributions",9.78009E+12,9.78162E+12
1825,2439,,"Sounds of Silence Breaking: Women, Autobiography, Curriculum",Baron Philippe: The Very Candid Autobiography of Baron Philippe de Rothschild,9.78082E+12,9.78035E+12
3668,823,,"I Toto: The Autobiography of Terry, the Dog who was Toto",Raging Bull: My Autobiography,9.78158E+12,9.78001E+12
291,2382,,Bertolt Brecht: A Literary Life (Biography and Autobiography),The story of a varied life; an autobiography,,2.94002E+12
276,1801,,A Path from Rome: An Autobiography,Up Front . . .: His Strictly Confidential Autobiography,9.78019E+12,9.78191E+12
745,407,,How I Played the Game: An Autobiography,The Facts: A Novelist's Autobiography,9.78159E+12,9.78147E+12
3763,1597,,Ray: Stories of My Life - The Autobiography,The Adventures of Abe: An Autobiography of a Copper Penny,9.78174E+12,9.78145E+12
1237,2322,,Seven and Nine years Among the Camanches and Apaches An Autobiography,"Sprott, an autobiography, ed. [really written]",,2.94003E+12
3227,2401,,The Autobiography of Thomas Jefferson,The Autobiography of a Journalist,,2.94003E+12
2300,1641,,Tosh An Autobiography,Seeds of Violence: The Autobiography of a Subversive,9.78021E+12,9.7816E+12
649,1611,,Against The Evil Tide - An Autobiography,Autobiography and correspondence during the reigns of James I and Charles I : Edited,,2.94002E+12
3046,2254,,The Autobiography of Saint Therese: The Story of a Soul,The Real McRae: The Autobiography of the People's Champion,9.78031E+12,9.78009E+12
1418,1096,,Reaching for the Beaufort Sea: An Autobiography,The Autobiography of W. E. B. Du Bois (The Oxford W. E. B. Du Bois): A Soliloquy on Viewing My Life from the Last Decade of Its First Century,9.78155E+12,9.7802E+12
124,3696,,The Tribal World of Verrier Elwin: An Autobiography,"Alton Locke ; tailor and poet, an autobiography",9.7802E+12,2.94002E+12
2900,3436,,Death Valley in '49: The Autobiography of a Pioneer,Lazar: The Autobiography of My Father,,9.78067E+12
116,2037,,They Shall Not Pass: The Autobiography of La Pasionaria,Life and labours of the Rev. Wm. McClure [microform] : for more than forty years a minister of the Methodist New Connexion : chiefly an autobiography,9.78072E+12,2.94003E+12
2730,1795,,The Autobiography of our Beloved,"Autobiography Of The Blessed Mother Anne Of Saint Bartholomew, Inseparable Companion Of Saint Teresa, And Foundress Of The Carmels Of Pontoise, Tours And Antwerp",,9.7813E+12
3006,1058,,"In Review Pictures I've Kept A concise Pictorial ""Autobiography""","The Path of The White Magus: A Supernatural, Metaphysical Autobiography",,9.78058E+12
160,2580,,Autobiography of Thomas Jefferson & the Jefferson Bible: The Life and Morals of Jesus of Nazareth,"Deeper Experiences Of Famous Christians: Gleaned From Their Biographies, Autobiographies And Writings",9.78098E+12,9.7813E+12
987,2480,,Luckier Than Most: An Autobiography,"Louisiana, Napoleon and the United States: An Autobiography of Pierre-Clement de Laussat (1756-1835)",9.78034E+12,9.78082E+12
1116,2875,,Red Auerbach: An Autobiography,"Edward Wortley Montagu, Vol. 2 of 3: An Autobiography (Classic Reprint)",9.7804E+12,9.78133E+12
3141,2701,,An Uncertain Voyage: An Autobiography,"The Wondrous Autobiography Of Leaf, Erik's Son",9.7819E+12,9.78098E+12
3909,13,,Autobiography of a Mad Nation,The Autobiography of Eleanor Roosevelt,9.78817E+12,9.78006E+12
1971,1318,,Autobiography,Theme And Variations An Autobiography - Scholar's Choice Edition,9.78072E+12,9.7813E+12
1707,2714,,Accept The Challenge � The Autobiography,The Autobiography of Alexander Luria A Dialogue With the Making of Mind,,9.78081E+12
2776,172,,From Annapolis to Scapa Flow: The Autobiography of Edward L. Beach Sr.,"The Last Manchu: The Autobiography of Henry Pu Yi, Last Emperor of China",9.78156E+12,9.78163E+12
2289,937,,Women's Autobiography,"The Gift of Stories: Practical and Spiritual Applications of Autobiography, Life Stories, and Personal Mythmaking / Edition 1",9.78025E+12,9.7809E+12
2758,609,,Patterns Of Experience In Autobiography,Without Stopping: An Autobiography,9.78081E+12,9.78006E+12
1121,2642,,Heir Apparent: An Autobiography,"The autobiography and justification of Johannes Ronge, tr. [from Rechtfertigung]",9.7802E+12,2.94003E+12
3449,2655,,Peig: The Autobiography of Peig Sayers of the Great Blasket Island,The Autobiography of Madame Guyon,9.78082E+12,9.7815E+12
1235,2761,,Porn King: The Autobiography of John C. Holmes,Jane Eyre: An Autobiography - Scholar's Choice Edition,,9.7813E+12
1054,286,,Autobiography of Mother Jones,Ansel Adams: An Autobiography / Edition 1,9.78049E+12,9.78082E+12
3417,2695,,My American Journey: An Autobiography,Meaning a Life: An Autobiography,9.78068E+12,9.78088E+12
2456,289,,"My History, Not Yours: The Formation of Mexican American Autobiography",THE AUTOBIOGRAPHY OF MARK TWAIN Nook Edition (100th Anniversary Newly Edited and Commented Version) Special Nook Enabled Features The Autobiography of Mark Twain NOOKbook,9.7803E+12,2.94001E+12
425,2312,,A Sole Survivor: Bits of Autobiography,Rudolf Steiner: An Autobiography,9.78157E+12,9.78083E+12
2065,3504,,Undisputed Trut: My Autobiography,"Theodore Thomas, a musical autobiography;",,2.94002E+12
448,151,,"Benjamin O. Davis, Jr., American: An Autobiography","Autobiography of Mark Twain: Volume 1, Reader's Edition",9.78087E+12,9.78052E+12
2775,2175,,Leading from the Front: The Autobiography. General Sir Richard Dannatt,"Autobiography of Dr. D. B. Kellogg: Or, Explanation of Clairvoyance ...",9.78055E+12,2.94002E+12
1854,97,,Telling Lies in Modern American Autobiography,"Complete Works of Henry James: Novels, Short Stories, Plays, Essays, Autobiography and Letters: The Portrait of a Lady, The Wings of the Dove, The American, The Bostonians, The Ambassadors, What Maisie Knew, Washington Square, Daisy Miller...",9.78081E+12,9.78803E+12
715,1472,,Things I remember: An autobiography,Chapters of Experience: Studies in 20th Century American Autobiography,9.78081E+12,9.78031E+12
3015,1484,,Sing As We Go: The Autobiography of Gracie Fields,Autobiography Of A Mysterious Man,,9.78145E+12
1427,615,,The Machine: The Autobiography of Ian Freeman,Hound Dog: The Leiber and Stoller Autobiography,9.7819E+12,9.78142E+12
3690,2661,,Steve Jobs Bio: The Unauthorized Autobiography,Autobiography of Lorenzo Waugh (Classic Reprint),,9.78133E+12
2450,5,,"Super Bowl Diary: The Autobiography Of Ken ""The Snake"" Stabler",A Dog's Life: The Autobiography of a Stray,9.78052E+12,9.78044E+12
1169,1271,,Thank Heaven: My Autobiography,Phases of opinion and experience during a long life [microform] : an autobiography,9.78191E+12,2.94003E+12
1795,548,,Reminiscences of a Soldier's Wife: An Autobiography,"Autobiography of a Fugitive Negro: His Anti-Slavery Labours in the United States, Canada, & England",9.78055E+12,9.78385E+12
2644,642,,Autobiographies (Erasmus editions),Outside the Magic Circle: The Autobiography of Virginia Foster Durr,9.78093E+12,9.78082E+12
139,3648,,The Autobiography and Sex Life of Andy Warhol,Taken Alive and Other Stories with an Autobiography,9.78097E+12,9.78151E+12
3025,3290,,Davy Crockett's Own Story as Written by Himself: The Autobiography of America's Great Folk Hero,Autobiography_of_seventy_years_vol-I,9.78068E+12,2.94002E+12
425,3524,,A Sole Survivor: Bits of Autobiography,Autobiography of Catherine Joss,9.78157E+12,2.94002E+12
2149,1051,,Autobiography of Allen Jay,"A Burlesque Autobiography and, First Romance",,2.94001E+12
2157,311,,The Autobiography of Jack Ketch (1835),The Autobiography of Peter Cartwright,9.7811E+12,2.94015E+12
1580,271,,Survivor: The Autobiography,Writing Your Life: A Guide to Writing Autobiographies,9.78185E+12,9.78162E+12
944,187,,Who On Earth Is Tom Baker? An Autobiography,Infinity Net: The Autobiography of Yayoi Kusama,9.78E+12,9.78185E+12
3073,2747,,A Corpse In The Well: Translations From Modern Marathi Dalit Autobiographies,"Autobiography of the Rev. Dr. Alexander Carlyle, minister of Inveresk, 1722-1805",9.78086E+12,2.94003E+12
1735,362,,The Autobiographies of Sean O'Casey,The Autobiography of Yukichi Fukuzawa / Edition 1,9.78063E+12,9.78023E+12
1783,176,,The Doctor's House: An Autobiography,Time to Be in Earnest: A Fragment of Autobiography,9.7819E+12,9.78035E+12
3484,2565,,My England Years: The Autobiography,The magic staff; an autobiography of Andrew Jackson Davis ..,9.78076E+12,2.94002E+12
1679,2473,,Darwin Compendium: Voyage of the Beagle/Origin of the Species/Descent of Man & Selection in Relation to Sex/Expression of Emotions in Humans & Animals/Autobiography,Valentina: The Exile Child: An autobiography,9.78076E+12,9.78058E+12
2804,3029,,Treat It Gentle: An Autobiography,"The Lady Ecclesia, an autobiography",9.78031E+12,2.94002E+12
182,1109,,The Crafty Cockney: Eric Bristow: The Autobiography,Bright Felon: Autobiography and Cities,9.78185E+12,9.78082E+12
1793,2348,,Enigma Spy: An Autobiography,Autobiographies: Poems,9.78071E+12,9.78014E+12
3518,3084,,My People Shall Live: Autobiography Of A Revolutionary,Against the Odds: An Autobiography,9.78092E+12,9.78009E+12
3285,3537,,Autobiography and Reminiscences of Theophilus Noel,Bob Wilson: My Autobiography,9.78112E+12,9.78184E+12
283,2531,,An Autobiography,"An Autobiography, The Story Of The Lord's Dealings With Mrs. Amanda Smith, The Colored Evangelist: Containing An Account Of Her Life Work Of Faith, And Her Travels In America, England, Ireland, Scotland, India, And Africa, As An Independent",,9.7813E+12
2620,2818,,An Autobiography of Lessons Learned,ADHD: An Autobiography of Survival,9.78148E+12,9.78095E+12
2726,1386,,"His Majesty, the Queen: An Autobiography",Autobiography of seventy years,9.78069E+12,2.94002E+12
368,1725,,Memoirs of an Arabian Princess: An Autobiography,"John M. Mwanakatwe: Teacher, Politician, Lawyer: My Autobiography",,9.78998E+12
1989,1458,,Blues All Around Me: The Autobiography of B.B. King,Caroline Herschel's Autobiographies,9.78038E+12,9.78091E+12
314,3003,,Autobiography of a Yogi,Lew Wallace: An Autobiography (Classic Reprint),,9.78143E+12
2148,3268,,Within the Family Circle: An Autobiography,Select Poems and Autobiography (Classic Reprint),9.78043E+12,9.78133E+12
585,2390,,The Saint: My Autobiography,Children of the Dead End; The Autobiography of a Navvy,9.78034E+12,9.78131E+12
3027,1158,,Paper Bullets: A Fictional Autobiography,An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda Smith the Colored Evangelist,9.7803E+12,9.7802E+12
2772,2068,,Autobiography and National Identity in the Americas Autobiography and National Identity in the Americas,Awakening Desert: The Autobiography of an Israeli Scientist,9.78081E+12,9.78965E+12
3962,1996,,"The Limits of Autobiography: Trauma, Testimony, Theory","Autobiography of the late Donald Fraser, D.D. [microform] : and a selection from his sermons",9.7808E+12,2.94003E+12
1968,2261,,Autobiography,"Charles Francis Adams, 1835-1915: An Autobiography",9.78078E+12,2.94002E+12
2752,3462,,On Superconductivity and Superfluidity: A Scientific Autobiography,"When the Tree Flowered: The Fictional Autobiography of Eagle Voice, a Sioux Indian",9.78354E+12,9.7808E+12
1982,187,,Autobiography,Infinity Net: The Autobiography of Yayoi Kusama,9.78146E+12,9.78185E+12
2523,144,,Sage Tea: An Autobiography,"Biography: Best Sellers! Mother Teresa ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )",9.78E+12,2.94015E+12
2415,2514,,Yellow & Green: Not an Autobiography of Marcy Chen,Breaking Stereotypes: Autobiography of James O. Terry Jr.,9.78062E+12,9.78146E+12
3942,97,,Autobiography of Peter Cartwright,"Complete Works of Henry James: Novels, Short Stories, Plays, Essays, Autobiography and Letters: The Portrait of a Lady, The Wings of the Dove, The American, The Bostonians, The Ambassadors, What Maisie Knew, Washington Square, Daisy Miller...",9.78069E+12,9.78803E+12
825,1678,,"Living My Life, Vol. 1: Autobiography: 001",Hashish: The Autobiography of a Red Sea Smuggler,,9.78088E+12
1627,2556,,With Louis and the Duke: The Autobiography of a Jazz Clarinetist,Is it That Time Already?: The Autobiography,9.7802E+12,9.78185E+12
2409,992,,An Autobiography: The Story of My Life and Work,The Unbelonger : The Autobiography of a Half-Jewish Girl in Hitler's Berlin,,9.78193E+12
3614,2676,,"The Crippled Tree (China : Autobiography, History, Book 1)","Autobiography of Z. S. Hastings, Written for His Boys",9.78059E+12,9.78146E+12
2166,1200,,"Reed Anthony, Cowman: An Autobiography",Reputations Live on: An Early Malay Autobiography,,9.78052E+12
