ID_A,ID_B,Name_A,Name_B,Address_A,Address_B,Phone_A,Phone_B
1023,4,'kyo-ya. sheraton palace hotel','belvedere  the','2 new montgomery st.  at market st.','9882 little santa monica blvd.',415/546-5000,310-788-2306
867,146,rain,'bistro  the','100 w. 82nd st.','56 e. andrews dr. nw',212/501-0776,404-231-5733
617,205,'heera of india','mel\'s drive-in','595 piedmont ave.  rio shopping mall','3355 geary st.',404/876-4408,415-387-2244
785,111,'french roast','sylvia\'s','458 6th ave. at 11th st.','328 lenox ave.',212/533-2233,212-996-0660
1002,58,'des alpes','ruby\'s (la)','732 broadway','45 s. fair oaks ave.',415/788-9900,818-796-7829
960,18,'battista\'s hole in the wall','duke\'s','4041 audrie st. at flamingo rd.','8909 sunset blvd.',702/732-1424,310-652-3100
894,320,'the coffee pot',fringale,'350 9th ave. at 49th st.','570 fourth st.',212/265-3566,415-543-0573
1053,129,'tadich grill','madame ching\'s','240 california st.','3300 las vegas blvd. s.',415/391-2373,702-894-7111
935,55,kamogawa,r-23,'3300 peachtree rd.  grand hyatt','923 e. third st.',404/841-0314,213-687-7178
731,95,bruno,'mitali east-west','240 e. 58th st.','296 bleecker st.',212/688-4190,212-989-1367
698,266,'roscoe\'s house of chicken \'n\' waffles','mesa grill','1514 n. gower st.','102 fifth ave.',213/466-9329,212-807-7400
543,201,'grill on the alley','la mediterranee','9560 dayton way','288 noe st.',310/276-0615,415-431-7210
828,114,'les halles','teresa\'s','411 park ave. s  between 28th and 29th sts.','80 montague st.',212/679-4111,718-520-2910
903,272,'veniero\'s pasticceria',picholine,'342 e. 11th st.  near 1st ave.','35 w. 64th st.',212/674-7264,212-724-8585
1059,96,'vivande ristorante','monsoon (ny)','670 golden gate ave.','435 amsterdam ave.',415/673-9245,212-580-8686
720,180,'arturo\'s',soto,'106 w. houston st.  off thompson st.','3330 piedmont rd.',212/677-3820,404-233-2005
849,73,newsbar,'corner bistro','2 w. 19th st.','331 w. fourth st.',212/255-3996,212-242-9502
1066,121,'zuni cafe & grill',yama,'1658 market st.','122 e. 17th st.',415/552-2522,212-475-0969
940,39,'mambo restaurante cubano','local nochol','1402 n. highland ave.','30869 thousand oaks blvd.',404/874-2626,818-706-7706
913,4,abbey,'belvedere  the','163 ponce de leon ave.','9882 little santa monica blvd.',404/876-8532,310-788-2306
615,24,'georgia grille','jan\'s family restaurant','2290 peachtree rd.  peachtree square shopping center','8424 beverly blvd.',404/352-3517,213-651-2866
541,223,fenix,campanile,'8358 sunset blvd. west','624 s. la brea ave.',213/848-6677,213-938-1447
667,163,'drai\'s','house of chan','730 n. la cienega blvd.','2469 cobb pkwy.',310/358-8585,770-955-9444
891,193,tapika,'dottie\'s true blue cafe','950 8th ave. at 56th st.','522 jones st.','212/ 397-3737',415-885-2767
804,308,indochine,'ritz-carlton cafe (buckhead)','430 lafayette st.  between 4th st. and astor pl.','3434 peachtree rd. ne',212/505-5111,404-237-2700
865,159,'popover cafe',frijoleros,'551 amsterdam ave.  between 86th and 87th sts.','1031 peachtree st. ne',212/595-8555,404-892-8226
964,85,broiler,'john\'s pizzeria','4111 boulder hwy.','48 w. 65th st.',702/432-7777,212-721-7001
965,15,'bugsy\'s diner','chez melange','3555 las vegas blvd. s','1716 pch',702/733-3111,310-540-1222
608,213,abruzzi,'thep phanom','2355 peachtree rd.  peachtree battle shopping center','400 waller st.',404/261-8186,415-431-2526
949,272,'sa tsu ki',picholine,'3043 buford hwy.','35 w. 64th st.',404/325-5285,212-724-8585
793,118,global,'westside cottage','33 93 2nd ave.  between 5th and 6th sts.','689 ninth ave.',212/477-8427,212-245-0800
875,250,'sammy\'s roumanian steak house',daniel,'157 chrystie st. at delancey st.','20 e. 76th st.',212/673-0330,212-288-0033
953,75,'stringer\'s fish camp and oyster bar','cucina di pesce','3384 shallowford rd.  chamblee','87 e. fourth st.',770/458-7145,212-260-6800
786,255,'french roast cafe','gramercy tavern','2340 broadway at 85th st.','42 e. 20th st.',212/799-1533,212-477-0777
618,69,'indigo coastal grill','afghan kebab house','1397 n. highland ave.','764 ninth ave.',404/876-0676,212-307-1612
542,74,granita,'cucina della fontana','23725 w. malibu rd.','368 bleecker st.',310/456-0488,212-242-0636
715,110,'alley\'s end',sushisay,'311 w. 17th st.','38 e. 51st st.',212/627-8899,212-755-1780
854,63,pacifica,'sweet lady jane','138 lafayette st.  between canal and howard sts.','8360 melrose ave.',212/941-4168,213-653-7145
785,123,'french roast','andre\'s french restaurant','458 6th ave. at 11th st.','401 s. 6th st.',212/533-2233,702-385-5016
725,105,'big cup','rose of india','228 8th ave.  between 21st and 22nd sts.','308 e. sixth st.',212/206-0059,212-533-5011
629,280,aqua,'sign of the dove','252 california st.','1110 third ave.',415/956-9662,212-861-8080
779,77,first,'ej\'s luncheonette','87 1st ave.  between 5th and 6th sts.','432 sixth ave.',212/674-3823,212-473-5555
911,328,'zen palate',postrio,'34 union sq. e at 16th st.','545 post st.',212/614-9291,415-776-7825
933,254,'hsu\'s gourmet','gotham bar & grill','192 peachtree center ave.  at international blvd.','12 e. 12th st.',404/659-2788,212-620-4020
1061,60,'wu kong','ruth\'s chris steak house (los angeles)','101 spear st.','224 s. beverly dr.',415/957-9300,310-859-8744
716,46,'ambassador grill','mo better meatty meat','1 united nations plaza at 44th st.','7261 melrose ave.',212/702-5014,213-935-5280
590,304,'river cafe','la grotta','1 water st. at the east river','2637 peachtree rd. ne',718/522-5200,404-231-1368
582,259,'mi cocina','la cote basque','57 jane st.  off hudson st.','60 w. 55th st.',212/627-8273,212-688-6525
601,304,'chin\'s','la grotta','3200 las vegas blvd. s','2637 peachtree rd. ne',702/733-8899,404-231-1368
1000,3,chevys,'baja fresh','4th and howard sts.','3345 kimber dr.',415/543-8060,805-498-4049
831,304,'lucky strike','la grotta','59 grand st.  between wooster st. and w. broadway','2637 peachtree rd. ne',212/941-0479,404-231-1368
836,199,'manila garden','kelly\'s on trinity','325 e. 14th st.  between 1st and 2nd aves.','333 bush st.',212/777-6314,415-362-4454
1055,41,thepin,'mani\'s bakery & espresso bar','298 gough st.','519 s. fairfax ave.',415/863-9335,213-938-8800
769,50,'empire korea','original pantry bakery','6 e. 32nd st.','875 s. figueroa st. downtown',212/725-1333,213-627-6879
901,34,'turkish kitchen','koo koo roo','386 3rd ave.  between 27th and 28th sts.','8393 w. beverly blvd.',212/679-1810,213-655-9045
776,292,'film center cafe','tillerman  the','635 9th ave.  between 44th and 45th sts.','2245 e. flamingo rd.','212/ 262-2525',702-731-4036
777,22,'fiorello\'s roman cafe','hollywood hills coffee shop','1900 broadway  between 63rd and 64th sts.','6145 franklin ave.',212/595-5330,213-467-7678
1019,323,'jack\'s','la folie','615 sacramento st.','2316 polk st.',415/986-9854,415-776-5577
887,297,stingray,'buckhead diner','428 amsterdam ave.  between 80th and 81st sts.','3073 piedmont rd.',212/501-7515,404-262-3336
863,290,'planet hollywood','second street grill','140 w. 57th st.','200 e. fremont st.',212/333-7827,702-385-6277
875,188,'sammy\'s roumanian steak house','cafe flore','157 chrystie st. at delancey st.','2298 market st.',212/673-0330,415-621-8579
711,117,adrienne,veselka,'700 5th ave. at 55th st.','144 second ave.',212/903-3918,212-228-9682
593,242,seryna,'21 club','11 e. 53rd st.','21 w. 52nd st.',212/980-9393,212-582-7200
1029,278,maykadeh,seryna,'470 green st.','11 e. 53rd st.',415/362-8286,212-980-9393
956,27,tomtom,'joe\'s','3393 peachtree rd.','1023 abbot kinney blvd.',404/264-1163,310-399-5811
811,103,'judson grill','patsy\'s pizza','152 w. 52nd st.','19 old fulton st.',212/582-5252,718-858-4300
766,21,'duane park cafe','gumbo pot  the','157 duane st.  between w. broadway and hudson st.','6333 w. third st.',212/732-5555,213-933-0358
817,92,'lanza restaurant','lombardi\'s','168 1st ave.  between 10th and 11th sts.','32 spring st.',212/674-7014,212-941-7994
567,309,felidia,'ritz-carlton dining room (buckhead)','243 e. 58th st.','3434 peachtree rd. ne',212/758-1479,404-237-2700
730,52,'brothers bar-b-q','pho hoa','225 varick st. at clarkston st.','642 broadway',212/727-2775,213-626-5530
801,71,'i trulli','benny\'s burritos','122 e. 27th st.  between lexington and park aves.','93 ave. a',212/481-7372,212-254-2054
999,17,carta,'don antonio\'s','1772 market st.','1136 westwood blvd.',415/863-3516,310-209-1422
925,247,'coco loco','carmine\'s','40  buckhead crossing mall on the sidney marcus blvd.','2450 broadway',404/364-0212,212-362-2200
558,174,aquavit,'nuevo laredo cantina','13 w. 54th st.','1495 chattahoochee ave. nw',212/307-7311,404-352-9009
573,318,'la caravelle','chez michel','33 w. 55th st.','804 north point st.',212/586-4252,415-775-7036
734,235,ct,patina,'111 e. 22nd st.  between park ave. s and lexington ave.','5955 melrose ave.',212/995-8500,213-467-1108
659,136,'canter\'s','piero\'s restaurant','419 n. fairfax ave.','355 convention center dr.',213/651-2030.,702-369-2305
628,22,'alain rondelli','hollywood hills coffee shop','126 clement st.','6145 franklin ave.',415/387-0408,213-467-7678
1041,185,'r&g lounge','white house restaurant','631 b kearny st.','3172 peachtree rd. ne',415/982-7877,404-237-7601
724,91,'ben benson\'s','lemongrass grill','123 w. 52nd st.','61a seventh ave.',212/581-8888,718-399-7100
576,211,'les celebrites','slanted door','160 central park s','584 valencia st.',212/484-5113,415-861-8032
676,311,'il fornaio cucina italiana',toulouse,'301 n. beverly dr.','293-b peachtree rd.',310/550-8330,404-351-9533
838,127,'marquet patisserie','fiore rotisserie & grille','15 e. 12th st.  between 5th ave. and university pl.','3700 w. flamingo rd.',212/229-9313,702-252-7702
975,323,'golden steer','la folie','308 w. sahara ave.','2316 polk st.',702/384-4470,415-776-5577
714,7,alamo,'bistro 45','304 e. 48th st.','45 s. mentor ave.','212/ 759-0590',818-795-2478
1033,275,'north india','river cafe','3131 webster st.','1 water st.',415/931-1556,718-522-5200
631,271,'cafe claude',petrossian,'7 claude la.','182 w. 58th st.',415/392-3505,212-245-2214
602,83,'coyote cafe','jackson diner','3799 las vegas blvd. s','37-03 74th st.',702/891-7349,718-672-1232
608,198,abruzzi,'hamburger mary\'s','2355 peachtree rd.  peachtree battle shopping center','1582 folsom st.',404/261-8186,415-626-1985
666,63,drago,'sweet lady jane','2628 wilshire blvd.','8360 melrose ave.',310/828-1585,213-653-7145
765,304,docks,'la grotta','633 3rd ave. at 40th st.','2637 peachtree rd. ne','212/ 986-8080',404-231-1368
1041,12,'r&g lounge','cafe \'50s','631 b kearny st.','838 lincoln blvd.',415/982-7877,310-399-1955
699,141,'schatzi on main','tre visi','3110 main st.','3799 las vegas blvd. s.',310/399-4800,702-891-7331
855,320,palio,fringale,'151 w. 51st. st.','570 fourth st.',212/245-4850,415-543-0573
883,17,shaan,'don antonio\'s','57 w. 48th st.','1136 westwood blvd.','212/ 977-8400',310-209-1422
686,34,'nate \'n\' al\'s','koo koo roo','414 n. beverly dr.','8393 w. beverly blvd.',310/274-0101,213-655-9045
848,63,'new york noodletown','sweet lady jane','28 1/2 bowery at bayard st.','8360 melrose ave.',212/349-0923,213-653-7145
629,69,aqua,'afghan kebab house','252 california st.','764 ninth ave.',415/956-9662,212-307-1612
717,179,'american place','silver skillet  the','2 park ave. at 32nd st.','200 14th st. nw',212/684-2122,404-874-1388
841,305,'mavalli palace','mary mac\'s tea room','46 e. 29th st.','224 ponce de leon ave.',212/679-5535,404-876-1800
877,219,'sant ambroeus','arnie morton\'s of chicago','1000 madison ave.  between 77th and 78th sts.','435 s. la cienega blvd.',212/570-2211,310-246-1501
836,275,'manila garden','river cafe','325 e. 14th st.  between 1st and 2nd aves.','1 water st.',212/777-6314,718-522-5200
956,279,tomtom,'shun lee palace','3393 peachtree rd.','155 e. 55th st.',404/264-1163,212-371-8844
782,69,flowers,'afghan kebab house','21 west 17th st.  between 5th and 6th aves.','764 ninth ave.',212/691-8888,212-307-1612
698,197,'roscoe\'s house of chicken \'n\' waffles','eric\'s chinese restaurant','1514 n. gower st.','1500 church st.',213/466-9329,415-282-0919
618,67,'indigo coastal grill','water grill','1397 n. highland ave.','544 s. grand ave.',404/876-0676,213-891-0900
834,64,'mangia e bevi',taiko,'800 9th ave. at 53rd st.','11677 san vicente blvd.',212/956-3976,310-207-7782
878,224,'sarabeth\'s kitchen','chinois on main','423 amsterdam ave.  between 80th and 81st sts.','2709 main st.',212/496-6280,310-392-9025
916,183,anthonys,'van gogh\'s restaurant & bar','3109 piedmont rd.  just south of peachtree rd.','70 w. crossville rd.',404/262-7379,770-993-1156
914,243,'aleck\'s barbecue heaven',aquavit,'783 martin luther king jr. dr.','13 w. 54th st.',404/525-2062,212-307-7311
605,88,'second street grille','kuruma zushi','200 e. fremont st.','2nd fl.',702/385-3232,212-317-2802
916,312,anthonys,'veni vidi vici','3109 piedmont rd.  just south of peachtree rd.','41 14th st.',404/262-7379,404-875-8424
907,58,vong,'ruby\'s (la)','200 e. 54th st.','45 s. fair oaks ave.',212/486-9592,818-796-7829
1020,284,'kabuto sushi','union square cafe','5116 geary blvd.','21 e. 16th st.',415/752-5652,212-243-4020
1024,216,'l\'osteria del forno','tu lan','519 columbus ave.','8 sixth st.',415/982-1124,415-626-0927
637,146,'khan toke thai house','bistro  the','5937 geary blvd.','56 e. andrews dr. nw',415/668-6654,404-231-5733
664,295,'dining room','bone\'s restaurant','9500 wilshire blvd.','3130 piedmont rd. ne',310/275-5200,404-237-2663
904,126,verbena,'emeril\'s new orleans fish house','54 irving pl. at 17th st.','3799 las vegas blvd. s.',212/260-5454,702-891-7374
748,44,'caffe bondi ristorante','michael\'s (los angeles)','7 w. 20th st.','1147 third st.',212/691-8136,310-451-0843
844,130,montien,'mayflower cuisinier','1134 1st ave.   between 62nd and 63rd sts.','4750 w. sahara ave.',212/421-4433,702-870-8432
749,128,'capsouto freres','hugo\'s cellar','451 washington st.  near watts st.','202 e. fremont st.',212/966-4900,702-385-4011
601,12,'chin\'s','cafe \'50s','3200 las vegas blvd. s','838 lincoln blvd.',702/733-8899,310-399-1955
886,174,'stage deli','nuevo laredo cantina','834 7th ave.  between 53rd and 54th sts.','1495 chattahoochee ave. nw',212/245-7850,404-352-9009
705,328,'tra di noi',postrio,'3835 cross creek rd.','545 post st.',310/456-0169,415-776-7825
756,148,cite,'bradshaw\'s restaurant','120 w. 51st st.','2911 s. pharr court',212/956-7100,404-261-7015
705,279,'tra di noi','shun lee palace','3835 cross creek rd.','155 e. 55th st.',310/456-0169,212-371-8844
911,11,'zen palate','bruno\'s','34 union sq. e at 16th st.','3838 centinela ave.',212/614-9291,310-397-5703
955,53,'taste of new orleans','pink\'s famous chili dogs','889 w. peachtree st.','709 n. la brea ave.',404/874-5535,213-931-4223
913,318,abbey,'chez michel','163 ponce de leon ave.','804 north point st.',404/876-8532,415-775-7036
610,211,'bone\'s','slanted door','3130 piedmont road','584 valencia st.',404/237-2663,415-861-8032
800,7,'hudson river club','bistro 45','4 world financial center','45 s. mentor ave.',212/786-1500,818-795-2478
957,107,'antonio\'s','sarabeth\'s','3700 w. flamingo','1295 madison ave.',702/252-7737,212-410-7335
1047,197,'splendido embarcadero','eric\'s chinese restaurant',4,'1500 church st.',415/986-3222,415-282-0919
648,45,remi,mishima,'145 w. 53rd st.','8474 w. third st.',212/581-4242,213-782-0181
690,182,'pacific dining car',tortillas,'6th st.','774 ponce de leon ave. ne',213/483-6000,404-892-0193
746,191,'caffe roma','cha cha cha\'s','385 broome st. at mulberry','1805 haight st.',212/226-8413,415-386-5758
870,299,'roettelle a. g',delectables,'126 e. 7th st.  between 1st ave. and ave. a','1 margaret mitchell sq.',212/674-4140,404-681-2909
677,307,'jack sprat\'s grill','pano\'s & paul\'s','10668 w. pico blvd.','1232 w. paces ferry rd.',310/837-6662,404-261-3662
640,184,'masa\'s',veggieland,'648 bush st.','220 sandy springs circle',415/989-7154,404-231-3111
1037,181,'palio d\'asti','thelma\'s kitchen','640 sacramento st.','764 marietta st. nw',415/395-9800,404-688-5855
1008,328,greens,postrio,'bldg. a fort mason','545 post st.',415/771-6222,415-776-7825
577,24,lespinasse,'jan\'s family restaurant','2 e. 55th st.','8424 beverly blvd.',212/339-6719,213-651-2866
951,160,'south city kitchen','greenwood\'s','1144 crescent ave.','1087 green st.',404/873-7358,770-992-5383
871,3,'rosa mexicano','baja fresh','1063 1st ave. at 58th st.','3345 kimber dr.',212/753-7407,805-498-4049
714,80,alamo,'good enough to eat','304 e. 48th st.','483 amsterdam ave.','212/ 759-0590',212-496-0163
878,74,'sarabeth\'s kitchen','cucina della fontana','423 amsterdam ave.  between 80th and 81st sts.','368 bleecker st.',212/496-6280,212-242-0636
539,322,'chinois on main','khan toke thai house','2709 main st.','5937 geary blvd.',310/392-9025,415-668-6654
959,77,'bamboo garden','ej\'s luncheonette','4850 flamingo rd.','432 sixth ave.',702/871-3262,212-473-5555
828,237,'les halles','pinot bistro','411 park ave. s  between 28th and 29th sts.','12969 ventura blvd.',212/679-4111,818-990-0500
882,92,sfuzzi,'lombardi\'s','58 w. 65th st.','32 spring st.',212/873-3700,212-941-7994
846,247,'motown cafe','carmine\'s','104 w. 57th st.  near 6th ave.','2450 broadway',212/581-8030,212-362-2200
690,179,'pacific dining car','silver skillet  the','6th st.','200 14th st. nw',213/483-6000,404-874-1388
828,192,'les halles','doidge\'s','411 park ave. s  between 28th and 29th sts.','2217 union st.',212/679-4111,415-921-2149
821,183,'le colonial','van gogh\'s restaurant & bar','149 e. 57th st.','70 w. crossville rd.','212/ 752-0808',770-993-1156
836,172,'manila garden','my thai','325 e. 14th st.  between 1st and 2nd aves.','1248 clairmont rd.',212/777-6314,404-636-4280
802,134,'il cortile','morton\'s of chicago (las vegas)','125 mulberry st.  between canal and hester sts.','3200 las vegas blvd. s.',212/226-6060,702-893-0703
843,225,'monkey bar',citrus,'60 e. 54th st.','6703 melrose ave.',212/838-2600,213-857-0034
1046,147,'south park cafe','bobby & june\'s kountry kitchen','108 south park','375 14th st.',415/495-7275,404-876-3872
535,297,'art\'s delicatessen','buckhead diner','12224 ventura blvd.','3073 piedmont rd.',818/762-1221,404-262-3336
983,200,'the bacchanal','la cumbre','3570 las vegas blvd. s','515 valencia st.',702/731-7525,415-863-8205
698,151,'roscoe\'s house of chicken \'n\' waffles',canoe,'1514 n. gower st.','4199 paces ferry rd.',213/466-9329,770-432-2663
833,321,'main street','hawthorne lane','446 columbus ave.  between 81st and 82nd sts.','22 hawthorne st.',212/873-5025,415-777-9779
858,110,patria,sushisay,'250 park ave. s at 20th st.','38 e. 51st st.',212/777-6211,212-755-1780
773,123,felix,'andre\'s french restaurant','340 w. broadway at grand st.','401 s. 6th st.',212/431-0021,702-385-5016
601,155,'chin\'s',chopstix,'3200 las vegas blvd. s','4279 roswell rd.',702/733-8899,404-255-4868
836,66,'manila garden','uncle bill\'s pancake house','325 e. 14th st.  between 1st and 2nd aves.','1305 highland ave.',212/777-6314,310-545-5177
765,308,docks,'ritz-carlton cafe (buckhead)','633 3rd ave. at 40th st.','3434 peachtree rd. ne','212/ 986-8080',404-237-2700
1053,227,'tadich grill',granita,'240 california st.','23725 w. malibu rd.',415/391-2373,310-456-0488
919,225,'bertolini\'s',citrus,'3500 peachtree rd.  phipps plaza','6703 melrose ave.',404/233-2333,213-857-0034
1016,279,'hyde street bistro','shun lee palace','1521 hyde st.','155 e. 55th st.',415/441-7778,212-371-8844
687,78,nicola,'edison cafe','601 s. figueroa st.','228 w. 47th st.',213/485-0927,212-840-5000
858,72,patria,'cafe con leche','250 park ave. s at 20th st.','424 amsterdam ave.',212/777-6211,212-595-7000
736,192,'cafe botanica','doidge\'s','160 central park s','2217 union st.',212/484-5120,415-921-2149
656,316,'ca\'del sol','cafe claude','4100 cahuenga blvd.','7 claude ln.',818/985-4669,415-392-3505
557,127,'21 club','fiore rotisserie & grille','21 w. 52nd st.','3700 w. flamingo rd.',212/582-7200,702-252-7702
631,290,'cafe claude','second street grill','7 claude la.','200 e. fremont st.',415/392-3505,702-385-6277
945,186,'pleasant peasant',zab-e-lee,'555 peachtree st.  at linden ave.','4837 old national hwy.',404/874-3223,404-768-2705
901,12,'turkish kitchen','cafe \'50s','386 3rd ave.  between 27th and 28th sts.','838 lincoln blvd.',212/679-1810,310-399-1955
784,82,'fraunces tavern','il mulino','54 pearl st. at broad st.','86 w. third st.',212/269-0144,212-673-3783
839,88,match,'kuruma zushi','160 mercer st.  between houston and prince sts.','2nd fl.',212/906-9173,212-317-2802
1007,181,'grand cafe hotel monaco','thelma\'s kitchen','501 geary st.','764 marietta st. nw',415/292-0101,404-688-5855
605,69,'second street grille','afghan kebab house','200 e. fremont st.','764 ninth ave.',702/385-3232,212-307-1612
799,272,home,picholine,'20 cornelia st.  between bleecker and w. 4th st.','35 w. 64th st.',212/243-9579,212-724-8585
620,61,'mary mac\'s tea room',shiro,'224 ponce de leon ave.','1505 mission st. s.',404/876-1800,818-799-4774
720,164,'arturo\'s','indian delights','106 w. houston st.  off thompson st.','3675 satellite blvd.',212/677-3820,100-813-8212
770,246,'ernie\'s','cafe des artistes','2150 broadway  between 75th and 76th sts.','1 w. 67th st.',212/496-1588,212-877-3500
814,53,'l\'auberge du midi','pink\'s famous chili dogs','310 w. 4th st.  between w. 12th and bank sts.','709 n. la brea ave.',212/242-4705,213-931-4223
733,263,c3,lutece,'103 waverly pl.  near washington sq.','249 e. 50th st.',212/254-1200,212-752-2225
1060,62,'world wrapps','sushi nozawa','2257 chestnut st.','11288 ventura blvd.',415/563-9727,818-508-7017
672,21,'gilliland\'s','gumbo pot  the','2424 main st.','6333 w. third st.',310/392-3901,213-933-0358
716,223,'ambassador grill',campanile,'1 united nations plaza at 44th st.','624 s. la brea ave.',212/702-5014,213-938-1447
671,247,'el cholo','carmine\'s','1121 s. western ave.','2450 broadway',213/734-2773,212-362-2200
669,112,eclipse,'szechuan hunan cottage','8800 melrose ave.','1588 york ave.',310/724-5959,212-535-5223
602,92,'coyote cafe','lombardi\'s','3799 las vegas blvd. s','32 spring st.',702/891-7349,212-941-7994
622,30,'pano\'s and paul\'s','johnny reb\'s southern smokehouse','1232 w. paces ferry rd.','4663 long beach blvd.',404/261-3662,310-423-7327
752,34,'cendrillon asian grill & marimba bar','koo koo roo','45 mercer st.  between broome and grand sts.','8393 w. beverly blvd.',212/343-9012,213-655-9045
633,78,'chez michel','edison cafe','804 northpoint','228 w. 47th st.',415/775-7036,212-840-5000
620,324,'mary mac\'s tea room','lulu restaurant-bis-cafe','224 ponce de leon ave.','816 folsom st.',404/876-1800,415-495-5775
939,19,'luna si','falafel king','1931 peachtree rd.','1059 broxton ave.',404/355-5993,310-208-4444
634,271,'fleur de lys',petrossian,'777 sutter st.','182 w. 58th st.',415/673-7779,212-245-2214
966,97,'cafe michelle',moustache,'1350 e. flamingo rd.','405 atlantic ave.',702/735-8686,718-852-5555
714,24,alamo,'jan\'s family restaurant','304 e. 48th st.','8424 beverly blvd.','212/ 759-0590',213-651-2866
900,200,'tse yang','la cumbre','34 e. 51st st.','515 valencia st.',212/688-5447,415-863-8205
800,34,'hudson river club','koo koo roo','4 world financial center','8393 w. beverly blvd.',212/786-1500,213-655-9045
869,168,republic,'la fonda latina','37a union sq. w  between 16th and 17th sts.','4427 roswell rd.',212/627-7172,404-303-8201
545,96,'l\'orangerie','monsoon (ny)','903 n. la cienega blvd.','435 amsterdam ave.',310/652-9770,212-580-8686
624,286,'dining room  ritz-carlton  buckhead','chin\'s','3434 peachtree rd.','3200 las vegas blvd. s.',404/237-2700,702-733-8899
732,276,'bryant park grill  roof restaurant and bp cafe','san domenico','25 w. 40th st.  between 5th and 6th aves.','240 central park s.',212/840-6500,212-265-5959
1050,170,'stoyanof\'s cafe',majestic,'1240 9th ave.','1031 ponce de leon ave.',415/664-3664,404-875-0276
815,208,'l\'udo','roosevelt tamale parlor','432 lafayette st.  near astor pl.','2817 24th st.',212/388-0978,415-550-9213
817,24,'lanza restaurant','jan\'s family restaurant','168 1st ave.  between 10th and 11th sts.','8424 beverly blvd.',212/674-7014,213-651-2866
556,66,'yujean kang\'s gourmet chinese cuisine','uncle bill\'s pancake house','67 n. raymond ave.','1305 highland ave.',818/585-0855,310-545-5177
658,290,'california pizza kitchen','second street grill','207 s. beverly dr.','200 e. fremont st.',310/275-1101,702-385-6277
751,327,'casa la femme','plumpjack cafe','150 wooster st.  between houston and prince sts.','3127 fillmore st.',212/505-0005,415-563-4755
1020,119,'kabuto sushi','windows on the world','5116 geary blvd.','107th fl.',415/752-5652,212-524-7000
756,257,cite,'jo jo','120 w. 51st st.','160 e. 64th st.',212/956-7100,212-223-5656
846,273,'motown cafe',pisces,'104 w. 57th st.  near 6th ave.','95 ave. a',212/581-8030,212-260-6660
1039,77,pastis,'ej\'s luncheonette','1015 battery st.','432 sixth ave.',415/391-2555,212-473-5555
975,60,'golden steer','ruth\'s chris steak house (los angeles)','308 w. sahara ave.','224 s. beverly dr.',702/384-4470,310-859-8744
925,60,'coco loco','ruth\'s chris steak house (los angeles)','40  buckhead crossing mall on the sidney marcus blvd.','224 s. beverly dr.',404/364-0212,310-859-8744
683,270,'louise\'s trattoria','park avenue cafe (new york city)','4500 los feliz blvd.','100 e. 63rd st.',213/667-0777,212-644-1900
1040,59,'perry\'s','russell\'s burgers','1944 union st.','1198 pch',415/922-9022,310-596-9556
831,64,'lucky strike',taiko,'59 grand st.  between wooster st. and w. broadway','11677 san vicente blvd.',212/941-0479,310-207-7782
599,328,'union square cafe',postrio,'21 e. 16th st.','545 post st.',212/243-4020,415-776-7825
1062,80,'yank sing','good enough to eat','427 battery st.','483 amsterdam ave.',415/541-4949,212-496-0163
720,137,'arturo\'s','spago (las vegas)','106 w. houston st.  off thompson st.','3500 las vegas blvd. s.',212/677-3820,702-369-6300
775,146,'fifty seven fifty seven','bistro  the','57 e. 57th st.','56 e. andrews dr. nw',212/758-5757,404-231-5733
858,206,patria,'mo\'s burgers','250 park ave. s at 20th st.','1322 grant st.',212/777-6211,415-788-3779
660,130,cava,'mayflower cuisinier','3rd st.','4750 w. sahara ave.',213/658-8898,702-870-8432
1022,220,'kuleto\'s','art\'s deli','221 powell st.','12224 ventura blvd.',415/397-7720,818-762-1221
715,75,'alley\'s end','cucina di pesce','311 w. 17th st.','87 e. fourth st.',212/627-8899,212-260-6800
605,259,'second street grille','la cote basque','200 e. fremont st.','60 w. 55th st.',702/385-3232,212-688-6525
683,188,'louise\'s trattoria','cafe flore','4500 los feliz blvd.','2298 market st.',213/667-0777,415-621-8579
1035,279,oritalia,'shun lee palace','1915 fillmore st.','155 e. 55th st.',415/346-1333,212-371-8844
790,89,'gallagher\'s','la caridad','228 w. 52nd st.','2199 broadway',212/245-5336,212-874-2780
831,193,'lucky strike','dottie\'s true blue cafe','59 grand st.  between wooster st. and w. broadway','522 jones st.',212/941-0479,415-885-2767
751,49,'casa la femme','ocean star','150 wooster st.  between houston and prince sts.','145 n. atlantic blvd.',212/505-0005,818-308-2128
537,272,'cafe bizou',picholine,'14016 ventura blvd.','35 w. 64th st.',818/788-3536,212-724-8585
794,10,'golden unicorn','bristol farms market cafe','18 e. broadway at catherine st.','1570 rosecrans ave. s.','212/ 941-0911',310-643-5229
992,239,bix,'spago (los angeles)','56 gold st.','8795 sunset blvd.',415/433-6300,310-652-4025
733,261,c3,'les celebrites','103 waverly pl.  near washington sq.','155 w. 58th st.',212/254-1200,212-484-5113
974,215,'golden nugget hotel','trio cafe','129 e. fremont st.','1870 fillmore st.',702/385-7111,415-563-2248
1006,12,'gaylord\'s','cafe \'50s','ghirardelli sq.','838 lincoln blvd.',415/771-8822,310-399-1955
551,62,'philippe\'s the original','sushi nozawa','1001 n. alameda st.','11288 ventura blvd.',213/628-3781,818-508-7017
