Tag_A,Title_A,Authors_A,Month_A,Year_A,JournalRef_A,Tag_B,Title_B,Authors_B,Month_B,Year_B,JournalRef_B,Gold
Song_2015_CVPR,TVSum: Summarizing Web Videos Using Titles,"Song, Yale and Vallmitjana, Jordi and Stent, Amanda and Jaimes, Alejandro",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 5179-5187",arXiv:1801.07740,Estimation of Variance and Spatial Correlation Width for Fine-scale Measurement Error in Digital Elevation Model,"Mykhail Uss, Benoit Vozel, Vladimir Lukin, Kacem Chehdi",January,2018,,0
Walker_2014_CVPR,Patch to the Future: Unsupervised Visual Prediction,"Walker, Jacob and Gupta, Abhinav and Hebert, Martial",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3302-3309",arXiv:1709.02270,Adaptive Real-Time Removal of Impulse Noise in Medical Images,"Zohreh HosseinKhani, Mohsen Hajabdollahi, Nader Karimi, Reza Soroushmehr, Shahram Shirani, Kayvan Najarian, Shadrokh Samavi",October,2017,,0
Pathak_2016_CVPR,Context Encoders: Feature Learning by Inpainting,"Pathak, Deepak and Krahenbuhl, Philipp and Donahue, Jeff and Darrell, Trevor and Efros, Alexei A.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 2536-2544",arXiv:1809.04730,Adapting Semantic Segmentation Models for Changes in Illumination and Camera Perspective,"Wei Zhou, Alex Zyner, Stewart Worrall, Eduardo Nebot",September,2018,,0
Wang_2014_CVPR,Unsupervised Multi-Class Joint Image Segmentation,"Wang, Fan and Huang, Qixing and Ovsjanikov, Maks and Guibas, Leonidas J.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3142-3149",arXiv:1804.09803,Progressive Neural Networks for Image Classification,"Zhi Zhang, Guanghan Ning, Yigang Cen, Yang Li, Zhiqun Zhao, Hao Sun, Zhihai He",April,2018,,0
Genova_2018_CVPR,Unsupervised Training for 3D Morphable Model Regression,"Genova, Kyle and Cole, Forrester and Maschinot, Aaron and Sarna, Aaron and Vlasic, Daniel and Freeman, William T.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8377-8386",arXiv:1808.00035,ID Preserving Generative Adversarial Network for Partial Latent Fingerprint Reconstruction,"Ali Dabouei, Sobhan Soleymani, Hadi Kazemi, Seyed Mehdi Iranmanesh, Jeremy Dawson, Nasser M. Nasrabadi",July,2018,,0
Li_2017_CVPR,Person Search With Natural Language Description,"Li, Shuang and Xiao, Tong and Li, Hongsheng and Zhou, Bolei and Yue, Dayu and Wang, Xiaogang",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 1970-1979",arXiv:1807.03871,"""Factual"" or ""Emotional"": Stylized Image Captioning with Adaptive Learning and Attention","Tianlang Chen, Zhongping Zhang, Quanzeng You, Chen Fang, Zhaowen Wang, Hailin Jin, Jiebo Luo",July,2018,,0
Shi_2016_CVPR,Real-Time Single Image and Video Super-Resolution Using an Efficient Sub-Pixel Convolutional Neural Network,"Shi, Wenzhe and Caballero, Jose and Huszar, Ferenc and Totz, Johannes and Aitken, Andrew P. and Bishop, Rob and Rueckert, Daniel and Wang, Zehan",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 1874-1883",arXiv:1711.03270,Predicting Scene Parsing and Motion Dynamics in the Future,"Xiaojie Jin, Huaxin Xiao, Xiaohui Shen, Jimei Yang, Zhe Lin, Yunpeng Chen, Zequn Jie, Jiashi Feng, Shuicheng Yan",November,2017,,0
Garcia-Hernando_2018_CVPR,First-Person Hand Action Benchmark With RGB-D Videos and 3D Hand Pose Annotations,"Garcia-Hernando, Guillermo and Yuan, Shanxin and Baek, Seungryul and Kim, Tae-Kyun",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 409-419",arXiv:1711.10339,Pulsar Candidate Identification with Artificial Intelligence Techniques,"Ping Guo, Fuqing Duan, Pei Wang, Yao Yao, Xin Xin",November,2017,,0
Ovrn_2018_CVPR,Spline Error Weighting for Robust Visual-Inertial Fusion,"Ovrn, Hannes and Forssn, Per-Erik",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 321-329",arXiv:1710.06647,Image Restoration by Iterative Denoising and Backward Projections,"Tom Tirer, Raja Giryes",October,2018,,0
Zhou_2014_CVPR,Time-Mapping Using Space-Time Saliency,"Zhou, Feng and Bing Kang, Sing and Cohen, Michael F.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3358-3365",arXiv:1711.01005,In-Bed Pose Estimation: Deep Learning with Shallow Dataset,"Shuangjun Liu, Yu Yin, Sarah Ostadabbas",July,2018,,0
Jeon_2016_CVPR,Stereo Matching With Color and Monochrome Cameras in Low-Light Conditions,"Jeon, Hae-Gon and Lee, Joon-Young and Im, Sunghoon and Ha, Hyowon and So Kweon, In",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4086-4094",arXiv:1812.04748,An efficient supervised dictionary learning method for audio signal recognition,"Imad Rida, Romain Hrault, Gilles Gasso",December,2018,,0
Zhang_2017_CVPR,Multi-Task Correlation Particle Filter for Robust Object Tracking,"Zhang, Tianzhu and Xu, Changsheng and Yang, Ming-Hsuan",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 4335-4343",arXiv:1710.07498,MR to X-Ray Projection Image Synthesis,"Bernhard Stimpel, Christopher Syben, Tobias Wrfl, Katrin Mentl, Arnd Drfler, Andreas Maier",April,2018,,0
Lezama_2014_CVPR,Finding Vanishing Points via Point Alignments in Image Primal and Dual Domains,"Lezama, Jose and Grompone von Gioi, Rafael and Randall, Gregory and Morel, Jean-Michel",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 509-515",arXiv:1810.04937,Location Dependency in Video Prediction,"Niloofar Azizi, Hafez Farazi, Sven Behnke",October,2018,"International Conference on Artificial Neural Networks. Springer, Cham, 2018",0
Parkhi_2014_CVPR,A Compact and Discriminative Face Track Descriptor,"Parkhi, Omkar M. and Simonyan, Karen and Vedaldi, Andrea and Zisserman, Andrew",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1693-1700",arXiv:1809.08766,FCHD: A fast and accurate head detector,Aditya Vora,September,2018,,0
Li_2018_CVPR,Deep Cost-Sensitive and Order-Preserving Feature Learning for Cross-Population Age Estimation,"Li, Kai and Xing, Junliang and Su, Chi and Hu, Weiming and Zhang, Yundong and Maybank, Stephen",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 399-408",arXiv:1810.08729,Learning Material-Aware Local Descriptors for 3D Shapes,"Hubert Lin, Melinos Averkiou, Evangelos Kalogerakis, Balazs Kovacs, Siddhant Ranade, Vladimir G. Kim, Siddhartha Chaudhuri, Kavita Bala",October,2018,,0
Zanfir_2018_CVPR,Monocular 3D Pose and Shape Estimation of Multiple People in Natural Scenes - The Importance of Multiple Scene Constraints,"Zanfir, Andrei and Marinoiu, Elisabeta and Sminchisescu, Cristian",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2148-2157",arXiv:1807.00958,Iterative Attention Mining for Weakly Supervised Thoracic Disease Pattern Localization in Chest X-Rays,"Jinzheng Cai, Le Lu, Adam P. Harrison, Xiaoshuang Shi, Pingjun Chen, Lin Yang",July,2018,,0
Durand_2016_CVPR,WELDON: Weakly Supervised Learning of Deep Convolutional Neural Networks,"Durand, Thibaut and Thome, Nicolas and Cord, Matthieu",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4743-4752",arXiv:1811.09543,An Interpretable Model for Scene Graph Generation,"Ji Zhang, Kevin Shih, Andrew Tao, Bryan Catanzaro, Ahmed Elgammal",November,2018,,0
Schoeler_2015_CVPR,Constrained Planar Cuts - Object Partitioning for Point Clouds,"Schoeler, Markus and Papon, Jeremie and Worgotter, Florentin",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 5207-5215",arXiv:1803.10932,Learning Free-Form Deformations for 3D Object Reconstruction,"Dominic Jack, Jhony K. Pontes, Sridha Sridharan, Clinton Fookes, Sareh Shirazi, Frederic Maire, Anders Eriksson",March,2018,Asian Conference on Computer Vision (ACCV) 2018,0
Shin_2018_CVPR,EPINET: A Fully-Convolutional Neural Network Using Epipolar Geometry for Depth From Light Field Images,"Shin, Changha and Jeon, Hae-Gon and Yoon, Youngjin and So Kweon, In and Joo Kim, Seon",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4748-4757",arXiv:1711.02816,Multi-label Image Recognition by Recurrently Discovering Attentional Regions,"Zhouxia Wang, Tianshui Chen, Guanbin Li, Ruijia Xu, Liang Lin",November,2017,,0
Zhang_2017_CVPR,CityPersons: A Diverse Dataset for Pedestrian Detection,"Zhang, Shanshan and Benenson, Rodrigo and Schiele, Bernt",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 3213-3221",arXiv:1807.07853,Surgical Phase Recognition of Short Video Shots Based on Temporal Modeling of Deep Features,Constantinos Loukas,December,2018,,0
Li_2015_CVPR,Mid-Level Deep Pattern Mining,"Li, Yao and Liu, Lingqiao and Shen, Chunhua and van den Hengel, Anton",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 971-980",arXiv:1812.05206,Design Pseudo Ground Truth with Motion Cue for Unsupervised Video Object Segmentation,"Ye Wang, Jongmoo Choi, Yueru Chen, Qin Huang, Siyang Li, Ming-Sui Lee, C. -C. Jay Kuo",December,2018,,0
Hofmanninger_2015_CVPR,Mapping Visual Features to Semantic Profiles for Retrieval in Medical Imaging,"Hofmanninger, Johannes and Langs, Georg",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 457-465",arXiv:1812.10968,Car Detection using Unmanned Aerial Vehicles: Comparison between Faster R-CNN and YOLOv3,"Bilel Benjdira, Taha Khursheed, Anis Koubaa, Adel Ammar, Kais Ouni",December,2018,"The 1st Unmanned Vehicle Systems conference in Oman, Feb 2019",0
Wang_2015_CVPR,Self Scaled Regularized Robust Regression,"Wang, Yin and Dicle, Caglayan and Sznaier, Mario and Camps, Octavia",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 3261-3269",arXiv:1806.07421,RISE: Randomized Input Sampling for Explanation of Black-box Models,"Vitali Petsiuk, Abir Das, Kate Saenko",September,2018,,0
Yoo_2018_CVPR,Image Restoration by Estimating Frequency Distribution of Local Patches,"Yoo, Jaeyoung and Lee, Sang-ho and Kwak, Nojun",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6684-6692",arXiv:1810.11690,3D Terrain Segmentation in the SWIR Spectrum,"Dalton Rosario, Anthony Ortiz, Olac Fuentes",October,2018,,0
Ye_2015_CVPR,3D Reconstruction in the Presence of Glasses by Acoustic and Stereo Fusion,"Ye, Mao and Zhang, Yu and Yang, Ruigang and Manocha, Dinesh",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 4885-4893",arXiv:1806.06939,Bayesian Prediction of Future Street Scenes through Importance Sampling based Optimization,"Apratim Bhattacharyya, Mario Fritz, Bernt Schiele",September,2018,,0
Chang_2016_CVPR,Variable Aperture Light Field Photography: Overcoming the Diffraction-Limited Spatio-Angular Resolution Tradeoff,"Chang, Julie and Kauvar, Isaac and Hu, Xuemei and Wetzstein, Gordon",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 3737-3745",arXiv:1812.01081,Crowd Sourcing based Active Learning Approach for Parking Sign Recognition,"Humayun Irshad, Qazaleh Mirsharif, Jennifer Prendki",December,2018,,0
Gao_2017_CVPR,"ER3: A Unified Framework for Event Retrieval, Recognition and Recounting","Gao, Zhanning and Hua, Gang and Zhang, Dongqing and Jojic, Nebojsa and Wang, Le and Xue, Jianru and Zheng, Nanning",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 2253-2262",arXiv:1712.07472,Accurate 3D Reconstruction of Dynamic Scenes from Monocular Image Sequences with Severe Occlusions,"Vladislav Golyanik, Torben Fetzer, Didier Stricker",December,2017,,0
Wu_2018_CVPR,Are You Talking to Me? Reasoned Visual Dialog Generation Through Adversarial Learning,"Wu, Qi and Wang, Peng and Shen, Chunhua and Reid, Ian and van den Hengel, Anton",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6106-6115",arXiv:1804.05142,HyperFusion-Net: Densely Reflective Fusion for Salient Object Detection,"Pingping Zhang, Huchuan Lu, Chunhua Shen",April,2018,,0
Ma_2016_CVPR,Going Deeper into First-Person Activity Recognition,"Ma, Minghuang and Fan, Haoqi and Kitani, Kris M.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 1894-1903",arXiv:1810.10293,Coarse-to-fine volumetric segmentation of teeth in Cone-Beam CT,"Matvey Ezhov, Adel Zakirov, Maxim Gusarev",October,2018,,0
Meka_2018_CVPR,LIME: Live Intrinsic Material Estimation,"Meka, Abhimitra and Maximov, Maxim and Zollhfer, Michael and Chatterjee, Avishek and Seidel, Hans-Peter and Richardt, Christian and Theobalt, Christian",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6315-6324",arXiv:1812.02725,Visual Object Networks: Image Generation with Disentangled 3D Representation,"Jun-Yan Zhu, Zhoutong Zhang, Chengkai Zhang, Jiajun Wu, Antonio Torralba, Joshua B. Tenenbaum, William T. Freeman",December,2018,,0
He_2018_CVPR,Deep Spatial Feature Reconstruction for Partial Person Re-Identification: Alignment-Free Approach,"He, Lingxiao and Liang, Jian and Li, Haiqing and Sun, Zhenan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7073-7082",arXiv:1802.07648,Scalable and Robust Sparse Subspace Clustering Using Randomized Clustering and Multilayer Graphs,"Maryam Abdolali, Nicolas Gillis, Mohammad Rahmati",February,2018,,0
Yang_2018_CVPR,FoldingNet: Point Cloud Auto-Encoder via Deep Grid Deformation,"Yang, Yaoqing and Feng, Chen and Shen, Yiru and Tian, Dong",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 206-215",arXiv:1803.10932,Learning Free-Form Deformations for 3D Object Reconstruction,"Dominic Jack, Jhony K. Pontes, Sridha Sridharan, Clinton Fookes, Sareh Shirazi, Frederic Maire, Anders Eriksson",March,2018,Asian Conference on Computer Vision (ACCV) 2018,0
Yuan_2014_CVPR,Low-Cost Compressive Sensing for Color Video and Depth,"Yuan, Xin and Llull, Patrick and Liao, Xuejun and Yang, Jianbo and Brady, David J. and Sapiro, Guillermo and Carin, Lawrence",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3318-3325",arXiv:1708.07770,Evaluation of Deep Learning on an Abstract Image Classification Dataset,"Sebastian Stabinger, Antonio Rodriguez-Sanchez",August,2017,,0
Bustos_2014_CVPR,Fast Rotation Search with Stereographic Projections for 3D Registration,"Parra Bustos, Alvaro and Chin, Tat-Jun and Suter, David",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3930-3937",arXiv:1809.09607,Structural and object detection for phosphene images,"Melani Sanchez-Garcia, Ruben Martinez-Cantin, Jose J. Guerrero",September,2018,,0
Volokitin_2016_CVPR,Predicting When Saliency Maps Are Accurate and Eye Fixations Consistent,"Volokitin, Anna and Gygli, Michael and Boix, Xavier",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 544-552",arXiv:1807.10915,Unsupervised Adversarial Depth Estimation using Cycled Generative Networks,"Andrea Pilzer, Dan Xu, Mihai Marian Puscas, Elisa Ricci, Nicu Sebe",July,2018,,0
Carreira-Perpinan_2015_CVPR,Hashing With Binary Autoencoders,"Carreira-Perpinan, Miguel A. and Raziperchikolaei, Ramin",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 557-566",arXiv:1810.10090,NestDNN: Resource-Aware Multi-Tenant On-Device Deep Learning for Continuous Mobile Vision,"Biyi Fang, Xiao Zeng, Mi Zhang",October,2018,"Fang, Biyi, Xiao Zeng, and Mi Zhang. ""NestDNN: Resource-Aware Multi-Tenant On-Device Deep Learning for Continuous Mobile Vision."" Proceedings of the 24th Annual International Conference on Mobile Computing and Networking. ACM, 2018",0
Alameda-Pineda_2017_CVPR,Viraliency: Pooling Local Virality,"Alameda-Pineda, Xavier and Pilzer, Andrea and Xu, Dan and Sebe, Nicu and Ricci, Elisa",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 6080-6088",arXiv:1808.04436,A novel method for predicting and mapping the presence of sun glare using Google Street View,"Xiaojiang Li, Bill Yang Cai, Waishan Qiu, Jinhua Zhao, Carlo Ratti",August,2018,,0
Long_2017_CVPR,From Zero-Shot Learning to Conventional Supervised Classification: Unseen Visual Data Synthesis,"Long, Yang and Liu, Li and Shao, Ling and Shen, Fumin and Ding, Guiguang and Han, Jungong",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 1627-1636",arXiv:1803.03347,Tracking by Prediction: A Deep Generative Model for Mutli-Person localisation and Tracking,"Tharindu Fernando, Simon Denman, Sridha Sridharan, Clinton Fookes",March,2018,,0
Rohrbach_2017_CVPR,Generating Descriptions With Grounded and Co-Referenced People,"Rohrbach, Anna and Rohrbach, Marcus and Tang, Siyu and Joon Oh, Seong and Schiele, Bernt",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 4979-4989",arXiv:1709.06178,A Fast Algorithm Based on a Sylvester-like Equation for LS Regression with GMRF Prior,"Qi Wei, Emilie Chouzenoux, Jean-Yves Tourneret, Jean-Christophe Pesquet",October,2017,,0
Swoboda_2017_CVPR,A Message Passing Algorithm for the Minimum Cost Multicut Problem,"Swoboda, Paul and Andres, Bjoern",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 1617-1626",arXiv:1712.01657,Constrained Manifold Learning for Hyperspectral Imagery Visualization,"Danping Liao, Yuntao Qian, Yuan Yan Tang",November,2017,,0
Gast_2018_CVPR,Lightweight Probabilistic Deep Networks,"Gast, Jochen and Roth, Stefan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3369-3378",arXiv:1801.06729,EnKCF: Ensemble of Kernelized Correlation Filters for High-Speed Object Tracking,"Burak Uzkent, YoungWoo Seo",January,2018,,0
Hu_2014_CVPR,Discriminative Deep Metric Learning for Face Verification in the Wild,"Hu, Junlin and Lu, Jiwen and Tan, Yap-Peng",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1875-1882",arXiv:1712.06080,Spatial As Deep: Spatial CNN for Traffic Scene Understanding,"Xingang Pan, Jianping Shi, Ping Luo, Xiaogang Wang, Xiaoou Tang",December,2017,,0
Wang_2016_CVPR,GraB: Visual Saliency via Novel Graph Model and Background Priors,"Wang, Qiaosong and Zheng, Wen and Piramuthu, Robinson",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 535-543",arXiv:1811.06529,On transfer learning using a MAC model variant,"Vincent Marois, T. S. Jayram, Vincent Albouy, Tomasz Kornuta, Younes Bouhadjar, Ahmet S. Ozcan",November,2018,,0
Xu_2014_CVPR,Event Detection using Multi-Level Relevance Labels and Multiple Features,"Xu, Zhongwen and Tsang, Ivor W. and Yang, Yi and Ma, Zhigang and Hauptmann, Alexander G.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 97-104",arXiv:1710.01925,Plane-extraction from depth-data using a Gaussian mixture regression model,"Richard T. Marriott, Alexander Paschevich, Radu Horaud",March,2018,"Pattern Recognition Letters, 2018, 110, pp 44-50",0
Xu_2016_CVPR,Actor-Action Semantic Segmentation With Grouping Process Models,"Xu, Chenliang and Corso, Jason J.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 3083-3092",arXiv:1804.03286,On the Robustness of the CVPR 2018 White-Box Adversarial Example Defenses,"Anish Athalye, Nicholas Carlini",April,2018,,0
Liu_2015_CVPR,A Novel Locally Linear KNN Model for Visual Recognition,"Liu, Qingfeng and Liu, Chengjun",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 1329-1337",arXiv:1801.00256,Context aware saliency map generation using semantic segmentation,"Mahdi Ahmadi, Mohsen Hajabdollahi, Nader Karimi, Shadrokh Samavi",January,2018,,0
Zaki_2017_CVPR,Modeling Sub-Event Dynamics in First-Person Action Recognition,"Zaki, Hasan F. M. and Shafait, Faisal and Mian, Ajmal",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 7253-7262",arXiv:1810.01423,Scientific image rendering for space scenes with the SurRender software,"Roland Brochard, Jrmy Lebreton, Cyril Robin, Keyvan Kanani, Grgory Jonniaux, Aurore Masson, Noela Despr, Ahmad Berjaoui",October,2018,,0
Peng_2017_CVPR,Large Kernel Matters -- Improve Semantic Segmentation by Global Convolutional Network,"Peng, Chao and Zhang, Xiangyu and Yu, Gang and Luo, Guiming and Sun, Jian",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 4353-4361",arXiv:1810.09660,Large scale visual place recognition with sub-linear storage growth,"Huu Le, Michael Milford",October,2018,,0
Kanezaki_2018_CVPR,RotationNet: Joint Object Categorization and Pose Estimation Using Multiviews From Unsupervised Viewpoints,"Kanezaki, Asako and Matsushita, Yasuyuki and Nishida, Yoshifumi",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5010-5019",arXiv:1810.12690,Role of Class-specific Features in Various Classification Frameworks for Human Epithelial (HEp-2) Cell Images,"Vibha Gupta, Arnav Bhavsar",October,2018,,0
Yang_2015_CVPR,Multi-Feature Max-Margin Hierarchical Bayesian Model for Action Recognition,"Yang, Shuang and Yuan, Chunfeng and Wu, Baoxin and Hu, Weiming and Wang, Fangshi",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 1610-1618",arXiv:1709.09528,A New Multifocus Image Fusion Method Using Contourlet Transform,"Fatemeh Vakili Moghadam, Hamid Reza Shahdoosti",September,2017,,0
Krahenbuhl_2015_CVPR,Learning to Propose Objects,"Krahenbuhl, Philipp and Koltun, Vladlen",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 1574-1582",arXiv:1808.10009,Learning a Policy for Opportunistic Active Learning,"Aishwarya Padmakumar, Peter Stone, Raymond J. Mooney",August,2018,EMNLP 2018,0
Royer_2016_CVPR,Convexity Shape Constraints for Image Segmentation,"Royer, Loic A. and Richmond, David L. and Rother, Carsten and Andres, Bjoern and Kainmueller, Dagmar",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 402-410",arXiv:1805.03300,Highly Scalable Image Reconstruction using Deep Neural Networks with Bandpass Filtering,"Joseph Y. Cheng, Feiyu Chen, Marcus T. Alley, John M. Pauly, Shreyas S. Vasanawala",November,2018,,0
Dong_2015_CVPR,Multi-View Feature Engineering and Learning,"Dong, Jingming and Karianakis, Nikolaos and Davis, Damek and Hernandez, Joshua and Balzer, Jonathan and Soatto, Stefano",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 3251-3260",arXiv:1809.05848,Towards Good Practices for Multi-modal Fusion in Large-scale Video Classification,"Jinlai Liu, Zehuan Yuan, Changhu Wang",September,2018,,0
Girdhar_2018_CVPR,Detect-and-Track: Efficient Pose Estimation in Videos,"Girdhar, Rohit and Gkioxari, Georgia and Torresani, Lorenzo and Paluri, Manohar and Tran, Du",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 350-359",arXiv:1808.07413,Manipulating Attributes of Natural Scenes via Hallucination,"Levent Karacan, Zeynep Akata, Aykut Erdem, Erkut Erdem",August,2018,,0
Shen_2018_CVPR,Deep Regression Forests for Age Estimation,"Shen, Wei and Guo, Yilu and Wang, Yan and Zhao, Kai and Wang, Bo and Yuille, Alan L.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 2304-2313",arXiv:1711.11155,Predicting Depression Severity by Multi-Modal Feature Engineering and Fusion,"Aven Samareh, Yan Jin, Zhangyang Wang, Xiangyu Chang, Shuai Huang",November,2017,,0
Kim_2016_CVPR,Learning to Select Pre-Trained Deep Representations With Bayesian Evidence Framework,"Kim, Yong-Deok and Jang, Taewoong and Han, Bohyung and Choi, Seungjin",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5318-5326",arXiv:1709.04609,Learning to Segment Instances in Videos with Spatial Propagation Network,"Jingchun Cheng, Sifei Liu, Yi-Hsuan Tsai, Wei-Chih Hung, Shalini De Mello, Jinwei Gu, Jan Kautz, Shengjin Wang, Ming-Hsuan Yang",September,2017,,0
Plummer_2017_CVPR,Enhancing Video Summarization via Vision-Language Embedding,"Plummer, Bryan A. and Brown, Matthew and Lazebnik, Svetlana",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 5781-5789",arXiv:1805.00324,A Deep Face Identification Network Enhanced by Facial Attributes Prediction,"Fariborz Taherkhani, Nasser M. Nasrabadi, Jeremy Dawson",April,2018,,0
Li_2015_CVPR,Shape Driven Kernel Adaptation in Convolutional Neural Network for Robust Facial Traits Recognition,"Li, Shaoxin and Xing, Junliang and Niu, Zhiheng and Shan, Shiguang and Yan, Shuicheng",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 222-230",arXiv:1802.02305,Self-Supervised Video Hashing with Hierarchical Binary Auto-encoder,"Jingkuan Song, Hanwang Zhang, Xiangpeng Li, Lianli Gao, Meng Wang, Richang Hong",February,2018,,0
He_2018_CVPR,Local Descriptors Optimized for Average Precision,"He, Kun and Lu, Yan and Sclaroff, Stan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 596-605",arXiv:1807.08471,Deep attention-guided fusion network for lesion segmentation,"Hengliang Zhu, Yangyang Hao, Lizhuang Ma, Ruixing Li, Hua Wang",July,2018,,0
Zhu_2017_CVPR,4D Light Field Superpixel and Segmentation,"Zhu, Hao and Zhang, Qi and Wang, Qing",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 6384-6392",arXiv:1710.04486,Multimodal Observation and Interpretation of Subjects Engaged in Problem Solving,"Thomas Guntz, Raffaella Balzarini, Dominique Vaufreydaz, James L. Crowley",October,2017,"1st Workshop on ""Behavior, Emotion and Representation: Building Blocks of Interaction'', Oct 2017, Bielefeld, Germany. 2017",0
Taniai_2016_CVPR,Joint Recovery of Dense Correspondence and Cosegmentation in Two Images,"Taniai, Tatsunori and Sinha, Sudipta N. and Sato, Yoichi",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4246-4255",arXiv:1811.07493,FotonNet: A HW-Efficient Object Detection System Using 3D-Depth Segmentation and 2D-DNN Classifier,"Gurjeet Singh, Sun Miao, Shi Shi, Patrick Chiang",November,2018,,0
