ID_A,ID_B,Flag,Title_A,Title_B,Director_A,Director_B,Year_A,Year_B
103,2975,,Iron Man 3 (plus bonus features)    ,Iron Man 3,Shane Black,Shane Black,2013,2013
1478,59,,Samurai Cop (Special Edition) ,Samurai Cop,Amir Shervan,Amir Shervan,2013,1989
423,6185,,Blackhat    ,Blackhat,Michael Mann,Michael Mann,2015,2015
5217,4256,,For Greater Glory ,For Greater Glory,Dean Wright,Dean Wright,2012,2012
3010,3612,,Under the Mistletoe    ,Under the Mistletoe,George Mendeluk,George Mendeluk,2009,2006
2486,865,,A History of Violence (New Line Platinum Series) [DVD] ,A History of Violence,David Cronenberg,David Cronenberg,2006,2005
2670,1052,,Monster House    ,Monster House,Gil Kenan,Gil Kenan,2006,2006
1651,3460,,Vendetta    ,Vendetta,Jen Soska,Jen Soska,2015,2015
909,898,,The New World (2005)    ,The New World,Terrence Malick,Terrence Malick,2005,2005
5015,2492,,Rise of the Planet of the Apes,Rise of the Planet of the Apes,Rupert Wyatt,Rupert Wyatt,2011,2011
2337,1367,,Mountain of the Cannibal God ,Mountain of the Cannibal God (La montagna del dio cannibale) (Primitive Desires) (Slave of the Cannibal God),Sergio Martino,Sergio Martino,2007,1978
1313,104,,Young Guns II,Young Guns II,Geoff Murphy,Geoff Murphy,1990,1990
2704,6291,,Far From the Madding Crowd    ,Far From the Madding Crowd,Thomas Vinterberg,Thomas Vinterberg,2015,2015
3413,4002,,The Vow    ,The Vow,Michael Sucsy,Michael Sucsy,2012,2012
2175,1132,,Captain Scarlett - Color - 1953    ,Captain Scarlett,Thomas Carr,Thomas Carr,2012,1953
4787,3499,,Jane Eyre ,Jane Eyre,Cary Joji Fukunaga,Cary Joji Fukunaga,2011,2011
4118,5917,,When The Game Stands Tall    ,When The Game Stands Tall,Thomas Carter,Thomas Carter,2014,2014
2983,5599,,Kid Cannabis (Watch Now While it's in Theaters)    ,Kid Cannabis,John Stockwell,John Stockwell,2014,2014
746,2390,,Sucker Punch (2011)    ,Sucker Punch,Zack Snyder,Zack Snyder,2011,2011
2005,1391,,The Bourne Ultimatum (Steelbook) (Blu-ray + DVD + DIGITAL with UltraViolet) ,The Bourne Ultimatum,Paul Greengrass,Paul Greengrass,2014,2007
1713,171,,Kill Bill: Volume 2 ,Kill Bill: Volume 2,Quentin Tarantino,Quentin Tarantino,2011,2004
4346,885,,The Patriot (Extended Cut) [Blu-ray] ,The Patriot,Roland Emmerich,Roland Emmerich,2007,2000
719,2391,,Season of the Witch    ,Season of the Witch,Dominic Sena,Dominic Sena,2011,2011
733,3171,,Non-Stop ,Non-Stop,Jaume Collet-Serra,Jaume Collet-Serra,2014,2014
1906,2356,,The Green Hornet ,The Green Hornet,Michel Gondry,Michel Gondry,2011,2011
1758,2510,,Abduction ,Abduction,John Singleton,John Singleton,2012,2011
5011,1414,,3:10 to Yuma [Blu-ray] ,3:10 to Yuma,James Mangold,James Mangold,2008,2007
4876,506,,National Treasure    ,National Treasure,Jon Turteltaub,Jon Turteltaub,2004,2004
4819,4745,,Beautiful Creatures (DVD) ,Beautiful Creatures,Richard LaGravenese,Richard LaGravenese,2013,2013
114,3128,,The Hobbit: The Desolation of Smaug    ,The Hobbit: The Desolation of Smaug,Peter Jackson,Peter Jackson,2013,2013
1854,1301,,Alexander Revisited / Troy / 300 (Triple-Feature) [Blu-ray] ,300,Zack Snyder,Zack Snyder,2012,2007
630,1191,,The Final Countdown (Widescreen Edition) ,The Final Countdown,Don Taylor,Don Taylor,2004,1980
1994,1112,,Snakes on a Plane    ,Snakes on a Plane,David R. Ellis,David R. Ellis,2006,2006
1096,865,,A History of Violence    ,A History of Violence,David Cronenberg,David Cronenberg,2005,2005
678,1039,,X-Men: The Last Stand    ,X-Men: The Last Stand,Brett Ratner,Brett Ratner,2006,2006
1100,307,,Troy (Director's Cut)    ,Troy,Wolfgang Petersen,Wolfgang Petersen,2004,2004
3317,3722,,The Help ,The Help,Tate Taylor,Tate Taylor,2011,2011
3326,4412,,The Dark Knight Trilogy (Batman Begins / The Dark Knight / The Dark Knight Rises) [Blu-ray] ,The Dark Knight Rises,Christopher Nolan,Christopher Nolan,2012,2012
2487,1257,,Voyage to the Bottom of the Sea (Global Warming Edition) ,Voyage to the Bottom of the Sea,Irwin Allen,Irwin Allen,2007,1961
4900,5931,,Tyler Perry's Hell Hath No Fury Like A Woman Scorned The Play,Tyler Perry's Hell Hath No Fury Like A Woman Scorned The Play,Tyler Perry,Tyler Perry,2014,2014
447,781,,Serenity [Blu-ray] ,Serenity,Joss Whedon,Joss Whedon,2008,2005
3947,4851,,42,42,Brian Helgeland,Brian Helgeland,2013,2013
187,3668,,Harry Potter and the Deathly Hallows - Part 2    ,Harry Potter and the Deathly Hallows - Part 2,David Yates,David Yates,2011,2011
3084,5229,,Captain Phillips    ,Captain Phillips,Paul Greengrass,Paul Greengrass,2013,2013
23,2603,,John Carter    ,John Carter,Andrew Stanton,Andrew Stanton,2012,2012
5252,374,,The Caine Mutiny [Blu-ray] ,The Caine Mutiny,Edward Dmytryk,Edward Dmytryk,2011,1954
1793,229,,The Alamo (Widescreen) ,The Alamo,John Lee Hancock,John Lee Hancock,2004,2004
1420,766,,The Dukes of Hazzard (Unrated Widescreen Edition) ,The Dukes of Hazzard,Jay Chandrasekhar,Jay Chandrasekhar,2007,2005
1169,1091,,Miami Vice (Unrated Director's Edition) [Blu-ray] ,Miami Vice,Michael Mann,Michael Mann,2008,2006
550,45,,The Last Samurai [Blu-ray] ,The Last Samurai,Edward Zwick,Edward Zwick,2006,2003
133,1646,,24: Redemption    ,24: Redemption,Jon Cassar,Jon Cassar,2008,2008
4123,4517,,Flight    ,Flight,Robert Zemeckis,Robert Zemeckis,2012,2012
2320,5074,,Bounty Killer [Blu-ray] ,Bounty Killer,Henry Saine,Henry Saine,2013,2013
548,273,,Spider-Man 2    ,Spider-Man 2,Sam Raimi,Sam Raimi,2004,2004
17,86,,The Lord of the Rings: The Return of the King    ,The Lord of the Rings: The Return of the King,Peter Jackson,Peter Jackson,2003,2003
1968,937,,Running Scared ,Running Scared,Wayne Kramer,Wayne Kramer,2007,2006
5084,5066,,Before Midnight ,Before Midnight,Richard Linklater,Richard Linklater,2013,2013
3259,3436,,Jupiter Ascending ,Jupiter Ascending,Lana Wachowski,Lana Wachowski,2015,2015
3545,781,,Serenity [Blu-ray] ,Serenity,Joss Whedon,Joss Whedon,2008,2005
2349,2131,,Undisputed III: Redemption    ,Undisputed III: Redemption,Isaac Florentine,Isaac Florentine,2008,2010
2210,3155,,Raze ,Raze,Josh C. Waller,Josh C. Waller,2014,2014
2235,1967,,The Taking of Pelham 1 2 3 ,The Taking of Pelham 1 2 3,Tony Scott,Tony Scott,2009,2009
2694,5562,,Joe    ,Joe,David Gordon Green,David Gordon Green,2014,2014
2029,3162,,In the Blood,In the Blood,John Stockwell,John Stockwell,2014,2014
345,1604,,Iron Man 2 (Single-Disc Edition) ,Iron Man,Jon Favreau,Jon Favreau,2013,2008
2790,6267,,The Longest Ride    ,The Longest Ride,George Tillman Jr.,George Tillman Jr.,2015,2015
2945,6096,,Unbroken    ,Unbroken,Angelina Jolie,Angelina Jolie,2014,2014
4477,1492,,The Golden Compass    ,The Golden Compass,Chris Weitz,Chris Weitz,2007,2007
4493,45,,The Last Samurai (2003)    ,The Last Samurai,Edward Zwick,Edward Zwick,2003,2003
3855,1156,,The Prestige [Blu-ray] ,The Prestige,Christopher Nolan,Christopher Nolan,2007,2006
3290,1152,,The Departed    ,The Departed,Martin Scorsese,Martin Scorsese,2006,2006
2546,2191,,9th Company ,The 9th Company (9 rota),Fyodor Bondarchuk,Fyodor Bondarchuk,2010,2005
341,6170,,Black Sea    ,Black Sea,Kevin Macdonald,Kevin Macdonald,2015,2015
1794,4205,,The Hunger Games: Cast Interviews    ,The Hunger Games,Gary Ross,Gary Ross,2012,2012
2016,273,,Spider-Man 2.1   ,Spider-Man 2,Sam Raimi,Sam Raimi,2004,2004
787,2269,,Resident Evil: Afterlife ,Resident Evil: Afterlife,Paul W.S. Anderson,Paul W.S. Anderson,2010,2010
402,2732,,The Amazing Spider-Man 2 (3D/Blu-Ray/DVD/UltraViolet Combo Pack) ,The Amazing Spider-Man,Marc Webb,Marc Webb,2014,2012
1239,2204,,Robin Hood - Unrated Director's Cut [Blu-ray] ,Robin Hood,Ridley Scott,Ridley Scott,2012,2010
3166,4931,,The Great Gatsby (Two-Disc Special Edition DVD) ,The Great Gatsby,Baz Luhrmann,Baz Luhrmann,2013,2013
1375,1291,,The Pirate ,The Pirate,Vincente Minnelli,Vincente Minnelli,2007,1948
1942,279,,The Bourne Supremacy (Steelbook) (Blu-ray + DVD + DIGITAL with UltraViolet) ,The Bourne Supremacy,Paul Greengrass,Paul Greengrass,2014,2004
5069,324,,Friday Night Lights (Widescreen Edition) ,Friday Night Lights,Peter Berg,Peter Berg,2005,2004
2719,555,,Saints and Soldiers    ,Saints and Soldiers,Ryan Little,Ryan Little,2005,2004
2467,2613,,Snow on tha Bluff ,Snow on tha Bluff,Damon Russell,Damon Russell,2012,2012
5207,3421,,Blackhat [Blu-ray] ,Blackhat,Michael Mann,Michael Mann,2015,2015
978,2340,0,Ip Man ,Ip Man 2: Legend of the Grandmaster,Wilson Yip,Wilson Yip,2010,2011
3221,6243,,Danny Collins    ,Danny Collins,Dan Fogelman,Dan Fogelman,2015,2015
1078,2428,,Priest (Unrated Version) [Blu-ray] ,Priest,Scott Stewart,Scott Stewart,2011,2011
5156,283,,Collateral    ,Collateral,Michael Mann,Michael Mann,2004,2004
4972,6192,,Leviathan ,Leviathan,Andrey Zvyagintsev,Andrey Zvyagintsev,2015,2014
5,3315,,Guardians of the Galaxy (Theatrical)    ,Guardians of the Galaxy,James Gunn,James Gunn,2014,2014
25,4412,,The Dark Knight Rises [Blu-ray] ,The Dark Knight Rises,Christopher Nolan,Christopher Nolan,2012,2012
2228,2235,,Centurion ,Centurion,Neil Marshall,Neil Marshall,2010,2010
763,2262,,The Other Guys (The Unrated Other Edition) ,The Other Guys,Adam McKay,Adam McKay,2010,2010
2778,6143,,Little Accidents    ,Little Accidents,Sara Colangelo,Sara Colangelo,2015,2015
80,3442,,Last Knights    ,Last Knights,Kazuaki Kiriya,Kazuaki Kiriya,2015,2015
128,3355,,Fury [Blu-ray] ,Fury,David Ayer,David Ayer,2015,2014
2867,3094,,The Hunger Games: Catching Fire    ,The Hunger Games: Catching Fire,Francis Lawrence,Francis Lawrence,2013,2013
112,1986,,Star Trek (2009)    ,Star Trek,J.J. Abrams,J.J. Abrams,2009,2009
497,5510,,Vampire Academy ,Vampire Academy,Mark Waters,Mark Waters,2014,2014
48,2823,,Skyfall (Blu-ray/ DVD + Digital Copy) ,Skyfall,Sam Mendes,Sam Mendes,2013,2012
380,495,,The Life Aquatic with Steve Zissou    ,The Life Aquatic with Steve Zissou,Wes Anderson,Wes Anderson,2004,2004
4032,4317,,New Hope    ,New Hope,Rodney Ray,Rodney Ray,2012,2012
5027,1039,,X-Men: The Last Stand    ,X-Men: The Last Stand,Brett Ratner,Brett Ratner,2006,2006
3239,6001,,The Judge (2014)   ,The Judge,David Dobkin,David Dobkin,2014,2014
4222,1604,0,Iron Man 2,Iron Man,Jon Favreau,Jon Favreau,2010,2008
101,3549,,Thor [DVD] ,Thor,Kenneth Branagh,Kenneth Branagh,2013,2011
1876,2048,,A Dangerous Man ,A Dangerous Man,Keoni Waxman,Keoni Waxman,2010,2009
757,321,,Farscape: The Peacekeeper Wars ,Farscape: The Peacekeeper Wars,Brian Henson,Brian Henson,2005,2004
1640,528,,Drums Along the Mohawk ,Drums Along the Mohawk,John Ford,John Ford,2005,1939
1193,1103,,The Celestine Prophecy    ,The Celestine Prophecy,Armand Mastroianni,Armand Mastroianni,2006,2006
2464,2444,,Shaolin ,Shaolin,Benny Chan,Benny Chan,2011,2011
3989,3938,,War Horse ,War Horse,Steven Spielberg,Steven Spielberg,2012,2011
389,1955,,Transformers: Revenge of the Fallen    ,Transformers: Revenge of the Fallen,Michael Bay,Michael Bay,2009,2009
3326,2747,,The Dark Knight Trilogy (Batman Begins / The Dark Knight / The Dark Knight Rises) [Blu-ray] ,The Dark Knight Rises,Christopher Nolan,Christopher Nolan,2012,2012
842,4256,,For Greater Glory ,For Greater Glory,Dean Wright,Dean Wright,2012,2012
1281,1651,,Hancock (Unrated Special Edition) [Blu-ray] ,Hancock,Peter Berg,Peter Berg,2008,2008
966,3151,,Pompeii    ,Pompeii,Paul W.S. Anderson,Paul W.S. Anderson,2014,2014
2825,6036,,Addicted    ,Addicted,Bille Woodruff,Bille Woodruff,2014,2014
3102,4587,,The Twilight Saga: Breaking Dawn Part 2    ,The Twilight Saga: Breaking Dawn Part 2,Bill Condon,Bill Condon,2013,2012
1243,4015,,The Grey ,The Grey,Joe Carnahan,Joe Carnahan,2012,2012
110,2445,,Thor    ,Thor,Kenneth Branagh,Kenneth Branagh,2011,2011
2837,885,,The Patriot    ,The Patriot,Roland Emmerich,Roland Emmerich,2000,2000
1068,3286,,Hercules (2014 Extended Cut)    ,Hercules,Brett Ratner,Brett Ratner,2014,2014
5236,2910,,The Host    ,The Host,Andrew Niccol,Andrew Niccol,2013,2013
2071,553,,The Snow Walker ,The Snow Walker,Charles Martin Smith,Charles Martin Smith,2005,2003
2908,3894,,Melancholia    ,Melancholia,Lars von Trier,Lars von Trier,2011,2011
305,5580,,300: Rise of an Empire (2014)    ,300: Rise of an Empire,Noam Murro,Noam Murro,2014,2014
3397,5512,,The Monuments Men    ,The Monuments Men,George Clooney,George Clooney,2014,2014
3388,6161,,Black or White    ,Black or White,Mike Binder,Mike Binder,2015,2015
2144,4128,,The Flowers of War ,The Flowers of War,Yimou Zhang,Yimou Zhang,2011,2011
1664,2937,,Ishtar [Blu-ray] ,Ishtar,Elaine May,Elaine May,2013,1987
4825,777,,The Island [Blu-ray] ,The Island,Michael Bay,Michael Bay,2011,2005
4305,1376,,Ocean's Thirteen    ,Ocean's Thirteen,Steven Soderbergh,Steven Soderbergh,2007,2007
1307,450,,After the Sunset    ,After the Sunset,Brett Ratner,Brett Ratner,2004,2004
2851,6244,,While We're Young    ,While We're Young,Noah Baumbach,Noah Baumbach,2015,2015
3432,4324,,Saint Street    ,Saint Street,Rob Diamond,Rob Diamond,2012,2012
3241,5927,,Lost Christmas    ,Lost Christmas,John Hay,John Hay,2014,2011
4268,2614,,Sherlock Holmes: A Game of Shadows ,Sherlock Holmes: A Game of Shadows,Guy Ritchie,Guy Ritchie,2012,2011
3345,6258,,5 Flights Up    ,5 Flights Up,Richard Loncraine,Richard Loncraine,2015,2015
4786,768,,Cinderella Man    ,Cinderella Man,Ron Howard,Ron Howard,2005,2005
2150,697,,Zulu Dawn    ,Zulu Dawn,Douglas Hickox,Douglas Hickox,1979,1979
4907,69,,Wyatt Earp ,Wyatt Earp,Lawrence Kasdan,Lawrence Kasdan,2007,1994
4727,6334,,Boulevard ,Boulevard,Dito Montiel,Dito Montiel,2015,2015
3452,2467,,Bellflower    ,Bellflower,Evan Glodell,Evan Glodell,2011,2011
4708,4745,,Beautiful Creatures    ,Beautiful Creatures,Richard LaGravenese,Richard LaGravenese,2013,2013
2827,5438,,Barefoot    ,Barefoot,Andrew Fleming,Andrew Fleming,2014,2014
259,2630,,Wrath of the Titans    ,Wrath of the Titans,Jonathan Liebesman,Jonathan Liebesman,2012,2012
1002,874,,King Kong [Blu-ray] ,King Kong,Peter Jackson,Peter Jackson,2009,2005
1953,3874,,Wyatt Earp's Revenge ,Wyatt Earp's Revenge,Michael Feifer,Michael Feifer,2012,2012
651,2735,,The Expendables 2 [DVD + Digital Copy + UltraViolet] ,The Expendables 2,Simon West,Simon West,2012,2012
2781,6264,,Ex Machina    ,Ex Machina,Alex Garland,Alex Garland,2015,2015
3472,5743,,The Fault In Our Stars ,The Fault In Our Stars,Josh Boone,Josh Boone,2014,2014
1182,1087,,Superman Returns    ,Superman Returns,Bryan Singer,Bryan Singer,2006,2006
411,2204,,Robin Hood (Unrated)    ,Robin Hood,Ridley Scott,Ridley Scott,2010,2010
2549,1691,,Max Payne (Unrated Edition) [Blu-ray] ,Max Payne,John Moore,John Moore,2009,2008
1412,2036,,Surrogates ,Surrogates,Jonathan Mostow,Jonathan Mostow,2010,2009
4658,3938,,War Horse    ,War Horse,Steven Spielberg,Steven Spielberg,2011,2011
2714,4980,,The Bling Ring    ,The Bling Ring,Sofia Coppola,Sofia Coppola,2013,2013
2282,1852,,Pink Panther 2 ,Pink Panther 2,Harald Zwart,Harald Zwart,2009,2009
676,723,,Batman Begins [Blu-ray] ,Batman Begins,Christopher Nolan,Christopher Nolan,2008,2005
978,1770,,Ip Man ,Ip Man,Wilson Yip,Wilson Yip,2010,2010
611,2390,,Sucker Punch [Blu-ray] ,Sucker Punch,Zack Snyder,Zack Snyder,2011,2011
1718,2487,,Cowboys & Aliens    ,Cowboys & Aliens,Jon Favreau,Jon Favreau,2011,2011
21,3122,,47 Ronin    ,47 Ronin,Carl Rinsch,Carl Rinsch,2013,2013
3466,3737,,Warrior ,Warrior,Gavin O'Connor,Gavin O'Connor,2011,2011
4699,6363,,Aloft    ,Aloft,Claudia Llosa,Claudia Llosa,2015,2015
4987,1466,,I Am Legend [Blu-ray] ,I Am Legend,Francis Lawrence,Francis Lawrence,2008,2007
923,2759,,Total Recall (Blu-ray + DVD) ,Total Recall,Len Wiseman,Len Wiseman,2012,2012
618,5142,,The Mortal Instruments: City of Bones  (+UltraViolet Digital Copy) ,The Mortal Instruments: City of Bones,Harald Zwart,Harald Zwart,2013,2013
537,1444,,The Darjeeling Limited ,The Darjeeling Limited,Wes Anderson,Wes Anderson,2007,2007
1754,182,,New York Minute (Widescreen Edition) ,New York Minute,Dennie Gordon,Dennie Gordon,2006,2004
2901,2912,,Spring Breakers,Spring Breakers,Harmony Korine,Harmony Korine,2013,2013
239,3320,,Teenage Mutant Ninja Turtles    ,Teenage Mutant Ninja Turtles,Jonathan Liebesman,Jonathan Liebesman,2014,2014
224,782,,The Brothers Grimm    ,The Brothers Grimm,Terry Gilliam,Terry Gilliam,2005,2005
2406,1615,0,Boss ,Boss Nigger (The Black Bounty Killer),Jack Arnold,Jack Arnold,2008,1975
2803,5324,,Hours    ,Hours,Eric Heisserer,Eric Heisserer,2013,2013
3559,5272,,Great Expectations    ,Great Expectations,Graham McLaren,Graham McLaren,2013,2013
238,2709,,Marvel's The Avengers: Age Of Ultron (Plus Bonus Features)    ,Marvel's The Avengers,Joss Whedon,Joss Whedon,2015,2012
2753,6387,,Testament Of Youth    ,Testament Of Youth,James Kent,James Kent,2015,2015
2812,4993,,Behind the Candelabra    ,Behind the Candelabra,Steven Soderbergh,Steven Soderbergh,2013,2013
2911,4544,,The Perks of Being a Wallflower    ,The Perks of Being a Wallflower,Stephen Chbosky,Stephen Chbosky,2012,2012
608,2322,,The Tourist    ,The Tourist,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,2010,2010
1058,1592,,The Fall (+ BD Live) [Blu-ray] ,The Fall,Tarsem Singh,Tarsem Singh,2008,2006
3254,336,0,Rocky: Heavyweight Collection (Rocky / Rocky II / Rocky III / Rocky IV / Rocky V / Rocky Balboa) [Blu-ray] ,Rocky II,Sylvester Stallone,Sylvester Stallone,2014,1979
1991,1134,,Flyboys (Widescreen Edition) ,Flyboys,Tony Bill,Tony Bill,2007,2006
81,1450,,Into the Wild    ,Into the Wild,Sean Penn,Sean Penn,2007,2007
3436,4959,,My Refuge    ,My Refuge,Jeff Morrison,Jeff Morrison,2013,2013
3226,6291,,Far From the Madding Crowd ,Far From the Madding Crowd,Thomas Vinterberg,Thomas Vinterberg,2015,2015
1243,2583,,The Grey ,The Grey,Joe Carnahan,Joe Carnahan,2012,2012
3764,5433,,Philomena ,Philomena,Stephen Frears,Stephen Frears,2014,2013
2054,1025,,The Proposition [Blu-ray] ,The Proposition,John Hillcoat,John Hillcoat,2008,2005
2947,6001,,The Judge (2014) ,The Judge,David Dobkin,David Dobkin,2015,2014
2529,3009,,Ip Man: The Final Fight [Blu-ray] ,Ip Man: The Final Fight,Herman Yau,Herman Yau,2013,2013
4945,134,,Cold Mountain ,Cold Mountain,Anthony Minghella,Anthony Minghella,2011,2003
900,1642,0,Star Wars: The Clone Wars: Season 4 ,Star Wars: The Clone Wars,Dave Filoni,Dave Filoni,2012,2008
5141,768,0,A Beautiful Mind / Cinderella Man Double Feature [Blu-ray] ,Cinderella Man,Ron Howard,Ron Howard,2013,2005
4053,5685,,Only Lovers Left Alive    ,Only Lovers Left Alive,Jim Jarmusch,Jim Jarmusch,2014,2014
4906,710,,Kingdom of Heaven (Director's Cut) [Blu-ray] ,Kingdom of Heaven,Ridley Scott,Ridley Scott,2006,2005
2313,3390,,Outcast    ,Outcast,Nick Powell,Nick Powell,2015,2015
1409,2382,,Kill the Irishman    ,Kill the Irishman,Jonathan Hensleigh,Jonathan Hensleigh,2011,2011
596,3180,,300: Rise of an Empire (Blu-ray+DVD+UltraViolet Combo Pack) ,300: Rise of an Empire,Noam Murro,Noam Murro,2014,2014
3564,4225,,The Lucky One ,The Lucky One,Scott Hicks,Scott Hicks,2012,2012
1521,2528,,The Rum Diary    ,The Rum Diary,Bruce Robinson,Bruce Robinson,2011,2011
273,3391,,The Hobbit: The Battle of the Five Armies (Extended Edition)   ,The Hobbit: The Battle of the Five Armies,Peter Jackson,Peter Jackson,2014,2014
2652,6386,,Paper Towns ,Paper Towns,Jake Schreier,Jake Schreier,2015,2015
204,3315,,Marvel's Guardians of the Galaxy [Blu-ray] ,Guardians of the Galaxy,James Gunn,James Gunn,2014,2014
527,2761,,Resident Evil: Retribution (+ UltraViolet Digital Copy) ,Resident Evil: Retribution,Paul W.S. Anderson,Paul W.S. Anderson,2012,2012
643,3173,,Jack Ryan: Shadow Recruit (Blu-ray + DVD + Digital HD) ,Jack Ryan: Shadow Recruit,Kenneth Branagh,Kenneth Branagh,2014,2014
4407,3491,,Lifted    ,Lifted,Lexi Alexander,Lexi Alexander,2010,2011
313,5242,,Rush (Blu-ray + DVD + Digital HD UltraViolet) ,Rush,Ron Howard,Ron Howard,2014,2013
1494,2196,,MacGruber (Unrated Edition) ,MacGruber,Jorma Taccone,Jorma Taccone,2010,2010
374,2513,,Real Steel ,Real Steel,Shawn Levy,Shawn Levy,2011,2011
2630,5197,,Thanks For Sharing    ,Thanks For Sharing,Stuart Blumberg,Stuart Blumberg,2013,2013
2014,1438,,Justice League: The New Frontier    ,Justice League: The New Frontier,Dave Bullock,Dave Bullock,2008,2008
3204,3164,,Lone Survivor ,Lone Survivor,Peter Berg,Peter Berg,2014,2014
4211,5950,,Get On Up ,Get On Up,Tate Taylor,Tate Taylor,2014,2014
418,3737,,Warrior ,Warrior,Gavin O'Connor,Gavin O'Connor,2011,2011
3287,2445,,Thor [DVD] ,Thor,Kenneth Branagh,Kenneth Branagh,2013,2011
654,1130,,The Guardian ,The Guardian,Andrew Davis,Andrew Davis,2007,2006
711,74,,The Enemy Below ,The Enemy Below,Dick Powell,Dick Powell,2004,1957
3709,6292,,Every Secret Thing    ,Every Secret Thing,Amy Berg,Amy Berg,2015,2015
3434,4610,,Life of Pi    ,Life of Pi,Ang Lee,Ang Lee,2012,2012
58,3012,,Man of Steel (Blu-ray) ,Man of Steel,Zack Snyder,Zack Snyder,2013,2013
356,2732,,The Amazing Spider-Man (Three-Disc Combo: Blu-ray / DVD + UltraViolet Digital Copy) ,The Amazing Spider-Man,Marc Webb,Marc Webb,2012,2012
2820,6093,,Son of a Gun    ,Son of a Gun,Julius Avery,Julius Avery,2015,2015
4380,5518,,Endless Love (2014)    ,Endless Love,Shana Feste,Shana Feste,2014,2014
2824,1395,,The Last Legion    ,The Last Legion,Doug Lefler,Doug Lefler,2007,2007
1609,4946,,The Iceman ,The Iceman,Ariel Vromen,Ariel Vromen,2013,2013
3665,3803,,Real Steel    ,Real Steel,Shawn Levy,Shawn Levy,2011,2011
3035,6351,,Love & Mercy - DVD + Digital ,Love & Mercy,Bill Pohlad,Bill Pohlad,2015,2015
4425,1073,,Sergeant York (Two-Disc Special Edition) ,Sergeant York,Howard Hawks,Howard Hawks,2006,1941
4179,5834,,Jamie Marks Is Dead    ,Jamie Marks Is Dead,Carter Smith,Carter Smith,2014,2014
4868,2375,,True Grit ,True Grit,Joel Coen,Joel Coen,2011,2010
281,5083,,White House Down (+UltraViolet Digital Copy) ,White House Down,Roland Emmerich,Roland Emmerich,2013,2013
2308,1290,,Last Hurrah for Chivalry ,Last Hurrah for Chivalry,John Woo,John Woo,2007,1979
3326,723,,The Dark Knight Trilogy (Batman Begins / The Dark Knight / The Dark Knight Rises) [Blu-ray] ,Batman Begins,Christopher Nolan,Christopher Nolan,2012,2005
2802,3465,,Aloha    ,Aloha,Cameron Crowe,Cameron Crowe,2015,2015
4930,2497,,Colombiana (Blu-ray + UltraViolet Digital Copy) ,Colombiana,Olivier Megaton,Olivier Megaton,2011,2011
1138,2630,,Wrath of the Titans ,Wrath of the Titans,Jonathan Liebesman,Jonathan Liebesman,2012,2012
3757,3817,,Drive (+ UltraViolet Digital Copy) [Blu-ray] ,Drive,Nicolas Winding Refn,Nicolas Winding Refn,2012,2011
4203,2142,,The Book of Eli ,The Book of Eli,Albert Hughes,Albert Hughes,2010,2010
5073,5781,,Million Dollar Arm ,Million Dollar Arm,Craig Gillespie,Craig Gillespie,2014,2014
5113,4865,,The Place Beyond The Pines    ,The Place Beyond The Pines,Derek Cianfrance,Derek Cianfrance,2013,2013
1587,386,,Ladder 49 (Full Screen Edition) ,Ladder 49,Jay Russell,Jay Russell,2005,2004
3757,2516,,Drive (+ UltraViolet Digital Copy) [Blu-ray] ,Drive,Nicolas Winding Refn,Nicolas Winding Refn,2012,2011
1663,486,,Captain Blood    ,Captain Blood,Michael Curtiz,Michael Curtiz,1935,1935
4990,3177,,DCU: Son of Batman    ,Son of Batman,Ethan Spaulding,Ethan Spaulding,2014,2014
3007,6003,,Fury [Blu-ray] ,Fury,David Ayer,David Ayer,2015,2014
3751,4469,,Jack and Diane    ,Jack and Diane,Bradley Rust Gray,Bradley Rust Gray,2012,2012
419,1368,,Spider-Man 3    ,Spider-Man 3,Sam Raimi,Sam Raimi,2007,2007
2312,2745,,Halo 4: Forward Unto Dawn ,Halo 4: Forward Unto Dawn,Stewart Hendler,Stewart Hendler,2012,2012
816,166,,Hidalgo    ,Hidalgo,Joe Johnston,Joe Johnston,2004,2004
2482,59,,Samurai Cop    ,Samurai Cop,Amir Shervan,Amir Shervan,2013,1989
2559,186,,10.5: Apocalypse ,10.5,John Lafia,John Lafia,2006,2004
961,1341,,Fantastic Four: Rise of the Silver Surfer ,Fantastic Four: Rise of the Silver Surfer,Tim Story,Tim Story,2007,2007
242,3478,,Marvel's Avengers: Age of Ultron (Collector's Edition) (Blu-ray 3D + Blu-ray + Digital HD) ,Avengers: Age of Ultron,Joss Whedon,Joss Whedon,2015,2015
3728,5361,,American Hustle [Blu-ray] ,American Hustle,David O. Russell,David O. Russell,2014,2013
4822,5580,,300: Rise of an Empire (Blu-ray+DVD+UltraViolet Combo Pack) ,300: Rise of an Empire,Noam Murro,Noam Murro,2014,2014
954,1174,,Captain Horatio Hornblower ,Captain Horatio Hornblower,Raoul Walsh,Raoul Walsh,2007,1951
2814,6000,,My Old Lady    ,My Old Lady,Israel Horovitz,Israel Horovitz,2014,2014
1549,2569,,Mission: Impossible Ghost Protocol Special Feature - Soaring In Dubai    ,Mission: Impossible Ghost Protocol,Brad Bird,Brad Bird,2011,2011
3994,403,,The World's Fastest Indian ,The World's Fastest Indian,Roger Donaldson,Roger Donaldson,2006,2005
