ID_A,ID_B,Flag,Title_A,Title_B,Model_Number_A,Model_Number_B,Brand_A,Brand_B,Price_A,Price_B
1281,17950,,Rolodex Wood Tone Desk Pad Mahogany 24 x 19,New-Rolodex 23390 - Wood Tone Desk Pad Mahogany 24 x 19 - ROL23390,23390,,ROLODEX,Rolodex,37.94,51
862,11943,,Chief Manufacturing Dual Swing Arm LCD Wall Mount,Chief FWDVB Flat Panel Dual Swing Arm Wall Mount 10 -32 Displays,,FWD-VBLACK,Chief Manufacturing,Chief,143.2,69.99
2244,482,,Brother TX2411 P-Touch TX Laminated Tape,3 4inch Black On White Pt-30 35 8000 Pc,TX2411,TX2411,Brother,Brother,34.88,21.7
2212,4647,,Microsoft LifeCam VX-800 Black,Microsoft LifeCam VX-800 - Black JSD-00007,JSD-00007,JSD-00007,Microsoft,Microsoft,18.88,14.21
1842,18624,,Belkin F2E9142-WHT-APL ADC To DVI Apple Monitor Adapter,Belkin F2E9142-WHT Pro Series ADC to DVI Apple Monitor Adapter,F2E9142-WHT-APL,F2E9142-WHT,Belkin,Belkin,29.88,24.99
760,8382,,Apricorn 320GB Padlock 128-Bit Hardware-Encrypted Portable Drive,Apricorn Aegis Padlock 320 GB USB 2.0 128-bit Encrypted Portable External Hard Drive A25-PL128-320 Grey,A25-PL128-320,A25-PL128-320,Apricorn,Apricorn,99.82,99
716,7851,,I-TEC T1274B iStereo Round Sound Docking Station for iPod iPhone,I-Tec iStereo Charging and Docking Station with Remote Control for iPod Black,T1274B,T1274,I-Tec Electronics,I-Tec,79.88,40.78
121,14796,,JVC KD-R320 CD Receiver,JVC KDR320 KD-R320 KD-R320 CD Receiver with Dual AUX,KDR320,KD-R320,JVC,JVC,70,58.95
4,4379,,D-Link DCS-1100 Network Camera,D-Link DCS-1100 Mydlink-enabled 10 100 Fixed IP Network Camera with Built-in Microphone,DCS-1100,DCS-1100,D-Link,D-Link,99.82,99.82
2325,20694,,Motorola Netopia 3346N-ENT Broadband Router,Netopia 3346N-ENT ADSL ADSL2 Modem 4 Port Switch,3346N-ENT,3346N-ENT,Motorola,Netopia,103.84,107.99
2469,16833,,Mohawk Color Copy Gloss Paper Ream of 500 Sheets,New-Mohawk 36101 - Color Copy Gloss Paper 96 Brightness 32lb 8-1 2 x 11 White 500 Sheets Ream - MOW36101,36101,,Mohawk,Mohawk,12.94,34.52
1728,14919,,HP TouchPad - Touchstone Charging Dock Stand,HP Touchstone Charging Dock for TouchPad,,FB339AA#ABA,HP,HP,35,44.34
1474,3249,,Xantech Cpl10 Rf Ir Coupler,XANTECH CPL10 RF IR COUPLER,CPL10,,Xantech,Xantech,11.88,25.5
2469,10814,,Mohawk Color Copy Gloss Paper Ream of 500 Sheets,Mohawk 36101 - Color Copy Gloss Paper 96 Brightness 32lb 8-1 2 x 11 White 500 Sheets Ream,36101,,Mohawk,Mohawk,12.94,
513,9061,,HP 29 Black Inkjet Cartridge 51629A,HEWLETT-PACKARD 51629A HP 29 Black Ink Cartridge,51629A,51629A,HP,HP,34.97,9.95
1245,10289,,Belkin AC Charger with Swivel Plug   USB Sync Cable for iPhone,Belkin F8Z414ttP AC Charger with Swivel Plug Charge Sync Cable for iPod and iPhone,F8Z414,F8Z414ttP,Belkin,Belkin,21.78,14.99
2134,10435,,HP C7971A  LTO Ultrium 1 Tape Cartridge,1-pack 100 200GB LTO Ultrium Data Cart for Surestore Ultrium,C7971A,C7971A,HP,HP,39.88,21.99
2333,18201,,Da-Lite Da-Plex Self Trimming Rear Projection Screen - 40 1 4 x 53 3 4 Video Format,Da-Plex Base Rear Projection Screen - 40 1 4 x 53 3 4 Video Format,27580,,Da-Lite,Da-Lite,1892.99,1525.99
2143,5921,,Clarion VX401 6.2  Double-Din Multimedia Control Station with USB Port and Built-In Bluetooth,Clarion VX401 6.5 In-Dash Double-Din Touchscreen DVD CD MP3 USB Receiver with Bluetooth,VX401,VX401,Clarion,Clarion,499.99,324.99
2366,8619,,Canon CLI-226 Black Ink Tank,Canon CLI-226 Black Ink Tank 4546B001 in Retail Packaging,4546B001,4546B001,Canon,Canon,13.97,13.97
1012,13414,,Startech SuperSpeed USB 3.0 SATA Adapter Cable for 2.5in or 3.5in Hard Drives USB3S2SATA,StarTech.com USB3S2SATA SuperSpeed USB 3.0 SATA Adapter Cable for 2.5-Inch or 3.5-Inch Hard Drives,USB3S2SATA,USB3S2SATA,StarTech,StarTech,49,30.17
1585,11476,,Sony MDRXB40EX High Sensitive Bass Headphones,Sony MDR-XB40EX 13.5mm High Sensitivity Driver Extra Bass EX Earbuds,MDRXB40EX,MDR-XB40EX,Sony,Sony,39.88,
183,7400,,Targus Zierra Case for BlackBerry Playbook Tablet Black,Targus Zierra Leather Portfolio for BlackBerry PlayBook 4G WiFi THZ053US Black Burgundy,THZ053US,THZ053US,Targus,Targus,55.88,47.17
2168,14881,,LifeWorks Netbook Cooling Pad Mouse Kit IHB931NR,iHome IH-B931NR - Notebook cooling pad,IHB931NR,IH-B931NR,LIFEWORKS,LifeWorks,49.88,12.99
542,9190,,iGo BN00281-0002 Dual USB Wall Auto Charger,Dual USB Wall auto Charger-micr Mini USB-includes Igo Tip A32 A97,BN00281-0002,BN00281-0002,Igo,iGo,36.16,25.22
1672,20795,,Sony HD Output Adapter Cable,Sony VMC-MHC1 1.5 Meter HD Output Adapter Cable for Cyber-shot cameras,VMC-MHC1,VMC-MHC1,Sony,Sony,32,2.99
2336,8280,,Bits Limited 6-Outlet Opening Price Point Smart Strip 2 250 Joules,Bits Limited SCG 2 Six Outlet Smart Strip,SCG 2,SCG 2,Bits Limited,Bits Limited,31.95,28.89
1563,12170,,Pioneer 10  Subwoofer With Single Voice Coil 350W,Pioneer TS-W259S4 Champion Series 10 Single 4ohm 1200 Watts,TS-W259S4,TS-W259S4,Pioneer,Pioneer,113,
2090,7049,,Netgear ProSafe GS716T 16-Port Ethernet Switch,GS716T-200 - ProSafe 16-port Gigabit Smart Switch,GS716T-200NAS,GS716T-200NAS,NETGEAR,Netgear,238,224.37
2370,20053,,SIIG 4 x 1 VGA and Audio Switch with IR,1PORT Compact VGA and Audio Splitter 2DISPLAY,CE-VG0B11-S1,CE-VG0B11-S1,SIIG,SIIG,33.88,27.48
1743,15528,,Scosche 1974-99 Chrysler Multi Kit With 1 CD Storage Pocket,Scosche CJ1278B Multi Kit with 1 CD Storage Pocket for 1974-99 Chrysler,CJ1278B,CJ1278B,Scosche,Scosche,8.68,8.68
1198,4815,,Kensington K72335US Ci10 Fit Wireless Notebook Laser Mouse,Kensington Ci10 Fit Wireless Notebook Laser Mouse Silver,K72335US,K72335US,Kensington,Kensington,24.84,25.41
1928,19027,,ioSafe Rugged 500GB USB 3.0 Portable External Hard Drive,ioSafe Rugged Portable - Hard drive - 500 GB - external - FireWire 800 Hi-Speed USB SuperSpeed USB - with 5 years Data Recovery Service,PA50500U5YR,PA50500U5YR,IOSAFE,ioSafe,299.98,290.49
1777,15490,,Sharp EL1192BL Printing Calculator,Sharp EL-1192BL Desktop 2 Color Printing Calculator,EL1192BL,EL-1192BL,Sharp,Sharp,37.63,36.89
10,2457,,3M MW310LE Gel Mouse Pad,3M Large Mouse Pad with Gel Wrist Rest Black Leatherette Antimicrobial Product Protection MW310LE,MW310LE,MW310LE,3M,3M,17.88,14.99
200,5512,,Simplism Silicone Case Set iPad Brown,Simplism Silicone Case Set for iPad Brown,TRSCIPADBREN,TR-SCIPAD-BR/EN,Simplism,Simplism,33,19.71
1109,10673,,Microsoft Arc Touch Mouse,Microsoft Arc Touch Mouse - Black,RVF-00001,RVF-00001,Microsoft,Microsoft,57.88,35.36
1096,2703,,Motorola XOOM Power Supply,Motorola Travel Charger for MOTOROLA XOOM Motorola Retail Packaging,89452N,89452N,MOTOROLA,Motorola,14.88,16.95
2008,20462,,Flip Ultra U1120 White Camcorder 2 Hour Recording Time 4GB 2nd Generation,Flip Ultra Video Camera - White 4 GB 2 Hours 2nd Generation OLD MODEL,U1120W,U1120W,Flip Video,Flip Video,109,69.99
712,7672,,Premiertek PowerLink Wireless 802.11b g n High Power USB 2.0 Adapter,Premiertek PowerLink Max Distance IEEE 802.11n draft - 11BGN USB 1W Wi-Fi Adapter 9DBI Hi-Pwr Antenna,PT-H9DN,PT-H9DN,PREMIERTEK,Premiertek,31.88,30.27
348,14459,,Clover True Day Night Vari-Focal Color Dome Camera,Clover Electronics HDC211 Weather Resistant Night Vision Dome Camera with Vari-focal Lens - Small Silver,HDC211,HDC211,Clover Electronics,Clover,214.86,202.42
1718,17262,,TOPS Daily Attendance Card 8-1 2 x 11 50 Forms,New-TOPS 3284 - Daily Attendance Card 8-1 2 x 11 50 Forms - TOP3284,3284,,,Tops,8.86,
2298,10870,,Da-Lite Medium Oak Veneer Model B Manual Screen with Matte White Fabric - 60 x 60 diagonal Video Format,Medium Oak Veneer Model B Manual Screen with Matte White Fabric - diagonal Video Format Size 60 x 60 diagonal,73171,,Da-Lite,Da-Lite,167.99,
1811,578,,Microsoft Comfort Optical Mouse 3000 Silver Blue,Comfort Opt MSE3000 Silver blu,D1T00011,D1T-00011,Microsoft,Microsoft,19.95,11.99
1719,8846,,Kodak ESP 3250 All-in-One Printer Value Bundle,Kodak ESP 3250 All-in-One Printer for Us,,1758895,,Kodak,58,
2274,5256,,Verbatim 95355 UltraLife 8x DVD-R Media,Verbatim 95355 UltraLife 4.7 GB 8x Gold Archival Grade DVD-R 50-Disc Spindle,95355,95355,Verbatim,Verbatim,84.67,72.28
2218,19468,,Brother TZB41 P-Touch TZ,Brother TZB41 Black on Fluorescent Orange Labeling Tape for P-Touch 3 4 Inch x 16.4 Feet,TZB41,TZB41,Brother,Brother,24.88,18.08
1459,16056,,Sony Bloggie Touch MS10 MP4 Pocket HD Video Camera with 3  LCD and 2 Hour Record Time Black,Sony Bloggie Touch MHS-TS10 B - 4 GB 2 Hour NEWEST MODEL Black,MHS-TS10/B,MHS-TS10/B,Sony,Sony,178,158
1590,2646,,Startech eSATA USB to SATA External Hard Drive Docking Station for 2.5  HDD,StarTech.com eSATA USB to SATA External Hard Drive Docking Station for 2.5 or 3.5-Inch SATADOCKU2E - Black,SATADOCKU2E,SATADOCKU2E,StarTech,StarTech,29.84,26.99
2275,357,,Brother TC20 Laminated Tape Cartridge,Brother 2-pack Tc-20 1 2in Black On White Labeling Tape for Pt-6 8 10 12 15 20 150 170,TC20,TC20,Brother,Brother,29.88,22.99
414,1678,,National Brand Texhide Accounting Book Black Burgundy 10 3 8 x 8 3 8,RED56211 - Texhide Series Accounting Book,56211,,National Products Ltd.,National,25.94,14.03
1427,10693,,Elite Screens MaxWhite VMAX2 Plus2 Series 82 Overall Height ezElectric Motorized Screen - 92 Diagonal,MaxWhite VMAX2 Plus2 Series 82 Overall Height ezElectric Motorized Screen - 92 Diagonal,VMAX92XWV2,,Elite Screens,Elite,379,379
2202,17199,,PNY 4GB Micro Swivel Attache Flash Drive,PNY Micro Swivel Attach 4 GB USB 2.0 Flash Drive P-FDU4GBSV-EF PNK Pink,,P-FDU4GBSV-EF/PNK,PNY,PNY,9.84,7.99
2517,20310,,Night Owl NO-8LCD Security Products 8  LCD Security Monitor  with Audio,Night Owl Security NO-8LCD 8-Inch Color LCD Security Monitor with Audio,NO-8LCD,NO-8LCD,Night Owl,Night Owl Optics,100,99.94
2524,10366,,APC Line-R 1200VA Line Conditioner with Automatic Voltage Regulator LE1200,APC LE1200 Line-R 1200VA Automatic Voltage Regulator,LE1200,LE1200,APC,APC,48.24,47.99
2475,14438,,Cooler Master Hyper 212 Plus Universal Cooler,Cooler Master Hyper 212 Plus 120mm Sleeve CPU Cooler RR-B10-212P-G1,RR-B10-212P-G1,RR-B10-212P-G1,Coolermaster,Cooler Master,29.99,27.66
1892,15305,,Cables Unlimited 2.4GHz Wireless Indoor Outdoor Stereo Speaker with Remote and Dual Power Transmitter Black,Audio Unlimited SPK-24GX 2.4 GHz Wireless Indoor Outdoor Stereo Speaker with Remote and Dual Power Transmitter Black,SPK-24GX,SPK-24GX,Cables Unlimited,Cables Unlimited,148,152.1
1572,6999,,Da-Lite Honey Maple Veneer Model B Manual Screen with Matte White Fabric - 60 x 60 diagonal Video Format,Honey Maple Veneer Model B Manual Screen with Matte White Fabric - diagonal Video Format Size 60 x 60 diagonal,87184,,Da-Lite,Da-Lite,167.99,
2030,14036,,Toshiba 55  Class LCD 1080p 120Hz HDTV 55G310U,Toshiba 55G310U 55-Inch 1080p 120 Hz LCD HDTV Black,55G310U,55G310U,Toshiba,Toshiba,899,
1767,5889,,Mace 95dB Window Alarm,80202 Security Alarm,80202,,Mace Security,Mace,5.24,5.86
940,3616,,Sabrent USB 2.0 FireWire PCMCIA Cardbus,Sabrent SBT-PCA4 4-Port USB 2.0 Firewire 1394 32-Bit PCMCIA CardBus Combo Adapter,SBT-PCA4,SBT-PCA4,Sabrent,Sabrent,14.88,18.99
1785,11404,,Dell SWITCH by Design Studio Lids Big Giant Plaid 17R,SWITCH by Design Studio Big Giant Plaid 17-Inch,9VMV5,318-1014,Dell,Dell,39,39
1500,4638,,Officemate Plastic Coated Paper Clips Assorted Colors 800pk,Officemate 97228 - Plastic Coated Paper Clips No. 2 Size Assorted Colors 800 Pack,97228,,Officemate,Officemate,8.88,
1440,19655,,Samsung CLT-R409 Imaging Drum Unit For CLP-310 CLP-315 and CLP-3170 Printers,SASCLTR409 - Imaging Drum for Samsung CLP310,CLT-R409,,Samsung,Samsung,144.84,130.95
1910,20494,,Verbatim 95137 16x DVD-R Media,Verbatim DVD-R 16X 4.7GB 120Min White Inkjet Printable 50 pk,95137,,Verbatim,Verbatim,19.98,
177,4855,,ioSafe Rugged 750GB USB 3.0 Portable External Hard Drive,ioSafe Rugged Portable - Hard drive - 750 GB - external - FireWire 800 Hi-Speed USB SuperSpeed USB - with 1 year Data Recovery Service,PA70750U1YR,PA70750U1YR,IOSAFE,ioSafe,139.98,199.85
2245,595,,Clover LOC200 Lock Box with Fan For VCR   DVR,Clover Electronics LOC200 VCR DVR Lock Box with Fan - Medium Black,LOC200,LOC200,Clover Electronics,Clover,94.24,91.11
873,15269,,Verbatim 95407 2GB Secure Digital Card,Verbatim Secure Digital 2GB Memory Card 95407,95407,95407,Verbatim,Verbatim,11.88,9.96
2395,13252,,Western Digital 750GB My Passport Essential SE USB 3.0 Silver Portable Hard Drive,Western Digital My Passport Essential SE 750 GB USB 3.0 2.0 Ultra Portable External Hard Drive Silver,WDBACX7500ASL-NESN,WDBACX7500ASL-NESN,Western Digital,Western Digital,96.98,79
132,5596,,Sabrent USB 2.0 Wireless 802.11g Adapter,Sabrent NT-WGHU High-Power 1000mw Wireless USB 802.11g Adapter for Wardriving Range Extension with 7 Folding Booster 6dbi,NT-WGHU,NT-WGHU,Sabrent,Sabrent,24.88,24.88
1878,2928,,ivina BulletScan F600 Flatbed Scanner,iVina BulletScan F600 USB Flatbed Color Scanner with 30ppm 60ipm Auto Document Feeder supports Windows and Mac OS F6002160,F6002160,F6002160,IVINA,iVina,798,798
2088,11144,,Endust for Electronics Ultimate Office Cleaning Combo,Endust 12886BP Electronics Ultimate Office Cleaning Combo,12886BP,12886BP,Endust,Endust,64.99,29.86
2478,4885,,JVC Inner-Ear Sports Clip Earbuds Violet,Inner-Ear Sports Clip Earbuds - Violet,HAEBX5V,,JVC,JVC,19.95,24.56
746,11811,,Zotac GeForce GT 220 Synergy Edition PCI Express 1GB DDR2 Graphics Card,ZOTAC nVidia GeForce GT 220 Synergy Edition 1 GB DDR2 VGA DVI HDMI PCI-Express Video Card ZT-20203-10L,ZT-20203-10L,ZT-20203-10L,ZOTAC,Zotac,68.33,67.99
2192,16174,,Chicago Bears iPod Touch 4G Hard Case,Chicago Bears iPod Touch 4G Hard Case,FVA4587,,Tribeca,Tribeca,29.99,29.99
1395,19581,,Joby Gorillapod Original Orange,Joby GP1-DTEN Gorillapod Flexible Tripod Orange,GP1ATEN,GP1 Orange,JOBY,Joby,19.94,14.88
352,10049,,Acer Iconia Tab with Wi-Fi 10.1  Touchscreen Tablet PC Featuring Android 3.0 Honeycomb Operating System Aluminum Metallic - 32GB,Acer Iconia Tab A500-10S32u 10.1-Inch Tablet Aluminum Metallic,A500-10S32u,A500-10S32u,Acer,Acer,498,449
2026,2699,,MSI N570GTX Graphics Card,MSI nVidia GeForce GTX570 OC 1280MB DDR5 2DVI Mini HDMI PCI-Express Video Card N570GTX-M2D12D5 OC,N570GTXM2D12D5O,N570GTX-M2D12D5/OC,MSI,MSI,393.99,372.96
770,6363,,Accell ProUltra 4m HDMI Ethernet Cable,Accell ProUltra Supreme B116C-013B-40 High Speed HDMI Cable with Ethernet 4m,B116C-013B-40,B116C-013B-40,Accell,Accell,29.88,21.68
927,4427,,Rolodex Petite Open Tray Card File,Rolodex 67060 - Petite Open Tray Card File Holds 125 2 1 4 x 4 Cards Black,67060,,ROLODEX,Rolodex,6.47,
2463,14118,,Pioneer TS-W2502D2 10  Champion Series Pro Subwoofer,Pioneer TS-W2502D2 10 In. Champion Series PRO Subwoofer with 3000 Watts,TS-W2502D2,TS-W2502D2,Pioneer,Pioneer,268,
1644,2780,,Bluelounge CableDrop Black,Blue Lounge Design CD-BL CableDrop Cable Management System for All Cables up to 5 16-Inch - Black,CD-BL,CD-BL,BlueLounge,BlueLounge,10,9.95
2195,5102,,Fellowes HD Precision Cordless Mouse,Fellowes HI DEF MOUSE CORDLESS-5BTN SILVER BLUE USB 98904,98904,98904,Fellowes,Fellowes,44.84,44.84
1988,16253,,iLuv iCC790BLK Universal Windshield Smartphone Mount Kit Black,New-ILUV ICC790BLK UNIVERSAL WINDSHIELD SMARTPHONE MOUNT KIT - ILVICC790B,iCC790BLK,,iLuv,iLuv,24.88,30
753,7076,,Golla Genie Digital Camera Bag Lime Green,Genie Digital Camera Bag in Lime Green,G761,,Golla,Golla,12.98,17.99
165,18938,,D-Link DAP-1350 Wireless-N Pocket Router and Access Point,D-Link DAP-1350 Wireless N Pocket Router,DAP1350,DAP-1350,D-Link,D-Link,99.99,76.38
631,12818,,Lexar 32GB TwistTurn JumpDrive,Lexar LJDTT32GASBNA Jump Drive TwistTurn 32 GB USB 2.0 Flash Drive Gray,LJDTT32GASBNA,LJDTT32GASBNA,Lexar Media,Lexar,61.8,39.99
811,11429,,StarTech.com ICUSB1284 6 ft USB to Parallel Printer Adapter,StarTech.com 6 feet USB to DB25 Parallel Printer Adapter Cable - M F ICUSB1284D25,ICUSB1284,ICUSB1284D25,StarTech,StarTech,15.88,14.25
705,18207,,PC Pitstop PC Matic,New-PC Matic - PCMATIC5PC1003,PCMATIC5PC1003,,PC Pitstop,PC Pitstop,49.99,49.99
1523,1026,,HP Q1413A Universal Heavyweight Coated Paper,HP Universal Heavyweight Coated Paper 36 Inches x 100 Feet Roll,Q1413A,Q1413A,HP,HP,58.78,31.24
1867,14360,,Samsung CLP-500RB OPC Drum,Samsung OPC DRUM FOR CLP-500 SERIES CLP-500RB XAA,CLP-500RB,CLP-500RB/XAA,Samsung,Samsung,199.88,156.44
1695,11027,,Haier PTHEATRE 4GB Pocket Theater MP3 Player,Haier Pocket Theatre 2-Inch MP3 Player with Video-Ptheatre Black,PTHEATRE,Ptheatre,,Haier,46.26,34.99
1909,20112,,Middle Atlantic Designer Inspired Ultra Quiet Fan Panel,Middle Atlantic Designer Inspired Ultra Quiet Fan Panel UQFP-4DRA - Rack fan kit - black,UQFP-4DRA,UQFP-4DRA,Middle Atlantic,Middle Atlantic,525,372.42
454,4893,,Incipio AK-334 Kaddy Nylon Folio For Amazon Kindle 3 Black,Incipio Kaddy Nylon Kindle Case Black Fits 6 Display Latest Generation Kindle,AK-334,AK-334,INCIPIO,Incipio,28.5,25
91,21918,,Dane-Elec 8GB High-Speed Compact Flash Memory Card,Dane-Elec High Speed 300X 8 GB USB 2.0 Compact Flash Card UDMA DA-CF30-08G-C,DACF3008GC,DA-CF30-08G-C,DANE-ELEC,Dane-Elec,44.88,29.06
950,7347,,TRENDnet TEW-455APBO  Wireless Super G High Power Outdoor PoE Access Point,TRENDnet 14dBi High Power Wireless Outdoor PoE Access Point TEW-455APBO White,TEW-455APBO,TEW-455APBO,TRENDnet,TRENDnet,304.88,250.84
330,7315,,Verbatim 95097 16x DVD R Media,Verbatim - 10 x DVD R - 4.7 GB 120min 16x - slim jewel case - storage media,95097,95097,Verbatim,Verbatim,10.88,12.71
2480,10670,,Microsoft LifeCam Studio 1080p USB HD Webcam Q2F-00001,Microsoft LifeCam Studio 1080p HD Webcam Gray,Q2F00001,Q2F-00001,Microsoft,Microsoft,57.82,61.25
1798,6005,,VIZIO 55  Class LCD 1080p 240Hz HDTV XVT553SV Refurbished,VIZIO XVT553SV 55-Inch Class Full Array TruLED with Smart Dimming LCD HDTV 240 Hz SPS with VIZIO Internet Apps,XVT553SV,XVT553SV,Vizio,Vizio,999,1652.63
70,21810,,Lorex Simulated Bullet Style Surveillance Camera,Lorex SG610 Simulated Indoor Outdoor Bullet Camera with Mount,SG-610,SG610,Lorex,Lorex,12.84,16.53
2463,8176,,Pioneer TS-W2502D2 10  Champion Series Pro Subwoofer,PIONEER TS-W2502D2 10 CHAMPION SERIES PRO SUBWOOFER,TS-W2502D2,,Pioneer,Pioneer,268,84.95
173,1153,,ASUS US Radeon 1GB GDDR5 HD6870 PCI Express Graphics Card,ASUS Radeon HD 6870 1GB 256-bit GDDR5 PCI Express Dual DVI HDMI Video Card with Eyefinity EAH6870 DC 2DI2S 1GD5,EAH6870D2DI2S1G,EAH6870 DC/2DI2S/1GD5,Asus,Asus,199.82,201.16
1618,2749,,Maxell 60-min miniDV Tapes for Camcorders 4-Pack,Maxell 4PK 60 MIN Digital Mini Video Camcorder Tape,DVM-60SE/4,298022,Maxell,Maxell,11.54,11.54
320,21484,,Toshiba DVR670 DVD VHS Recorder with Built-in Tuner,Toshiba DVR670 DVR670KU DVD VHS Recorder with Built in Tuner Black,DVR670,DVR670,Toshiba,Toshiba,214,212.94
974,21569,,Lexmark 16 Black Print Cartridge 10N0016,Lexmark 16 Black Ink Cartridge 10N0016,10N0016,10N0016,Lexmark,Lexmark,28,29.99
871,14931,,HP CB40 Toner 7500 Page-Yield,HP Color LaserJet CB400A Black Print Cartridge in Retail Packaging,CB400A,CB400A,HP,HP,249.23,145.99
1608,13173,,Maxell Couleur Series Ear Buds Purple,New-Purple Couleur Series Ear Buds - DE6235,190238,,Maxell,Maxell,16.18,21
2341,3759,,Panasonic BB-HCM580A PoE Zoom MPEG-4 Network Camera,Panasonic BB-HCM580A 21x Optical Zoom Pan Tilt Security Network Camera Silver,BB-HCM580A,BB-HCM580A,Panasonic,Panasonic,779.82,639.99
1593,16659,,Zax 87303 Pro Series 3m Composite Audio Video Cable,New-ZAX 87303 PRO SERIES COMPOSITE AUDIO VIDEO CABLE 3 M - 87303,87303,,Zax,ZAX,10.88,9.93
2388,20822,,Powermat Wireless Charging System for BlackBerry Torch,PowerMat PBL01-001-US Wireless Charging System for BlackBerry Torch - Charger - Retail Packaging - Black,PBL01-001-US,PBL01-001-US,Powermat,PowerMat,38.88,38.45
192,1244,,D-Link DKVM-8E 8- Port KVM Switch,D-Link DKVM-8E 8-Port Rack Mount KVM Switch,DKVM-8E,DKVM-8E,D-Link,D-Link,179.82,162.99
1296,6406,,D-Link DIR-412 Mobile Broadband Wireless Router,D-Link DIR-412 Mobile Wireless Router 3G 11n-Based 150Mbps,DIR412,DIR-412,D-Link,D-Link,119.99,79.99
2345,14945,,HP Scanjet 5590 Digital Flatbed Scanner,HP ScanJet 5590 Digital Flatbed Scanner - Flatbed scanner - Duplex - Legal - 2400 dpi x 2400 dpi - ADF 50 sheets - Hi-Speed USB,HP SJ5590,5590 Digital Flatbed Scanner,HP,HP,273.99,285
2332,21977,,Visual Land V-Motion Pro 4GB MP3 Player,Visual Land V-Motion Pro 4 GB Video Music 2.4-Inch MP3 player with Camera Black,ME9644GBBLK,ME-964-4GB-BLK,Visual Land,Visual Land,39.88,34.74
1739,20133,,Kodak White Paper CD DVD Sleeves 500 Pack,Kodak 70554 Paper Sleeves 500 Pack,70554,70554,Kodak,Kodak,16.99,16.99
2296,21435,,Lexmark 18C2249 36XL 37XL High-Yield Ink 500 Page-Yield 2 Pack Black,New-18C2249 36XL 37XL High-Yield Ink 500 Page-Yiel Case Pack 1 - 513676,18C2249,,Lexmark,Lexmark,66.99,146.97
1194,5593,,Ape Case AC165 Digital Camera Case,APE CASE AC165 DIGITAL CAMERA CASE INTERIOR DIM 2.5L X 3.625W X 5H,AC165,,Ape Case,Ape Case,12.85,15.78
1326,10508,,Cobra 15-Band Digital Radar Laser Detector,Cobra XRS 9645 15 Band Radar Laser Detector with New DigiView Data Display Pop Mode Radar Gun Detection Mode and Digital Compass,XRS-9645,XRS 9645,COBRA,Cobra,135.25,87
2018,16794,,Crown Ecoplus Mat 4 X 6 Charcoal,Crown ECR046CH - EcoPlus Mat 4 x 6 Charcoal,ECR046CH,,Crown,Crown,144.97,
2148,2888,,Belkin 3 Cat-5e Snagless Patch Cable Blue,Belkin A3L791-S 3-Foot RJ45 CAT 5e Snagless Molded Patch Cable Blue,A3L791-03-BLU-S,A3L791-03-BLU-S,Belkin,Belkin,4.35,2.79
1218,5250,,Verbatim Smartdisk Acclaim 320GB USB Portable Hard Drive Blue,Verbatim Acclaim 320 GB USB 2.0 Portable External Hard Drive 97185 Blue,VER97185,97185,Verbatim,Verbatim,59.84,59.84
726,16278,,C-Line Top-Load Poly Sheet Protectors Heavy Gauge Letter 200ct,New-C-Line 62097 - Top-Load Polypropylene Sheet Protectors Heavy Gauge Letter 200 Box - CLI62097,62097,,,C-Line,28.94,39
169,20287,,Arkon iPad Desktop and Travel Stand,Arkon Portable Fold-Up Stand for Apple iPad Galaxy Tab Playbook Xoom HP Toshiba Acer Nook and Other Tablets IPM-TAB1,IPM-TAB1,IPM-TAB1,Arkon,Arkon,14.09,13.04
1067,8298,,Belkin 12 Y Audio Cable,Belkin F8V235-12 12-Foot Y Audio Cable,F8V235-12,F8V235-12,Belkin,Belkin,4.87,4.86
2225,14687,,Da-Lite Video Spectra 1.5 Deluxe Model B Manual Screen - 50 x 67 Video Format,Da-Lite Deluxe Model B Manual Wall Ceiling Projection Screen 50 x 67 Video Format Video Spectra 1.5 Surface,73639,Video Spectra 1.5,Da-Lite,Da-Lite,181.99,165.31
388,3170,,EVGA 1GB GeForce GT 520 DDR3 Graphics Card,EVGA GeForce GT 520 1024 MB DDR3 PCI-Express 2.0 Graphics Card 01G-P3-1521-KR,01GP31521KR,01G-P3-1521-KR,EVGA,EVGA,68.99,55.17
618,19541,,Clarion CZ101 Single CD MP3 WMA AAC Receiver,New-CLARION CZ101 SINGLE CD MP3 WMA AAC RECEIVER - CLRCZ101,CZ101,,Clarion,Clarion,89.99,104.9
549,3415,,Targus DCFC01 Expedition Camera Case,Targus Expedition Small Camera Case,DCFC01,DCFC01,Targus,Targus,10.92,10.13
551,2556,,Clover CCM636 Ultra-Mini Color Camera,Clover Electronics CCM636 Ultra Miniature Color Camera with Cone Pinhole Lens - Small Black,CCM636,CCM-636,Clover Electronics,Clover,87.84,65.93
1008,11117,,Xerox 108R00676 Extended-Capacity Maintenance Kit For Phaser 8550 Printer,Extended Capacity Maintanence Kit for Phaser 8550,108R00676,108R00676,XEROX,Tektronix,151.54,142
2005,19521,,Pioneer CDx-P680 6-Disc CD Changer,New-PIONEER CDX-P680 6-DISC CD CHANGER - PIOCDXP680,CDX-P680,,Pioneer,Pioneer,218,134.95
939,15253,,ViewSonic Pro8500 DLP Projector,ViewSonic PRO8500 XGA DLP Projector - 120Hz 3D Ready 5000 Lumens 3000 1 DCR,PRO8500,PRO8500,ViewSonic,ViewSonic,1518,1518
