#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
_id,ltable.ID,rtable.ID,ltable.address,ltable.name,ltable.phone,ltable.zip,rtable.address,rtable.name,rtable.phone,rtable.zip
9080,5430,2829,"2833 E Washington Ave, Madison",Little Caesars Pizza,(608) 240-8800,53704,1207 N Sherman Avenue,Falbo Bros Pizza Sherman,(608) 223-9800,53704
9081,5430,2843,"2833 E Washington Ave, Madison",Little Caesars Pizza,(608) 240-8800,53704,2604 E Washington Ave,Papa John’s Pizza,(608) 244-7272,53704
9082,5430,2914,"2833 E Washington Ave, Madison",Little Caesars Pizza,(608) 240-8800,53704,4128 E Washington Ave,Topper’s Pizza,(608) 246-0066,53704
9083,5430,2946,"2833 E Washington Ave, Madison",Little Caesars Pizza,(608) 240-8800,53704,1860 E Washington Ave,Pizza Pit,(608) 246-7733,53704
9084,5430,2979,"2833 E Washington Ave, Madison",Little Caesars Pizza,(608) 240-8800,53704,2733 E Washington Ave,McDonald’s,(608) 240-1665,53704
9085,5430,3055,"2833 E Washington Ave, Madison",Little Caesars Pizza,(608) 240-8800,53704,1753 Thierer Rd,Rocky’s Party Pizzeria,(608) 241-8001,53704
9086,5430,3121,"2833 E Washington Ave, Madison",Little Caesars Pizza,(608) 240-8800,53704,1753 Thierer Rd,Rocky Rococo Pan Style Pizza,(608) 241-8001,53704
9087,5432,2935,4850 Larson Beach Rd,Main Moon Chinese Restaurant,(608) 838-9188,53558,4412 Siggelkow Rd,Green Lantern Restaurant,(608) 838-4730,53558
9088,5434,2648,925 E Broadway,Green Forest Family Restaurant,(608) 223-0886,53716,4426 E Buckeye Rd,Cuco’s Mexican Restaurant,(608) 571-6530,53716
9089,5434,2786,925 E Broadway,Green Forest Family Restaurant,(608) 223-0886,53716,4102 Monona Dr,Elie’s Family Restaurant and Banquet,(608) 223-2040,53716
9090,5434,2819,925 E Broadway,Green Forest Family Restaurant,(608) 223-0886,53716,716 Cottage Grove Rd,Dairyland Family Restaurant,(608) 222-9232,53716
9091,5434,2822,925 E Broadway,Green Forest Family Restaurant,(608) 223-0886,53716,4102 Monona Dr,Prime Table Restaurant,(608) 221-2030,53716
9092,5434,3269,925 E Broadway,Green Forest Family Restaurant,(608) 223-0886,53716,221 E Broadway,Eastwood,(212) 233-0124,10002
9093,5434,3369,925 E Broadway,Green Forest Family Restaurant,(608) 223-0886,53716,83-25 Broadway,JoJu,(347) 808-0887,11373
9094,5434,3478,925 E Broadway,Green Forest Family Restaurant,(608) 223-0886,53716,81 Broadway,Marlow & Sons,(718) 384-1441,11249
9095,5434,3488,925 E Broadway,Green Forest Family Restaurant,(608) 223-0886,53716,53 Broadway,Streets,(718) 384-2899,11249
9096,5434,3611,925 E Broadway,Green Forest Family Restaurant,(608) 223-0886,53716,189 E Broadway,Cafe Petisco,(212) 387-0366,10002
9097,5434,3678,925 E Broadway,Green Forest Family Restaurant,(608) 223-0886,53716,92 E Broadway,King’s Kitchen,(929) 324-6367,10002
9098,5434,3844,925 E Broadway,Green Forest Family Restaurant,(608) 223-0886,53716,85 Broadway,Diner,(718) 486-3077,11211
9099,5434,4052,925 E Broadway,Green Forest Family Restaurant,(608) 223-0886,53716,144 E Broadway,Lam Zhou Handmade Noodle,(212) 566-6933,10002
9100,5435,2714,"130 S Pinckney St, Madison",Johnny Delmonico's,(608) 257-8325,53703,130 S Pinckney St,Johnny Delmonico’s Steakhouse,(608) 257-8325,53703
9101,5436,881,200 S Main St,Black Hawk Tavern & Grill,(920) 568-1898,53538,1200 Main St,WingBucket,(214) 760-9491,75202
9102,5436,968,200 S Main St,Black Hawk Tavern & Grill,(920) 568-1898,53538,3600 Main St,Cold Beer Company,(214) 370-9301,75226
9103,5436,1524,200 S Main St,Black Hawk Tavern & Grill,(920) 568-1898,53538,408 S Main St,Bäco Mercat,(213) 687-8808,90013
9104,5436,1618,200 S Main St,Black Hawk Tavern & Grill,(920) 568-1898,53538,421 S Main St,KazuNori,(213) 493-6956,90013
9105,5436,1728,200 S Main St,Black Hawk Tavern & Grill,(920) 568-1898,53538,800 S Main St,Casa La Doña,(213) 627-7441,90014
9106,5436,1908,200 S Main St,Black Hawk Tavern & Grill,(920) 568-1898,53538,524 S Main St,Nickel Diner,(213) 623-8301,90013
9107,5436,2098,200 S Main St,Black Hawk Tavern & Grill,(920) 568-1898,53538,426 S Main St,Blossom Restaurant,(213) 623-1973,90013
9108,5436,2136,200 S Main St,Black Hawk Tavern & Grill,(920) 568-1898,53538,646 S Main St,Natural Selection,(213) 265-7470,90014
9109,5436,2903,200 S Main St,Black Hawk Tavern & Grill,(920) 568-1898,53538,101 S Main St,Holstein Kitchen,(608) 291-0884,53575
9110,5436,3078,200 S Main St,Black Hawk Tavern & Grill,(920) 568-1898,53538,300 S Main St,AJ’s Pizzeria and Diner,(608) 497-1303,53593
9111,5436,3162,200 S Main St,Black Hawk Tavern & Grill,(920) 568-1898,53538,227 S Main St,Outpost Bar & Grill,(608) 839-5205,53527
9112,5436,3164,200 S Main St,Black Hawk Tavern & Grill,(920) 568-1898,53538,134 S Main St,Maria’s Pizza,(608) 835-5455,53575
9113,5437,3000,1015 N Gammon Rd,Papa Murphy's Pizza,(608) 824-0600,53562,1019 N Gammon Rd,Tom’s Red Pepper,(608) 831-1221,53562
9114,5437,3114,1015 N Gammon Rd,Papa Murphy's Pizza,(608) 824-0600,53562,1021 N Gammon Rd,Nitty Gritty Restaurant & Bar,(608) 833-6489,53562
9115,5438,2956,2804 Prairie Lakes Dr Ste 106,Macs,(608) 318-8823,53590,2804 Prairie Lakes DrSte 106,MACS,(608) 318-8823,53590
9116,5439,3264,836 Grove St,Willie Ty's Eatery,(608) 318-1057,53590,42 Grove St,Buvette,(212) 255-3590,10014
9117,5439,3934,836 Grove St,Willie Ty's Eatery,(608) 318-1057,53590,61 Grove St,Hakata Tonton,(929) 341-1304,10014
9118,5443,3375,18 S Water St W,Cafe Carpe,(920) 563-9391,53538,1 Water St,The River Café,(718) 522-5200,11201
9119,5444,2967,1336 Montondon Avenue,Blowin' Smoke Barbeque,(608) 215-0069,53597,1336 Montondon Ave,Blowin’ Smoke BBQ,(608) 215-0069,53597
9120,5446,2458,"2862 University Ave, Madison",La Brioche,(608) 233-3388,53705,2862 University Ave,La Brioche True Food,(608) 233-3388,53705
9121,5446,2811,"2862 University Ave, Madison",La Brioche,(608) 233-3388,53705,602 University Ave,Wando’s,(608) 256-5204,53715
9122,5446,2865,"2862 University Ave, Madison",La Brioche,(608) 233-3388,53705,612 University Ave,Mcgillicuddy’s Bar and Grill,(608) 807-1790,53715
9123,5447,2417,"1923 Monroe St., Madison",Brasserie V,(608) 255-8500,53711,1923 Monroe St,Brasserie V,(608) 255-8500,53711
9124,5449,2385,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,3519 University Ave,Curry in the Box,(608) 238-1900,53705
9125,5449,2437,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,2433 University Ave,Sushi Box,(608) 232-1432,53726
9126,5449,2444,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,3258 University Ave,Great Harvest Bread Company,(608) 284-9309,53705
9127,5449,2457,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,2739 University Ave,Wings Over Madison,(608) 467-3300,53705
9128,5449,2458,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,2862 University Ave,La Brioche True Food,(608) 233-3388,53705
9129,5449,2473,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,5518 University Ave,Original Pancake House,(608) 231-3666,53705
9130,5449,2519,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,2840 University Ave,Sa-Bai Thong,(608) 238-3100,53705
9131,5449,2524,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,610 University Ave,Sushi Express,(608) 467-9688,53715
9132,5449,2544,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,604 E University Ave,The Taco Bros,(608) 422-5075,53715
9133,5449,2585,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,2825 University Ave,Itzza Pizza,(608) 233-3500,53705
9134,5449,2602,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,529 University Ave,Vintage Spirits & Grill,(608) 250-0700,53703
9135,5449,2635,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,5510 University Ave,Marrakesh,(608) 238-7111,53705
9136,5449,2643,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,1401 University Ave,QQ Express,(608) 256-2288,53715
9137,5449,2653,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,789 University Avenue,Buffalo Wild Wings,(608) 255-9464,53715
9138,5449,2683,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,2540 University Ave,Oliver’s Public House,(608) 819-8555,53705
9139,5449,2689,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,2825 University AveSte 1,IHOP,(608) 236-4200,53705
9140,5449,2710,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,4000 University Ave,Chipotle Mexican Grill,(608) 233-4305,53705
9141,5449,2725,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,604 University Ave,The Taco Shop,(608) 250-8226,53715
9142,5449,2737,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,785 University Ave,Madison Cuisine,(608) 906-8888,53715
9143,5449,2745,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,5502 University Ave,Buck’s Pizza,(608) 238-9166,53711
9144,5449,2748,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,540 University Ave,Erbert and Gerbert’s,(608) 467-7309,53703
9145,5449,2753,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,3256 University Ave,Panchero’s Mexican Grill,(608) 238-3899,53705
9146,5449,2775,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,5237 University Ave,Perkins Restaurant & Bakery,(608) 238-5133,53705
9147,5449,2784,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,3416 University Avenue,Panera Bread,(608) 442-9994,53705
9148,5449,2805,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,3306 University Ave,Double 10,(608) 231-9988,53705
9149,5449,2811,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,602 University Ave,Wando’s,(608) 256-5204,53715
9150,5449,2865,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,612 University Ave,Mcgillicuddy’s Bar and Grill,(608) 807-1790,53715
9151,5449,2893,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,626 University Ave,Churchkey Bar and Grill,(608) 259-0444,53715
9152,5449,2900,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,608 University Ave,A8 China,(608) 250-8888,53715
9153,5449,2959,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,2741 University Ave,Qdoba Mexican Grill,(608) 218-9670,53705
9154,5449,2968,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,4500 University Ave,McDonald’s,(608) 238-5909,53705
9155,5449,3062,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,2850 University Ave,Subway,(608) 441-6887,53705
9156,5449,3072,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,2500 University Ave,Lombardinos Italian Restaurant and Bar,(608) 238-1922,53705
9157,5449,3107,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,515 University Ave,Papa John’s Pizza,(608) 257-7272,53703
9158,5449,3133,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,2807 University Ave,Jimmy John’s,(608) 232-1885,53705
9159,5449,3207,6615 University Ave,Papa John's Pizza,(608) 831-2727,53562,2535 University Ave,Blue Moon Bar & Grill,(608) 233-0441,53705
9160,5451,2562,"745 N High Point Rd, Madison",El Burrito Loco,(608) 203-9670,53717,745 N High Point Rd,El Burrito Loco Restaurant,(608) 203-9670,53717
9161,5451,3043,"745 N High Point Rd, Madison",El Burrito Loco,(608) 203-9670,53717,745 N High Point Rd,El Burrito Loco,(608) 203-9670,53717
9162,5453,3160,"108 W Towne Mall Ste 157, Madison",Kato's Cajun,(608) 836-0818,53719,108 W Towne Mall,Sarku Japan,(608) 836-0818,53719
9163,5455,2681,"729 N. High Point Rd, Madison",TNT's Coffee & Cafe,(608) 831-2298,53717,729 N High Point Rd,TnT’s Coffee & Cafe,(608) 831-2298,53717
9164,5455,2789,"729 N. High Point Rd, Madison",TNT's Coffee & Cafe,(608) 831-2298,53717,7455 Mineral Point Rd,Metcalfe’s Cafe,(608) 829-3500,53717
9165,5456,1124,"105 Martin Luther King Junior Blvd, Madison",Soho Gourmet Cuisines,(608) 556-7738,53703,2717 Martin Luther King Junior Blvd,Elaine’s Kitchen,(214) 565-1008,75215
9166,5456,2436,"105 Martin Luther King Junior Blvd, Madison",Soho Gourmet Cuisines,(608) 556-7738,53703,111 Martin Luther King Jr Blvd,Francesca’s Al Lago,(608) 255-6000,53703
9167,5456,2539,"105 Martin Luther King Junior Blvd, Madison",Soho Gourmet Cuisines,(608) 556-7738,53703,117 Martin Luther King Jr Blvd,DLUX,(608) 467-3130,53703
9168,5456,2840,"105 Martin Luther King Junior Blvd, Madison",Soho Gourmet Cuisines,(608) 556-7738,53703,116 Martin Luther King Jr Blvd,Milio’s Sandwiches,(608) 819-7827,53703
9169,5458,2497,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,944 Williamson St,Bahn Thai Restaurant,(608) 256-0202,53703
9170,5458,2530,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,316 State St,Parthenon Gyros Restaurant,(608) 251-6311,53703
9171,5458,2557,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,380 W Washington Ave,Maharani Restaurant,(608) 251-9999,53703
9172,5458,2571,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,315 State St,Takara Japanese Restaurant,(608) 268-0188,53703
9173,5458,2597,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,449 State StSte G,Wasabi Japanese Restaurant & Sushi Bar,(608) 255-5020,53703
9174,5458,2620,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,225 King St,Restaurant Muramoto,(608) 259-1040,53703
9175,5458,2649,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,226 State St,Nick’s Bar & Restaurant,(608) 255-5450,53703
9176,5458,2699,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,1236 Williamson St,Jamerica Caribbean Restaurant,(608) 251-6234,53703
9177,5458,2702,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,212 State St,608 Restaurant and Bar,(608) 250-5150,53703
9178,5458,2744,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,540 State St,Kabul Restaurant,(608) 256-6322,53703
9179,5458,2754,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,401 E Washington Ave,Bellini Italian Restaurant,(608) 250-0097,53703
9180,5458,2796,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,151 W Gorham St,Vientiane Palace Restaurant,(608) 255-2848,53703
9181,5458,3005,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,1146 Williamson St,Lao Laan-Xang Restaurant,(608) 280-0104,53703
9182,5458,3208,"540 State St, Madison",Kabul Afghanistan Restaurant,(608) 256-6322,53703,600 Williamson StSte M,Bandung Indonesian Restaurant,(608) 255-6910,53703
9183,5459,2593,"115 State St, Madison",Buck & Badger Northwoods Lodge,(608) 230-7999,53703,115 State St,Buck & Badger,(608) 230-7999,53703
9184,5459,2615,"115 State St, Madison",Buck & Badger Northwoods Lodge,(608) 230-7999,53703,525 W Johnson St,Badgerland Bar & Grill,(608) 251-3033,53703
9185,5459,3194,"115 State St, Madison",Buck & Badger Northwoods Lodge,(608) 230-7999,53703,108 King St,43 North,(608) 255-4343,53703
9186,5460,2726,"422 State Street, Madison",Dragon I,(608) 287-1551,53703,422 State St,Dragon I,(608) 287-1551,53703
9187,5461,2419,"2710 Atwood Ave, Madison",The Victory Madison,(608) 240-0366,53704,2406 Upham St,Madison Food Explorers,(608) 444-3050,53704
9188,5463,2548,"402 S Gammon Road, Madison",Panchero's Mexican Grill,(608) 829-2222,53719,6617 Odana Rd,Twist Bar & Grill,(608) 833-0110,53719
9189,5463,2798,"402 S Gammon Road, Madison",Panchero's Mexican Grill,(608) 829-2222,53719,402 S Gammon Rd,Panchero’s Mexican Grill,(608) 829-2222,53719
9190,5463,2804,"402 S Gammon Road, Madison",Panchero's Mexican Grill,(608) 829-2222,53719,439 Grand Canyon Dr,Legends Sports Bar & Grill,(608) 831-4463,53719
9191,5463,3056,"402 S Gammon Road, Madison",Panchero's Mexican Grill,(608) 829-2222,53719,2920 Fitchrona Rd,Hy-Vee Market Grill,(608) 273-5131,53719
9192,5464,2598,"322 W Johnson St, Madison",Red Rock Saloon,(608) 709-5200,53703,322 W Johnson St,Red Rock Saloon,(608) 709-5200,53703
9193,5464,2830,"322 W Johnson St, Madison",Red Rock Saloon,(608) 709-5200,53703,552 State St,Whiskey Jacks Saloon,(608) 819-8881,53703
9194,5465,2492,"711 State St, Madison",Slide Food Cart,(608) 630-4824,53703,East Main and South Pinckney,Blowin’ Smoke BBQ Food Cart,(608) 850-9848,53703
9195,5465,2928,"711 State St, Madison",Slide Food Cart,(608) 630-4824,53703,33 E Main St,Good Food,(608) 217-5227,53703
9196,5467,2415,"89 E Towne Mall, Madison",Sarku Japan,(608) 243-8686,53704,4222 E Towne Blvd,Takumi Japanese Restaurant,(608) 663-3899,53704
9197,5467,2670,"89 E Towne Mall, Madison",Sarku Japan,(608) 243-8686,53704,89 E Towne Mall,Sarku Japan,(608) 243-8686,53704
9198,5468,2465,"1 S Pinckney St, Madison",Gooseberry on the Square,(608) 467-6552,53703,117 E Mifflin St,Sol’s On the Square,(608) 251-0116,53703
9199,5468,2470,"1 S Pinckney St, Madison",Gooseberry on the Square,(608) 467-6552,53703,319 N Frances St,Ian’s Pizza By The Slice,(608) 257-9248,53703
9200,5468,2483,"1 S Pinckney St, Madison",Gooseberry on the Square,(608) 467-6552,53703,121 S Pinckney St,Merchant Madison,(608) 259-9799,53703
9201,5468,2506,"1 S Pinckney St, Madison",Gooseberry on the Square,(608) 467-6552,53703,1 S Pinckney St,L’Etoile,(608) 251-0500,53703
9202,5468,2665,"1 S Pinckney St, Madison",Gooseberry on the Square,(608) 467-6552,53703,114 E Main St,Cranberry Creek Take-out & Catering,(608) 283-4202,53703
9203,5468,2693,"1 S Pinckney St, Madison",Gooseberry on the Square,(608) 467-6552,53703,1 S Pinckney StSte 104,Gooseberry on the Square,(608) 467-6552,53703
9204,5468,2783,"1 S Pinckney St, Madison",Gooseberry on the Square,(608) 467-6552,53703,101 N Hamilton St,Hamilton’s On The Square,(608) 665-3387,53703
9205,5468,2817,"1 S Pinckney St, Madison",Gooseberry on the Square,(608) 467-6552,53703,1 S Pinckney St,Graze,(608) 251-2700,53703
9206,5469,2466,"21 N Pinckney St, Madison",Harvest,(608) 255-6075,53703,21 N Pinckney St,Harvest,(608) 255-6075,53703
9207,5470,2882,"328 W Gorham St, Madison",Silver Mine Subs,(608) 286-1000,53703,311 N Frances St,Silver Mine Subs,(608) 286-1000,53703
9208,5471,2823,"2502 E Springs Dr, Madison",TGI Fridays,(608) 249-4544,53704,2502 East Springs Dr,TGI Friday’s,(608) 249-4544,53704
9209,5472,2847,"5441 High Crossing Blvd, Madison",Diggity's,(608) 242-1888,53718,5441 High Crossing Blvd,Pooley’s,(608) 242-1888,53718
9210,5473,2667,"400 N Broom St, Madison",Fried and Fabulous,Not Available,53703,517 State St,Five Guys Burgers and Fries,(608) 255-2520,53703
9211,5474,2694,"602 South Park street, Madison",Inca Heritage,(608) 310-4282,53715,602 S Park St,Inka Heritage,(608) 310-4282,53715
9212,5477,3034,8901 Hwy Y,Roxbury Tavern,(608) 643-8434,53578,5901 Hwy 51,Country Pride Restaurant,(608) 246-3532,53704
9213,5478,2496,"438 Grand Canyon Dr, Madison",Chuck E Cheese's,(608) 829-2659,53719,518 Grand Canyon Dr,Nani Restaurant,(608) 826-9300,53719
9214,5478,3146,"438 Grand Canyon Dr, Madison",Chuck E Cheese's,(608) 829-2659,53719,438 Grand Canyon Dr,Chuck E. Cheese’s,(608) 829-2000,53719
9215,5479,2387,"811 Williamson St, Madison",The Underground Butcher,(608) 338-3421,53703,1128 E Washington Ave,Avenue Club and the Bubble Up Bar,(608) 257-6877,53703
9216,5479,2426,"811 Williamson St, Madison",The Underground Butcher,(608) 338-3421,53703,1351 Williamson St,Willalby’s Cafe,(608) 259-9032,53703
9217,5479,2438,"811 Williamson St, Madison",The Underground Butcher,(608) 338-3421,53703,744 Williamson St,Ground Zero,(608) 294-8668,53703
9218,5479,2461,"811 Williamson St, Madison",The Underground Butcher,(608) 338-3421,53703,1201 Williamson St,The Weary Traveler Freehouse,(608) 442-6207,53703
9219,5479,2552,"811 Williamson St, Madison",The Underground Butcher,(608) 338-3421,53703,901 Williamson St,That BBQ Joint,(608) 709-1300,53703
9220,5479,2736,"811 Williamson St, Madison",The Underground Butcher,(608) 338-3421,53703,1101 Williamson St,Mother Fool’s Coffeehouse,(608) 259-1301,53703
9221,5479,2791,"811 Williamson St, Madison",The Underground Butcher,(608) 338-3421,53703,803 State St,The University Club,(608) 262-5023,53703
9222,5480,3150,"708 1/4 E Johnson St, Madison",Forequarter,(608) 609-4717,53703,708 E Johnson,Forequarter,(608) 609-4717,53703
9223,5481,2782,"232 E Olin Ave, Madison",Coliseum Bar,(608) 251-2434,53713,232 E Olin Ave,The Coliseum Bar & Banquet,(608) 251-2434,53713
9224,5482,881,120 E Main St,Main Street Pub & Grill,(608) 437-5733,53572,1200 Main St,WingBucket,(214) 760-9491,75202
9225,5482,1305,120 E Main St,Main Street Pub & Grill,(608) 437-5733,53572,1520 Main St,Iron Cactus,(214) 749-4766,75201
9226,5482,2392,120 E Main St,Main Street Pub & Grill,(608) 437-5733,53572,121 E Main St,Francisco’s Mexican Cantina,(608) 294-1100,53703
9227,5482,2518,120 E Main St,Main Street Pub & Grill,(608) 437-5733,53572,123 E Main St,Argus,(608) 256-4141,53703
9228,5482,2542,120 E Main St,Main Street Pub & Grill,(608) 437-5733,53572,119 E Main St,The Rigby Pub And Grill,(608) 442-1112,53703
9229,5482,2665,120 E Main St,Main Street Pub & Grill,(608) 437-5733,53572,114 E Main St,Cranberry Creek Take-out & Catering,(608) 283-4202,53703
9230,5482,2928,120 E Main St,Main Street Pub & Grill,(608) 437-5733,53572,33 E Main St,Good Food,(608) 217-5227,53703
9231,5482,3088,120 E Main St,Main Street Pub & Grill,(608) 437-5733,53572,239 E Main St,Atlantis Taverna,(608) 837-5700,53590
9232,5482,3173,120 E Main St,Main Street Pub & Grill,(608) 437-5733,53572,120 E Main St,House of Mei,(608) 318-1899,53590
9233,5484,2387,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,1128 E Washington Ave,Avenue Club and the Bubble Up Bar,(608) 257-6877,53703
9234,5484,2431,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,419 State St,Palmyra Mediterranean Grill,(608) 630-9191,53703
9235,5484,2440,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,117 W Main St,Shamrock Bar & Grille,(608) 255-5029,53703
9236,5484,2471,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,555 State St,Naf Naf Grill,(608) 286-1242,53703
9237,5484,2516,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,240 W Gilman StFl 2,Samba Brazilian Grill,(608) 257-1111,53703
9238,5484,2542,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,119 E Main St,The Rigby Pub And Grill,(608) 442-1112,53703
9239,5484,2602,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,529 University Ave,Vintage Spirits & Grill,(608) 250-0700,53703
9240,5484,2615,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,525 W Johnson St,Badgerland Bar & Grill,(608) 251-3033,53703
9241,5484,2728,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,744 Williamson St,Eldorado Grill,(608) 280-9378,53703
9242,5484,2752,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,425 State St,Hawk’s Bar & Grill,(608) 256-4295,53703
9243,5484,2756,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,319 W Gorham St,Chasers Bar and Grille,(608) 512-0501,53703
9244,5484,2768,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,852 Williamson St,Willy Street Pub & Grill,(608) 256-8211,53703
9245,5484,2836,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,658 State St,Chipotle Mexican Grill,(608) 250-4613,53703
9246,5484,2890,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,240 W Gilman St,Samba Lounge,(608) 257-3300,53703
9247,5484,2961,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,240 W Gilman St,The Side Door Grill and Tap,(608) 310-4800,53703
9248,5484,3203,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,554 W Main St,Echo Tap & Grill,(608) 256-6928,53703
9249,5484,3205,"240 West Gilman Street, Madison",The Side Door Grill and Tap,(608) 257-3300,53703,1304 E Washington Ave,Baldwin Street Grille,(608) 442-8400,53703
9250,5485,2644,"544 State St Ste 1, Madison",Steep & Brew,(608) 256-2902,53703,544 State St,Steep & Brew,(608) 256-2902,53703
9251,5486,2401,"5237 University Ave, Madison",Perkins Restaurant & Bakery,(608) 238-5133,53705,6405 Mineral Point Rd,Otto’s Restaurant & Bar,(608) 535-6279,53705
9252,5486,2775,"5237 University Ave, Madison",Perkins Restaurant & Bakery,(608) 238-5133,53705,5237 University Ave,Perkins Restaurant & Bakery,(608) 238-5133,53705
9253,5486,3072,"5237 University Ave, Madison",Perkins Restaurant & Bakery,(608) 238-5133,53705,2500 University Ave,Lombardinos Italian Restaurant and Bar,(608) 238-1922,53705
9254,5487,2831,"1437 Regent St, Madison",Campus Biryani & Gyros,(608) 259-0786,53711,1437 Regent St,Campus Biryani & Gyros,(608) 259-0786,53711
9255,5487,2977,"1437 Regent St, Madison",Campus Biryani & Gyros,(608) 259-0786,53711,1614 Monroe St,Athens Gyros,(608) 442-5999,53711
9256,5487,3174,"1437 Regent St, Madison",Campus Biryani & Gyros,(608) 259-0786,53711,1437 Regent St,Pizza Bella,(608) 259-0786,53711
9257,5488,2494,"799 University Avenue, Madison",CoffeeBytes,(608) 256-9501,53715,1225 Regent St,Indie Coffee,(608) 259-9621,53715
9258,5488,2653,"799 University Avenue, Madison",CoffeeBytes,(608) 256-9501,53715,789 University Avenue,Buffalo Wild Wings,(608) 255-9464,53715
9259,5488,2784,"799 University Avenue, Madison",CoffeeBytes,(608) 256-9501,53715,3416 University Avenue,Panera Bread,(608) 442-9994,53705
9260,5489,2392,109 E Main St,Gold Nugget Bar,(608) 849-7730,53597,121 E Main St,Francisco’s Mexican Cantina,(608) 294-1100,53703
9261,5489,2518,109 E Main St,Gold Nugget Bar,(608) 849-7730,53597,123 E Main St,Argus,(608) 256-4141,53703
9262,5489,2542,109 E Main St,Gold Nugget Bar,(608) 849-7730,53597,119 E Main St,The Rigby Pub And Grill,(608) 442-1112,53703
