ID_A,ID_B,Title_A,Title_B,ISBN_A,ISBN_B
bn_693,B2277,FoxPro Programmer's Reference,Discovering Data Mining: From Concept to Implementation,9780880226769,9780137439805.0
bn_154,B931,"Profitable Membership Website-Discover Everything You Need To Know About Membership Website, Improve Your Membership Website Profits, Give Your Website a Boost, Increase Your Revenue,Sell PLR Articles!!!",Oracle Designer: A Template for Developing An Enterprise Standards Document,2940148891482,9780130153432.0
bn_758,B2308,dBASE III Plus First Run,dBASE IV: Secrets Solutions Shortcuts,9781565294189,9780078815157.0
bn_2715,B2265,DBXL and Quicksilver Programming: Beyond dBASE,"Data Management. Data, Data Everywhere: 24th British National Conference on Databases, BNCOD 24, Glasgow, UK, July 3-5, 2007, Proceedings (Lecture ... Applications, incl. Internet/Web, and HCI)",9780880223744,9783540733898.0
bn_1759,B1284,Ingres: Tools for Building an Information Architecture,"String Processing and Information Retrieval: 17th International Symposium, SPIRE 2010, Los Cabos, Mexico, October 11-13, 2010, Proceedings (Lecture Notes in Computer Science)",9780442318000,9783642163203.0
bn_2978,B2021,Data Protection And Information Lifecycle Management,Open Data Structures: An Introduction (Open Paths to Enriched Learning),9780131927575,9781927356388.0
bn_1223,B1417,Building the Data Warehouse / Edition 4,Database Backed Web Sites: The Thinking Person's Guide to Web Publishing,9780764599446,9781562765309.0
bn_2003,B2683,Oracle9i RMAN Backup &amp; Recovery / Edition 1,Professional Microsoft SQL Server 2008 Programming,9780072226621,9780470257029.0
bn_1025,B267,"Microsoft Access 2000, Quicktutorial / Edition 1",Worldwide Relational Database Management Systems 2008-2012 Forecast: Effects of the Economic Crisis,9780538688581,
bn_2789,B2150,Parallel Database Techniques / Edition 1,dBASE IV Release 1.1,9780818683985,9780070488144.0
bn_147,B981,Beginning Relational Data Modeling / Edition 2,DB2 Cube Views: A Primer,9781590594636,9780738499734.0
bn_2607,B2704,"ORACLE 12c. Programaci n SQL*Plus, SQL y PL/SQL",OCP Upgrade to Oracle Database 12c Exam Guide (Exam 1Z0-060) (Oracle Press),9781494492694,9780071819978.0
bn_1263,B2088,Btrieve Complete: A Guide for Developers and System Administrators / Edition 1,Data Mining: Building Competitive Advantage,9780201483260,9780130862716.0
bn_1511,B240,The Entity-Relationship Approach to Logical Data Base Design,The Multidimensional Data Modeling Toolkit: Making Your Business Intelligence Applications Smart with Oracle OLAP,9780894353840,9780981775302.0
bn_1408,B1406,"Spatio-Temporal Database Management: International Workshop STDBM&#039;99 Edinburgh, Scotland, September 10-11, 1999 Proceedings / Edition 1",Data Visualization with D3 and AngularJS,9783540664017,9781784398484.0
bn_856,B2049,Expert Performance Indexing for SQL Server 2012,The Definitive DataWindow: Your Key to  PowerBuilder Success,9781430237419,9780201702248.0
bn_295,B863,Databases and On-line Data in Astronomy,Zero Downtime Database Upgrade & Active Active Replication Using Oracle GoldenGate 11g Release 2,9780792312475,9781477666180.0
bn_2242,B1147,Inside Paradox 5.0 for Windows,FileMaker Pro 2.0 for Macintosh: A Practical Handbook for Designing Sophisticated Databases,9781562052461,9780201622126.0
bn_1914,B2637,Access Cookbook,"Algorithm Theory - SWAT'98: 6th Scandinavian Workshop on Algorithm Theory, Stockholm, Sweden, July 8-10, 1998, Proceedings (Lecture Notes in Computer Science)",9780596000844,9783540646822.0
bn_829,B1235,"Digital Libraries - Current Issues: Digital Libraries Workshop, DL &#039;94, Newark, NJ, USA, May 19- 20, 1994. Selected Papers / Edition 1",Apache Hadoop YARN: Moving beyond MapReduce and Batch Processing with Apache Hadoop 2 (Addison-Wesley Data & Analytics Series),9783540592822,9780321934505.0
bn_79,B1775,PARADOX 3.5 FOR WINDOWS:STEP BY STEP,Hadoop MapReduce v2 Cookbook Second Edition,9780750606103,9781783285471.0
bn_934,B2048,Introduction to Database Systems / Edition 6,Microsoft SQL Server 2000 Weekend Crash Course,9780201543292,9780764548406.0
bn_1674,B2934,"UNIX, a Database Approach",Engineering Design and Creo Parametric 3.0,9780070157453,9781935673224.0
bn_1906,B2574,B2B and Beyond: New Business Models Built on Trust,"CP/m for the Kaypro, With an Introduction to dBASE II",9780471054665,9780835911009.0
bn_1439,B1518,"Information Retrieval Technology: Asia Information Retrieval Symposium, AIRS 2004, Beijing, China, October 18-20, 2004. Revised Selected Papers / Edition 1",Teach Yourself Visually Access 2010,9783540250654,9780470577653.0
bn_1370,B2195,Getting Started with SQL Server 2012 Cube Development,Exploring Abstract Algebra With Mathematica®,9781849689502,9780387986197.0
bn_60,B682,Using Lotus Magellan,Incomplete Data and Data Dependencies in Relational Databases (Synthesis Lectures on Data Man),9780880224482,9781608459261.0
bn_2214,B2461,Data Visualization with JavaScript,Designing Enterprise Applications with the Java(TM) 2 Platform (Enterprise Edition),9781593276058,9780201702774.0
bn_2077,B1886,Designing Relational Database Systems,"Discrete Geometry, Combinatorics and Graph Theory: 7th China-Japan Conference, CJCDGCGT 2005, Tianjin, China, November 18-20, 2005, and Xi'an, China, ... Computer Science and General Issues)",9780735606340,9783540706656.0
bn_2881,B2932,Oracle Service Bus 11g Development Cookbook,"High Performance Oracle8 Object-Oriented Design: Your Complete Guide to Creating Fast, Efficient Database Systems",9781849684453,9781576101865.0
bn_1533,B2183,Exploring Microsoft Office Access 2010 Introductory,Beginning Visual Basic 6 Application Development (Programmer to programmer),9780132092272,9781861001092.0
bn_827,B1815,INTRODUCTION TO DATA MINING WITH CASE STUDIES,Lectures on Advances in Combinatorics (Universitext),9788120350021,9783540786016.0
bn_2223,B2783,"Research Directions in Data and Applications Security XVIII: IFIP TC11 / WG11.3 Eighteenth Annual Conference on Data and Applications Security July 25-28, 2004, Sitges, Catalonia, Spain / Edition 1",Beginning SAS Programming: a true beginner's guide for learning SAS,9781402081279,9781514218990.0
bn_2346,B564,Digital Interactive TV and Metadata: Future Broadcast Multimedia / Edition 1,Microsoft SQL Server 2012 Internals (Developer Reference),9781441919267,9780735658561.0
bn_886,B2422,"Recent Trends in Data Type Specification: 7th Workshop on Specification of Abstract Data Types, Wusterhausen/Dosse, Germany, April 17-20, 1990. Proceedings",Effortless E-Commerce with PHP and MySQL,9783540544968,9780321656223.0
bn_2336,B2359,"Web Data Mining: Exploring Hyperlinks, Contents, and Usage Data / Edition 1",Virtualize Oracle Business Critical Databases: Database Infrastructure As A Service,9783642072376,9781500135126.0
bn_1000,B392,The Data Asset: How Smart Companies Govern Their Data for Business Success,Managing Vldb Using DB2 Udb Eee,9780470462263,9780738400105.0
bn_64,B2404,Oracle Applications DBA Field Guide,Marketing Analytics: Data-Driven Techniques with Microsoft Excel,9781590596449,9781118373439.0
bn_410,B146,Getting Started with Couchbase Server,FileMaker Pro 6 Developer's Guide to XML/XSL (Wordware Library for FileMaker),9781449331061,9781556220432.0
bn_2775,B1456,Access Database Design and Programming,Functional Reactive Programming,9780596002732,9781633430105.0
bn_233,B2922,"Biomedical Imaging, Visualization, and Analysis / Edition 1",PowerShell in Depth,9780471283539,9781617292187.0
bn_2678,B2076,SQL Server Interview Questions You'll Most Likely Be Asked,Oracle Built-in Packages,2940012693976,9781565923751.0
bn_1900,B1928,Online and CD-ROM Databases in School Libraries: Readings,Algorithms and Data Structures: An Approach in C,9780872877566,9780195174809.0
bn_580,B2132,Clustering and Information Retrieval,Oracle Database Administration Concepts & Implementation Made Simple,9781461379492,9780977073900.0
bn_1023,B56,LAN Applications,Oracle SOA Suite 12c Handbook (Oracle Press),9781562050573,9780071824552.0
bn_267,B781,SQL Server and Power Pivot - Tabular Modeling Cookbook,"Foundations of Data Organization and Algorithms: 4th International Conference, FODO '93, Chicago, Illinois, USA, October 13-15, 1993. Proceedings (Lecture Notes in Computer Science)",9781782170884,9783540573012.0
bn_357,B155,Building Visual FoxPro 5 Applications,"Sql Server 2012 Pure T-SQL: Business Solutions for Power Users, Developers, and the Rest of Us",9780764580239,9780988330030.0
bn_2036,B1869,Programming in SQL with Oracle,Data Structures with C++ Using STL (2nd Edition),9780632031368,9780130858504.0
bn_2032,B1714,Information Hiding Techniques For Steganography And Digital Watermarking,Essentials: Access 2002 Level 2 (Essentials Series: Microsoft Office XP),9781580530354,9780130927606.0
bn_58,B2208,Data Modeling,"Mathematics and Computation in Music: Third International Conference, MCM 2011, Paris, France, June 15-17, 2011. Proceedings (Lecture Notes in Computer Science)",9780877090663,9783642215896.0
bn_1383,B2680,Knowledge Management and Intelligent Enterprises,The Teradata Database : Introduction and SQL,9789810246358,
bn_2970,B913,Advances in Database Systems: Implementations and Applications,Logic and Structured Design for Computer Programmers,9783211826140,9780534373863.0
bn_43,B2650,Microsoft Office Access 2007 Introductory / Edition 1,"Learning PHP, MySQL, JavaScript, CSS & HTML5: A Step-by-Step Guide to Creating Dynamic Websites",9780073294551,9781491949467.0
bn_1711,B1973,SQLite for Mobile Apps Simplified,"Intelligent Computing in Engineering and Architecture: 13th EG-ICE Workshop 2006, Ascona, Switzerland, June 25-30, 2006, Revised Selected Papers ... / Lecture Notes in Artificial Intelligence)",2940149802180,9783540462460.0
bn_1899,B2374,Microsoft Access for Teachers,"Graph Drawing: 12th International Symposium, GD 2004, New York, NY, USA, September 29-October 2, 2004, Revised Selected Papers (Lecture Notes in ... Computer Science and General Issues)",9780743938112,9783540245285.0
bn_1381,B1349,Dba's Guide to Databases under Linux,RavenDB in Action,9781928994046,9781617291500.0
bn_1567,B1926,Understanding Public-Key Infrastructure,Introduction to materials modelling,9781578701667,9781902653761.0
bn_2752,B2008,Paradox 4 Programming Guide,Generic Programming for Borland C++/Book and Disk,9780915391622,9780830642632.0
bn_1583,B504,Feedback Control for Computer Systems,PHP & MySQL: The Missing Manual,9781449361693,9780596515867.0
bn_105,B2986,PHP and MySQL For Dummies,"Rough Set and Knowledge Technology: 5th International Conference, RSKT 2010, Beijing, China, October 15-17, 2010, Proceedings (Lecture Notes in Computer Science)",9780470527580,9783642162473.0
bn_2820,B453,"Audience, Relevance, and Search: Targeting Web Audiences with Relevant Content",DB2 for Z/os Stored Procedures: Through the Call And Beyond,9780137004201,9780738498188.0
bn_2268,B654,"Advanced Database Systems: 10th British National Conference on Databases, BNCOD 10, Aberdeen, Scotland, July 6 - 8, 1992. Proceedings / Edition 1",Secrets of the Oracle Database (Expert's Voice in Oracle),9783540556930,9781430219521.0
bn_1229,B921,"Mainframe Databasing with Lotus 1-2-3/M, Version 1",Microsoft Big Data Solutions,9780442010171,9781118729083.0
bn_2064,B2181,dBASE IV for VMS and UNIX: A Technical Support Approach,Informix On-Line Performance Tuning (Informix Series),9780442009083,9780131243224.0
bn_2729,B1378,"Beginning Power BI with Excel 2013: Self-Service Business Intelligence Using Power Pivot, Power View, Power Query, and Power Map",Big Practical Guide to Computer Simulations 2nd Edition,9781430264453,9789814571777.0
bn_969,B2507,"Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data",Beginning Access 2007 VBA,9781118876138,9780470046845.0
bn_1961,B748,Quick and Easy Guide to dBASE IV,Access 2000 en 4 días,9780874552065,9788480885096.0
bn_2767,B3,The Sybase SQL Server Survival Guide,Oracle Database 12c DBA Handbook (Oracle Press),9780471127451,9780071798785.0
bn_539,B977,Professional LINQ,Database Design and Development: A Visual Approach,9780470041819,9780130351227.0
bn_2130,B685,Mining Sequential Patterns from Large Data Sets,Salvaging Damaged dBASE Files: Step-By-Step Procedures for Recovering and Restoring Damaged Files (Lance a. Leventhal Microtrend Series),9780387242460,9780915391332.0
bn_1349,B2082,"Advances in Knowledge Discovery and Data Mining: 5th Pacific-Asia Conference, PAKDD 2001 Hong Kong, China, April 16-18, 2001. Proceedings","Data Warehousing 2000: Methoden, Anwendungen, Strategien (German Edition)",9783540419105,9783642633263.0
bn_317,B1207,Microsoft Access 2000: Complete Concepts and Techniques,George Kennan and the Dilemmas of US Foreign Policy,9780789546715,9780195063189.0
bn_1026,B62,Informix Universal Data Option,Hadoop Operations,9780079136978,9781491923832.0
bn_1449,B1353,Ado and Ado.Net Programming (Transcend Technique Programming Series),"The Organization of Reduction, Data Flow, and Control Flow Systems (Computer Systems)",9780782129946,9780262610810.0
bn_1189,B1096,Microsoft Office Access 2010 / Edition 1,Domino Access for Microsoft Outlook: Deployment And Migration Guide,9780538748278,9780738490182.0
bn_2987,B583,"The Object Database Handbook: How to Select, Implement, and Use Object-Oriented Databases",Microsoft Office 2000 for Windows For Dummies: Quick Reference,9780471147183,9780764504532.0
bn_1756,B1153,Professional Microsoft SharePoint 2007 Reporting with SQL Server 2008 Reporting Services,dBASE Version 5 for Windows: A How-To-Do-It Manual for Librarians (How to Do It Manuals for Librarians),9780470481899,9781555700799.0
bn_1434,B894,Choosing a Database for Your Web Site,SQL Server 2014 Development Essentials,9780471296904,9781782172550.0
bn_155,B2780,Using Microsoft Access: A how-to-Do-It Manual for Librarians,Evaluation Roots: Tracing Theorists' Views and Influences,9781555702687,9780761928942.0
bn_1771,B1755,Selected Readings On Database Technologies And Applications,Predictive Policing: The Role of Crime Forecasting in Law Enforcement Operations,9781605660981,9780833081483.0
bn_2231,B1906,Implementing SAP ERP Sales &amp; Distribution / Edition 1,Complete Idiot's Guide to Access,9780071497053,9781567614572.0
bn_2481,B1696,Advanced Programming with dBASE III Plus,Microsoft Access 2002 Fast & Easy (Fast & Easy (Premier Press)),9780830628766,9780761533955.0
bn_191,B1169,Database Processing: Fundamental Design and Implement,SAS/ACCESS 9.1 Supplement For DB2 Under Z/OS SAS/ACCESS For Relational Databases,9780130858191,9781590472453.0
bn_1577,B262,Learning to Use Microcomputer Applications: Paradox 4.5 DOS,Learning Hadoop 2,9780877092926,9781783285518.0
bn_408,B2077,Knowledge Discovery with Support Vector Machines / Edition 1,Mastering SQL Server 2000 Security (Gearhead Press--In the Trenches),9780470371923,9780471219705.0
bn_1284,B1127,Postgresql 9.0 High Performance,Document Management Using Websphere Portal V5.0.2 And DB2 Content Manager V8.2,9781849510301,9780738490786.0
bn_999,B1061,Access Programming by Example,"PHP and MySQL Web Development, Second Edition",9781565296596,9780672325250.0
bn_1173,B2782,Sap Simplified: Part A of SAP and BW Data Warehousing,Assembly Modeling with SolidWorks 2006,9780977283804,9781585032808.0
bn_71,B1154,Business Objects Companion,Access 97 Macro & VBA Handbook,9780139774065,9780782119770.0
bn_264,B1571,ASP .NET Programming with C# &amp; SQL Server / Edition 1,Exam 98-369 Cloud Fundamentals,9781423903246,9781119062868.0
bn_1521,B637,Creating SQL Server 2005 Applications with Visual Studio 2005 / Edition 1,Learning Pandas - Python Data Discovery and Analysis Made Easy,9780131463554,9781783985128.0
bn_2449,B888,Find It Online!,"Algorithms in Bioinformatics: First International Workshop, WABI 2001, Aarhus, Denmark, August 28-31, 2001, Proceedings (Lecture Notes in Computer Science)",9780830645701,9783540425168.0
bn_1071,B1325,Security Planning and Disaster Recovery,Creating Access Applications/Book and Disk,9780072224634,9781565296367.0
bn_1589,B1219,Essential ADO.NET,Persuasive Recommender Systems: Conceptual Background and Implications (SpringerBriefs in Electrical and Computer Engineering),9780201758665,9781461447016.0
bn_1225,B1670,Clustering for Data Mining: A Data Recovery Approach (Computer Science and Datat Analysis Series),Generic Programming: Advanced Lectures (Lecture Notes in Computer Science),9781584885344,9783540201946.0
bn_554,B931,"DB2 SQL PL: Essential Guide for DB2 UDB on Linux, UNIX, Windows, i5/OS and z/OS / Edition 2",Oracle Designer: A Template for Developing An Enterprise Standards Document,9780131477001,9780130153432.0
bn_2980,B1197,Learning Cypher,Algorithms and Computation,9781783287765,9783540001423.0
bn_2162,B1543,The ABCs of Microsoft Access,Inside dBase IV,9780782111897,9781850581338.0
bn_34,B1834,Object-Oriented Database System: Design and Implementation for Advanced Applications,"Four Software Tools With Lotus 1-2-3, Wordperfect, and dBASE Iii+ (Wadsworth series in computer information systems)",9784431683100,9780534092108.0
bn_1665,B831,Expert Database Systems: A Gentle Introduction,Business Data Networks and Security (10th Edition),9780077072407,9780133544015.0
bn_61,B1185,Collaborative Computer Security And Trust Management,"Optimizing SQL: Build Faster, Cleaner SQL Programs/Book and Disk",9781605664149,9780131002159.0
bn_1265,B2304,Analysis and Comparison of Relational Database Systems,Oracle DBA Backup and Recovery Quick Reference (Prentice Hall PTR Oracle Series),9780201199406,9780131403048.0
bn_2433,B2634,Business Research Handbook,Code-First Development with Entity Framework,9780316808811,9781784396275.0
bn_884,B326,DBASE 5 for Windows Unleashed,Teach Yourself VISUALLY Access 2003,9780672305030,9780764539954.0
bn_878,B606,Using Paradox for Windows,DB2 Udb's High-Function Business Intelligence in E-Business,9780024053763,9780738424606.0
bn_2225,B352,Modern Computational Approaches to Traditional Chinese Medicine,Linux for Websphere and DB2 Servers,9780123985101,9780738414461.0
bn_2799,B2981,DB2 Universal Database for OS/390: An Introduction to DB2 for OS/390 Version 7 / Edition 1,Fast Access/dBASE IV,9780130198488,9780133075700.0
bn_1893,B2936,Accessible Access 2003 / Edition 1,IBM DB2 Data Archive Expert for Z/os: Put Your Data in Its Place,9781852339494,9780738498485.0
bn_1469,B235,Access 2000,"MCSA/MCSE Guide to Microsoft Windows 8, Exam # 70-687 (with CertBlaster Printed Access Card)",9789685347396,9781285868578.0
bn_1278,B413,"Image Management and Communication, 3rd International Conference (IMAC '93)",Connecting the Data: Data Integration Techniques for Building an Operational Data Store (ODS),9780818636400,9781935504221.0
bn_422,B1780,The dBASE IV User's Desktop Companion,Teach Yourself Access 97 VISUALLY (IDG's 3-D Visual Series),9780895885234,9780764560262.0
bn_1518,B66,Pro SQL Server 2012 Administration,Oracle Database 11g DBA Handbook (Oracle Press),9781430239154,9780071496636.0
bn_246,B2671,Access 97: Projects for Microsoft,Pro Spatial with SQL Server 2012 (Expert's Voice in Databases),9780201372052,9781430234913.0
bn_545,B52,Data and Reality,"Privacy in Statistical Databases: UNESCO Chair in Data Privacy, International Conference, PSD 2014, Ibiza, Spain,  September 17-19, 2014. Proceedings (Lecture Notes in Computer Science)",9781585009701,9783319112565.0
bn_1466,B1016,Visual FoxPro 3 for Windows Developer's Guide,Probabilistic Methods for Algorithmic Discrete Mathematics (Algorithms and Combinatorics),9780672306532,9783642084263.0
bn_1104,B2069,Survival Guide for Lotus Notes and Domino Administrators,Upgrading to PHP 5,9780137153312,9780596006365.0
bn_1529,B1917,Microsoft Access 2000: Complete Tutorial,Building and Managing a Cloud Using Oracle Enterprise Manager 12c (Oracle Press),9780538688420,9780071763226.0
bn_2112,B2721,"Chemoinformatics: Theory, Practice, &amp; Products / Edition 1",Getting Started with Oracle Data Integrator 11g: A Hands-on Tutorial,9781402050008,9781849680684.0
bn_1072,B20,Expert MySQL,"Learn dBASE Programming in a Day: For Users of dBASE-Compatible Database Programs That Use the Xbase Language Including dBASE III Plus, dBASE Iv, Db (Popular Applications Series)",9781430246596,9781556224478.0
bn_349,B2811,The Rational Guide to SQL Server 2005 Service Broker,Writing Effective Business Rules,9781932577273,9780123850515.0
bn_165,B249,IMS (DL-1) Data Base Organization and Performance,Oracle Data Warehousing (Oracle Series),9780442235833,9780078822421.0
bn_2891,B1154,Oracle Tuning: The Definitive Reference,Access 97 Macro & VBA Handbook,9780982306130,9780782119770.0
bn_1051,B2377,Pro MSMQ: Microsoft Message Queue Programming / Edition 1,Mastering SQL Server 2005 Reporting Services Infrastructure Design,9781590593462,9780470114599.0
bn_1038,B2082,Oracle8 Developer's Guide,"Data Warehousing 2000: Methoden, Anwendungen, Strategien (German Edition)",9780764531972,9783642633263.0
bn_1307,B1906,Using dBase III Plus,Complete Idiot's Guide to Access,9780070315044,9781567614572.0
bn_2211,B458,SQL Server 2012 Reporting Services Blueprints,"Digital Forensics and Cyber Crime: Fifth International Conference, ICDF2C 2013, Moscow, Russia, September 26-27, 2013, Revised Selected Papers ... and Telecommunications Engineering)",9781849685085,9783319142883.0
bn_2771,B1326,Knowledge and Information Visualization: Searching for Synergies / Edition 1,Mining Latent Entity Structures,9783540269212,9781627056601.0
bn_2328,B1710,ADO Programming For Dummies,Transact-SQL Programming: Covers Microsoft SQL Server 6.5 /7.0 and Sybase Adaptive Server 11.5,9780764507472,9781565924017.0
bn_196,B2436,Access 2003 VBA: Programmer's Reference,"LIFE SCIENCE DATA MINING (Science, Engineering, and Biology Informatics)",9780764559037,9789812700650.0
bn_1013,B522,Data Warehousing in the Real World: A Practical Guide for Building Decision Support Systems,Foundation for Object / Relational Databases: The Third Manifesto,9780201175196,9780201309782.0
bn_2451,B524,"DB2 11: The Ultimate Database for Cloud, Analytics & Mobile",e-Business for the Oracle DBA,9781583474013,9780672321474.0
bn_1072,B1095,Expert MySQL,"Professional ADO.NET 2: Programming with SQL Server 2005, Oracle, and MySQL",9781430246596,9780764584374.0
bn_2146,B661,Pro Oracle Spatial for Oracle Database 11g / Edition 1,Programming Microsoft Access 2000 (Microsoft Programming Series),9781590598993,9780735605008.0
bn_1049,B1683,Microsoft Access 97,Practical Data Mining,9780760051573,9781439868362.0
bn_256,B2014,SQL Server Security Distilled,"Scientific and Statistical Database Management: 20th International Conference, SSDBM 2008, Hong Kong, China, July 9-11, 2008, Proceedings (Lecture Notes in Computer Science)",9781904347071,9783540694762.0
bn_960,B2064,Oracle Exadata Survival Guide,Desarrollo Web con PHP y MySQL 2015 / Web Development with PHP and MySQL (Spanish Edition),9781430260103,9788441535688.0
bn_1999,B956,SAP HANA Cookbook,Learn Access 97 in a Weekend,9781782177623,9780761513797.0
bn_1691,B1040,DB2 Essentials: Understanding DB2 in a Big Data World,Learning Apache Mahout,9780133461909,9781783555215.0
bn_1121,B174,Oracle9i Performance Tuning: Optimizing Database Productivity / Edition 1,"Oracle Database 11g DBA Handbook - Administer a Scalable, Secure Oracle Enterprise Database",9780619160043,
bn_1779,B1145,Using Paradox 4.0,Developing with Couchbase Server,9780070518483,9781449331160.0
bn_1861,B2565,"Clean And Repair Registry: An Introductory Guide for Learning About Regisrty Cleaners, Repair, Errors, Tools, How To Clean, Best Cleaners And More!","Introduction to Programming with Fortran: With Coverage of Fortran 90, 95, 2003, 2008 and 77",2940016434322,9780857292322.0
bn_2089,B1636,DBMS Lab Manual,C Programming Success in a Day & MYSQL Programming Professional Made Easy (Volume 10),2940016135922,9781511589628.0
bn_737,B2387,dBASE IV: A Short Course / Edition 2,Information Visualization: Human-Centered Issues and Perspectives (Lecture Notes in Computer Science),9780130959287,9783540709558.0
bn_2766,B89,Microsoft SQL Server 2008 T-SQL Fundamentals,"Agents for Games and Simulations: Trends in Techniques, Concepts and Design (Lecture Notes in Computer Science)",9780735626010,9783642111976.0
bn_1680,B2040,The Database Relational Model: A Retrospective Review and Analysis / Edition 1,dBASE Mac: Advanced Techniques and Applications,9780201612943,9780553343922.0
bn_1876,B2096,High Performance Delphi 3 Programming,Microsoft Office User Specialist Microsoft Access 97 Exam Guide,9781576101797,9780789715074.0
bn_1436,B425,SQL Fundamentals / Edition 2,HTML5 and JavaScript Projects (Expert's Voice in Web Development),9780130669476,9781430240327.0
bn_2307,B2228,Dynamic Knowledge Interaction / Edition 1,Microsoft Access 2010 Step by Step,9780849301131,9780735626928.0
bn_197,B173,Oracle Enterprise Manager 10g Grid Control Implementation Guide / Edition 1,Building a Scalable Data Warehouse with Data Vault 2.0,9780071492751,9780128025109.0
bn_418,B1542,Getting Started With Sas(R) Enterprise Miner(Tm) 5.2,"Access 2000 con CD-ROM: Dr. Max, en Espanol / Spanish (Dr. Max: Biblioteca Total de la Computacion) (Spanish Edition)",9781599940021,9789685347396.0
bn_1026,B1567,Informix Universal Data Option,Microsoft® Access Version 2002 Step by Step,9780079136978,9780735612990.0
bn_1310,B1324,Oracle SQL: 101 Frequently Asked Questions,"Oracle Data Manipulation, Knowledge Discovery and Reporting Using MS Access",9780964491274,9780977073917.0
bn_2601,B1072,Proceedings of the Third International Conference on Knowledge Discovery and Data Mining,Forensic Computing,9781577350279,9781849965965.0
bn_2231,B529,Implementing SAP ERP Sales &amp; Distribution / Edition 1,"Dynamic Web Programming Using Java, JavaScript, and Informix",9780071497053,9780130861849.0
bn_2827,B2664,DBASE III Plus S. A. V. E. Edition,"Data Mining Techniques: For Marketing, Sales, and Customer Support",9780130455765,9780471179801.0
bn_240,B1747,"SAS-Access Interface to Oracle: Usage and Reference, Version 6","Design, User Experience, and Usability. Theory, Methods, Tools and Practice: First International Conference, DUXU 2011, Held as Part of HCI ... Part I (Lecture Notes in Computer Science)",9781555445805,9783642216749.0
bn_2733,B1788,"Object-Oriented Real-Time Dependable Systems: Proceedings of the 3rd Workshop on Object-Oriented Real-Time Dependable Systems, Newport Beach, CA, 1997","A Beginner's Guide to Finite Mathematics: For Business, Management, and the Social Sciences",9780818680465,9780817642709.0
bn_1530,B1703,Advances in Data Base Theory,Functional Data Analysis with R and MATLAB (Use R!),9780306406294,9780387981840.0
bn_213,B856,Oracle Database 11g SQL / Edition 1,"The Guru's Guide to SQL Server Stored Procedures, XML, and HTML",9780071498500,9780201700466.0
bn_1990,B73,Clinical Data Management / Edition 2,Oracle SQL & PL/SQL Annotated Archives,9780471983293,9780078825361.0
bn_2775,B2997,Access Database Design and Programming,SQL Performance Tuning,9780596002732,9780201791693.0
bn_2173,B2729,Design and Implementation of Large Spatial Databases,Oracle Database 11g Building Oracle XML DB Applications (Oracle Press),9780387522081,9780071751292.0
bn_254,B448,End-User Searching: Services and Providers,Digital Media Processing: DSP Algorithms Using C,9780838904886,9781856176781.0
bn_228,B1130,Microsoft SQL Server 6.5 DBA Survival Guide,"Data Integration in the Life Sciences: 11th International Conference, DILS 2015, Los Angeles, CA, USA, July 9-10, 2015, Proceedings (Lecture Notes in Computer Science)",9780672309595,9783319218427.0
bn_571,B2660,SQL for eServer i5 and iSeries,Linux Kernel Module Programming Guide,9781583470480,9780595100422.0
bn_1238,B2153,"Rough Sets in Knowledge Discovery 2: Applications, Case Studies and Software Systems / Edition 1",Pro Oracle Spatial for Oracle Database 11g,9783790824599,9781430242871.0
bn_1951,B5,Interactive Data Warehousing Via the Web,ARENA und Microsoft Access (German Edition),9780130803719,9783638657266.0
bn_2847,B289,Q and a 3 Made Easy,SQL Server 2000 Black Book: A Resource for Real World Database Solutions and Techniques,9780078816260,9781576107706.0
bn_2039,B1572,Microsoft SQL Server 2005 New Features (Database Series),Scaling Apache Solr,9780072227765,9781783981748.0
bn_38,B1057,Agile Data Science: Building Data Analytics Applications with Hadoop,Distributed Functions of DB2 for Z/OS and Os/390,9781449326265,9780738453187.0
bn_2326,B2343,R for Everyone: Advanced Analytics and Graphics / Edition 1,Geoprocessing with Python,9780321888037,9781617292149.0
bn_392,B1643,"Model-Based Software and Data Integration: First International Workshop, MBSDI 2008, Berlin, Germany, April 1-3, 2008, Proceedings",DB2 Performance Expert for Multiplatforms V2,9783540789987,9780738491929.0
bn_981,B779,Microsoft Office Access 2007 In Business / Edition 1,Oracle Application Express: Build Powerful Data-Centric Web Apps with APEX 5 (Oracle Press),9780132368872,9780071843041.0
bn_1663,B1606,Informix Guide to SQL: Reference and Syntax,Crystal Reports XI: The Complete Reference (Osborne Complete Reference Series),9780130161666,9780072262469.0
bn_1367,B2584,Fast Facts on-Line: Search Strategies for Finding Business Information,"Business Intelligence & Data Warehousing Simplified: 500 Questions, Answers, & Tips",9780870947001,9781936420322.0
bn_342,B2825,Beginning SQL Server 2012 Administration,"Big Data Benchmarking: 5th International Workshop, WBDB 2014, Potsdam, Germany, August 5-6- 2014, Revised Selected Papers (Lecture Notes in Computer Science)",9781430239819,9783319202327.0
bn_1891,B2163,Dr. Dobb's Database Development Tools and Techniques,Data Strategy,9780879304805,9780321240996.0
bn_410,B277,Getting Started with Couchbase Server,"SQL for Beginners: Learn the Structured Query Language for the Most Popular Databases including Microsoft SQL Server, MySQL, MariaDB, PostgreSQL, and Oracle",9781449331061,9781508503422.0
