ID_A,ID_B,Flag,Name_A,Name_B,Zipcode_A,Zipcode_B,Address_A,Address_B
2714,1552,,The Boiling Crab,The Boiling Crab,90010,90010,"3377 Wilshire Blvd. #115, Los Angeles",3377 Wilshire BlvdSte 115
3114,1920,,Sushi Gen,Sushi Gen,90012,90012,"422 E 2nd St, Los Angeles",422 E 2nd St
3513,1812,,Robata Jinya,Robata JINYA,90048,90048,"8050 W 3rd St, Los Angeles",8050 West 3rd St
4198,1784,,Carlitos Gardel,Carlitos Gardel,90046,90046,"7963 Melrose Ave, Los Angeles",7963 Melrose Ave
2223,882,,The Green Room,The Green Room,75226,75226,2715 Elm Street,2715 Elm St
2947,1805,,Barbrix,Barbrix,90027,90027,"2442 Hyperion Ave, Los Angeles",2442 Hyperion Ave
3389,1807,,Blue Plate Oysterette,Blue Plate Oysterette,90048,90048,"8048 W 3rd St, Los Angeles",8048 W 3rd St
4155,1767,0,The Park,The Park’s Finest,90026,90026,"1400 W Sunset Blvd, Los Angeles",1267 W Temple St
3022,1544,,Myung Dong Kyoja,Myung Dong Kyoja,90010,90010,"3630 Wilshire Blvd, Los Angeles",3630 Wilshire Blvd
3565,1731,,Pace Restaurant,Pace,90046,90046,"2100 Laurel Canyon Blvd, Los Angeles",2100 Laurel Canyon Blvd
3602,1670,,Osteria Mamma,Osteria Mamma,90038,90038,"5732 Melrose Ave, Los Angeles",5732 Melrose Ave
3629,1787,,Doughboys Cafe & Bakery,Doughboys Cafe & Bakery,90048,90048,"8136 W 3rd St, Los Angeles",8136 W 3rd St
3727,1781,,Ruen Pair,Ruen Pair,90027,90027,"5257 Hollywood Blvd, Los Angeles",5257 Hollywood Blvd
3947,1594,,Maccheroni Republic,Maccheroni Republic,90013,90013,"332 S Broadway, Los Angeles",332 S Broadway
3988,1560,,Kitchen,The Kitchen,90029,90029,"4348 Fountain Ave, Los Angeles",4348 Fountain Ave
2257,992,,Bistro 31,Bistro 31,75205,75205,"87 Highland Park Village, Suite 200, Dallas",87 Highland Park VillageSte 200
3391,1517,,SQIRL,Sqirl,90029,90029,"720 N. Virgil Ave. No. 4, Los Angeles",720 N Virgil AveSte 4
3481,1743,,The Addiction Bistro,The Addiction Bistro,90048,90048,"408 N La Cienega Blvd, Los Angeles",408 N LA Cienega Blvd
3713,1896,,Suehiro Cafe,Suehiro Cafe,90012,90012,"337 E 1st St, Los Angeles",337 E 1st St
3899,1668,,Local,Local,90026,90026,"2943 W Sunset Blvd, Los Angeles",2943 W Sunset Blvd
3064,1546,,La Cevicheria,La Cevicheria,90019,90019,"3809 W Pico Blvd, Los Angeles",3809 W Pico Blvd
3150,1722,,The Fat Dog,Fat Dog,90046,90046,"801 N. Fairfax Ave., Los Angeles",801 N Fairfax Ave
3473,1626,,Pine & Crane,Pine & Crane,90026,90026,"1521 Griffith Park Blvd, Los Angeles",1521 Griffith Park Blvd
3559,1891,,Redbird,Redbird,90012,90012,"114 E 2nd St, Los Angeles",114 E 2nd St
2958,1742,,Home Restaurant,Home Restaurant - Los Feliz,90027,90027,"1760 Hillhurst Ave, Los Angeles",1760 Hillhurst Ave
3888,1598,,Myung In Dumplings,Myung In Dumplings,90006,90006,"3109 W Olympic Blvd, Los Angeles",3109 W Olympic BlvdSte B
4163,1595,,Masa of Echo Park,Masa of Echo Park,90026,90026,"1800 W Sunset Blvd, Los Angeles",1800 W Sunset Blvd
4209,1904,,Mo Better Burgers,Mo Better Burgers,90036,90036,"901 South La Brea Ave, Ste 2, Los Angeles",901 S La Brea AveSte 2
2105,1152,,Yolk,Yolk One Arts Plaza,75201,75201,"1722 Routh Street, Dallas",1722 Routh St
3117,1566,,Kobawoo,Kobawoo House,90005,90005,"698 S Vermont Ave, Los Angeles",698 S Vermont AveSte 109
2271,1281,,Truck Yard,Truck Yard,75206,75206,"5624 Sears Street, Dallas",5624 Sears St
2991,1607,,Eat This Cafe,Eat This Cafe,90038,90038,"6547 Santa Monica Blvd, Los Angeles",6547 Santa Monica Blvd
3507,1662,,The Little Door,The Little Door,90048,90048,"8164 W 3rd St, Los Angeles",8164 W 3rd St
3707,1687,,EVO Kitchen,EVO Kitchen,90046,90046,"7950 Sunset Blvd Ste 104, Los Angeles",7950 Sunset BlvdSte 104
4093,1567,,Yu Chun Chic Naeng Myun,Yu Chun Chic Naeng Myun,90006,90006,"3185 W Olympic Blvd, Los Angeles",3185 W Olympic Blvd
2923,1656,,Prado,Prado Restaurant,90004,90004,"244 North Larchmont Boulevard, Los Angeles",244 N Larchmont Blvd
2189,776,,Seasons 52,Seasons 52,75225,75225,"NorthPark Mall, 8687 North Central Expressway, Suite B307, Dallas",8687 N Central ExpySte  B307
2636,1580,,Mohawk Bend,Mohawk Bend,90026,90026,"2141 W Sunset Blvd, Los Angeles",2141 W Sunset Blvd
2806,1876,,Cafe Verona,Cafe Verona,90036,90036,"201 S La Brea Ave, Los Angeles",201 S La Brea Ave
3583,1725,,Stout,Stout,90028,90028,"1544 N Cahuenga Blvd, Los Angeles",1544 N Cahuenga Blvd
3631,1676,,FoodLab,Foodlab,90046,90046,7253 Santa Monica Blvd,7253 Santa Monica Blvd
3950,1661,,Cooks County,Cooks County,90048,90048,"8009 Beverly Blvd, Los Angeles",8009 Beverly Blvd
2389,1873,,Tinga,Tinga,90036,90036,"142 S La Brea, Los Angeles",142 S La Brea Ave
2906,1752,,Sushi Enya,Sushi Enya,90012,90012,"343 E. 1st Street, Los Angeles",343 E 1st St
4157,1576,,Forage,Forage,90026,90026,"3823 W Sunset Blvd, Los Angeles",3823 W Sunset Blvd
2401,1724,,Papilles,Papilles Bistro,90028,90028,"6221 Franklin Ave, Los Angeles",6221 Franklin Ave
2548,1647,,Cafe Gratitude,Cafe Gratitude - Larchmont,90004,90004,"639 N Larchmont Blvd, Los Angeles",639 N Larchmont Blvd
2648,1539,,Guelaguetza,Guelaguetza Restaurante,90006,90006,"3014 W Olympic Blvd, Los Angeles",3014 W Olympic Blvd
2347,1837,,Ham Ji Park,Ham Ji Park,90020,90020,"3407 W 6th St Ste 101-C, Los Angeles",3407 W 6th StSte 101C
3966,1867,,Monsieur Marcel,Monsieur Marcel,90036,90036,"6333 W 3rd St, Los Angeles",Farmers Market6333 W 3rd St
4114,1746,,Eastside Market Italian Deli,Eastside Market,90012,90012,"1013 Alpine Street, Los Angeles",1013 Alpine St
2304,1044,,Pappadeaux Seafood Kitchen,Pappadeaux Seafood Kitchen,75219,75219,"3520 Oak Lawn Avenue, Dallas",3520 Oak Lawn Ave
3311,1548,,Silverlake Ramen,Silverlake Ramen,90026,90026,"2927 W Sunset Blvd, Los Angeles",2927 W Sunset Blvd
3673,1625,,Cha Cha Cha,Cha Cha Cha,90004,90004,"656 N Virgil Ave, Los Angeles",656 N Virgil Ave
4100,1631,,The Pikey,The Pikey,90046,90046,"7617 W Sunset Blvd, Los Angeles",7617 W Sunset Blvd
2315,920,,Abacus,Abacus,75205,75205,"4511 McKinney Avenue, Dallas",4511 McKinney Ave
3736,1630,,Badmaash,Badmaash,90012,90012,"108 West 2nd St, Los Angeles",108 W 2nd StSte 104
3336,1605,,Bao Dim Sum House,Bao Dim Sum House,90048,90048,"8256 Beverly Blvd., Los Angeles",8256 Beverly Blvd
3541,1620,,Yang Chow,Yang Chow,90012,90012,"819 N Broadway, Los Angeles",819 N Broadway
4058,1828,,Pampas Grill,Pampas Grill,90036,90036,"6333 W 3rd St, Los Angeles",6333 W 3rd StSte 618
2552,1782,,Han Bat Sul Lung Tang,Han Bat Sul Lung Tang,90020,90020,"4163 W 5th St, Los Angeles",4163 W 5th St
2625,1641,,Cleo,Cleo,90028,90028,"1717 Vine St, Los Angeles",1717 Vine St
4191,1558,,Tatsu Ramen,Tatsu Ramen,90046,90046,"7111 Melrose Ave, Los Angeles",7111 Melrose Ave
3575,1583,,Son of a Gun Restaurant,Son of a Gun,90048,90048,"8370 W 3rd St, Los Angeles",8370 W 3rd St
3582,1815,,Yuko Kitchen,Yuko Kitchen,90036,90036,"5484 Wilshire Blvd, Los Angeles",5484 Wilshire Blvd
3823,1600,,Fat Sal’s,Fat Sal’s,90028,90028,"1300 North Highland Avenue, Los Angeles",1300 N Highland Ave
3443,1589,,I Panini di Ambra,I Panini Di Ambra,90028,90028,"5633 Hollywood Blvd, Los Angeles",5633 Hollywood Blvd
3577,1543,,Marugame Monzo,Marugame Monzo,90012,90012,"329 E 1st St., Los Angeles",329 E 1st St
4060,1570,,Blue Palms Brewhouse,Blue Palms Brewhouse,90028,90028,"6124 Hollywood Blvd, Los Angeles",6124 Hollywood Blvd
2191,917,,El Rey Del Grill,El Rey Del Grill,75219,75219,"4535 Maple Avenue, Dallas",4535 Maple Ave
3497,1536,,Daikokuya,Daikokuya,90012,90012,"327 E 1st St, Los Angeles",327 E 1st St
3203,1710,,Pizzeria Mozza,Pizzeria Mozza,90036,90036,"641 N Highland Ave, Los Angeles",641 N Highland Ave
2701,1692,,Wirtshaus,Wirtshaus,90036,90036,"345 N La Brea Ave, Los Angeles",345 N La Brea Ave
2670,1645,,Angelini Osteria,Angelini Osteria,90036,90036,"7313 Beverly Blvd, Los Angeles",7313 Beverly Blvd
3158,1601,,The Golden State,The Golden State,90036,90036,"426 N Fairfax Avenue, Los Angeles",426 N Fairfax Ave
2208,939,,Taco Borracho,Taco Borracho,75201,75201,"300 N Akard Street, Dallas",300 N Akard St
2254,817,,Shell Shack,Shell Shack,75204,75204,"2916 McKinney Avenue, Dallas",2916 Mckinney Ave
2893,1581,,Pita Bar & Grill,Pita Bar & Grill,90036,90036,"519 N Fairfax Ave, Los Angeles",519 N Fairfax Ave
3654,1523,,Sycamore Kitchen,The Sycamore Kitchen,90036,90036,"143 S La Brea Ave, Los Angeles",143 S La Brea Ave
2368,1520,,Open Sesame,Open Sesame,90036,90036,"7458 Beverly Blvd, Los Angeles",7458 Beverly Blvd
4751,3210,,Saigon Noodle,Saigon Noodles,53719,53719,"6754 Odana Rd, Madison",6754 Odana Rd
4838,3217,,Banzo,Banzo,53704,53704,"2105 Sherman Ave, Madison",2105 Sherman Ave
4895,3216,,Cafe Porta Alba,Cafe Porta Alba,53705,53705,"558 N. Midvale Blvd (Hilldale Mall), Madison",Hilldale Mall558 N Midvale Blvd
4938,2943,,Rodeside Grill,The Rodeside Grill,53598,53598,6314 Rostad Cir,6317 Rostad Cir
5026,3165,,Draft House Bar & Restaurant,Draft House Bar & Restaurant,53593,53593,1010 Enterprise Dr,1010 Enterprise Dr
5195,3187,,Takara 88,Takara 88,53562,53562,1900 Cayuga St Ste 101,1900 Cayuga StSte 101
5378,3197,,Spartan Pizza,Spartan Pizza,53558,53558,5813 Main St,5813 Main St
5565,3184,,Prairie Diner,Prairie Diner,53590,53590,1034 Windsor St,1034 Windsor St
5651,3174,,Pizza Bella,Pizza Bella,53711,53711,"1437 Regent St, Madison",1437 Regent St
5870,3638,,Salt & Fat,Salt & Fat,11104,11104,"41-16 Queens Boulevard, Queens",41-16 Queens Blvd
6239,4035,,Bayou,Bayou,10305,10305,1072 Bay Street,1072 Bay St
6246,3891,,Taverna Kyclades,Taverna Kyclades,11105,11105,3307 Ditmars Boulevard,3307 Ditmars Blvd
6307,3466,,MangoSeed,MangoSeed Restaurant,11226,11226,"757 Flatbush Avenue, Brooklyn",757 Flatbush Ave
6599,4018,,Juni,Juni,10016,10016,"Hotel Chandler, 12 E 31st Street",12 E 31st St
6690,4030,,Maialino,Maialino,10010,10010,"Gramercy Park Hotel, 2 Lexington Avenue, New York",2 Lexington Ave
6714,3890,,Flat Top,Flat Top,10027,10027,"1241 Amsterdam Avenue, New York",1241 Amsterdam Ave
6856,4042,,Ippudo,Ippudo NY,10003,10003,"65 4th Avenue, New York",65 4th Ave
5387,2861,,Humble. Sweet & Savory Pies,Humble,53726,53726,"10 South Allen St, Madison",10 S Allen St
4381,3117,,Sundown Saloon,Sundown Saloon,53714,53714,"57 S Stoughton Rd, Madison",57 S Stoughton Rd
4385,3161,,Greenbush Bar,Greenbush Bar,53715,53715,"914 Regent St, Madison",914 Regent St
4563,3208,,Bandung Indonesian Restaurant,Bandung Indonesian Restaurant,53703,53703,"600 Williamson St, Madison",600 Williamson StSte M
4840,3207,,Blue Moon Bar & Grill,Blue Moon Bar & Grill,53705,53705,"2535 University Ave, Madison",2535 University Ave
4841,3201,,Tienda Los Gemelos,Tienda Los Gemelos,53719,53719,"6713 Odana Rd Ste 8, Madison",6713 Odana RdSte 8
4858,3183,,Bonfyre American Grille,Bonfyre American Grille,53713,53713,"2601 West Beltline Highway, Madison",2601 W Beltline Hwy
4936,3127,,Eno Vino Wine Bar & Bistro,Eno Vino Wine Bar & Bistro,53717,53717,"601 Junction Rd, Madison",601 Junction Rd
5143,2935,,Green Lantern Restaurant,Green Lantern Restaurant,53558,53558,4412 Siggelkow Rd,4412 Siggelkow Rd
5804,4028,,Piccolo Angolo,Piccolo Angolo,10014,10014,"621 Hudson Street, New York",621 Hudson St
6002,4031,,Peter Luger Steak House,Peter Luger Steak House,11211,11211,"178 Broadway, Brooklyn",178 Broadway
6144,3780,,The Thirsty Koala,The Thirsty Koala,11105,11105,"35-12 Ditmars Boulevard, Queens",35-12 Ditmars Blvd
6244,3942,,El Cocotero,El Cocotero,10011,10011,"228 West 18th Street, New York",228 W 18th St
6816,3977,,Red Bamboo,Red Bamboo,10012,10012,"140 W 4th Street, New York",140 W 4th St
4831,3172,,Wonder Bar Steakhouse,Wonder Bar Steakhouse,53713,53713,"232 E. Olin Ave., Madison",222 E Olin Ave
5015,3144,,Chipotle Mexican Grill,Chipotle Mexican Grill,53562,53562,"8422 Old Sauk Road, Madison",8422 Old Sauk Rd
5053,2991,,Athens Gyros,Athens Gyros,53597,53597,5420 Willow Road,5420 Willow Rd
5130,3001,,Pine Cone Restaurant,Pine Cone Restaurant,53532,53532,6162 US Highway 51,6162 US Hwy 51
5295,3077,,Springers,Springers,53589,53589,3097 Sunnyside St,3097 Sunnyside St
5308,2857,,Happy Wok,Happy Wok,53718,53718,"17 Eastpark Ct, Madison",17 Eastpark Ct
5561,3160,,Sarku Japan,Sarku Japan,53719,53719,"111 W Towne Mall, Madison",108 W Towne Mall
6444,3906,,Mercato,Mercato,10018,10018,"352 W 39th Street, New York",352 W 39th St
6518,3986,0,Ootoya,Ootoya Greenwich Village,10003,10003,"8 W 18th Street, New York",41 E 11th St
6805,4000,,BCD Tofu House,BCD Tofu House,10001,10001,"5 West 32nd Street, New York",5W 32nd St
4871,3138,,Crema Cafe,Crema Cafe,53716,53716,"4124 Monona Dr, Madison",4124 Monona Dr
4976,2437,,Sushi Box,Sushi Box,53726,53726,"2433 University Ave, Madison",2433 University Ave
5131,3129,,Tuscany Mediterranean Grill,Tuscany Mediterranean Grill,53711,53711,2969 Cahill Main,2969 Cahill Main
5182,2858,,Fair Oaks Diner,Fair Oaks Diner,53714,53714,"44 S Fair Oaks Ave, Madison",44 S Fair Oaks Ave
5360,3205,,Baldwin Street Grille,Baldwin Street Grille,53703,53703,"1304 E Washington Ave, Madison",1304 E Washington Ave
5642,3004,,Wendigo,Wendigo,53589,53589,121 E Main St,121 East Main St
5707,3049,,Mr. Brews Taphouse,Mr. Brews Taphouse,53593,53593,Hometown Circle,611 Hometown CirSte 104
6062,4046,,Cafe Katja,Cafe Katja,10002,10002,"79 Orchard Street, New York",79 Orchard St
6138,3970,,Yakiniku West,Yakiniku West,10003,10003,"218 E 9th Street, New York",218 E 9th St
6232,3851,,Pippali,Pippali,10016,10016,"129 East 27th Street, New York, NY",129 E 27th St
6322,4021,,Walter Foods,Walter Foods,11211,11211,"253 Grand Street, Brooklyn, NY",253 Grand St
6379,3455,,Sripraphai,SriPraPhai Thai Restaurant,11377,11377,"6413 39th Avenue, Queens",6413 39th Ave
5313,3213,,The Green Owl Cafe,The Green Owl,53704,53704,"1970 Atwood Ave, Madison",1970 Atwood Ave
4954,3111,,EDO Garden,Edo Garden Monona,53716,53716,6309 Monona Dr,6309 Monona Dr
4983,3202,,Mermaid Cafe,Mermaid Cafe,53704,53704,"1929 Winnebago St, Madison",1929 Winnebago St
5131,3126,,Tuscany Mediterranean Grill,Tuscany Mediterranean Grill,53711,53711,2969 Cahill Main,2969 Cahill Main
5300,3173,,House Of Mei,House of Mei,53590,53590,120 E.Main Street,120 E Main St
5383,3139,,Happy Wok,Happy Wok,53713,53713,2409 W Broadway,2409 W Broadway
5708,2795,,Asian House,Asian House,53714,53714,"1 Dempsey Rd, Madison",1 Dempsey RdSte 3
6346,3713,,The Smith,The Smith,10022,10022,"956 2nd Avenue, New York",956 2nd Ave
6852,3715,,Sakagura,Sakagura,10017,10017,"211 E 43rd Street, New York",211 E 43rd St
5735,3204,,Brocach Irish Pub,Brocach,53703,53703,"7 W Main St, Madison",7 W Main St
5021,3090,,The Roman Candle,The Roman Candle Pizzeria,53711,53711,2685 Research Park Drive,2685 Research Park Dr
5093,3009,,Klassik Tavern,The Klassik Tavern,53593,53593,410 w verona ave,410 W Verona Ave
5170,3203,,Echo Tap & Grill,Echo Tap & Grill,53703,53703,"554 W Main St, Madison",554 W Main St
5382,2996,,Teriyaki Sushi Express,Teriyaki Sushi Express,53713,53713,3044 Fish Hatchery Rd,3044 Fish Hatchery Rd
6513,4029,,The MasalaWala,The MasalaWala,10002,10002,"179 Essex Street, New York",179 Essex St
6552,3874,,Chuko,Chuko,11238,11238,"552 Vanderbilt Avenue, Brooklyn",552 Vanderbilt Ave
6684,3916,,Atrium Dumbo,Atrium DUMBO,11201,11201,"15 Main Street, Brooklyn, NY",15 Main St
6750,3666,,The Cannibal,The Cannibal,10016,10016,"113 East 29th Street, New York",113 E 29th St
6784,3957,,Ofrenda,Ofrenda,10014,10014,"113 7th Avenue South, New York",113 7th Ave S
4311,2158,,Pistola,Pistola,90048,90048,"8022 W 3rd St, Los Angeles",8022 W 3rd St
4440,3200,,Natt Spil,Natt Spil,53703,53703,"211 King St, Madison",211 King St
4904,3088,,Atlantis Taverna,Atlantis Taverna,53590,53590,239 E Main St,239 E Main St
4907,3114,,Nitty Gritty Restaurant & Bar,Nitty Gritty Restaurant & Bar,53562,53562,1021 N Gammon Rd,1021 N Gammon Rd
5304,2762,,Jordandal Cookhouse,Jordandal Cookhouse,53593,53593,"600 W Verona Ave, suite 6",600 W Verona Ave
5451,3043,,El Burrito Loco,El Burrito Loco,53717,53717,"745 N High Point Rd, Madison",745 N High Point Rd
5559,3096,,Silver Eagle Bar & Grill,Silver Eagle Bar & Grill,53716,53716,5805 Monona Dr,5805 Monona Dr
6164,3931,,Beyond Sushi,Beyond Sushi,10003,10003,"229 E 14th Street, New York",229 E 14th St
6241,3852,,12 Chairs,12 Chairs,10012,10012,"56 MacDougal Streeet, New York",56 MacDougal St
4279,2034,,The Springs,The Springs,90021,90021,"608 Mateo St, Los Angeles",608 Mateo St
4785,3194,,43 North,43 North,53703,53703,"108 King St., Madison",108 King St
5522,3109,,Which Wich,Which Wich,53562,53562,2177 Deming Way,2177 Deming Way
5837,3672,,The Good Fork,The Good Fork,11231,11231,"391 Van Brunt Street, Brooklyn",391 Van Brunt St
5916,3642,,Bistango,Bistango,10016,10016,"415 3rd Avenue, New York",415 3rd Ave
6543,3753,,Pepe Giallo,Pepe Giallo,10001,10001,"253 10th Avenue, New York, NY",253 10th Ave
6787,3545,,The Flatiron Room,Flatiron Room,10010,10010,"37 W 26th Street, New York",37 W 26th St
6832,3847,,Aquagrill,Aquagrill,10012,10012,"210 Spring Street, New York",210 Spring Street
5915,3778,,Rose Water,Rose Water Restaurant,11215,11215,"787 Union Street, Brooklyn",787 Union St
4451,2989,,Casa Del Sol,Casa Del Sol,53711,53711,3040 Cahill Main,3040 Cahill Main
4496,2590,,Sala Thai,Sala Thai,53714,53714,"36 S Fair Oaks Ave, Madison",36 S Fair Oaks Ave
5007,2390,,The Great Dane Pub & Brewing Co.,Great Dane Pub & Brewing Co,53718,53718,"876 Jupiter Drive, Madison",876 Jupiter Dr
5350,3008,,Chicken Lips,Chicken Lips,53590,53590,5508 County Rd N Ste 3,5508 County Rd NSte 3
5414,2902,,Monona Garden Family Restaurant,Monona Garden Family Restaurant,53713,53713,"6501 Bridge Rd, Madison",6501 Bridge Rd
5480,3150,,Forequarter,Forequarter,53703,53703,"708 1/4 E Johnson St, Madison",708 E Johnson
6802,3818,,Alta,Alta,10011,10011,"64 West 10th Street, New York",64 W 10th St
4291,2117,,Marouch,Marouch Restaurant,90029,90029,"4905 Santa Monica Blvd, Los Angeles",4905 Santa Monica Blvd.
5813,3981,,Stanton Social,The Stanton Social,10002,10002,"99 Stanton Street, New York",99 Stanton St
5228,2407,,Cottage Cafe,Cottage Cafe,53714,53714,"915 Atlas Ave, Madison",915 Atlas Ave
5233,2949,,China Kitchen,China Kitchen,53705,53705,"6606 Mineral Pt Rd, Madison",6608 Mineral Point Rd
5335,3116,,Fromagination,Fromagination,53703,53703,"12 S Carroll St, Madison",12 S Carroll St
5438,2956,,Macs,MACS,53590,53590,2804 Prairie Lakes Dr Ste 106,2804 Prairie Lakes DrSte 106
6058,3437,,Upland,Upland,10010,10010,"345 Park Avenue South, New York",345 Park Ave S
6170,3873,,Robataya NY,Robataya NY,10003,10003,"231 E 9th Street, New York",231 E 9th St
6457,3704,,ilili Restaurant,ilili,10001,10001,"236 5th Avenue, New York",236 5th Ave
6536,3802,,Cafecito,Cafecito,10009,10009,"185 Avenue C, New York",185 Avenue C
4270,2012,,Arashi Sushi,Arashi Sushi,90015,90015,"1111 S Hope St #100, Los Angeles",1111 S Hope StSte 100
4807,2455,,Babcock Hall Dairy Store,Babcock Hall Dairy Store,53706,53706,"1605 Linden Dr, Madison",1605 Linden Dr
5648,3092,,Cocina Real,Cocina Real,53562,53562,2518 Allen Blvd,2518 Allen Blvd
6568,3861,,The Odeon,The Odeon,10013,10013,"145 W Broadway, New York",145 W Broadway
4921,2891,,Olive Garden,Olive Garden Italian Restaurant,53717,53717,"7017 Mineral Point Rd, Madison",7017 Mineral Point Rd
4316,2139,,Tropicalia Brazilian Grill,Tropicalia Brazilian Grill,90027,90027,"1966 Hillhurst Ave, Los Angeles",1966 Hillhurst Ave
4979,2381,,Brothers Three Bar & Grill,Brothers Three Bar & Grill,53714,53714,"614 N Fair Oaks Ave, Madison",614 N Fair Oaks Ave
5257,2900,,A8 China,A8 China,53715,53715,"608 University Ave, Madison",608 University Ave
5714,2837,,Perkins Restaurant & Bakery,Perkins Restaurant & Bakery,53713,53713,"1410 Damon Rd, Madison",1410 Damon Rd
6323,3920,,The Grey Dog,The Grey Dog,10014,10014,"49 Carmine Street, New York",49 Carmine St
6738,3726,,Margon,Margon,10036,10036,"136 W 46th Street, New York",136 W 46th St
6390,3854,0,Craft,Cooper’s Craft & Kitchen,10003,10003,"43 E 19th Street, New York",87 2nd Ave
4864,2940,,Curry in the Box,Curry in the Box,53711,53711,3050 Cahill Main Ste 4,3050 Cahill MainSte 3
5589,2815,,Silver Mine Subs,Silver Mine Subs,53713,53713,"2601 W Beltline Hwy #106, Madison",2601 W Beltline Hwy
5686,2893,,Churchkey Bar and Grill,Churchkey Bar and Grill,53715,53715,"626 University Ave., Madison",626 University Ave
6478,3407,,Tuk Tuk,Tuk Tuk,11101,11101,"4906 Vernon Boulevard, Queens, NY",4906 Vernon Blvd
6623,3662,,The Red Cat,The Red Cat,10011,10011,"227 10th Avenue, New York",227 10th Ave
4975,2808,,Outback Steakhouse,Outback Steakhouse,53717,53717,"279 Junction Rd, Madison",279 Junction Road
5125,3039,,Alchemy,Alchemy,53704,53704,"1980 Atwood Ave., Madison",1980 Atwood Ave
5535,3058,,Claddagh Irish Pub,Claddagh Irish Pub,53562,53562,1611 Aspen Cmns,1611 Aspen Commons
5887,3741,,Nook Restaurant,Nook,10019,10019,"746 9th Avenue, New York",746 9th Ave
6137,3531,,Riko Peruvian Cuisine,Riko Peruvian Cuisine,10001,10001,"409 8th Avenue, New York",409 8th Ave
5481,2782,,Coliseum Bar,The Coliseum Bar & Banquet,53713,53713,"232 E Olin Ave, Madison",232 E Olin Ave
4846,3053,,Imperial Garden Chinese Restaurant,Imperial Garden,53562,53562,2039 Allen Blvd,2039 Allen Blvd
5225,2916,,Mickies Dairy Bar,Mickies Dairy Bar,53711,53711,"1511 Monroe St, Madison",1511 Monroe St
5536,2913,,China Inn,China Inn,53716,53716,"4702 Cottage Grove Rd, Madison",4702 Cottage Grove Rd
6417,3844,0,Kellogg's Diner,Diner,11211,11211,"514 Metropolitan Avenue, Brooklyn",85 Broadway
6855,3844,,Diner,Diner,11211,11211,"85 Broadway, Brooklyn",85 Broadway
5070,2985,,Taco Bell,Taco Bell,53719,53719,"421 Commerce Dr, Madison",698 S. Whitney Way
6095,3346,,Casa Enrique,Casa Enrique,11101,11101,"5-48 49th Avenue, Queens",5-48 49th Ave
6240,3361,,Hometown Bar-B-Que,Hometown Bar-B-Que,11231,11231,"454 Van Brunt Street, Brooklyn",454 Van Brunt St
6373,3815,,NGam,Ngam,10003,10003,"99 3rd Avenue, New York",99 3rd Ave
6631,3382,,Le Parisien,Le Parisien,10016,10016,"163 E 33rd Street, New York",163 E 33rd St
6840,3600,,Lobster Place,The Lobster Place,10011,10011,"Chelsea Market, 75 9th Avenue, New York",Chelsea Market75 9th Ave
4929,2720,,Panera Bread,Panera Bread,53717,53717,"601 Junction Rd Ste 12, Madison",601 Junction Road
5047,2963,,Thai Noodles,Thai Noodles,53719,53719,5957 Mckee Rd,5957 Mckee RdSte 3
6779,3640,,Becco,Becco,10036,10036,"355 West 46th Street, New York",355 W 46th St
4423,2685,,Badger Bowl,Badger Bowl,53713,53713,"506 E. Badger Rd., Madison",506 E Badger Rd
5135,2819,,Dairyland Family Restaurant,Dairyland Family Restaurant,53716,53716,"716 Cottage Grove Rd, Madison",716 Cottage Grove Rd
5954,3306,,Olea,Olea,11238,11238,"171 Lafayette Avenue, Brooklyn",171 Lafayette Ave
6112,3679,,Scarpetta,Scarpetta,10014,10014,"355 West 14th Street, New York",355 W 14th St
6329,3237,,Mu Ramen,Mu Ramen,11101,11101,1209 Jackson Avenue,12-09 Jackson Ave
5687,2709,,Silly Yak Bakery & Bread Barn,The Silly Yak Bakery & Bread Barn,53717,53717,"7866 Mineral Point Rd, Madison",7866 Mineral Point Rd
4882,3038,0,Short Stack Eatery,Short Stack Eatery,53703,53703,"251 State St, Madison",301 W Johnson St
4946,2955,,The Flying Hound Alehouse,The Flying Hound Alehouse,53719,53719,6317 McKee Rd,6317 McKee Rd
4985,2682,,Bourbon Street Grille,Bourbon Street Grille,53713,53713,6312 Metropolitan Ln,6308 Metropolitan Ln
5231,2814,,Jade Garden,Jade Garden,53715,53715,"1109 S Park St, Madison",1109 S Park St
5486,2775,,Perkins Restaurant & Bakery,Perkins Restaurant & Bakery,53705,53705,"5237 University Ave, Madison",5237 University Ave
5845,3574,,Le Village,Le Village,10009,10009,"127 E 7th Street, New York",127 E 7th St
6779,3635,,Becco,Becco,10036,10036,"355 West 46th Street, New York",355 W 46th St
6837,3501,,Colicchio & Sons,Colicchio & Sons Tap Room,10011,10011,"85 10th Avenue, New York",85 10th Ave
4850,2785,,Swad,Swad,53716,53716,"6007 Monona Dr, Madison",6007 Monona Dr
5070,2947,,Taco Bell,Taco Bell,53719,53719,"421 Commerce Dr, Madison",421 Commerce Drive
5487,2831,,Campus Biryani & Gyros,Campus Biryani & Gyros,53711,53711,"1437 Regent St, Madison",1437 Regent St
5802,3512,,Totto Ramen,Totto Ramen,10019,10019,"366 W 52nd Street, New York",366 W 52nd St
6101,3660,,The Little Owl,The Little Owl,10014,10014,"90 Bedford Street, New York",90 Bedford St
6778,3498,,Umami Burger,Umami Burger,10011,10011,"432 Sixth Avenue, New York",432 6th Ave
