#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
#ltable=POINTER
"_id","ltable.id","rtable.id","ltable.title","ltable.director","ltable.year","ltable.cost","ltable.star","rtable.title","rtable.director","rtable.year","rtable.rotten_tomatoes","rtable.review1","rtable.review2","rtable.review3","rtable.review4","rtable.review5","gold"
321,3858,4425,"Gangs of New York (Miramax Award-Winning Collection) [Blu-ray]","Martin Scorsese",2011,$7.50,"Leonardo DiCaprio","Dreams of a Life","Carol Morley",2012,70,"Somewhere at the bottom of this story is an ache about the value of a life.","Its holes or omissions cannot diminish the gaping eloquence of the situation and the questions that arise.","For all its subtext about identity and London's social fabric, ""Dreams of a Life"" leaves too many blanks and is ultimately more frustrating than rewarding.","A riveting tale of a onetime vivacious personality, described by those who knew her as ""stunning,"" ""lovely,"" and ""very well liked,"" but who nevertheless died alone, friendless and seemingly missed by nobody.","Director Morley has at least restored something of a soul to her subject.",0
322,3860,863,"The History of The Royal Navy","Michael Campbell",1992,"Buy SD $9.99,","Patrick Allen","Harry Potter and the Goblet of Fire","Mike Newell",2005,88,"In its last third, The Goblet of Fire builds to a climax of such overpowering dread that you might just forget the rest. Harry grows up in an instant, and the film does, too.","Kloves has streamlined J. K. Rowling's 700-plus-page opus into cinematic fighting form. And the special effects, which threatened to overwhelm the first two movies, are seamlessly integrated.","Goblet of Fire is more effective in these smaller, more intimate moments than in the bloated bombast of its larger set pieces.","It's downright scary how good this movie is.","A marked disappointment after Harry Potter and the Prisoner of Azkaban, this fourth installment in the franchise is a 157-minute holding pattern.",0
323,3860,2006,"The History of The Royal Navy","Michael Campbell",1992,"Buy SD $9.99,","Patrick Allen","Call of the Wild 3D","Richard Gabai",2009,0,"Alternately jerking the audience's tears and splashing snow in their faces, 3-D indie Call of the Wild loses focus (literally) but gets by on its good-hearted demeanor.","Although Call of the Wild would have been a dime a dozen in a previous era, right now, it's so old it feels new again.","Even comparing itself to the beloved book makes this clunky and supposedly family-friendly drama seem worse than it already is.",,,0
324,3931,2089,"End of Watch [Blu-ray]","David Ayer",2013,$7.50,"Jake Gyllenhaal","Saam gwok dzi gin lung se gap (Three Kingdoms: Resurrection of the Dragon)","Daniel Lee",2008,0,,,,,,0
325,3940,4551,"As Good As It Gets","James L. Brooks",1998,$8.40,"Lupe Ontiveros","""For a Good Time, Call...""","Jamie Travis",2012,55,"Watching [Travis] add his kitschy touch to such a witless, faux-edgy movie can only be described as a Travis-ty.","Constantly ducks away from any semblance of adult sexuality, indulging in garish colors and giggle fits.","It's a comedy that isn't always funny as it struggles to find the right tone between raunchy and sweet. It celebrates female friendship in a way few movies do, but good intentions don't always make for a good film.","the concept was rife with possibilities that could synergize with Graynor's fresh appeal as well as her rising-star status. Neither the possibilities nor the synergy happens, mainly due to an underdeveloped story.","Sure, there's some ribald humor, and the subject matter is clearly edgy. However, it's really a sweet story of friendship wrapped in a sexy package.",0
326,3954,5838,"Begin Again","John Carney",2014,"Buy HD $12.99,Buy SD $9.99,","James Corden, Keira Knightley","Begin Again","John Carney",2014,83,"The trouble with this movie -- aside from its lack of visual wonder and musical shape -- is that you don't trust its priorities.","Begin Again is a delight, not only because of its infectious musical vitality but because it follows the unexpected forks in the road.","It's not nearly as good as ""Once"" but still very charming and entertaining.","Gretta's own songs aren't the type to grab you by the throat, but performed with soulful sweetness by Knightley they slowly sink their hooks into you, just like the film itself.","This movie is inspired by the success of the film 'Once', written and directed by John Carney. Carney's new movie has a similar story, but this time, with more money, better music and actors, he's made a better film.",1
327,3955,592,"Universal Classic Monsters: Complete 30-Film Collection (Dracula / Frankenstein / Bride of Frankenstein / Wolf Man / The Mummy / Invisible Man / Creature from the Black Lagoon / Phantom of the Opera)","Arthur Lubin",2014,$147.59,"Nelson Eddy","The Mysterious Geographic Explorations of Jasper Morello","Anthony Lucas",2005,0,,,,,,0
328,3955,4167,"Universal Classic Monsters: Complete 30-Film Collection (Dracula / Frankenstein / Bride of Frankenstein / Wolf Man / The Mummy / Invisible Man / Creature from the Black Lagoon / Phantom of the Opera)","Arthur Lubin",2014,$147.59,"Nelson Eddy","Invisible Ink: Three Short Stories","Christopher Julian",2006,0,,,,,,0
329,3959,57,"The ABCs of Death","Kaare Andrews",2013,"Rent HD $4.99,Rent SD $3.99,Buy HD $12.99,Buy SD $9.99,","Eva Llorach, Miquel Insua","Curse of the Komodo","Jay Andrews",2004,0,,,,,,0
330,3967,759,"American Beauty","Sam Mendes",1999,"Rent HD $3.99,Rent SD $2.99,Buy HD $14.99,Buy SD $9.99,","Kevin Spacey, Annette Bening","American Samurai","Sam Firstenberg",1992,0,"Will a bad script ever overlook a good clich?",,,,,0
331,3974,964,"A Field Full Of Secrets","Charles Maxwell",2014,"Rent HD $4.99,Rent SD $3.99,Buy HD $12.99,Buy SD $9.99,","Colin Andrews, Francine Blake","Fist of Honor","Charles T. Kanganis",1992,0,,,,,,0
332,4016,2816,"The Twilight Saga: Breaking Dawn Part 1 Extended Edition","Bill Condon",2011,"Buy HD $14.99,Buy SD $9.99,","Taylor Lautner, Gil Birmingham","The Twilight Saga: Breaking Dawn Part 2","Bill Condon",2012,48,"A feast of ripe dialogue and bloodsucking action.","Winking, self-aware camp that eventually explodes into a craptacular of the highest order.","If you're looking for a review that will tell you the movie is terrible and its fans are idiots, I'm afraid I must disappoint you.","The film's long middle is still a slog, but the beginning and ending are loud and weird enough to supply solid entertainment.","In ""The Twilight Saga-Breaking Dawn, Part 2,"" Bella gets a much-needed fire in her belly. Her wimpy former self is suddenly a badass.",0
333,4027,1589,"The Lottery of Birth","Raoul Martinez",2013,"Rent HD $3.99,Rent SD $2.99,Buy HD $9.99,Buy SD $7.99,","Michael Albert, Stanley Aronowitz","Next Avengers: Heroes of Tomorrow","Gary Hartle",2008,0,"Rollicking young superhero tale; lots of cartoon violence.","With by-the-numbers characters and only a marginally interesting setup, however, even younger viewers may grow impatient as the film makes its way to a pretty good climax.","Another batch of lost opportunities for Marvel.","The antithesis of what should be done to grab new demographics.",,0
334,4032,4317,"New Hope","Rodney Ray",2012,"Rent SD $3.99,Buy HD $12.99,Buy SD $9.99,","Samuel Davis, Perry Frost","New Hope","Rodney Ray",2012,0,,,,,,1
335,4039,661,"The Last of the Mohicans","Michael Mann",2014,$17.49,"Daniel Day-Lewis","The Last Frontier","Anthony Mann",1955,0,"Victor Mature was never more mature.",,,,,0
336,4077,5743,"The Miracle of Our Lady of Fatima","John Brahm",2006,$12.26,"Angela Clarke","The Fault In Our Stars","Josh Boone",2014,80,"The Fault In Our Stars could indeed become this generation's Love Story -- mildly implausible, but genuinely moving.","The film has enough charm and humor to keep it appealing to a wide audience, and dumbing things down doesn't feel particularly smart or canny, and proves to be a minor distraction to an otherwise majorly entertaining feature.","Far from the shameless emotional pummeling it might have been, this adaptation of John Green's cherished YA cancer drama finds a conduit to earned, understated tears -- a tricky accomplishment given the material.","""The Fault in Our Stars"" may not show the true messiness of cancer, but it does grapple with death and the ability to survive great loss. Maybe that's enough truth for one movie.","Although certain plot points skirt dangerously close to clichs that more cynical viewers will have been dreading, somehow they manage to resolve plausibly.",0
337,4094,399,"For Love of the Game","Sam Raimi",2000,$6.54,"Kevin Costner","Riders of the Plains","Sam Newfield",1931,0,,,,,,0
338,4094,2364,"For Love of the Game","Sam Raimi",2000,$6.54,"Kevin Costner","Thor: Tales Of Asgard","Sam Liu",2011,0,"Animated fantasy has violence, some drinking, and innuendo.","Don't judge this DVD by its cover: the movie might as well be called Young Thor or I Was a Teenaged Norse Deity!",,,,0
339,4124,4438,"The Ultimate Gift","Michael O. Sajbel",2007,,"Drew Fuller","God's Gift to Women","Michael Curtiz",1931,0,,,,,,0
340,4139,3375,"Close Encounters of the Third Kind [Blu-ray]","Steven Spielberg",2011,$11.49,"Melinda Dillon","TinkerBell and the Legend of the NeverBeast","Steve Loter",2014,74,"It's expertly crafted for very young kids, and the snappy length (67 minutes!) makes it a useful option for parents seeking a U-certificate family diversion over the holidays.","For the elementary schoolgirls who make up the target audience, ""Legend of the Neverbeast"" is a welcome visit with their favorite characters, even though Tink herself (Mae Whitman) is reduced to a supporting role.","The titular pixie is a peripheral character in this colorful and cheery new franchise entry.","There's little that feels direct-to-video about this lively, surprisingly cinematic CG adventure.","Full of rich colours, gentle humour and mild spills and thrills, this enchanting tale is sure to delight little girls. Grown-ups could well be charmed, too.",0
341,4172,6229,"Welcome to Me","Shira Piven",2015,"Rent HD $0.99,Rent SD $3.99,Buy HD $12.99,Buy SD $12.99,","Kristen Wiig, Wes Bentley","Welcome to Me","Shira Piven",2015,71,"There's not much plot here and very little in the way of character development. Alice is defined by her disorder and the screenplay isn't interested in delving into her life and relationships.","No shortage of talent here. Pity they're all underused.","Welcome to Me is an unsettling comedy, and I mean that in the best possible way.","""Welcome to Me"" has its charming, funny and sensitive moments, but it also suffers from its own form of instability.","It's a tricky business playing someone who is mentally ill and perhaps should be confined for observation, especially in a dark comedy. Wiig manages to make Alice funny as hell, endearing, sad and sometimes a little frightening.",1
342,4190,4982,"Marley & Me","David Frankel",2008,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $13.99,","Owen Wilson, Jennifer Aniston","""Bless Me, Ultima""","Carl Franklin",2013,71,"Aassured, sensitive, and commendably unpretentious.","The lyrical book is filled with touches of magical realism. On the other hand, the movie is sorely lacking in both magic and realism. It's all very empty and blah.","An offbeat slice of Americana will intrigue thoughtful moviegoers.","Theater firebrand and big-screen presence Miriam Colon portrays Ultima with a minimum of fuss and a gorgeous supply of elder authority.","Writer-director Carl Franklin offers up a tone of heightened reverence that weighs down the material, but there are small, lovely moments when the magic realism approaches the magical.",0
343,4208,3753,"Taste the Blood of Dracula [Blu-ray]","Peter Sasdy",2015,$13.89,"Christopher Lee","The Greening Of Whitney Brown","Peter Skillman Odiorne",2011,13,"It's all extraordinarily predictable, made no more palatable by flat characters and a dull cast.","There's a fair amount of greening, but that doesn't make Whitney any less grating.","As she learns the value of public schools and pickup trucks, her erstwhile friends in Philadelphia seem happy to be rid of her. By movie's end, you'll feel exactly the same.","It flies off the rails in a third act so devoid of logic it could have been concocted on the moon.","Helmer Odiorne creates a suitably groomed pastoral setting for Gilchriest's relentlessly upbeat script, but does little to suggest a context larger than Whitney's limited p.o.v.",0
344,4209,2778,"The Curious Case of Benjamin Button","David Fincher",2008,"Rent HD $3.99,Rent SD $2.99,Buy HD $13.99,Buy SD $9.99,","Cate Blanchett, Brad Pitt","Hansel & Gretel: Warriors of Witchcraft","David DeCoteau",2013,0,"Such potential should have been better realized, even with a small budget.","Bad' films can be loads of fun. Just seek out the classics of Ed Wood. There is, however, no joie de vivre to be found here, just dreary, uncampy mediocrity shoveled up like manure on a pig farm.",,,,0
345,4209,6376,"The Curious Case of Benjamin Button","David Fincher",2008,"Rent HD $3.99,Rent SD $2.99,Buy HD $13.99,Buy SD $9.99,","Cate Blanchett, Brad Pitt","The Gospel of John","David Batty",2014,0,,,,,,0
346,4237,5242,"Rush","Ron Howard",2013,"Buy HD $12.99,Buy SD $9.99,","Chris Hemsworth, Daniel Brhl","Rush","Ron Howard",2013,89,"An entertaining movie with two solid performances that only occasionally stalls because of its sometimes heavy-handed treatment of Hunt and Lauda's differences.","Considering the subject matter, Rush delivers the expected visceral jolts; what's surprising is how endearing it is, even when its two protagonists are behaving like little more than boys with very fast toys.","Thuddingly obvious and proud of it, Rush is a slick, breakneck entertainment.","""Rush"" does for Racing what ""Rocky"" did for Boxing.","Howard's good sense on Rush is to repeat his Frost/Nixon success by surrounding himself with superior writing and acting talent",1
347,4240,1882,"The Fast and the Furious: Tokyo Drift","Justin Lin",2006,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Lucas Black, Damien Marzette","Fast & Furious","Justin Lin",2009,28,"Though I admit the title of the film is slightly dumb, I can't really fault much else going on here.","Provided a cinematic equivalent of NOS to the franchise with a tone shift that helped make it one of the most popular and profitable action series in the last decade.","...a combination of kinetic filmmaking and hulking charisma that can only be called bro bliss.","The tagline for this film is: 'New Model, Original Parts'. It should be: 'Are you dumb enough to pay for the same film twice?'","Bummer.",0
348,4289,2958,"Trade of Innocents","Christopher M. Bessette",2012,"Rent SD $2.99,Buy HD $9.99,Buy SD $7.99,","Dermot Mulroney, Mira Sorvino","La nouvelle guerre des boutons (War of the Buttons)","Christophe Barratier",2012,26,"Although it's updated to World War II and alludes to the Holocaust, this golden-hued remembrance is about as horrific as Hogan's Heroes.","Barratier can't seem to do anything with it other than keep raising the violence and anger.","The two threads aren't really woven together into the sort of tight, overarching theme that the film seems built to convey.","Though it's handled with little subtlety, the way the atmosphere of suspicion in Vichy France filters down to the kids is a smart slant on the material.","Seeing the French Resistance through the eyes of little kids yields a cutesy, simplistic and sentimental would-be fable in War of the Buttons.",0
349,4289,4177,"Trade of Innocents","Christopher M. Bessette",2012,"Rent SD $2.99,Buy HD $9.99,Buy SD $7.99,","Dermot Mulroney, Mira Sorvino","Trade of Innocents","Christopher Bessette",2012,0,"The film fills up its hour-and-a-half harmlessly enough, but nothing's really memorable. Which is rather, bitterly, ironic.","The movie screams of a low budget and pedestrian vision ...","Yes, child trafficking is horrific; but embedding your raise-the-alarm mission in a film this inept runs the risk of arousing more amusement than activism.","Not for the first time in films, noble intent is at odds with aesthetics.","A middling thriller wrapped around a compelling lecture about the child sex trade in Southeast Asia...",1
350,4289,4640,"Trade of Innocents","Christopher M. Bessette",2012,"Rent SD $2.99,Buy HD $9.99,Buy SD $7.99,","Dermot Mulroney, Mira Sorvino","Dose of Reality","Christopher Glatis",2013,0,,,,,,0
351,4296,2356,"Fried Green Tomatoes / Coal Miner's Daughter Double Feature","Michael Apted",2013,$5.00,"Kathy Bates","The Green Hornet","Michel Gondry",2011,43,"[It] clocks in at a bloated 118 minutes. There is not, I promise you, 118 minutes worth of vital plot, special effects or comic business in this movie.","Part origin story, part spoof, part bromance -- the movie can't decide. It winks at itself constantly, but only to hide its cluelessness.","The whole film feels fairly self indulgent on Seth Rogen's part. It's rather dull and quite a letdown.","Aside from the James Franco cameo, this story is one disappointment after another.","This movie would a helluva lot better with paper mache sets.",0
352,4330,2326,"Tyler Perry's Diary of a Mad Black Woman","Darren Grant",2005,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Kimberly Elise, Steve Harris","Scooby-Doo! Curse of the Lake Monster","Brian Levant",2010,0,"...the characters are appealing, and the plot is pure hokum, just as in the cartoon series.",,,,,0
353,4347,19,"X-Men: Days of Future Past - The Rogue Cut","Bryan Singer",2015,"Buy SD $19.99,","Hugh Jackman, James McAvoy","Meng nan da zei yan zhi hu (Image Of Bruce Lee)","Chuan Yang",1978,0,,,,,,0
354,4347,1947,"X-Men: Days of Future Past - The Rogue Cut","Bryan Singer",2015,"Buy SD $19.99,","Hugh Jackman, James McAvoy","Land of the Lost","Brad Silberling",2009,26,"[A] gigantic chunk of scat.","A ragbag of lackadaisical plotting, drugs references, puerile lechery and shiny effects work, an assemblage far from child-friendly yet not quite grungey enough to wow older teens.","Danny McBride and Will Ferrell make it worth a trip to Land of the Lost.","Who is this movie being made for in the first place?","By stringing together a bunch of campy retro set-ups and witty improvs, Land of the Lost manages to be a watchable comedy with plenty of laughs.",0
355,4347,3130,"X-Men: Days of Future Past - The Rogue Cut","Bryan Singer",2015,"Buy SD $19.99,","Hugh Jackman, James McAvoy","The Secret Life Of Walter Mitty","Ben Stiller",2013,50,"This is one of the more disappointing efforts of the holiday movie season.","While the original Mitty was a heartbreakingly sad figure, this Mitty is a weak parable for living life to the fullest (or something like that.)","The Secret Life of Walter Mitty provides fun and laughs, but also meaningful thoughts on life and how we choose to live it, along with a touching lead performance you'll want to root for.","Steve Conrad's script is a jumbled farce, misfiring on comedic executions and inserting beats that have no real relevance to the story.","The Secret Life of Walter Mitty is one charming film to see, and there's nothing wrong with a feel-good movie that makes you feel good about liking it.",0
356,4347,6253,"X-Men: Days of Future Past - The Rogue Cut","Bryan Singer",2015,"Buy SD $19.99,","Hugh Jackman, James McAvoy","Echoes of War","Kane Senes",2015,31,"[A] sluggish post-Civil War drama directed and co-written by Kane Senes that wears its shopworn ideas too heavily on its sleeve.","The somber period western ""Echoes of War"" retraces some well-traveled moral ground but is invigorated by a cast that includes James Badge Dale, Ethan Embry and William Forsythe.","A gloomy, somewhat underwritten story of two families just after the Civil War, an exploration of the kind of disruption that lingers after fighting on the battlefield is over.","There's something stale about Kane Senes's tepid historical drama Echoes of War, which utilizes the genre's symbols without delivering on its potential for moral or narrative satisfaction.","This tale of the futility of revenge works well enough on its own modest terms.",0
357,4362,2826,"The Man with No Name Trilogy (A Fistful of Dollars / For a Few Dollars More / The Good, The Bad, and the Ugly) [Blu-ray]","Sergio Leone",2010,$20.00,"Clint Eastwood","Life of Pi","Ang Lee",2012,87,"Veteran filmmakers will warn you, don't film at sea and don't work with animals. Ang Lee built a vast tank in Taiwan and he whips up awesome storms. [However,] watching the water here is more rewarding than watching the characters.","You'll wish you could watch it with the sound turned off.","The ferocious swells and intent visual beauty Lee has brought to Yann Martel's best-selling seeking-of-the-spiritual yarn quickly evokes a second thought: Kitty, kitty, kitty, nice kitty, here kitty, kitty, kitty, kitty.","Among movies that are intended to be spiritually insightful, this is one of the most hollow and disappointing that I've seen, a surface-level rendering of platitudinous feel-good hooey.","This movie is to be seen and experienced. It is not to be heard.",0
358,4362,5007,"The Man with No Name Trilogy (A Fistful of Dollars / For a Few Dollars More / The Good, The Bad, and the Ugly) [Blu-ray]","Sergio Leone",2010,$20.00,"Clint Eastwood","Blood of Redemption","Giorgio Serafini",2013,0,,,,,,0
359,4378,463,"It's Kind of a Funny Story","Anna Boden",2010,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Keir Gilchrist, Dana DeVestern","Phantom of Chinatown","Phil Rosen",1940,0,"Typical story in the series.",,,,,0
360,4438,5400,"TCM Greatest Classic Legends Film Collection: Doris Day (Calamity Jane / Please Don't Eat the Daisies / Love Me or Leave Me / Romance on the High Seas)","Michael Curtiz",2012,$9.96,"Doris Day","Back in the Day","Michael Rosenbaum",2014,11,"[A] stale, schmaltzy and testosterone-drenched comedy.","There are a lot of odious movies yet to come in 2014, no doubt, but they'll have to work to beat ""Back in the Day"" for awfulness.","Cloying and smug when it's not being unfunny and crass, the high school reunion comedy ""Back in the Day"" hits lows with a frequency that suggests a world-class sharp shooter or free-throw king.","Good for a couple of fart jokes and otherwise utterly forgettable.","There aren't many laughs along the way (unless you count fart jokes), nor is there any nostalgic value.",0
361,4480,1209,"One Of Our Aircraft Is Missing - 1942","Michael Powell",2011,"Buy SD $5.99,","Godfrey Tearle, Eric Portman","Captains of the Clouds","Michael Curtiz",1942,0,,"James Cagney's first color film, an aviation tale, was Oscar nominated for Cinematography and Interior Decoration","Cagney is a bush pilot facing a fleet of Nazi raiders in this morale-boosting aviation drama from Warner Brothers.",,,0
362,4493,45,"The Last Samurai (2003)","Edward Zwick",2003,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Ken Watanabe, Tom Cruise","The Last Samurai","Edward Zwick",2003,65,"It's easy to stand back and wax ironic about The Last Samurai. But it's not all that difficult to succumb to its full-spirited romanticism either.","Competently mounted in its studiedly immersive, elongated way, Zwick's earnest costume epic dresses a knee-jerk, reactionary sensibility in exotic garb.","The Last Samurai is an idyll in which the savageries of existence are transcended by spiritual devotion. That's a beautiful dream, and it gives the film a deep pleasingness, but the fullness of life and its blackest ambiguities are sacrificed.","does honor traditional Japanese culture and ideals and make them accessible to a wider audience","Outstanding action and performance; lots of blood.",1
363,4499,2464,"Phantom of The Paradise (Collector's Edition) [Blu-ray]","Brian De Palma",2014,$17.49,"Paul Williams","Fading Of The Cries","Brian Metcalf",2011,0,"A lumpy melange of supernatural ingredients and distinct genre elements that never cohere.","What are meant to be dazzling, otherworldly images are in fact spit-take ridiculous.","How are we going to get out of here? Sarah squawks at one point, a question that Mr. Dourif ought to have asked his agent long before the cameras began to roll.","This convoluted mess sets new lows in underimagined, overplotted narrative.","A hobbled sci-fi thriller that doesn't have the money to compete with genre big boys, but also lacks an imagination in presentation or execution that might enable it to escape the downward pull of its limitations.",0
364,4523,4223,"Clash of the Titans (2010)","Louis Leterrier",2010,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Sam Worthington, Liam Neeson","King of the Underworld","Lewis Seiler",1939,0,"It's not a very good melodrama, but it was nevertheless enjoyable.",,,,,0
365,4550,3089,"There Will Be Blood (2007) (BD) [Blu-ray]","Various",2008,$8.69,"Various","Wicked Blood","Mark Young",2014,0,"Picture 'The Sopranos' transplanted to the South, with . . . all of the mob action happening in an area that seems so rural you'd think they'd be dealing in raccoon pelts instead of meth.",,,,,0
366,4568,5868,"The Weight of Water","Kathryn Bigelow",2002,"Rent HD $3.99,Rent SD $2.99,Buy HD $11.99,Buy SD $9.99,","Ciarn Hinds, Richard Donat","Abuse of Weakness","Catherine Breillat",2014,86,"""Abuse of Weakness"" is 20 minutes of a great movie and another 85 minutes of nothing much.","With clinical dispassion and narrative elegance, Breillat has constructed what she calls ""a thriller about denial.""","The film's title refers to the French legal term for taking advantage of a person of diminished capacity. The story, though, suggests other interpretations.","As a portrait of what it's like to be suddenly helpless, Abuse Of Weakness is never less than fascinating ...","[A] chilly, dark portrait of two control freaks locking horns.",0
367,4657,5851,"Step Up All In","Trish Sie",2014,"Buy HD $14.99,Buy SD $12.99,","Ryan Guzman, Briana Evigan","Step Up: All In","Trish Sie",2014,43,"""All In"" is a lesser effort in this franchise, but not without its charms.","Reuniting, or really, introducing, the gang is a gimmick. It's also self-destructive-cramming in all these characters chokes up the plot, and who watches a Step Up for the plot?","It's the rare movie that knows its limitations, but also understands how to use form to best convey its strengths ...","When the cast isn't dexterously spinning, ""All In"" turns into a promotional video for Caesars Palace.","The dancing is the star of any of these movies, and Sie knows when to get out of the way and let it do the heavy lifting.",1
368,4674,5269,"Diary of a Lost Girl [Blu-ray]","Georg Wilhelm Pabst",2015,$19.99,"Louise Brooks","The Inevitable Defeat of Mister & Pete","George Tillman Jr.",2013,91,"This is an impressive piece of grass-roots filmmaking.","A gritty, sometimes downright heartwrenching story of two young boys left to fend for themselves for weeks during a boiling-hot summer in a Brooklyn housing project.","Pitched fascinatingly, at times uneasily, between misery and uplift, ""Mister & Pete"" tells the story of an endlessly resourceful child who survives the unimaginable over one long summer.","They may be tiny little kids, but they deliver outsize performances.","""The Inevitable Defeat of Mister & Pete"" is a moving bit of mischief and mayhem that will break your heart, give you hope, make you laugh, possibly cry.",0
369,4679,752,"Made Of Honor","Paul Weiland",2008,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Patrick Dempsey, Michelle Monaghan","Panic in Year Zero! (End of the World)","Ray Milland",1962,63,,,"Mais um fruto da paran_ia coletiva gerada pela Guerra Fria, o filme conta com algumas boas idias, mas  esquemtico demais para aproveit-las a contento.","A silly atomic war story with the prerequisite AIP juvenile delinquents and cheap look.","Intriguing low-budget opus that now seems like a time-capsule of nuclear paranoia",0
370,4679,3377,"Made Of Honor","Paul Weiland",2008,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Patrick Dempsey, Michelle Monaghan","The White Haired Witch of Lunar Kingdom","Zhang Zhiliang",2014,0,"White Haired Witch is plagued with a copious cast and an overly complex storyline. Keeping track of everyone is difficult and the screenplay is laughably bad in spots, making it even less palatable.","The performances are stiff and uninspired, the storyline is trite, the awkward special effects stand out like a sore thumb, and everything is just so elongated that a couple of decent action scenes won't save an hour and a half of complete boredom.","With lame action, dull storytelling and a cast that look like they simply don't care, it's sub-par style over non-existent substance as The White Haired Witch of Lunar Kingdom laboriously plods through its 104 minute running-time.","[a] kitsch-fu confection, with its overblown sentimentalism matched only by its tacky day-glo backgrounds... The action choreography, however, is imaginative and excellent.","With an incomprehensible plot and boring fight scenes there's not much to recommend when it comes to The White Haired Witch of Lunar Kingdom.",0
371,4679,4505,"Made Of Honor","Paul Weiland",2008,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Patrick Dempsey, Michelle Monaghan","Night of the Templar","Paul Sampson",2010,0,,,,,,0
372,4679,6075,"Made Of Honor","Paul Weiland",2008,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Patrick Dempsey, Michelle Monaghan","The White Haired Witch of Lunar Kingdom","Zhang Zhiliang",2014,0,"""White Haired Witch"" is plagued with a copious cast and an overly complex storyline. Keeping track of everyone is difficult and the screenplay is laughably bad in spots, making it even less palatable.","The performances are stiff and uninspired, the storyline is trite, the awkward special effects stand out like a sore thumb, and everything is just so elongated that a couple of decent action scenes won't save an hour and a half of complete boredom.","With lame action, dull storytelling and a cast that look like they simply don't care, it's sub-par style over non-existent substance as The White Haired Witch of Lunar Kingdom laboriously plods through its 104 minute running-time.","[a] kitsch-fu confection, with its overblown sentimentalism matched only by its tacky day-glo backgrounds... The action choreography, however, is imaginative and excellent.","With an incomprehensible plot and boring fight scenes there's not much to recommend when it comes to The White Haired Witch of Lunar Kingdom.",0
373,4723,4938,"Real American Hero","Lou Antonio",1978,"Buy SD $9.99,","Brian Dennehy, Forrest Tucker","Barrio Brawler (American Brawler)","Jose Montesinos",2013,0,,,,,,0
374,4724,1075,"The Da Vinci Code Extended Cut","Ron Howard",2006,"Buy SD $9.99,","Tom Hanks, Audrey Tautou","The Da Vinci Code","Ron Howard",2006,25,"Completing the trail of cryptic clues simply becomes an end in and of itself -- think Sudoku: The Movie -- with little in the way of whimsy, star chemistry or excitement to enliven the dour plod.","Even as a visual aid, The Da Vinci Code is a deep-dyed disappointment. Paris by night never looked murkier.","The exposition is actually the best and most valuable part of the film","Too meekly middlebrow to really affront","What seems credible on page is ludicrous in action.",1
375,4741,503,"Beasts of the Southern Wild","Benh Zeitlin",2012,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $13.99,","Quvenzhan Wallis, Dwight Henry","Battle of the Bulge","Ken Annakin",1998,67,,"The most harrowing sequences in the show occur at the beginning and the end... It's the two-and-a-half hours in between that are the problem.","when all the dust settles, Battle of the Bulge is a really long, really talky movie","Precise, compelling tale of one of WWII's biggest battles.",,0
376,4741,3139,"Beasts of the Southern Wild","Benh Zeitlin",2012,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $13.99,","Quvenzhan Wallis, Dwight Henry","The Legend of Hercules","Renny Harlin",2014,3,"Essentially a Monday Night Raw episode with mythological dressing.","The dialogue isn't dubbed, but is written and delivered so indifferently that it might as well have been.","[Other ""Hercules"" movies] at least nodded at classical mythology. Harlin's boasts a Hercules in name chiefly and banks on moviegoers' ignorance.","It delivers what it promises, which is muscular guys in skimpy clothes fighting and howling, as well as some large-scale digitally enhanced battle sequences.","The Legend of Hercules may not track, but Harlin still knows how to set up a rousing circus.",0
