ID,Name,Director,Creator,Duration,Rating,Year,Release_Date,Genre
tt2309260,The Gallows,"Travis Cluff,Chris Lofing","Travis Cluff,Chris Lofing",81 min,4.3,2015,10 July 2015 (USA),"Horror,Thriller"
tt1958053,Changing Hearts,Brian Brough,"Jennifer Jan,Brittany Wiscombe",,6.0,2012,7 July 2012 (USA),Family
tt0057189,Island of Love,Morton DaCosta,"Leo Katcher,David R. Schwartz",101 min,5.1,1963,25 October 1963 (Finland),Comedy
tt0011979,The Blot,Lois Weber,"Marion Orth,Lois Weber",80 min,6.7,1921,4 September 1921 (USA),Drama
tt0012408,The Love Light,Frances Marion,Frances Marion,89 min,6.6,1921,9 January 1921 (USA),Drama
tt0024388,No Other Woman,J. Walter Ruben,"Wanda Tuchock,Bernard Schubert",58 min,6.1,1933,6 January 1933 (USA),Drama
tt0021472,Three Faces East,Roy Del Ruth,"Arthur Caesar,Arthur Caesar",71 min,5.7,1930,26 August 1930 (USA),Drama
tt0021761,Consolation Marriage,Paul Sloane,"Bill Cunningham,Humphrey Pearson",81 min,6.0,1931,21 November 1931 (USA),Drama
tt0023759,Ann Vickers,John Cromwell,"Jane Murfin,Sinclair Lewis",76 min,6.1,1933,6 October 1933 (USA),"Drama,Romance"
tt2311428,Windsor Drive,Natalie Bible',T.R. Gough,90 min,4.2,2015,28 August 2015 (USA),"Mystery,Thriller"
tt0026866,Peter Ibbetson,Henry Hathaway,"Vincent Lawrence,Waldemar Young",88 min,7.1,1935,7 November 1935 (USA),"Drama,Fantasy,Romance"
tt1512235,Super,James Gunn,James Gunn,96 min,6.8,2010,10 June 2011 (Iceland),"Comedy,Crime"
tt3202708,Salvation Street,Ralph E. Portillo,"Rick Joseph,Israel Matos",86 min,5.2,2014,,Family
tt0054861,The Exiles,Kent Mackenzie,Kent Mackenzie,72 min,7.0,1961,13 July 1961 (USA),Drama
tt0406304,Undercover Kids,Ralph E. Portillo,"Gibbs Davis,Charles Salzberg",82 min,4.2,2004,22 February 2004 (USA),Family
tt0025335,Judge Priest,John Ford,"Irvin S. Cobb,Dudley Nichols",80 min,6.5,1934,28 September 1934 (USA),"Comedy,Drama,Romance"
tt0795383,Frank,Douglas Cheney,Robin Bradford,90 min,5.0,2007,2007 (USA),Family
tt1313096,Becoming Jesse Tate,Ralph E. Portillo,"Jamie Elliott,Jamie Elliott",89 min,5.3,2009,1 March 2009 (USA),Family
tt3849692,Operator,"Amariah Olson,Obin Olson","Dwain Worrell,Dwain Worrell",88 min,4.4,2015,2015 (USA),"Action,Drama,Thriller"
tt4503598,Emelie,Michael Thelin,"Richard Raymond Harry Herbeck,Richard Raymond Harry Herbeck",80 min,6.0,2015,22 April 2015 (USA),Thriller
tt0012675,The Sheik,George Melford,"Edith Maude Hull,Monte M. Katterjohn",80 min,7.3,1921,20 November 1921 (USA),"Adventure,Drama,Romance"
tt0017416,The Son of the Sheik,George Fitzmaurice,"Edith Maude Hull,Frances Marion",68 min,7.5,1926,5 September 1926 (USA),"Adventure,Drama"
tt0017350,The Scarlet Letter,Victor Sjöström,"Nathaniel Hawthorne,Frances Marion",115 min,7.8,1926,8 January 1927 (USA),Drama
tt0014972,He Who Gets Slapped,Victor Sjöström,"Leonid Andreyev,Carey Wilson",95 min,7.8,1924,22 December 1924 (USA),"Drama,Romance,Thriller"
tt0081353,Popeye,Robert Altman,"Jules Feiffer,E.C. Segar",114 min,5.2,1980,12 December 1980 (USA),"Adventure,Comedy,Family"
tt3727982,Ava's Possessions,Jordan Galland,Jordan Galland,89 min,5.9,2015,13 March 2015 (USA),"Mystery,Sci-Fi,Thriller"
tt2254131,Shelter,"Wrion Bowling,Adam C. Caudill","Wrion Bowling,Adam C. Caudill",97 min,4.7,2015,21 April 2015 (USA),"Drama,Sci-Fi,Thriller"
tt2591692,Boiling Pot,Omar Ashmawey,"Ibrahim Ashmawey,Omar Ashmawey",95 min,5.0,2015,29 September 2015 (USA),"Crime,Drama,History"
tt3541080,Pod,Mickey Keating,"Mickey Keating,Mickey Keating",76 min,4.2,2015,28 August 2015 (USA),"Horror,Mystery,Thriller"
tt3603808,The Diabolical,Alistair Legrand,"Luke Harvis,Alistair Legrand",86 min,5.7,2015,16 October 2015 (USA),"Horror,Sci-Fi,Thriller"
tt3800796,The Exorcism of Molly Hartley,Steven R. Monroe,Matt Venne,96 min,4.5,2015,9 October 2015 (USA),Horror
tt0079822,Roller Boogie,Mark L. Lester,"Barry Schneider,Irwin Yablans",103 min,4.3,1979,21 December 1979 (USA),"Drama,Music,Romance"
tt0091991,Soul Man,Steve Miner,Carol Black,104 min,5.1,1986,24 October 1986 (USA),"Comedy,Romance"
tt0088757,Avenging Angel,Robert Vincent O'Neill,"Joseph Michael Cala,Robert Vincent O'Neill",93 min,4.7,1985,11 January 1985 (USA),"Action,Crime,Thriller"
tt0090213,Tuff Turf,Fritz Kiersch,"Jette Rinck,Greg Collins O'Neill",112 min,6.2,1985,11 January 1985 (USA),"Action,Drama"
tt0077589,Fyre,Richard Grand,"Richard Grand,Ted Zephro",90 min,4.4,1979,February 1979 (USA),Drama
tt0089679,The New Kids,Sean S. Cunningham,"Stephen Gyllenhaal,Stephen Gyllenhaal",110 min,5.9,1985,18 January 1985 (USA),"Drama,Horror,Thriller"
tt0087795,Night Patrol,Jackie Kong,"Murray Langston,William A. Levey",85 min,4.7,1984,16 November 1984 (USA),Comedy
tt0103690,Angel 4: Undercover,Richard Schenkman,"Dode B. Levenson,Frank Chance",94 min,4.9,1994,27 July 1994 (USA),"Action,Drama"
tt0094656,Angel III: The Final Chapter,Tom DeSimone,"Robert Vincent O'Neill,Joseph Michael Cala",99 min,5.1,1988,10 November 1988 (USA),"Action,Drama"
tt0086143,Private School,Noel Black,"Dan Greenburg,Suzanne O'Malley",89 min,5.1,1983,29 July 1983 (USA),"Comedy,Romance"
tt0022778,The Conquerors,William A. Wellman,"Robert Lord,Howard Estabrook",86 min,6.4,1932,18 November 1932 (USA),"Drama,Western"
tt2900624,All Hallows' Eve,Damien Leone,Damien Leone,83 min,4.7,2013,29 October 2013 (USA),"Horror,Thriller"
tt4392454,Slumlord,Victor Zarcoff,Victor Zarcoff,87 min,6.0,2015,17 July 2015 (Canada),"Drama,Horror"
tt0113253,Halloween: The Curse of Michael Myers,Joe Chappelle,"Debra Hill,John Carpenter",87 min,4.9,1995,29 September 1995 (USA),"Horror,Thriller"
tt0087298,Friday the 13th: The Final Chapter,Joseph Zito,"Victor Miller,Ron Kurz",91 min,5.9,1984,13 April 1984 (USA),"Horror,Thriller"
tt1311067,Halloween II,Rob Zombie,Rob Zombie,105 min,4.9,2009,28 August 2009 (USA),Horror
tt0063350,Night of the Living Dead,George A. Romero,"John A. Russo,George A. Romero",96 min,8.0,1968,1 October 1968 (USA),Horror
tt0089822,Police Academy 2: Their First Assignment,Jerry Paris,"Neal Israel,Pat Proft",87 min,5.6,1985,29 March 1985 (USA),"Comedy,Crime"
tt3597448,Girl on the Edge,Jay Silverman,"Joey Curtis,Joey Curtis",100 min,8.6,2015,2015 (USA),"Drama,Family"
tt0097474,Halloween 5,Dominique Othenin-Girard,"John Carpenter,Debra Hill",96 min,5.2,1989,13 October 1989 (USA),"Horror,Thriller"
tt0220506,Halloween: Resurrection,Rick Rosenthal,"Debra Hill,John Carpenter",94 min,4.1,2002,12 July 2002 (USA),"Comedy,Horror,Thriller"
tt1762308,Midway to Heaven,Michael Flynn,"Shelley Bingham-Husk,Michael Flynn",80 min,6.2,2011,4 February 2011 (USA),"Comedy,Family,Romance"
tt1288505,Scout Camp,Garrett Batty,Garrett Batty,,3.5,2009,23 January 2009 (USA),"Comedy,Family"
tt1109520,The Singles 2nd Ward,Kurt Hale,"Kurt Hale,John E. Moyer",,4.9,2007,11 December 2007 (USA),Comedy
tt0327137,Secondhand Lions,Tim McCanlies,Tim McCanlies,109 min,7.6,2003,19 September 2003 (USA),"Comedy,Drama,Family"
tt5002544,Miracle Maker,John Lyde,Sally Meyer,,,2015,3 November 2015 (USA),Family
tt0350022,Quigley,William Byron Hillman,William Byron Hillman,89 min,2.5,2003,3 February 2003 (USA),"Comedy,Family"
tt2366001,The Last Intervention,Giovanny Blanco,Sarah Thorp,98 min,5.3,2012,,"Comedy,Drama,Family"
tt0083972,Friday the 13th Part III,Steve Miner,"Martin Kitrosser,Carol Watson",95 min,5.7,1982,13 August 1982 (USA),"Horror,Thriller"
tt3007524,Little Savages,Paul Tomborello,"L.J. Johnson,Paul Tomborello",,7.6,2014,,Family
tt0399512,The Prisoner's Story,"Gaston Méliès,Georges Méliès",,,7.8,1912,17 September 1912 (USA),"Short,Thriller,Drama"
tt1726883,Sam Steele and the Crystal Chalice,Tom Whitus,Tom Whitus,90 min,6.6,2011,21 November 2011 (USA),Family
tt1239257,Matchmaker Mary,Tom Whitus,Tom Whitus,94 min,6.9,2008,September 2008 (USA),Family
tt0991150,Christmas in Wonderland,James Orr,"Wanda Birdsong Shope,James Orr",95 min,4.8,2007,27 December 2007 (Russia),"Comedy,Crime,Family"
tt0028118,Poor Little Rich Girl,Irving Cummings,"Sam Hellman,Gladys Lehman",79 min,7.1,1936,18 July 1936 (USA),"Adventure,Family,Musical"
tt0026252,Curly Top,Irving Cummings,"Patterson McNutt,Arthur J. Beckhard",75 min,6.9,1935,26 July 1935 (USA),"Family,Musical,Romance"
tt0042327,Cheaper by the Dozen,Walter Lang,"Lamar Trotti,Frank B. Gilbreth Jr.",86 min,7.1,1950,April 1950 (USA),"Comedy,Drama,Family"
tt3757982,Fast & Furious: Supercharged,Thierry Coup,Chick Russell,,7.7,2015,25 June 2015 (USA),"Short,Action"
tt3522806,Mechanic: Resurrection,Dennis Gansel,"Philip Shelby,Tony Mosher",,,2016,26 August 2016 (USA),"Action,Crime,Thriller"
tt3991412,The 9th Life of Louis Drax,Alexandre Aja,"Liz Jensen,Max Minghella",,,2015,2015 (USA),Thriller
tt0090728,Big Trouble in Little China,John Carpenter,"Gary Goldman,David Z. Weinstein",99 min,7.3,1986,2 July 1986 (USA),"Action,Adventure,Comedy"
tt1497617,I Am,John Ward,John Ward,89 min,3.5,2010,10 October 2010 (USA),Drama
tt1103276,Tuning In,David Thomas,David Thomas,80 min,7.2,2008,2 September 2008 (USA),Documentary
tt2015370,Finding Joe,Patrick Takaya Solomon,Patrick Takaya Solomon,80 min,6.4,2011,30 September 2011 (USA),Documentary
tt3210602,All I Want for Christmas,Fred Olen Ray,"Michael Ciminera,Richard Gnolfo",88 min,5.4,2013,15 December 2013 (USA),"Comedy,Family"
tt0310951,"Ram Dass, Fierce Grace",Mickey Lemle,,93 min,7.7,2001,21 May 2001 (USA),Documentary
tt1287838,Happiness Is,Andrew Shapter,Andrew Shapter,82 min,6.9,2009,30 July 2009 (USA),Documentary
tt1252298,The Human Experience,Charles Kinnane,Michael Campo,90 min,7.2,2008,12 June 2008 (USA),Documentary
tt1532588,With One Voice,Eric Temple,"Carol Flickstein,Matthew Flickstein",78 min,7.9,2009,21 September 2009 (USA),Documentary
tt1212007,The Dhamma Brothers,"Andrew Kukura,Jenny Phillips",,76 min,7.5,2008,11 April 2008 (USA),Documentary
tt2149360,Found,Scott Schirmer,"Todd Rigney,Scott Schirmer",103 min,5.8,2012,14 July 2012 (USA),"Drama,Horror,Thriller"
tt2057953,Kindness Is Contagious,David Gaz,David Gaz,75 min,4.3,2014,,"Documentary,Family"
tt0089173,Friday the 13th: A New Beginning,Danny Steinmann,"Martin Kitrosser,David Cohen",92 min,4.7,1985,22 March 1985 (USA),"Horror,Mystery,Thriller"
tt0059346,Invasion of Astro-Monster,Ishirô Honda,Shin'ichi Sekizawa,93 min,6.4,1965,29 July 1970 (USA),"Action,Adventure,Romance"
tt0197521,"Godzilla, King of the Monsters!","Ishirô Honda,Terry O. Morse","Takeo Murata,Ishirô Honda",80 min,6.7,1956,27 April 1956 (USA),"Action,Horror,Sci-Fi"
tt4181400,The Sparrows: Nesting,"Nancy Criss,Josh Hodgins","Kevin Alan Kent,Kenneth Lemm",92 min,6.9,2015,19 January 2015 (USA),"Drama,Family"
tt0091080,Jason Lives: Friday the 13th Part VI,Tom McLoughlin,Tom McLoughlin,86 min,5.8,1986,1 August 1986 (USA),"Horror,Thriller"
tt0462571,The Legend of Tillamook's Gold,Jane Beaumont Hall,"Richard A. Doyon,Jane Beaumont Hall",107 min,5.3,2006,23 April 2006 (USA),Family
tt0239463,High School Spirits,Michael L. Schaertl,"Norman Kennedy,Michael L. Schaertl",,4.2,1986,1986 (USA),"Thriller,Comedy,Horror"
tt0052990,The Last Angry Man,Daniel Mann,"Gerald Green,Richard Murphy",100 min,7.1,1959,February 1960 (Austria),Drama
tt0095179,Friday the 13th Part VII: The New Blood,John Carl Buechler,"Daryl Haney,Manuel Fidello",88 min,5.2,1988,13 May 1988 (USA),Horror
tt3970280,A Magic Christmas,R. Michael Givens,"Gregory Poppen,Jon Young",80 min,5.9,2014,28 October 2014 (USA),Family
tt3875548,On the Wing,"Jerry Casagrande,Dan DeLuca",Jerry Casagrande,95 min,,2015,,"Adventure,Comedy,Family"
tt1858729,Beyond the Heavens,Corbin Bernsen,Corbin Bernsen,85 min,5.3,2013,1 October 2013 (USA),Family
tt0969250,Dog Gone,Mark Stouffer,"Dennis S. Johnson,Mark Stouffer",,4.7,2008,28 February 2008 (USA),"Comedy,Family,Fantasy"
tt1772850,Exit 33,Tommy Brunswick,"Norman Koza,Mark Myers",89 min,3.3,2011,2 August 2011 (USA),Horror
tt1728973,The Family,"Joe Hollow,Wolfgang Meyer",Joe Hollow,88 min,4.2,2011,12 November 2013 (USA),"Horror,Thriller"
tt3601460,Road Trip of the Dead,William Sanders,William Sanders,,,2015,,Horror
tt2355462,Cool as Hell,James Balsamo,James Balsamo,100 min,4.0,2013,19 February 2013 (USA),"Comedy,Horror"
tt0471032,Sea of Dust,Scott Bunt,Scott Bunt,90 min,3.1,2008,25 October 2008 (USA),"Comedy,Fantasy,Horror"
tt1409798,Exit to Hell,Robert Conway,"Robert Conway,Robert Conway",81 min,3.4,2013,5 November 2013 (USA),"Action,Horror,Thriller"
tt0478970,Ant-Man,Peyton Reed,"Edgar Wright,Joe Cornish",117 min,7.7,2015,17 July 2015 (USA),"Action,Adventure,Sci-Fi"
tt2381249,Mission: Impossible - Rogue Nation,Christopher McQuarrie,"Christopher McQuarrie,Christopher McQuarrie",131 min,7.7,2015,31 July 2015 (USA),"Action,Adventure,Thriller"
tt1446714,Prometheus,Ridley Scott,"Jon Spaihts,Damon Lindelof",124 min,7.0,2012,8 June 2012 (USA),"Adventure,Mystery,Sci-Fi"
tt3685310,Big Baby,Stephen Langford,Stephen Langford,82 min,,2015,,Family
tt0758746,Friday the 13th,Marcus Nispel,"Damian Shannon,Mark Swift",97 min,5.6,2009,13 February 2009 (USA),Horror
tt2321269,Heaven's Door,Craig Clyde,"Craig Clyde,Bryce W. Fillmore",98 min,5.6,2013,12 April 2013 (France),Family
tt0110432,Magic Kid II,Stephen Furst,"Nick Stone,Stephen Furst",87 min,4.0,1994,7 December 1994 (USA),"Comedy,Family"
tt2350954,Santa's Summer House,David DeCoteau,Andrew Helm,90 min,3.6,2012,,Family
tt3956318,The Peculiar Perils of Penelope Peacock,Paul Allan Brunotto,"Paul Allan Brunotto,Sonia Woodfield",,,2015,,Family
tt3053102,In Gramps' Shoes,Chip Rossetti,Donald James Parker,,5.6,2014,,Family
tt1489881,9000 Needles,Doug Dearth,,83 min,7.0,2009,October 2009 (USA),"Documentary,Drama,Family"
tt1343727,Dredd,Pete Travis,"John Wagner,Carlos Ezquerra",95 min,7.0,2012,21 September 2012 (USA),"Action,Sci-Fi"
tt0091828,Raw Deal,John Irvin,"Luciano Vincenzoni,Sergio Donati",106 min,5.4,1986,6 June 1986 (USA),"Action,Crime,Thriller"
tt0089893,Red Sonja,Richard Fleischer,"Robert E. Howard,Clive Exton",89 min,4.9,1985,3 July 1985 (USA),"Action,Adventure,Fantasy"
tt1352824,Chloe,Atom Egoyan,"Erin Cressida Wilson,Anne Fontaine",96 min,6.3,2009,26 March 2010 (USA),"Drama,Mystery,Thriller"
tt1582507,House at the End of the Street,Mark Tonderai,"David Loucka,Jonathan Mostow",101 min,5.6,2012,21 September 2012 (USA),"Horror,Mystery,Thriller"
tt1827578,The End of Love,Mark Webber,Mark Webber,89 min,6.0,2012,21 January 2012 (USA),Drama
tt1131734,Jennifer's Body,Karyn Kusama,Diablo Cody,102 min,5.1,2009,18 September 2009 (USA),"Comedy,Horror"
tt1426329,Lovelace,"Rob Epstein,Jeffrey Friedman",Andy Bellin,93 min,6.2,2013,8 August 2013 (Croatia),"Biography,Drama"
tt2637294,Hot Tub Time Machine 2,Steve Pink,"Josh Heald,Josh Heald",93 min,5.1,2015,20 February 2015 (USA),"Comedy,Sci-Fi"
tt2120120,Pixels,Chris Columbus,"Tim Herlihy,Timothy Dowling",106 min,5.6,2015,24 July 2015 (USA),"Action,Comedy,Sci-Fi"
tt2557490,A Million Ways to Die in the West,Seth MacFarlane,"Seth MacFarlane,Alec Sulkin",116 min,6.1,2014,30 May 2014 (USA),"Comedy,Western"
tt2561572,Get Hard,Etan Cohen,"Jay Martel,Ian Roberts",100 min,6.1,2015,27 March 2015 (USA),"Comedy,Crime"
tt0113492,Judge Dredd,Danny Cannon,"John Wagner,Carlos Ezquerra",96 min,5.4,1995,30 June 1995 (USA),"Action,Crime,Sci-Fi"
tt1418377,"I, Frankenstein",Stuart Beattie,"Stuart Beattie,Kevin Grevioux",92 min,5.1,2014,24 January 2014 (USA),"Action,Fantasy,Sci-Fi"
tt3749816,Who the F#@K Took My Daughter?,"Jason Friedberg,Aaron Seltzer","Jason Friedberg,Aaron Seltzer",,,2015,,Comedy
tt2933474,Superfast!,"Jason Friedberg,Aaron Seltzer","Jason Friedberg,Aaron Seltzer",99 min,4.0,2015,3 April 2015 (USA),Comedy
tt1666186,Vampires Suck,"Jason Friedberg,Aaron Seltzer","Jason Friedberg,Aaron Seltzer",82 min,3.5,2010,18 August 2010 (USA),Comedy
tt0466342,Date Movie,"Aaron Seltzer,Jason Friedberg","Jason Friedberg,Aaron Seltzer",83 min,2.7,2006,17 February 2006 (USA),"Comedy,Romance"
tt2499414,Best Night Ever,"Jason Friedberg,Aaron Seltzer","Jason Friedberg,Aaron Seltzer",90 min,3.9,2013,26 December 2013 (USA),Comedy
tt3138104,The Hungover Games,Josh Stolberg,"Kyle Barnett Anderson,Kyle Barnett Anderson",85 min,3.8,2014,18 February 2014 (USA),Comedy
tt0074705,Jack and the Beanstalk,Gisaburo Sugii,Peter J. Solmo,93 min,7.4,1974,13 February 1976 (USA),"Animation,Adventure,Family"
tt0044762,Jack and the Beanstalk,Jean Yarbrough,"Nathaniel Curtis,Pat Costello",70 min,6.1,1952,12 April 1952 (USA),"Comedy,Family,Fantasy"
tt1079968,Jack and the Beanstalk,Gary J. Tunnicliffe,"Flip Kobler,Cindy Marcus",94 min,4.7,2009,6 November 2009 (USA),"Adventure,Comedy,Family"
tt0174917,Merlin's Shop of Mystical Wonders,Kenneth J. Berton,Kenneth J. Berton,92 min,2.3,1996,,Fantasy
tt0264388,Baby Ghost,Donald G. Jackson,Mark Williams,86 min,3.0,1995,,"Comedy,Family,Horror"
tt0240867,Ride with the Devil,Donald G. Jackson,"Donald G. Jackson,Scott Shaw",,4.7,1999,,Horror
tt0078159,Return to Boggy Creek,Tom Moore,John David Woody,85 min,2.2,1977,1977 (USA),"Family,Horror,Drama"
tt0110847,Playing Dangerous,Lawrence Lanoff,"Sam Gottlieb,Rosalind Robinson",86 min,4.3,1995,29 April 1995 (South Korea),"Comedy,Drama,Thriller"
tt3314434,Bound by Sea,Nathan Daniel,,88 min,6.7,2013,,"Documentary,Adventure,Drama"
tt2058575,As I Stand,Carlo Nicoletta,"Carlo Nicoletta,Carlo Nicoletta",116 min,6.9,2013,5 February 2013 (USA),"Drama,Family"
tt1422916,One Hit from Home,"Johnny Meier,David Aaron Stone","Mary Louise Gemmill,Johnny Meier",,4.4,2012,6 March 2012 (USA),"Drama,Family,Sport"
tt1680311,Home Run Showdown,Oz Scott,"Tim Cavanaugh,John Bella",94 min,4.7,2012,27 July 2012 (USA),"Family,Sport"
tt0101917,Freddy's Dead: The Final Nightmare,Rachel Talalay,"Wes Craven,Rachel Talalay",89 min,4.9,1991,13 September 1991 (USA),"Comedy,Horror,Thriller"
tt0089686,A Nightmare on Elm Street 2: Freddy's Revenge,Jack Sholder,"David Chaskin,Wes Craven",87 min,5.3,1985,1 November 1985 (USA),Horror
tt1028576,Secretariat,Randall Wallace,"Mike Rich,William Nack",123 min,7.2,2010,8 October 2010 (USA),"Drama,Family,History"
tt0057473,Savage Sam,Norman Tokar,"Fred Gipson,Fred Gipson",103 min,6.3,1963,1 June 1963 (USA),"Western,Family,Adventure"
tt0089385,The Journey of Natty Gann,Jeremy Kagan,Jeanne Rosenberg,101 min,7.0,1985,27 September 1985 (USA),"Family,Adventure"
tt0104938,Munchie,Jim Wynorski,"R.J. Robertson,Jim Wynorski",80 min,3.7,1992,May 1992 (USA),"Comedy,Family,Fantasy"
tt0095894,Pound Puppies and the Legend of Big Paw,Pierre DeCelles,"Terrence McDonnell,Jim Carlson",76 min,4.8,1988,18 March 1988 (USA),"Animation,Comedy,Family"
tt0131704,The Adventures of Rocky & Bullwinkle,Des McAnuff,"Jay Ward,Kenneth Lonergan",92 min,4.1,2000,30 June 2000 (USA),"Animation,Adventure,Comedy"
tt0120029,RocketMan,Stuart Gillard,"Oren Aviv,Craig Mazin",95 min,5.9,1997,10 October 1997 (USA),"Comedy,Family,Sci-Fi"
tt0141369,Inspector Gadget,David Kellogg,"Andy Heyward,Jean Chalopin",78 min,4.1,1999,23 July 1999 (USA),"Action,Adventure,Comedy"
tt0154587,"Hey There, It's Yogi Bear","Joseph Barbera,William Hanna","Joseph Barbera,Warren Foster",89 min,6.5,1964,3 June 1964 (USA),"Animation,Adventure,Comedy"
tt0099878,Jetsons: The Movie,"Joseph Barbera,William Hanna","Dennis Marks,Carl Sautter",82 min,5.5,1990,6 July 1990 (USA),"Animation,Comedy,Family"
tt0082679,"Looney, Looney, Looney Bugs Bunny Movie",Friz Freleng,"John W. Dunn,David Detiege",79 min,7.1,1981,20 November 1981 (USA),"Family,Animation,Comedy"
tt0083701,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,"Friz Freleng,Chuck Jones","John W. Dunn,David Detiege",74 min,7.0,1982,19 November 1982 (USA),"Animation,Adventure,Comedy"
tt0085390,Daffy Duck's Movie: Fantastic Island,"Phil Monroe,Friz Freleng","John W. Dunn,David Detiege",78 min,7.0,1983,5 August 1983 (USA),"Family,Animation,Comedy"
tt0289408,The Powerpuff Girls Movie,Craig McCracken,"Charlie Bean,Lauren Faust",73 min,6.5,2002,3 July 2002 (USA),"Animation,Action,Adventure"
tt0055186,Misty,James B. Clark,"Marguerite Henry,Ted Sherdeman",91 min,6.5,1961,4 June 1961 (USA),"Family,Drama"
tt0057579,The Three Lives of Thomasina,Don Chaffey,"Robert Westerby,Paul Gallico",97 min,7.2,1963,4 June 1964 (USA),"Drama,Family"
tt2316383,Adventures of Bailey: Christmas Hero,Steve Franke,"Lucille Cardenas,Liz Franke",,6.9,2012,6 November 2012 (USA),Family
tt0082378,Final Exam,Jimmy Huston,Jimmy Huston,89 min,4.6,1981,5 June 1981 (USA),Horror
tt0120550,Zeus and Roxanne,George Miller,Tom Benedek,98 min,5.2,1997,24 January 1997 (USA),"Adventure,Comedy,Family"
tt3654972,Merry Ex-Mas,Brian Skiba,Alexandra Julson,90 min,4.1,2014,5 December 2014 (USA),"Comedy,Drama,Family"
tt1684225,I Heart Shakey,Kevin Cooper,"Kevin Cooper,Eric Stolze",90 min,3.8,2012,29 June 2012 (USA),"Adventure,Comedy,Family"
tt4952388,Traveling Without Moving,Estlin Feigley,"Colin Costello,Estlin Feigley",,,2016,2016 (USA),"Adventure,Family,Sci-Fi"
tt1032746,Ace of Hearts,David Mackay,Frederick Ayeroff,100 min,5.7,2008,6 May 2008 (USA),"Drama,Family"
tt4469200,The Dog Who Saved Summer,Sean Olson,"Michael Ciminera,Michael Ciminera",89 min,5.0,2015,9 June 2015 (USA),Family
tt4076824,Beverly Hills Christmas,Brian Skiba,"F.D. Lewis,Mike Rutkowski",,,2015,,Family
tt0091815,Quiet Cool,Clay Borris,"Clay Borris,Susan Vercellino",80 min,5.5,1986,8 November 1986 (USA),Action
tt2599226,An Easter Bunny Puppy,David DeCoteau,Sebastian Dinwiddie,90 min,2.2,2013,1 March 2013 (USA),Family
tt0395584,The Devil's Rejects,Rob Zombie,"Rob Zombie,Rob Zombie",107 min,6.9,2005,22 July 2005 (USA),"Crime,Drama,Horror"
tt0251736,House of 1000 Corpses,Rob Zombie,Rob Zombie,89 min,6.0,2003,11 April 2003 (USA),Horror
tt0324216,The Texas Chainsaw Massacre,Marcus Nispel,"Kim Henkel,Tobe Hooper",98 min,6.2,2003,17 October 2003 (USA),Horror
tt0211443,Jason X,James Isaac,"Victor Miller,Todd Farmer",91 min,4.4,2001,26 April 2002 (USA),"Horror,Sci-Fi,Thriller"
tt0420294,The Texas Chainsaw Massacre: The Beginning,Jonathan Liebesman,"Sheldon Turner,Sheldon Turner",91 min,5.9,2006,6 October 2006 (USA),Horror
tt0038172,Thunderhead - Son of Flicka,Louis King,"Mary O'Hara,Dwight Cummins",78 min,6.2,1945,10 August 1945 (Brazil),Family
tt0040402,Green Grass of Wyoming,Louis King,"Martin Berkeley,Mary O'Hara",89 min,6.4,1948,3 June 1948 (USA),"Drama,Family,Western"
tt0038361,Black Beauty,Max Nosseck,"Anna Sewell,Lillie Hayward",74 min,5.7,1946,29 August 1946 (USA),"Drama,Family,Romance"
tt2389182,Cheap Thrills,E.L. Katz,"David Chirchirillo,Trent Haaga",88 min,6.8,2013,21 March 2014 (USA),"Comedy,Crime,Drama"
tt4115932,Hollywood Adventures,Timothy Kendall,"Brice Beckham,Brice Beckham",,5.3,2015,26 June 2015 (China),"Action,Adventure,Comedy"
tt0454841,The Hills Have Eyes,Alexandre Aja,"Alexandre Aja,Grégory Levasseur",107 min,6.4,2006,10 March 2006 (USA),"Horror,Thriller"
tt3411432,All Creatures Big and Small,"Toby Genkel,Sean McCormack","Richie Conroy,Toby Genkel",87 min,5.6,2015,1 July 2015 (USA),"Animation,Adventure,Comedy"
tt0844708,The Last House on the Left,Dennis Iliadis,"Adam Alleca,Carl Ellsworth",110 min,6.6,2009,13 March 2009 (USA),"Horror,Thriller"
tt2967224,Hot Pursuit,Anne Fletcher,"David Feeney,John Quaintance",87 min,5.0,2015,8 May 2015 (USA),"Action,Comedy,Crime"
tt4250960,A Mouse Tale,"David Bisbano,Mychal Simka","David Bisbano,Raquel Faraoni",92 min,5.5,2015,7 April 2015 (Kuwait),Animation
tt3450650,Paul Blart: Mall Cop 2,Andy Fickman,"Kevin James,Nick Bakay",94 min,4.4,2015,17 April 2015 (USA),"Action,Comedy,Crime"
tt2828954,7 Minutes,Jay Martin,Jay Martin,92 min,5.0,2014,26 June 2015 (USA),"Crime,Drama,Thriller"
tt0295700,Wrong Turn,Rob Schmidt,Alan B. McElroy,84 min,6.1,2003,30 May 2003 (USA),Horror
tt1537481,Space Chimps 2: Zartog Strikes Back,John H. Williams,Robert Moreland,76 min,2.7,2010,28 May 2010 (UK),"Animation,Family,Sci-Fi"
tt0067065,Escape from the Planet of the Apes,Don Taylor,"Paul Dehn,Pierre Boulle",98 min,6.3,1971,21 May 1971 (USA),"Action,Sci-Fi"
tt0430779,Everyone's Hero,"Colin Brady,Christopher Reeve","Robert Kurtz,Jeff Hand",88 min,5.8,2006,15 September 2006 (USA),"Animation,Adventure,Comedy"
