ID,title,authors,cover,pages,publisher,language,ISBN-10,ISBN13,price
B168,Oracle SOA Suite 11g Administrator's Handbook,"Ahmed Aboulnaga,Pareek Arun,",paperback,380," Packt Publishing (August 24, 2012)", English,1849686084,9781849686082,
B169,Semantic Web For Dummies,"Jeffrey T. Pollock,",paperback,432," Wiley; 1 edition (March 23, 2009)", English,470396792,9780470396797,$23.83
B170,Learning: Microsoft Access 2003,,paperback,320," Prentice Hall; 1 edition (March 1, 2004)", English,131893238,9780131893238,$37.12
B171,"Professional LAMP: Linux, Apache, MySQL and PHP5 Web Development","Elizabeth Naramore,",paperback,379," Wrox; 1 edition (December 5, 2005)", English, 076459723X,9780764597237,$32.48
B172,Building Queries: Using Microsoft Access 2010,,paperback,140," Sycamore Technical Press; 1 edition (June 24, 2013)", English,615827624,9780615827629,
B173,Building a Scalable Data Warehouse with Data Vault 2.0,,paperback,684," Morgan Kaufmann; 1 edition (October 13, 2015)", English,128025107,9780128025109,$56.62
B174,"Oracle Database 11g DBA Handbook - Administer a Scalable, Secure Oracle Enterprise Database",,paperback,670," The Mcgraw -Hill Companies, Inc (2008)",,,,
B175,Oracle8i From Scratch,,paperback,432," Que; 1st edition (September 28, 2000)", English,789723697,9780789723697,
B176,"Oracle SQL and PL/SQL Handbook: A Guide for Data Administrators, Developers,  and Business Analysts",,paperback,528," Addison-Wesley Professional (August 18, 2002)", English,201752948,9780201752946,$49.00
B177,Getting Started with dBASE IVÂ (Wiley PC Companion),"Henry H. Gaylord,",paperback,160," Wiley; 1 edition (January 18, 1993)", English,471586153,9780471586159,$3.61
B178,Microsoft SQL Server 2000 DTS [Data Transformation Services],"Timothy Peterson,",paperback,744," Sams Publishing; 1 edition (December 22, 2000)", English,672320118,9780672320118,$41.64
B179,Special Edition Using FileMaker 7,,paperback,1104," Que; Pap/Cdr edition (August 22, 2004)", English,789730286,9780789730282,$21.14
B180,Microsoft Office Access 2003 Professional Results,"Noel Jerke,",paperback,400," McGraw-Hill Osborne Media; 1 edition (August 29, 2003)", English,72229659,9780072229653,$3.98
B181,Oracle CRM On Demand Embedded Analytics (Oracle Press),"Michael D. Lairson,",paperback,192," McGraw-Hill Education; 1 edition (January 31, 2011)", English, 007174536X,9780071745369,$30.00
B182,The Ingres Design Advisor: Optimiser-Based Recommendations for Physical Database Design,,paperback,92," VDM Verlag Dr. Müller (January 29, 2010)", English,3639119525,9783639119527,
B183,PHP and MySQL for Beginners,,paperback,518," LearnToProgram, Incorporated (May 9, 2014)", English,990402010,9780990402015,
B184,Graph Databases,"Ian Robinson,Jim Webber,",paperback,224," O'Reilly Media; 1 edition (June 17, 2013)", English,1449356265,9781449356262,$29.99
B185,Data Warehouse Performance,,paperback,444," Wiley; 1 edition (October 30, 1998)", English,471298085,9780471298083,$5.49
B186,Diagnostic Tips and Techniques for DB2 Common Server,,paperback,204, Ibm (December 1996), English, 073840957X,9780738409573,
B187,"DB2 10 for z/OS: The Smarter, Faster Way to Upgrade",,paperback,112," Mc Press; 1 edition (November 1, 2011)", English,1583473459,9781583473450,
B188,Short Course: Microsoft Access 97 (Short Course Learning Series),"Cathy Vento,",paperback,160, D D C Pub; Pap/Dskt edition (September 1997), English,1562435000,9781562435004,
B189,MCTS Self-Paced Training Kit (Exam 70-448): Microsoft® SQL Server® 2008 Business Intelligence Development and Maintenance: MCTS Exam 70-448 (Microsoft Press Training Kit),"Erik Veerman,Teo Lachev,Dejan Sarka,",paperback,688," Microsoft Press; 1 edition (April 22, 2009)", English,735626367,9780735626362,$69.99
B190,"Microcomputer Applications for Business: DOS, WordPerfect 5.1, Lotus 1-2-3 Release 2.2, dBASE III Plus","Roy Ageloff,",paperback,864, Course Technology (March 1993), English,1878748777,9781878748775,
B191,Oracle Financials 101 (Osborne ORACLE Press Series),,paperback,544," Mcgraw-Hill Osborne Media; 1st edition (December 6, 2001)", English,72126078,9780072126075,
B192,Oracle CRM On Demand 2012 Administration Essentials,"Venkatesan Sundaram,",paperback,304," Packt Publishing (December 19, 2012)", English,1849685002,9781849685009,
B193,Understanding and Using dBASE III Plus (Microcomputing Series),"Steven C. Ross,",paperback,283, West Group; 11th edition (April 1987), English,314347445,9780314347442,$3.99
B194,Advanced Transact-SQL for SQL Server 2000,"Itzik Ben-Gan,",paperback,814," Apress; 1st edition (November 27, 2000)", English,1893115828,9781893115828,
B195,Microsoft Access 97: Blue Ribbon Edition,,paperback,176, Addison Wesley Publishing Company; 2 edition (August 1998), English,201448513,9780201448511,
B196,"PRICAI 2012: Trends in Artificial Intelligence: 12th Pacific Rim International Conference, Kuching, Malaysia, September 3-7, 2012. Proceedings ... / Lecture Notes in Artificial Intelligence)",,paperback,929," Springer; 2012 edition (July 19, 2012)", English,3642326943,9783642326943,$143.00
B197,Oracle Coherence 3.5,"Aleksandar Seovic,",paperback,408," Packt Publishing; 1st New edition edition (March 30, 2010)", English,1847196128,9781847196125,$59.99
B198,Enterprise Data Architecture: How to navigate its landscape,"Dave Knifton,",paperback,216," Paragon Publishing (October 16, 2014)", English,1782223266,9781782223269,
B199,Oracle How-To: The Definitive Problem-Solver for Oracle Developers and Database Administrators,"Edward Honour,",paperback,782, Waite Group Pr; First Edition edition (December 1996), English,1571690484,9781571690487,
B200,Oracle Pl/SQL Programming (Oracle Series),"Scott Urman,",paperback,564," Oracle Pr (April 23, 1996)", English,78821762,9780078821769,
B201,Practical Data Migration,,paperback,268," BCS; 2 edition (September 1, 2012)", English,1906124841,9781906124847,$49.99
B202,Filemaker Pro 4 for Windows & Macintosh (Visual QuickStart Guide),"Nolan Hester,",paperback,321, Peachpit Pr; 3rd edition (June 1998), English,201696649,9780201696646,
B203,XSLT 1.0 Pocket Reference (Pocket Reference (O'Reilly)),"Evan Lenz,",paperback,178," O'Reilly Media; 1 edition (August 22, 2005)", English,596100086,9780596100087,
B204,SAS/ACCESS 9.1.2 Supplement for MySQL,,paperback,48," SAS Institute (April 1, 2004)", English,1590474589,9781590474587,
B205,ORACLE 12c/11g/10g. Administración Avanzada de Bases de datos con ORACLE ENTERPRISE MANAGER (Spanish Edition),,paperback,152," CreateSpace Independent Publishing Platform (December 3, 2013)", Spanish,1494353024,9781494353025,
B206,"Machine, Meet Human: Designing a Useful Interface","Nathaniel O'Shaughnessey,",paperback,170," CreateSpace Independent Publishing Platform (December 29, 2010)", English,1456468480,9781456468484,
B207,Business Analysis Using Regression: A Casebook,"Dean P. Foster,",paperback,348," Springer (July 20, 2001)", English,683306723,9780683306729,$44.18
B208,Microcomputer Applications and Programming With dBASE III Plus,"Douglas F. Robertson,",paperback,900, Harcourt College Pub (January 1992), English,155583719,9780155583719,
B209,Microsoft SQL Server 2005: A Beginner's Guide,,paperback,704," McGraw-Hill Education; 1st edition (December 13, 2005)", English,72260939,9780072260939,$42.00
B210,DB2 Olap Server - Theory and Practices (Ibm Redbooks),,paperback,280, Ibm; 1st edition (April 2001), English,738419680,9780738419688,
B211,Mastering Data Modeling: A User-Driven Approach,,paperback,416," Addison-Wesley Professional (November 19, 2000)", English, 020170045X,9780201700459,$39.36
B212,PostgreSQL 8.4 Official Documentation - Volume III. Server Programming,,paperback,254," Fultus Corporation (September 3, 2009)", English,1596821604,9781596821606,$30.99
B213,SQL (Guia Practicas Para Usuarios / Practical Users Guide) (Spanish Edition),,paperback,319," Anaya Multimedia; 1 edition (June 30, 2005)", Spanish,8441519153,9788441519152,
B214,Microsoft® SQL Server 2000 Operations (Patterns & Practices),,paperback,170," Microsoft Press; 1 edition (July 24, 2002)", English,8120322770,9788120322776,$3.98
B215,"Microsoft Access Small Business Solutions: State-of-the-Art Database Models for Sales, Marketing, Customer Management, and More Key Business Activities",,paperback,792," Wiley; 1 edition (March 8, 2010)", English,470525746,9780470525746,$22.29
B216,PeopleSoft PeopleTools Data Management and Upgrade Handbook (Oracle Press),"Paula Dean,",paperback,352," McGraw-Hill Education; 1 edition (November 12, 2012)", English,71787925,9780071787925,$54.84
B217,The InfoSec Handbook: An Introduction to Information Security,"Umesh Hodeghatta Rao,Umesha Nayak,",paperback,392," Apress; 2014 edition (September 2, 2014)", English,1430263822,9781430263821,$31.92
B218,Data Structures and Algorithms: An Object-Oriented Approach Using Ada 95 (Undergraduate Texts in Computer Science),,paperback,364," Springer; Softcover reprint of the original 1st ed. 1997 edition (October 4, 2012)", English,1461273129,9781461273127,$74.95
B219,Introduction to Information Visualization,"Riccardo Mazza,",paperback,139," Springer; 1st edition (March 10, 2009)", English,1848002181,9781848002180,
B220,Getting Started With DB2 Stored Procedures: Give Them a Call Through the Network,,paperback,492, Ibm; Pap/Cdr edition (April 1998), English,738403253,9780738403250,
B221,MCSE Training Kit: Microsoft Windows 2000 Core Requirements (IT-Training Kits),,paperback,3200," Microsoft Press; Pap/Cdr edition (January 1, 2000)", English,735611300,9780735611306,$4.00
B222,"Microsoft Access 2.0 Handbook, 2 ed",,paperback,528," Random House Information Group; 2 Sub edition (May 31, 1994)", English,679754652,9780679754657,
B223,Learning NumPy Array,"Ivan Idris,",paperback,165," Packt Publishing - ebooks Account (June 25, 2014)", English,1783983906,9781783983902,
B224,Command Performance dBASE III: The Microsoft Desktop Dictionary and Cross-Reference Guide,"Douglas Hergert,",paperback,484, Microsoft Press (December 1985), English,914845632,9780914845638,
B225,Microsoft Office Access 2003 Fast & Easy (Fast & Easy (Premier Press)),,paperback,312," Course Technology PTR; 1 edition (November 6, 2003)", English,1592000789,9781592000784,$0.04
B226,The dBASE III Plus,,paperback,352, Harcourt College Pub (October 1989), English, 015517035X,9780155170353,
B227,SQL Server Developer's Guide,"Joseph J. Bambara,Paul R. Allen,",paperback,850," Wiley; 1 edition (April 3, 2000)", English,764546724,9780764546723,$14.23
B228,Joe Celko's Complete Guide to NoSQL: What Every SQL Professional Needs to Know about Non-Relational Databases,"Joe Celko,",paperback,244," Morgan Kaufmann; 1 edition (October 31, 2013)", English,124071929,9780124071926,$44.95
B229,Gestaltung und Einsatz von Datenbanksystemen: Data Base Engineering und Datenbankarchitekturen (German Edition),,paperback,422," Springer; 2003 edition (November 15, 2002)", German,3540442316,9783540442318,$26.31
B230,Apache Mahout Essentials,,paperback,151," Packt Publishing - ebooks Account (June 30, 2015)", English,1783554991,9781783554997,
B231,"ISIS: International Symposium on Interdisciplinary Science: Northwestern State University, Natchitoches, Louisiana, 6-8 October 2004 (AIP Conference Proceedings / Mathematical and Statistical Physics)",,paperback,272," American Institute of Physics; 2005 edition (April 7, 2005)", English, 073540240X,9780735402409,$135.00
B232,DB2 Universal Database v7.1: Application Development Certification Guide,"Steve Sanyal,",paperback,320," Prentice Hall PTR (December 1, 2000)", English,130913677,9780130913678,
B233,"DB2 Udb for Z/os Version 8: Everything You Ever Wanted to Know , ... And More",,paperback,1110," Ibm (April 11, 2005)", English,738497738,9780738497730,
B234,Oracle9i Performance Tuning: Optimizing Database Productivity,"Hassan A. Afyouni,",paperback,982, Course Technology; 1 edition (March 2004), English,619160047,9780619160043,$4.23
B235,"MCSA/MCSE Guide to Microsoft Windows 8, Exam # 70-687 (with CertBlaster Printed Access Card)",,paperback,736," Cengage Learning; 1 edition (March 1, 2015)", English,1285868579,9781285868578,$175.95
B236,Data Structures Using C++ (Programming),"D. S. Malik,",paperback,956," Course Technology; 1 edition (February 14, 2003)", English,619159073,9780619159078,$19.99
B237,Foundation for Future Database Systems: The Third Manifesto (2nd Edition),"C. J. Date,",paperback,608, Addison-Wesley Professional; 2 Sub edition (2000), English,201709287,9780201709285,$4.76
B238,Building Accounting Systems Using Access 7 0 and Windows 95,,paperback,508," South-Western College Pub; 2nd edition (January 15, 1998)", English,538874937,9780538874939,$4.40
B239,Developing Oracle Forms Applications,"Albert Lulushi,",paperback,752, Prentice Hall PTR; Pap/Dsk edition (July 1996), English,135312299,9780135312292,
B240,The Multidimensional Data Modeling Toolkit: Making Your Business Intelligence Applications Smart with Oracle OLAP,"John Paredes,",paperback,330," OLAP World Press (March 1, 2009)", English,981775306,9780981775302,
B241,Machine Learning and Data Mining,"Igor Kononenko,",paperback,480," Woodhead Publishing (May 14, 2007)", English,1904275214,9781904275213,$101.40
B242,EXCEL 2007 MACROS MADE EASY (Made Easy Series),"Gail Perry,",paperback,208," McGraw-Hill Education; 1 edition (November 17, 2008)", English,71599584,9780071599580,$21.99
B243,Microsoft Access For Anyone,,paperback,222," BookSurge Publishing (September 1, 2006)", English,1419640801,9781419640803,
B244,Fuzzy And Uncertain Object-Oriented Databases: Concepts And Models (Advances in Fuzzy Systems: Application and Theory),,paperback,216," Wspc (October 22, 1997)", English,9810228937,9789810228934,$69.00
B245,Teach Yourself MCSE SQL Server 6.5 Administration in 14 Days (Sams Teach Yourself...in 14 Days),,paperback,484, Sams; annotated edition edition (July 1998), English, 067231312X,9780672313127,
B246,Oracle CRM On Demand Reporting (Oracle Press),"Michael D. Lairson,",paperback,474," McGraw-Hill Education; 1 edition (October 3, 2008)", English,71593047,9780071593045,
B247,Learn SQL Server 7.0 Administration,,paperback,200," Wordware Publishing, Inc.; Pap/Cdr edition (May 25, 2000)", English,1556227477,9781556227479,
B248,"Financial Cryptography and Data Security: 18th International Conference, FC 2014, Christ Church, Barbados, March 3-7, 2014, Revised Selected Papers ... Computer Science / Security and Cryptology)",,paperback,506," Springer; 2014 edition (November 8, 2014)", English,3662454718,9783662454718,
B249,Oracle Data Warehousing (Oracle Series),"Michael J. Corey,",paperback,384," Oracle Pr; 1 edition (November 1, 1996)", English,78822424,9780078822421,$4.88
B250,Analyses of the Department of Defense Acquisition Workforce: Update to Methods and Results through FY 2011,"Susan M. Gates,",paperback,92," RAND Corporation (September 15, 2013)", English, 083308058X,9780833080585,$34.95
