ID,Title,Author,ISBN,Publisher,PublicationDate,Pages,price,ProductType
bn_2577,Database Management Systems,Frost,9780246122186,"Wiley, John & Sons, Incorporated",,,,Hardcover
bn_2578,A Visual Introduction to SQL / Edition 2,"David Chappell,  J. Harvey Trimble Jr.",9780471412762,Wiley,11/26/2001,304,$58.84,Paperback
bn_2579,Recommender Systems: An Introduction,"Dietmar Jannach,  Markus Zanker,  Alexander Felfernig,  Gerhard Friedrich",9780521493369,Cambridge University Press,09/30/2010,352,$62.20,Hardcover
bn_2580,MapReduce Design Patterns: Building Effective Algorithms and Analytics for Hadoop and Other Systems,"Donald Miner,  Adam Shook",9781449327170,"O'Reilly Media, Incorporated",12/22/2012,230,$35.74,Paperback
bn_2581,FoxPro 2: A Developer's Guide Application Programming Techniques,Pat Adams,9781558510845,"Wiley, John & Sons, Incorporated",11/01/1990,400,,Paperback
bn_2582,Oracle Data Mining: Mining Gold from Your Warehouse,Carolyn K. Hamm,9780974448633,Rampant TechPress,11/30/2006,270,$39.95,Paperback
bn_2583,"New Frontiers in Applied Data Mining: PAKDD 2008 International Workshops, Osaka, Japan, May 20-23, 2008, Revised Selected Papers / Edition 1",Sanjay Chawla,9783642003981,Springer Berlin Heidelberg,04/07/2009,214,$99.00,Paperback
bn_2584,Metadata / Edition 1,"Marcia Lei Zeng,  Jian Qin",9781555706357,"Neal-Schuman Publishers, Incorporated",06/28/2008,365,$20.34,Hardcover
bn_2585,Practical Cassandra: A Developer's Approach,"Russell Bradberry,  Eric Lubow",9780321933942,Addison-Wesley,01/02/2014,208,$28.12,Paperback
bn_2586,Perl Database Programming / Edition 1,Brent Michalski,9780764549564,Wiley,11/07/2002,572,$32.88,Paperback
bn_2587,Developing Paradox Databases: An Object Oriented Approach,Gary Entsminger,9781558512962,"Holt, Henry & Company, Inc.",02/15/1993,370,,Paperback
bn_2588,SAP ABAP Command Reference,Dennis Barrett,9780759659124,AuthorHouse,01/28/2002,224,$15.15,Paperback
bn_2589,Computer-Assisted Data Base Design,G. Hubbard,9780442233303,"Wiley, John & Sons, Incorporated",04/01/1981,248,,Paperback
bn_2590,Social Sensing: Building Reliable Systems on Unreliable Data,"Dong Wang,  Tarek Abdelzaher,  Lance Kaplan",9780128008676,Elsevier Science,04/06/2015,232,$94.00,Paperback
bn_2591,"Error Control, Cryptology, and Speech Compression: Workshop on Information Protection, Moscow, Russia, December 6 - 9, 1993. Selected Papers / Edition 1",Andrew Chmora,9783540582656,Springer Berlin Heidelberg,09/09/1994,127,$89.99,Paperback
bn_2592,Microsoft SQL Server 2008 Bible,"Paul Nielsen,  Uttam Parui",9780470257043,Wiley,08/31/2009,1680,$47.58,Paperback
bn_2593,"Web-Age Information Management: First International Conference, WAIM 2000 Shanghai, China, June 21-23, 2000 Proceedings",Hongjun Lu,9783540676270,Springer Berlin Heidelberg,06/22/2000,464,$129.00,Paperback
bn_2594,"Advances in Database Technology - EDBT '94: 4th International Conference on Extending Database Technology, Cambridge, United Kingdom, March 28 - 31, 1994. Proceedings",Matthias Jarke,9783540578185,Springer Berlin Heidelberg,03/23/1994,410,$119.00,Paperback
bn_2595,Sams Teach Yourself Macromedia Coldfusion 5 in 21 Days,Charles Mohnike,9780672322792,Sams,09/05/2001,815,,Paperback
bn_2596,HP Vertica Essentials,Rishabh Agrawal,9781782171577,Packt Publishing,05/15/2014,,$16.79,NOOK Book
bn_2597,Business Rule-Oriented Conceptual Modeling,Holger Herbst,9783790810042,Physica-Verlag HD,11/13/2000,246,$109.00,Paperback
bn_2598,Data Base Organization for Data Management,Sakti P. Ghosh,9780122818523,Elsevier Science & Technology Books,08/28/1986,487,,Paperback
bn_2599,"70-443 and 70-450: Microsoft SQL Server Database Design and Optimization, Package / Edition 1",Microsoft Official Academic Course,9780470183748,Wiley,12/21/2009,456,$144.67,Paperback
bn_2600,Configuring SAP ERP Sales and Distribution,"Kapil Sharma,  Ashutosh Mutsaddi",9780470641118,Wiley,06/03/2010,672,$41.49,NOOK Book
bn_2601,Proceedings of the Third International Conference on Knowledge Discovery and Data Mining,David Heckerman,9781577350279,AAAI Press,08/01/1997,325,,Paperback
bn_2602,Oracle 12c/11g/10g. PL/SQL Programming,Maria Perez Marques,9781496173959,CreateSpace Publishing,03/07/2014,258,$26.55,Paperback
bn_2603,Paradox 4 Developer's Guide,"Steven Shepherd,  Jennifer Lindsay",9780880227056,Que,03/01/1991,800,,Paperback
bn_2604,The Best Thinking in Business Analytics from the Decision Sciences Institute,"Decision Sciences Institute,  Merrill Warkentin",9780134072951,Pearson FT Press,09/23/2015,288,$79.99,Hardcover
bn_2605,Microsoft Access 2010 Introductory: Introductory / Edition 1,"Pasewark/Pasewark,  Pasewark;",9780538475204,Cengage Learning,09/02/2010,320,$75.83,Hardcover
bn_2606,Professional Microsoft SQL Server 2008 Reporting Services,"Paul Turley,  Thiago Silva,  Bryan C. Smith,  Ken Withee",9780470242018,Wiley,12/31/2008,816,$34.26,Paperback
bn_2607,"ORACLE 12c. Programaci n SQL*Plus, SQL y PL/SQL",Maria Perez Marques,9781494492694,CreateSpace Independent Publishing Platform,12/15/2013,362,$25.95,Paperback
bn_2608,Data Analysis; The Key to Data Base Design,Richard C. Perkinson,9780894351051,"Wiley, John & Sons, Incorporated",01/01/1984,285,,Hardcover
bn_2609,Mastering MySQL 4 / Edition 1,Ian Gilfillan,9780782141627,Wiley,01/21/2003,772,$1.99,Paperback
bn_2610,Coloring Web Graphics (with CD-ROM),"Lynda Weinman,  Bruce Heavin",9781562056698,Macmillan Computer Publishing,11/28/1996,3138,,Paperback
bn_2611,Pro SQL Server 2008 XML,Michael Coles,9781590599839,Apress,05/19/2008,496,$53.48,Paperback
bn_2612,Strategy for Data Modelling: Application and Enterprise Wide,M. Vetter,9780471916055,Wiley,08/26/1987,344,,Hardcover
bn_2613,Microsoft SQL Server 2012 Integration Services: An Expert Cookbook,"Reza Rad,  Pedro Perfeito",9781849685245,Packt Publishing,05/22/2012,564,$44.99,Paperback
bn_2614,Active Middleware Services: From the Proceedings of the 2nd Annual Workshop on Active Middleware Services / Edition 1,Salim Hariri,9780792379737,Springer US,10/31/2000,231,$77.26,Paperback
bn_2615,Guide to Ingres,C. J. Date,9780201060065,Addison-Wesley,03/01/1987,385,,Hardcover
bn_2616,Making Art of Databases: Master Class Series Interfacing Realities,Lev Manovich,9789056623098,NAi Publishers,08/28/2003,112,,Paperback
bn_2617,SIGIR 93: 16th Annual International ACM-SIGIR Conference on Research and Development in Information Retrieval,Association for Computing Machinery,9780897916059,Association for Computing Machinery,10/28/1993,372,,Paperback
bn_2618,Building Databases with Approach 3,Elaine Marmel,9780471052234,Wiley,10/27/1994,336,,Paperback
bn_2619,Upgrading SAP®,Maurice Sens,9781449630072,Jones & Bartlett Learning,08/30/2010,331,$55.99,NOOK Book
bn_2620,Sams Teach Yourself Access 95 in 14 Days,"Paul Cassel,  Juanita Gardner",9780672307928,Sams,11/28/1995,,,Hardcover
bn_2621,Delphi in a Nutshell,Ray Lischner,9781565926592,"O'Reilly Media, Incorporated",03/28/2000,578,$35.32,Paperback
bn_2622,Object Oriented Approach in Information Systems,"F. Van Assche,  B. Moulin,  C. Rolland",9780444892096,Elsevier Science & Technology Books,09/28/1991,432,,Hardcover
bn_2623,SQL Server: Bases de Datos Robustas Y Confiables,Karina Elisabet Rosa,9789875263352,MP Ediciones S.A.,12/28/2005,328,,Paperback
bn_2624,"High Impact Data Visualization with Power View, Power Map, and Power BI",Adam Aspin,9781430266167,Apress,06/30/2014,552,$39.55,Paperback
bn_2625,Active Mining - New Directions Of Data Mining,Hiroshi Motoda,9781586032647,"I O S Press, Incorporated",07/29/2002,304,$96.00,Hardcover
bn_2626,Informix: Client/Server Application Development,Paul R. Allen,9780079130563,"McGraw-Hill Companies, The",10/28/1996,576,,Paperback
bn_2627,Microsoft Data Warehousing: Building Distributed Decision Support Systems,"Robert S. Craig,  David Berkovitch,  Joseph A. Vivona,  David Bercovich",9780471327615,Wiley,03/22/1999,384,,Paperback
bn_2628,Special Edition Using Microsoft Access 2000,Roger Jennings,9780789716064,Pearson Education,05/05/1999,9780789716064,,Paperback
bn_2629,Paradox 4 Made Easy,Edward C. Jones,9780078817663,Osborne/McGraw-Hill,09/01/1992,512,,Paperback
bn_2630,Developing Quality Complex Database Systems,Shirely Becker,9781878289889,IGI Global,07/01/2000,386,$74.95,Hardcover
bn_2631,Proceedings of the Third International Conference on Knowledge Discovery and Data Mining,Usama M. Fayyad,9780929280820,AAAI Press,08/28/1995,348,,Paperback
bn_2632,Build Your Own Database Driven Web Site Using PHP & MySQL,Kevin Yank,9780980576818,SitePoint,06/28/2009,360,,Paperback
bn_2633,Beginning Oracle PL/SQL,Donald Bales,9781484207383,Apress,05/07/2015,492,$37.83,Paperback
bn_2634,Optimizing Transact-SQL: Advanced Programming Techniques,"David Rozenshtein,  Eugene Birger,  Anatoly Abramovich",9780964981201,SQL Forum Press,05/01/1996,132,,Paperback
bn_2635,Pro Data Visualization using R and JavaScript,Tom Barker,9781430258063,Apress,06/30/2013,216,$39.57,Paperback
bn_2636,Succeeding in Business with Microsoft Office Access 2007: A Problem-Solving Approach / Edition 1,Sandra Cable,9781423906063,Cengage Learning,11/15/2007,602,$34.28,Paperback
bn_2637,Rare Plant Conservation: Geographic Data Organization,L. E. Morse,9780893272234,"New York Botanical Garden, The",05/01/1981,377,,Paperback
bn_2638,Oracle 9i Database Administrator II : Backup/Recovery and Network Administration / Edition 1,Lannes Morris-Murphy,9780619159023,Cengage Learning,09/15/2003,536,$1.99,Paperback
bn_2639,SQL/400 by Example,James Coolbaugh,9781583040300,29th Street Press,03/15/1999,179,,Paperback
bn_2640,Pro LINQ in VB8: Language Integrated Query in VB 2008,"Joseph Rattz,  Dennis Hayes",9781430216445,Apress,08/10/2009,744,$31.61,Paperback
bn_2641,Data Modeling for Information Professionals,"Bob Schmidt,  David (Ed.) Warren,  David Warren",9780130804501,Prentice Hall Professional Technical Reference,07/29/1998,279,,Hardcover
bn_2642,The Developer's Guide to Oracle Web Application Server 3 (with CD-ROM),Dennis Harvey,9780201309607,Addison Wesley Professional,04/28/1998,709,,Paperback
bn_2643,Professional SQL Server Reporting Services,"Paul Turley,  Todd Bryant,  James Counihan,  George McKee",9780764568787,Wiley,05/24/2004,624,,Paperback
bn_2644,Concurrency Control in Distributed Database Systems,"Wojciech Cellary,  Erol Gelenbe,  T. Morzy",9780444704092,Elsevier Science & Technology Books,05/01/1988,350,,Hardcover
bn_2645,Configuring SAP R/3 FI/CO / Edition 1,"Quentin Hurst,  David Nowak",9780782125979,Wiley,03/01/2000,864,$3.91,Hardcover
bn_2646,Moving Objects Databases,"Ralf Hartmut Guting,  Markus Schneider",9780120887996,Elsevier Science,09/06/2005,416,$19.99,Hardcover
bn_2647,MySQL Management and Administration with Navicat,Gökhan Ozar,9781849687461,Packt Publishing,09/17/2012,134,$29.99,Paperback
bn_2648,"Microsoft? Access? 2010 Programming By Example: with VBA, XML, and ASP",Julitta Korol,9781936420025,Mercury Learning and Information,02/28/2012,800,$39.04,Paperback
bn_2649,"Security and Privacy, 1998 IEEE Symposium On","IEEE,  Society Staff",9780818683862,IEEE Computer Society Press,05/28/1998,250,,Paperback
bn_2650,Practical Data Security,John Gordon,9781857421453,"Ashgate Publishing, Limited",07/28/1993,160,,Hardcover
bn_2651,Introduction to SQL: Mastering the Relational Database Language / Edition 3,Rick Van Der Lans,9780201596182,Addison-Wesley,11/12/1999,720,$1.99,Other Format
bn_2652,"Microsoft Office Access 2010, Introductory Edition: A Case Approach / Edition 1",Linda O'Leary,9780077331320,McGraw-Hill Professional Publishing,10/28/2010,432,$73.60,Paperback
bn_2653,FileMaker Pro 2.1 for MacIntosh (Visual QuickStart Guide),Adam Greif,9781566091237,Peachpit Press,03/28/1994,144,,Paperback
bn_2654,"IT Architectures and Middleware: Strategies for Building Large, Integrated Systems / Edition 2","Chris Britton,  Peter Bye,  Peter Bye",9780321246943,Addison-Wesley,05/28/2004,337,$52.31,Paperback
bn_2655,Microsoft Access 97 - Illustrated Standard Edition: A First Course,Elizabeth E. Reding,9780760046975,"Course Technology, Inc.",06/28/1997,192,,Paperback
bn_2656,DB2/400: The New as/400 Database,Skip Marchesani,9781883884123,"MC Press, LLC",06/01/1994,300,,Paperback
bn_2657,Access Database Design and Programming: What You Really Need to Know to Develop with Access,Steven Roman PhD,9781565922976,"O'Reilly Media, Incorporated",08/08/1997,270,,Paperback
bn_2658,Exploration Warehousing: Turning Business Information into Business Opportunity,"W. H. Inmon,  R. H. Terdeman,  Claudia Imhoff",9780471374732,Wiley,07/01/1900,272,,Hardcover
bn_2659,SQL Server 2008 Database Design Tutorial,Donald Wolfe,2940016392455,Donald Wolfe,02/04/2013,,$9.99,NOOK Book
bn_2660,Learn SQL in a Weekend,"Deanna Dicken,  Kevin Thompson",9781931841627,Cengage Learning,05/28/2002,520,,Paperback
bn_2661,Using SYBASE System XI,"Peter Hazlehurst,  Peter Hazelhurst",9780789700872,Que,05/18/1995,761,,Paperback
bn_2662,Managing Distributed Databases: Building Bridges Between Database Islands,Donald K. Burleson,9780471086239,Wiley,09/15/1995,384,,Paperback
bn_2663,Access 2.0 VisiRef,Que Corporation,9781565298637,Que,08/01/1994,159,,Paperback
bn_2664,"Database Systems: Concepts, Management and Application","Alden Lorents,  James Morgan",9780155000292,Harcourt College Publishers,12/28/1997,736,,Hardcover
bn_2665,Oracle 8: Intermediate - Advanced,"Edward Honour,  Honour,  Atul Mehta,  Ari Kaplan",9781571691231,Sams,01/28/1998,744,,Paperback
bn_2666,"Discrete Methods in Epidemiology: DIMACS Workshop, Date Mining and Epidemioloogy, March 18-19, 2004, DIMACS Center, Rutgers University","James M. Abello,  Graham Cormode",9780821837542,American Mathematical Society,02/28/2006,246,$20.88,Hardcover
bn_2667,MySQL Weekend Crash Course,Jay Greenspan,9780764536342,Wiley,04/28/2002,384,,Paperback
bn_2668,Expert Indexing in Oracle Database 11g: Maximum Performance for your Database,"Darl Kuhn,  Sam Alapati,  Bill Padfield",9781430237358,Apress,12/21/2011,272,$49.99,Paperback
bn_2669,Multimedia Metadata Management Handbook: Integrating and Applying Digital Data,Amit Sheth,9780070577350,"McGraw-Hill Companies, The",05/01/1998,384,,Hardcover
bn_2670,Oracle in a Nutshell: A Desktop Quick Reference,"Rick Greenwald,  David C. Kreines",9780596003364,"O'Reilly Media, Incorporated",12/28/2002,928,$45.33,Paperback
bn_2671,"Mastering Access 97 for Windows 95/NT, with CD-ROM","Alan Simpson,  Elizabeth Olson",9780782119244,"Wiley, John & Sons, Incorporated",12/01/1996,1184,,Multimedia Set
bn_2672,"Build Your Own Database-Driven Website Using PHP & MySQL: Covers PHP 5, MySQL4 and Mac OS X","Kevin Yank,  Georgina Laidlaw",9780975240212,"SitePoint Pty, Limited",01/28/2004,373,,Paperback
bn_2673,Oracle 8 Server Unleashed,Joe Greene,9780672312076,Sams,06/28/1998,960,,Paperback
bn_2674,Understanding R: Base 5000,Alan Simpson,9780895883025,"Wiley, John & Sons, Incorporated",08/01/1985,413,,Paperback
bn_2675,"Database and Expert Systems Applications: 11th International Conference, DEXA 2000 London, UK, September 4-8, 2000 Proceedings",Mohamed Ibrahim,9783540679783,Springer Berlin Heidelberg,10/02/2000,1012,$189.00,Paperback
bn_2676,Mining Complex Data / Edition 1,"Djamel A. Zighed,  Shusaku Tsumoto,  Zbigniew W. Ras,  Hakim Hacid",9783642099809,Springer Berlin Heidelberg,12/08/2010,302,$239.00,Paperback
bn_2677,CodeNotes for Oracle 9i,Gregory Brill,9780812992014,Random House Publishing Group,08/13/2002,256,,Paperback
bn_2678,SQL Server Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,2940012693976,Vibrant Publishers,07/18/2010,,$9.99,NOOK Book
bn_2679,Disaster Recovery Planning for Computers and Communication Resources: with Disk,Jon William Toigo,9780471121756,Wiley,01/28/1996,352,,Paperback
bn_2680,Reference Modeling For Business Systems Analysis,Peter Fettke,9781599040547,IGI Global,10/31/2006,410,$94.95,Hardcover
bn_2681,The Adaptive Web: Methods and Strategies of Web Personalization / Edition 1,Peter Brusilovski,9783540720782,Springer Berlin Heidelberg,06/11/2007,766,$149.00,Paperback
bn_2682,Oracle Performance Tuning Tips and Techniques,"Rich Niemic,  Bradley D. Brown",9780078824340,Osborne/McGraw-Hill,04/28/1999,900,,Paperback
bn_2683,Data Visualization with D3 and AngularJS,Christoph Korner,9781784395780,Packt Publishing,04/27/2015,,$35.99,NOOK Book
bn_2684,Processing And Managing Complex Data For Decision Support,Jerome Darmont,9781591406556,IGI Global,03/31/2006,450,$94.95,Hardcover
bn_2685,"Trust and Privacy in Digital Business: Third International Conference, TrustBus 2006, Krakow, Poland, September 4-8, 2006, Proceedings",Simone Fischer-Hubner,9783540377504,Springer Berlin Heidelberg,10/05/2006,250,$99.00,Paperback
bn_2686,Metadata Fundamentals For All Librarians / Edition 1,Priscilla Caplan,9780838908471,ALA Editions,04/01/2003,204,$49.73,Paperback
bn_2687,Oracle and PL/SQL Recipes: A Problem-Solution Approach,"Josh Juneau,  Matt Arena",9781430232087,Apress,12/08/2010,456,$38.99,NOOK Book
bn_2688,The Bibliographic Control and Preservation of Latin Americanist Library Resources: A Status Report with Suggestions,Dan C. Hazen,9780918006233,Association of Research Libraries/Office of Management Servi,04/01/1994,122,,Paperback
bn_2689,Visualizing Data with Microsoft Power View,"Brian Larson,  Mark Davis,  Dan English,  Paul Purington",9780071780834,McGraw-Hill Education,05/06/2012,338,$17.49,NOOK Book
bn_2690,SQL Server 2000 XML Distilled,"CURLINGST,  Jeni Tennison,  Simon Sabin,  Andrew Polshaw",9781904347088,Apress,10/24/2002,600,,Hardcover
bn_2691,Clipper 5.0 Power Tools-with Disk,Stephen J. Straley,9780553354010,Random House Information Group,01/20/1992,704,,Paperback
bn_2692,Data Bases: Improving Usability and Effectiveness,Ben Schneiderman,9780126421507,Elsevier Science & Technology Books,01/01/1978,431,,Hardcover
bn_2693,Patterns of Data Modeling / Edition 1,Michael Blaha,9781439819890,Taylor & Francis,05/28/2010,266,$40.07,Paperback
bn_2694,Practical RDF,Shelley Powers,9780596002633,"O'Reilly Media, Incorporated",07/01/2003,352,$34.44,Paperback
bn_2695,Introduction to Tivoli Enterprise Data Warehouse,IBM Redbooks,9780738425511,I B M,01/28/2002,378,,Hardcover
bn_2696,Medline: A Guide to Effective Searching / Edition 1,Brian S. Katcher,9780967344508,Ashbury Press,09/01/1999,149,$1.99,Paperback
bn_2697,Modeling Business Objects With Xml Schema,Berthold Daum,9781558608160,Elsevier Science,04/01/2003,564,$77.84,Paperback
bn_2698,Knowledge Discovery and Data Mining,M. A. Bramer,9780852967676,Institution of Engineering and Technology (IET),01/01/1999,328,$107.00,Hardcover
bn_2699,Feedback and Organization Development: Using Data-Based Methods / Edition 1,David A. Nadler,9780201050066,FT Press,01/01/1977,203,$60.81,Paperback
bn_2700,The Pinter Visual FoxPro Programming Handbook,"Les Pinter,  John Pinter",9780070501805,"McGraw-Hill Companies, The",11/01/1995,552,,Paperback
bn_2701,Microsoft SQL Server 2000: A Guide to Enhancements and New Features,Rahul Sharma,9780201752830,Pearson Education,03/01/1902,592,,Other Format
bn_2702,Access 97 for Windows (Teach Yourself),Charles Siegel,9781558285262,"Wiley, John & Sons, Incorporated",12/01/1996,496,,Paperback
bn_2703,DB2 Version 8: The Official Guide (IBM Press Series--Information Management),"Paul C. Zikopoulos,  Roman B. Melnyk,  Dirk deRoos,  George Baklarz",9780131401587,IBM Press,09/19/2003,362,,Multimedia Set
bn_2704,Data Exchange,Alfred E. Poor,9781556232817,"McGraw-Hill Companies, The",12/15/1989,300,,Paperback
bn_2705,The dBASE III Plus Programmer's Reference Guide,Alan Simpson,9780895885081,"Wiley, John & Sons, Incorporated",12/01/1987,1035,,Paperback
bn_2706,Trusted Information: The New Decade Challenge,Michel Dupuy,9781475775365,Springer US,04/30/2014,486,$319.00,Paperback
bn_2707,DB2 Developer's Guide: A Solutions-Oriented Approach to Learning the Foundation and Capabilities of DB2 for z/OS,Craig S. Mullins,9780132836425,IBM Press,05/11/2012,1656,$85.71,Paperback
bn_2708,Dow Jones-Irwin Investor's Guide to Online Databases,"J. Thomas Monk,  Susan S. Monk",9780870947513,"McGraw-Hill Companies, The",06/01/1988,300,,Hardcover
bn_2709,Managing Information with MicroComputers: Database Management Systems,"Donald E. Nilson,  David M. Kroenke,  Fred Birchman",9780916937003,"Microrim, Incorporated",05/28/1984,229,,Hardcover
bn_2710,Oracle Developer/2000 Handbook,Robert J. Muller,9780078821806,"McGraw-Hill Companies, The",01/01/1996,504,,Paperback
bn_2711,The Design and Implementation of a Log-structured file system / Edition 1,Mendel Rosenblum,9780792395416,Springer US,12/31/1994,132,$169.00,Hardcover
bn_2712,"Data Mining for Intelligence, Fraud &amp; Criminal Detection: Advanced Analytics &amp; Information Sharing Technologies",Christopher Westphal,9781420067231,Taylor & Francis,12/16/2008,448,$65.66,Hardcover
bn_2713,Getting Started with Oracle SOA B2B Integration: A Hands-On Tutorial,"Krishnaprem Bhatia,  Scott Haaland,  Alan Perlovsky",9781849688871,Packt Publishing Pvt. Ltd.,07/11/2013,,$23.09,NOOK Book
bn_2714,Access 97 for Windows: Concepts & Examples,Patricia L. Sullivan,9781887902298,"Franklin, Beedle & Associates, Incorporated",04/28/1998,756,,Paperback
bn_2715,DBXL and Quicksilver Programming: Beyond dBASE,"Peter Stephenson,  Barbara Clifford",9780880223744,Que,10/05/1988,450,,Hardcover
bn_2716,Internet Applications with Visual FoxPro 6.0,Rick Strahl,9780965509398,Hentzenwerke Publishing,05/28/1999,400,,Paperback
bn_2717,Professional Microsoft SQL Server Analysis Services 2008 with MDX,"Sivakumar Harinath,  Robert Zare,  Sethu Meenakshisundaram,  Matt Carroll",9780470247983,Wiley,03/23/2009,1056,$39.65,Paperback
bn_2718,Introduction to Paradox 4.0,Clive C. Sanford,9781565270664,"Course Technology, Inc.",01/01/1993,240,$25.84,Hardcover
bn_2719,"Advances in Databases and Information Systems: Proceedings of the Second International Workshop on Advances in Databases and Information Systems (ADBIS'95), Moscow, 27-30 June 1995",Johann Eder,9783540760146,Springer London,12/01/1995,498,$129.00,Paperback
bn_2720,Serious ADO: Universal Data Access with Visual Basic / Edition 1,Rob MacDonald,9781893115194,Apress,08/17/2000,611,$49.95,Paperback
bn_2721,"Surreptitious Software: Obfuscation, Watermarking, and Tamperproofing for Software Protection","Christian Collberg,  Jasvir Nagra",9780321549259,Addison-Wesley,08/07/2009,792,$43.55,Paperback
bn_2722,Next Generation of Data Mining,Hillol Kargupta,9781420085860,Taylor & Francis,12/22/2008,601,$109.95,Hardcover
bn_2723,Essential Guide to Object Monitors,"Karen Boucher,  Fima Katz",9780471319719,Wiley,03/22/1999,272,,Paperback
bn_2724,Best Book of FoxPro,Celeste Robinson,9780672227691,Sams,11/15/1990,600,,Hardcover
bn_2725,SQL: 1999 - Understanding Relational Language Components / Edition 2,"Jim Melton,  Alan R. Simon",9781558604568,Elsevier Science,06/01/2001,893,$87.51,Paperback
bn_2726,Creating Microsoft Access 2000 Solutions: A Power Users' Guide,"Gordon Padwick,  Rick Winter",9780672318948,Sams,05/24/2000,555,,Paperback
bn_2727,"Local Pattern Detection: International Seminar Dagstuhl Castle, Germany, April 12-16, 2004, Revised Selected Papers / Edition 1",Katharina Morik,9783540265436,Springer Berlin Heidelberg,09/01/2005,233,$99.00,Paperback
bn_2728,Readings in Database Systems / Edition 3,"Michael Stonebraker,  Joseph L. Hellerstein,  Joe Hellerstein",9781558605237,Elsevier Science & Technology Books,05/28/1998,685,$1.99,Paperback
bn_2729,"Beginning Power BI with Excel 2013: Self-Service Business Intelligence Using Power Pivot, Power View, Power Query, and Power Map",Dan Clark,9781430264453,Apress,09/30/2014,324,$31.98,Paperback
bn_2730,Find It Online: The Complete Guide to Online Research / Edition 4,Alan M. Schlein,9781889150451,Facts On Demand Press,08/01/2004,564,$1.99,Paperback
bn_2731,Microcomputer Applications and Programming with dBASE III PLUS,"Douglas F. Robertson,  Donald R. Robertson",9780155583719,Dryden Press FL,01/01/1992,750,,Hardcover
bn_2732,Content Manager Version 8.1 Migration Guide for Multiplatforms,Wei-Dong Jackie Zhu,9780738427782,I B M,01/28/2002,362,,Hardcover
bn_2733,"Object-Oriented Real-Time Dependable Systems: Proceedings of the 3rd Workshop on Object-Oriented Real-Time Dependable Systems, Newport Beach, CA, 1997",IEEE Computer Society Staff,9780818680465,IEEE Computer Society Press,05/28/1997,300,,Paperback
bn_2734,Creating FoxPro Applications,George F. Goley,9781565290938,Que,11/15/1992,548,,Paperback
bn_2735,From Fields to Strings: Circumnavigating Theoretical Physics: Ian Kogan Memorial Collection (in 3 Volumes),Misha Shifman,9789812389558,"World Scientific Publishing Company, Incorporated",02/28/2005,3,$487.35,Hardcover
bn_2736,IBM Totalstorage Peer-to-Peer Virtual Tape Server Planning and Implementation Guide,Barry Kadleck,9780738426907,I B M,01/28/2002,310,,Hardcover
bn_2737,Expert One on One: Oracle,KYTE,9781861004826,Apress,06/01/2001,1265,,Hardcover
bn_2738,"Advances in Web-Age Information Management: 7th International Conference, WAIM 2006, Hong Kong, China, June 17-19, 2006, Proceedings / Edition 1",Jeffrey Xu Yu,9783540352259,Springer Berlin Heidelberg,07/26/2006,610,$149.00,Paperback
bn_2739,Oracle Reporting: Queries with SQL Objects,Gary M. Lewis,9780964491236,Komenda Publishing Company,09/28/1995,454,,Paperback
bn_2740,DB2 for Z/OS and OS/390 Development for Performance Vol. 1 of 2,Gabrielle Wiorkowski,9780966846058,Gabrielle & Assoc.,02/28/2002,715,,Hardcover
bn_2741,Data Theory,"Peter C. Jones,  Paul E. Jones",9780131997042,Prentice Hall Professional Technical Reference,04/28/1991,475,,Hardcover
bn_2742,Online Social Networks: Human Cognitive Constraints in Facebook and Twitter Personal Graphs,"Valerio Arnaboldi,  Andrea Passarella,  Marco Conti,  Robin I.M. Dunbar",9780128030233,Elsevier Science,10/13/2015,116,$39.95,Paperback
bn_2743,Learning Predictive Analytics with R,Eric Mayor,9781782169369,Packt Publishing,09/24/2015,,$39.99,NOOK Book
bn_2744,Fund Database Systems,Ramez A. Elmasri,9780805317480,Benjamin-Cummings Publishing Company,12/28/1993,873,,Hardcover
bn_2745,Pro Oracle Collaboration Suite 10g / Edition 1,John Watson,9781590596791,Apress,09/26/2006,464,$89.99,Hardcover
bn_2746,MySQL 5.0 Certification Study Guide,"Paul DuBois,  Stefan Hinz,  Carsten Pedersen",9780672332708,Pearson Education,08/24/2005,672,$27.99,NOOK Book
bn_2747,Beginning SQL Server 2012 for Developers,Robin Dewson,9781430237501,Apress,04/23/2012,720,$39.48,Paperback
bn_2748,"Provenance and Annotation of Data and Processes: Second International Provenance and Annotation Workshop, IPAW 2008, Salt Lake City, UT, USA, June 17-18, 2008 / Edition 1",Juliana Freire,9783540899648,Springer Berlin Heidelberg,12/28/2008,328,$99.00,Paperback
bn_2749,"The Engineering Database: Design, Normalization and Implementation for Successful CAD-CAM Applications",Dimitris N. Chorafas,9780408022804,Elsevier Science & Technology Books,03/01/1988,241,,Paperback
bn_2750,Data Warehousing Design And Advanced Engineering Applications,Ladjel Bellatreche,9781605667560,IGI Global,03/25/2011,338,$180.00,Hardcover
bn_2751,ADO.NET Programming with CDR,"Terrence J. Joubert,  Ryan Payet",9781556229657,"Wordware Publishing, Inc.",10/25/2002,442,,Multimedia
bn_2752,Paradox 4 Programming Guide,Valerie Schmieder,9780915391622,"Slawson Communications, Incorporated",04/15/1992,360,,Paperback
