ID_A,ID_B,Title_A,Title_B,Authors_A,Authors_B
2011,2459,Strongly-Typed Recurrent Neural Networks,On Multiplicative Integration with Recurrent Neural Networks,"David Balduzzi, Muhammad Ghifary","Yuhuai Wu, Saizheng Zhang, Ying Zhang, Yoshua Bengio, Ruslan R. Salakhutdinov"
2011,2629,Strongly-Typed Recurrent Neural Networks,LightRNN: Memory and Computation-Efficient Recurrent Neural Networks,"David Balduzzi, Muhammad Ghifary","Xiang Li, Tao Qin, Jian Yang, Tie-Yan Liu"
238,285,An Efficient Approach to Sparse Linear Discriminant Analysis,Worst-Case Linear Discriminant Analysis,"Luis Francisco Sanchez Merchante, Yves Grandvalet, Gerrad Govaert","Yu Zhang, Dit-Yan Yeung"
3769,2716,Compression of Recurrent Neural Networks for Efficient Language Modeling,Dilated Recurrent Neural Networks,"Artem M. Grachev, Dmitry I. Ignatov, Andrey V. Savchenko","Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang"
1638,587,Towards multiple kernel principal component analysis for integrative analysis of tumor samples,Demixed Principal Component Analysis,"Nora K. Speicher, Nico Pfeifer","Wieland Brendel, Ranulfo Romo, Christian K. Machens"
2989,587,Fast Ridge Regression with Randomized Principal Component Analysis and Gradient Descent,Demixed Principal Component Analysis,"Yichao Lu, Dean P. Foster","Wieland Brendel, Ranulfo Romo, Christian K. Machens"
3002,819,Multi-Task Feature Learning for Knowledge Graph Enhanced Recommendation,Multi-Stage Multi-Task Feature Learning,"Hongwei Wang, Fuzheng Zhang, Miao Zhao, Wenjie Li, Xing Xie, Minyi Guo","Pinghua Gong, Jieping Ye, Chang-shui Zhang"
2992,2261,Robust Convolutional Neural Networks under Adversarial Noise,Doubly Convolutional Neural Networks,"Jonghoon Jin, Aysegul Dundar, Eugenio Culurciello","Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
27,3975,Stochastic Gradient Descent as Approximate Bayesian Inference,Bayesian Distributed Stochastic Gradient Descent,"Stephan Mandt, Matthew D. Hoffman, David M. Blei","Michael Teng, Frank Wood"
1287,720,Soil Texture Classification with 1D Convolutional Neural Networks based on Hyperspectral Data,ImageNet Classification with Deep Convolutional Neural Networks,"Felix M. Riese, Sina Keller","Alex Krizhevsky, Ilya Sutskever, Geoffrey E. Hinton"
2551,1809,Very Deep Convolutional Networks for Text Classification,Character-level Convolutional Networks for Text Classification,"Alexis Conneau, Holger Schwenk, Loc Barrault, Yann Lecun","Xiang Zhang, Junbo Zhao, Yann LeCun"
1903,4061,Sampling-based Gradient Regularization for Capturing Long-Term Dependencies in Recurrent Neural Networks,Relational recurrent neural networks,"Artem Chernodub, Dimitri Nowicki","Adam Santoro, Ryan Faulkner, David Raposo, Jack Rae, Mike Chrzanowski, Theophane Weber, Daan Wierstra, Oriol Vinyals, Razvan Pascanu, Timothy Lillicrap"
85,4119,Stacked Generative Adversarial Networks,Learning to Repair Software Vulnerabilities with Generative Adversarial Networks,"Xun Huang, Yixuan Li, Omid Poursaeed, John Hopcroft, Serge Belongie","Jacob Harer, Onur Ozdemir, Tomo Lazovich, Christopher Reale, Rebecca Russell, Louis Kim, peter chin"
463,2192,StarGAN-VC: Non-parallel many-to-many voice conversion with star generative adversarial networks,Coupled Generative Adversarial Networks,"Hirokazu Kameoka, Takuhiro Kaneko, Kou Tanaka, Nobukatsu Hojo","Ming-Yu Liu, Oncel Tuzel"
1324,4391,Efficient learning of simplices,Computationally and statistically efficient learning of causal Bayes nets using path queries,"Joseph Anderson, Navin Goyal, Luis Rademacher","Kevin Bello, Jean Honorio"
2008,2649,Style Transfer Generative Adversarial Networks: Learning to Play Chess Differently,Generative Adversarial Imitation Learning,"Muthuraman Chidambaram, Yanjun Qi","Jonathan Ho, Stefano Ermon"
802,408,Graph Structure Learning from Unlabeled Data for Event Detection,Structure Learning for Optimization,"Sriram Somanchi, Daniel B. Neill","Shulin Yang, Ali Rahimi"
2736,4061,Complex Unitary Recurrent Neural Networks using Scaled Cayley Transform,Relational recurrent neural networks,"Kehelwala D. G. Maduranga, Kyle E. Helfrich, Qiang Ye","Adam Santoro, Ryan Faulkner, David Raposo, Jack Rae, Mike Chrzanowski, Theophane Weber, Daan Wierstra, Oriol Vinyals, Razvan Pascanu, Timothy Lillicrap"
1355,1196,The Sample Complexity of Learning Linear Predictors with the Squared Loss,On the Sample Complexity of Subspace Learning,Ohad Shamir,"Alessandro Rudi, Guillermo D. Canas, Lorenzo Rosasco"
2350,3112,Semi-supervised Knowledge Transfer for Deep Learning from Private Training Data,Learning Active Learning from Data,"Nicolas Papernot, Martn Abadi, lfar Erlingsson, Ian Goodfellow, Kunal Talwar","Ksenia Konyushkova, Raphael Sznitman, Pascal Fua"
1836,3947,ST-GAN: Spatial Transformer Generative Adversarial Networks for Image Compositing,Graphical Generative Adversarial Networks,"Chen-Hsuan Lin, Ersin Yumer, Oliver Wang, Eli Shechtman, Simon Lucey","Chongxuan LI, Max Welling, Jun Zhu, Bo Zhang"
3692,4204,On Optimistic versus Randomized Exploration in Reinforcement Learning,Exploration in Structured Reinforcement Learning,"Ian Osband, Benjamin Van Roy","Jungseul Ok, Alexandre Proutiere, Damianos Tranos"
2291,2742,Generative Adversarial Positive-Unlabelled Learning,Semi-Supervised Learning for Optical Flow with Generative Adversarial Networks,"Ming Hou, Brahim Chaib-draa, Chao Li, Qibin Zhao","Wei-Sheng Lai, Jia-Bin Huang, Ming-Hsuan Yang"
2346,2310,Structured Sparse Regression via Greedy Hard-Thresholding,Structured Sparse Regression via Greedy Hard Thresholding,"Prateek Jain, Nikhil Rao, Inderjit Dhillon","Prateek Jain, Nikhil Rao, Inderjit S. Dhillon"
3974,2649,Generative Adversarial Active Learning for Unsupervised Outlier Detection,Generative Adversarial Imitation Learning,"Yezheng Liu, Zhe Li, Chong Zhou, Yuanchun Jiang, Jianshan Sun, Meng Wang, Xiangnan He","Jonathan Ho, Stefano Ermon"
3867,2881,Efficient Probabilistic Performance Bounds for Inverse Reinforcement Learning,Repeated Inverse Reinforcement Learning,"Daniel S. Brown, Scott Niekum","Kareem Amin, Nan Jiang, Satinder Singh"
3380,3275,Representation of linguistic form and function in recurrent neural networks,Fast-Slow Recurrent Neural Networks,"kos Kdr, Grzegorz Chrupa?a, Afra Alishahi","Asier Mujika, Florian Meier, Angelika Steger"
3037,3385,CodedReduce: A Fast and Robust Framework for Gradient Aggregation in Distributed Learning,A General Framework for Robust Interactive Learning,"Amirhossein Reisizadeh, Saurav Prakash, Ramtin Pedarsani, Amir Salman Avestimehr","Ehsan Emamjomeh-Zadeh, David Kempe"
773,3939,BOCK : Bayesian Optimization with Cylindrical Kernels,Automating Bayesian optimization with Bayesian optimization,"ChangYong Oh, Efstratios Gavves, Max Welling","Gustavo Malkomes, Roman Garnett"
1093,1837,Surface Defect Classification in Real-Time Using Convolutional Neural Networks,Shepard Convolutional Neural Networks,"Selim Arikan, Kiran Varanasi, Didier Stricker","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
55,1261,Differentially Private Fair Learning,A Stability-based Validation Procedure for Differentially Private Machine Learning,"Matthew Jagielski, Michael Kearns, Jieming Mao, Alina Oprea, Aaron Roth, Saeed Sharifi-Malvajerdi, Jonathan Ullman","Kamalika Chaudhuri, Staal A. Vinterbo"
3095,720,Deep Convolutional Neural Networks for Map-Type Classification,ImageNet Classification with Deep Convolutional Neural Networks,"Xiran Zhou, Wenwen Li, Samantha T. Arundel, Jun Liu","Alex Krizhevsky, Ilya Sutskever, Geoffrey E. Hinton"
1049,965,A Strong Baseline for Domain Adaptation and Generalization in Medical Imaging,Generalization Bounds for Domain Adaptation,"Li Yao, Jordan Prosky, Ben Covington, Kevin Lyman","Chao Zhang, Lei Zhang, Jieping Ye"
2011,2792,Strongly-Typed Recurrent Neural Networks,PredRNN: Recurrent Neural Networks for Predictive Learning using Spatiotemporal LSTMs,"David Balduzzi, Muhammad Ghifary","Yunbo Wang, Mingsheng Long, Jianmin Wang, Zhifeng Gao, Philip S. Yu"
3525,587,A Novel Approach for Phase Identification in Smart Grids Using Graph Theory and Principal Component Analysis,Demixed Principal Component Analysis,"P Satya Jayadev, Aravind Rajeswaran, Nirav P Bhatt, Ramkrishna Pasumarthy","Wieland Brendel, Ranulfo Romo, Christian K. Machens"
3802,964,Expressive Power and Approximation Errors of Restricted Boltzmann Machines,Cardinality Restricted Boltzmann Machines,"Guido Montufar, Johannes Rauh, Nihat Ay","Kevin Swersky, Ilya Sutskever, Daniel Tarlow, Richard S. Zemel, Ruslan R. Salakhutdinov, Ryan P. Adams"
645,3211,Anime Style Space Exploration Using Metric Learning and Generative Adversarial Networks,Triangle Generative Adversarial Networks,"Sitao Xiang, Hao Li","Zhe Gan, Liqun Chen, Weiyao Wang, Yuchen Pu, Yizhe Zhang, Hao Liu, Chunyuan Li, Lawrence Carin"
497,4218,Efficient Recurrent Neural Networks using Structured Matrices in FPGAs,Reversible Recurrent Neural Networks,"Zhe Li, Shuo Wang, Caiwen Ding, Qinru Qiu, Yanzhi Wang, Yun Liang","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
298,2192,NIPS 2016 Tutorial: Generative Adversarial Networks,Coupled Generative Adversarial Networks,Ian Goodfellow,"Ming-Yu Liu, Oncel Tuzel"
1746,2318,"Adaptive Skills, Adaptive Partitions (ASAP)",Adaptive Skills Adaptive Partitions (ASAP),"Daniel J. Mankowitz, Timothy A. Mann, Shie Mannor","Daniel J. Mankowitz, Timothy A. Mann, Shie Mannor"
65,1837,Deep Epitomic Convolutional Neural Networks,Shepard Convolutional Neural Networks,George Papandreou,"Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
1133,833,Metalearning for Feature Selection,Gradient-based kernel method for feature extraction and variable selection,"Ben Goertzel, Nil Geisweiller, Chris Poulin","Kenji Fukumizu, Chenlei Leng"
3293,3389,Convolutional neural networks with low-rank regularization,Structure-Aware Convolutional Neural Networks,"Cheng Tai, Tong Xiao, Yi Zhang, Xiaogang Wang, Weinan E","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
3665,3211,Computational Histological Staining and Destaining of Prostate Core Biopsy RGB Images with Generative Adversarial Neural Networks,Triangle Generative Adversarial Networks,"Aman Rana, Gregory Yauney, Alarice Lowe, Pratik Shah","Zhe Gan, Liqun Chen, Weiyao Wang, Yuchen Pu, Yizhe Zhang, Hao Liu, Chunyuan Li, Lawrence Carin"
2011,3288,Strongly-Typed Recurrent Neural Networks,Predictive State Recurrent Neural Networks,"David Balduzzi, Muhammad Ghifary","Carlton Downey, Ahmed Hefny, Byron Boots, Geoffrey J. Gordon, Boyue Li"
3447,1350,A Deep Embedding Model for Co-occurrence Learning,Multi-View Perceptron: a Deep Model for Learning Face Identity and View Representations,"Yelong Shen, Ruoming Jin, Jianshu Chen, Xiaodong He, Jianfeng Gao, Li Deng","Zhenyao Zhu, Ping Luo, Xiaogang Wang, Xiaoou Tang"
1100,410,Stopping Active Learning based on Predicted Change of F Measure for Text Classification,Active Classification based on Value of Classifier,"Michael Altschuler, Michael Bloodgood","Tianshi Gao, Daphne Koller"
1386,3389,Semantic Classification of Tabular Datasets via Character-Level Convolutional Neural Networks,Structure-Aware Convolutional Neural Networks,"Paul Azunre, Craig Corcoran, Numa Dhamani, Jeffrey Gleason, Garrett Honke, David Sullivan, Rebecca Ruppel, Sandeep Verma, Jonathon Morgan","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
3947,2192,First Order Generative Adversarial Networks,Coupled Generative Adversarial Networks,"Calvin Seward, Thomas Unterthiner, Urs Bergmann, Nikolay Jetchev, Sepp Hochreiter","Ming-Yu Liu, Oncel Tuzel"
640,3112,PDE-Net: Learning PDEs from Data,Learning Active Learning from Data,"Zichao Long, Yiping Lu, Xianzhong Ma, Bin Dong","Ksenia Konyushkova, Raphael Sznitman, Pascal Fua"
609,2930,Robust Deep Gaussian Processes,Deep Multi-task Gaussian Processes for Survival Analysis with Competing Risks,Jeremias Knoblauch,
3095,3389,Deep Convolutional Neural Networks for Map-Type Classification,Structure-Aware Convolutional Neural Networks,"Xiran Zhou, Wenwen Li, Samantha T. Arundel, Jun Liu","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
270,2716,Expressive power of recurrent neural networks,Dilated Recurrent Neural Networks,"Valentin Khrulkov, Alexander Novikov, Ivan Oseledets","Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang"
2706,4323,Learning with Changing Features,Learning with SGD and Random Features,"Amit Dhurandhar, Steve Hanneke, Liu Yang","Luigi Carratino, Alessandro Rudi, Lorenzo Rosasco"
157,3389,Effective Use of Word Order for Text Categorization with Convolutional Neural Networks,Structure-Aware Convolutional Neural Networks,"Rie Johnson, Tong Zhang","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
3649,1941,Latent Space Oddity: on the Curvature of Deep Generative Models,Max-Margin Deep Generative Models,"Georgios Arvanitidis, Lars Kai Hansen, Sren Hauberg","Chongxuan Li, Jun Zhu, Tianlin Shi, Bo Zhang"
902,1023,Query Learning with Exponential Query Costs,Auditing: Active Learning with Outcome-Dependent Query Costs,"Gowtham Bellala, Suresh Bhavnani, Clayton Scott","Sivan Sabato, Anand D. Sarwate, Nati Srebro"
2368,1061,"Garbage In, Reward Out: Bootstrapping Exploration in Multi-Armed Bandits",Distributed Exploration in Multi-Armed Bandits,"Branislav Kveton, Csaba Szepesvari, Sharan Vaswani, Zheng Wen, Mohammad Ghavamzadeh, Tor Lattimore","Eshcar Hillel, Zohar S. Karnin, Tomer Koren, Ronny Lempel, Oren Somekh"
236,2192,Mode Regularized Generative Adversarial Networks,Coupled Generative Adversarial Networks,"Tong Che, Yanran Li, Athul Paul Jacob, Yoshua Bengio, Wenjie Li","Ming-Yu Liu, Oncel Tuzel"
1403,3211,Mode Regularized Generative Adversarial Networks,Triangle Generative Adversarial Networks,"Tong Che, Yanran Li, Athul Paul Jacob, Yoshua Bengio, Wenjie Li","Zhe Gan, Liqun Chen, Weiyao Wang, Yuchen Pu, Yizhe Zhang, Hao Liu, Chunyuan Li, Lawrence Carin"
2738,1025,Learning Representations by Stochastic Meta-Gradient Descent in Neural Networks,Learning Stochastic Feedforward Neural Networks,"Vivek Veeriah, Shangtong Zhang, Richard S. Sutton","Yichuan Tang, Ruslan R. Salakhutdinov"
441,2725,Non-Autoregressive Neural Machine Translation,Decoding with Value Networks for Neural Machine Translation,"Jiatao Gu, James Bradbury, Caiming Xiong, Victor O. K. Li, Richard Socher","Di He, Hanqing Lu, Yingce Xia, Tao Qin, Liwei Wang, Tie-Yan Liu"
187,1837,Implementation of Training Convolutional Neural Networks,Shepard Convolutional Neural Networks,"Tianyi Liu, Shuangsang Fang, Yuehui Zhao, Peng Wang, Jun Zhang","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
3497,94,Noisy Accelerated Power Method for Eigenproblems with Applications,An Inverse Power Method for Nonlinear Eigenproblems with Applications in 1-Spectral Clustering and Sparse PCA,"Vien V. Mai, Mikael Johansson","Matthias Hein, Thomas Bhler"
2009,2900,Quantum generative adversarial networks,Stabilizing Training of Generative Adversarial Networks through Regularization,"Pierre-Luc Dallaire-Demers, Nathan Killoran","Kevin Roth, Aurelien Lucchi, Sebastian Nowozin, Thomas Hofmann"
1447,3638,Data driven approximation of parametrized PDEs by Reduced Basis and Neural Networks,Processing of missing data by neural networks,"Niccol Dal Santo, Simone Deparis, Luca Pegolotti","Marek mieja, ukasz Struski, Jacek Tabor, Bartosz Zieliski, Przemysaw Spurek"
2397,3112,Hierarchically-coupled hidden Markov models for learning kinetic rates from single-molecule data,Learning Active Learning from Data,"Jan-Willem van de Meent, Jonathan E. Bronson, Frank Wood, Ruben L. Gonzalez Jr., Chris H. Wiggins","Ksenia Konyushkova, Raphael Sznitman, Pascal Fua"
520,3081,GANVO: Unsupervised Deep Monocular Visual Odometry and Depth Estimation with Generative Adversarial Networks,Structured Generative Adversarial Networks,"Yasin Almalioglu, Muhamad Risqi U. Saputra, Pedro P. B. de Gusmao, Andrew Markham, Niki Trigoni","Zhijie Deng, Hao Zhang, Xiaodan Liang, Luona Yang, Shizhen Xu, Jun Zhu, Eric P. Xing"
832,1676,Diverse Landmark Sampling from Determinantal Point Processes for Scalable Manifold Learning,Expectation-Maximization for Learning Determinantal Point Processes,"Christian Wachinger, Polina Golland","Jennifer A. Gillenwater, Alex Kulesza, Emily Fox, Ben Taskar"
726,3081,Generative Adversarial Networks recover features in astrophysical images of galaxies beyond the deconvolution limit,Structured Generative Adversarial Networks,"Kevin Schawinski, Ce Zhang, Hantian Zhang, Lucas Fowler, Gokula Krishnan Santhanam","Zhijie Deng, Hao Zhang, Xiaodan Liang, Luona Yang, Shizhen Xu, Jun Zhu, Eric P. Xing"
1589,1001,Variance Reduction for Distributed Stochastic Gradient Descent,Accelerating Stochastic Gradient Descent using Predictive Variance Reduction,"Soham De, Gavin Taylor, Tom Goldstein","Rie Johnson, Tong Zhang"
3831,142,Mixed Precision Training of Convolutional Neural Networks using Integer Operations,Tiled convolutional neural networks,"Dipankar Das, Naveen Mellempudi, Dheevatsa Mudigere, Dhiraj Kalamkar, Sasikanth Avancha, Kunal Banerjee, Srinivas Sridharan, Karthik Vaidyanathan, Bharat Kaul, Evangelos Georganas, Alexander Heinecke, Pradeep Dubey, Jesus Corbal, Nikita Shustrov, Roma Dubtsov, Evarist Fomenko, Vadim Pirogov","Jiquan Ngiam, Zhenghao Chen, Daniel Chia, Pang W. Koh, Quoc V. Le, Andrew Y. Ng"
1917,3813,SGDR: Stochastic Gradient Descent with Warm Restarts,Byzantine Stochastic Gradient Descent,"Ilya Loshchilov, Frank Hutter","Dan Alistarh, Zeyuan Allen-Zhu, Jerry Li"
332,1837,Convolutional Neural Networks for Medical Image Analysis: Full Training or Fine Tuning?,Shepard Convolutional Neural Networks,"Nima Tajbakhsh, Jae Y. Shin, Suryakanth R. Gurudu, R. Todd Hurst, Christopher B. Kendall, Michael B. Gotway, Jianming Liang","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
2121,644,Streaming Variational Inference for Bayesian Nonparametric Mixture Models,Truncation-free Online Variational Inference for Bayesian Nonparametric Models,"Alex Tank, Nicholas J. Foti, Emily B. Fox","Chong Wang, David M. Blei"
3567,2716,Sample Complexity Bounds for Recurrent Neural Networks with Application to Combinatorial Graph Problems,Dilated Recurrent Neural Networks,"Nil-Jana Akpinar, Bernhard Kratzwald, Stefan Feuerriegel","Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang"
2585,4218,Session-based Recommendations with Recurrent Neural Networks,Reversible Recurrent Neural Networks,"Balzs Hidasi, Alexandros Karatzoglou, Linas Baltrunas, Domonkos Tikk","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
1691,142,Impact of Fully Connected Layers on Performance of Convolutional Neural Networks for Image Classification,Tiled convolutional neural networks,"S H Shabbeer Basha, Shiv Ram Dubey, Viswanath Pulabaigari, Snehasis Mukherjee","Jiquan Ngiam, Zhenghao Chen, Daniel Chia, Pang W. Koh, Quoc V. Le, Andrew Y. Ng"
2092,3275,Compression of Recurrent Neural Networks for Efficient Language Modeling,Fast-Slow Recurrent Neural Networks,"Artem M. Grachev, Dmitry I. Ignatov, Andrey V. Savchenko","Asier Mujika, Florian Meier, Angelika Steger"
2666,2001,Sequence Training and Adaptation of Highway Deep Neural Networks,Training Very Deep Networks,Liang Lu,"Rupesh K. Srivastava, Klaus Greff, Jrgen Schmidhuber"
3446,2576,From Language to Goals: Inverse Reinforcement Learning for Vision-Based Instruction Following,Cooperative Inverse Reinforcement Learning,"Justin Fu, Anoop Korattikara, Sergey Levine, Sergio Guadarrama","Dylan Hadfield-Menell, Stuart J. Russell, Pieter Abbeel, Anca Dragan"
2869,2422,A Simple Fusion of Deep and Shallow Learning for Acoustic Scene Classification,Improved Dropout for Shallow and Deep Learning,"Eduardo Fonseca, Rong Gong, Xavier Serra","Zhe Li, Boqing Gong, Tianbao Yang"
343,1676,Determinantal point processes for machine learning,Expectation-Maximization for Learning Determinantal Point Processes,"Alex Kulesza, Ben Taskar","Jennifer A. Gillenwater, Alex Kulesza, Emily Fox, Ben Taskar"
332,142,Convolutional Neural Networks for Medical Image Analysis: Full Training or Fine Tuning?,Tiled convolutional neural networks,"Nima Tajbakhsh, Jae Y. Shin, Suryakanth R. Gurudu, R. Todd Hurst, Christopher B. Kendall, Michael B. Gotway, Jianming Liang","Jiquan Ngiam, Zhenghao Chen, Daniel Chia, Pang W. Koh, Quoc V. Le, Andrew Y. Ng"
1542,786,Bandit Structured Prediction for Learning from Partial Feedback in Statistical Machine Translation,Mixability in Statistical Learning,"Artem Sokolov, Stefan Riezler, Tanguy Urvoy","Tim V. Erven, Peter Grnwald, Mark D. Reid, Robert C. Williamson"
2521,408,Structure and Parameter Learning for Causal Independence and Causal Interaction Models,Structure Learning for Optimization,"Christopher Meek, David Heckerman","Shulin Yang, Ali Rahimi"
3392,3227,Graph Classification with Recurrent Variational Neural Networks,Maximizing Subset Accuracy with Recurrent Neural Networks in Multi-label Classification,"Edouard Pineau, Nathan de Lara","Jinseok Nam, Eneldo Loza Menca, Hyunwoo J. Kim, Johannes Frnkranz"
137,142,Graph Convolutional Neural Networks for Web-Scale Recommender Systems,Tiled convolutional neural networks,"Rex Ying, Ruining He, Kaifeng Chen, Pong Eksombatchai, William L. Hamilton, Jure Leskovec","Jiquan Ngiam, Zhenghao Chen, Daniel Chia, Pang W. Koh, Quoc V. Le, Andrew Y. Ng"
2011,2528,Strongly-Typed Recurrent Neural Networks,Path-Normalized Optimization of Recurrent Neural Networks with ReLU Activations,"David Balduzzi, Muhammad Ghifary","Behnam Neyshabur, Yuhuai Wu, Ruslan R. Salakhutdinov, Nati Srebro"
3490,987,Segmental Recurrent Neural Networks,Training and Analysing Deep Recurrent Neural Networks,"Lingpeng Kong, Chris Dyer, Noah A. Smith","Michiel Hermans, Benjamin Schrauwen"
2209,1421,On the Approximation Properties of Neural Networks,On the Computational Efficiency of Training Neural Networks,"Jonathan W. Siegel, Jinchao Xu","Roi Livni, Shai Shalev-Shwartz, Ohad Shamir"
3095,1837,Deep Convolutional Neural Networks for Map-Type Classification,Shepard Convolutional Neural Networks,"Xiran Zhou, Wenwen Li, Samantha T. Arundel, Jun Liu","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
3143,4117,Verifying Properties of Binarized Deep Neural Networks,Robust Detection of Adversarial Attacks by Modeling the Intrinsic Properties of Deep Neural Networks,"Nina Narodytska, Shiva Prasad Kasiviswanathan, Leonid Ryzhyk, Mooly Sagiv, Toby Walsh","Zhihao Zheng, Pengyu Hong"
303,3211,Improving Generalization and Stability of Generative Adversarial Networks,Triangle Generative Adversarial Networks,"Hoang Thanh-Tung, Truyen Tran, Svetha Venkatesh","Zhe Gan, Liqun Chen, Weiyao Wang, Yuchen Pu, Yizhe Zhang, Hao Liu, Chunyuan Li, Lawrence Carin"
2092,4218,Compression of Recurrent Neural Networks for Efficient Language Modeling,Reversible Recurrent Neural Networks,"Artem M. Grachev, Dmitry I. Ignatov, Andrey V. Savchenko","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
1160,3275,Protein Secondary Structure Prediction Using Cascaded Convolutional and Recurrent Neural Networks,Fast-Slow Recurrent Neural Networks,"Zhen Li, Yizhou Yu","Asier Mujika, Florian Meier, Angelika Steger"
802,3112,Graph Structure Learning from Unlabeled Data for Event Detection,Learning Active Learning from Data,"Sriram Somanchi, Daniel B. Neill","Ksenia Konyushkova, Raphael Sznitman, Pascal Fua"
2192,3729,Learning Networks from Random Walk-Based Node Similarities,Inferring Networks From Random Walk-Based Node Similarities,"Jeremy G. Hoskins, Cameron Musco, Christopher Musco, Charalampos E. Tsourakakis","Jeremy Hoskins, Cameron Musco, Christopher Musco, Babis Tsourakakis"
93,3275,Human Activity Recognition using Recurrent Neural Networks,Fast-Slow Recurrent Neural Networks,"Deepika Singh, Erinc Merdivan, Ismini Psychoula, Johannes Kropf, Sten Hanke, Matthieu Geist, Andreas Holzinger","Asier Mujika, Florian Meier, Angelika Steger"
1129,2716,Multi-Step Prediction of Occupancy Grid Maps with Recurrent Neural Networks,Dilated Recurrent Neural Networks,"Nima Mohajerin, Mohsen Rohani","Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang"
2666,2790,Sequence Training and Adaptation of Highway Deep Neural Networks,Compression-aware Training of Deep Networks,Liang Lu,"Jose M. Alvarez, Mathieu Salzmann"
548,4061,Learning to Diagnose with LSTM Recurrent Neural Networks,Relational recurrent neural networks,"Zachary C. Lipton, David C. Kale, Charles Elkan, Randall Wetzel","Adam Santoro, Ryan Faulkner, David Raposo, Jack Rae, Mike Chrzanowski, Theophane Weber, Daan Wierstra, Oriol Vinyals, Razvan Pascanu, Timothy Lillicrap"
298,3947,NIPS 2016 Tutorial: Generative Adversarial Networks,Graphical Generative Adversarial Networks,Ian Goodfellow,"Chongxuan LI, Max Welling, Jun Zhu, Bo Zhang"
8,19,Forward-Backward Stochastic Neural Networks: Deep Learning of High-dimensional Partial Differential Equations,Learning Networks of Stochastic Differential Equations,Maziar Raissi,"Jos Pereira, Morteza Ibrahimi, Andrea Montanari"
2020,2872,DANTE: Deep AlterNations for Training nEural networks,Convergent Block Coordinate Descent for Training Tikhonov Regularized Deep Neural Networks,"Sneha Kudugunta, Vaibhav B Sinha, Adepu Ravi Sankar, Surya Teja Chavali, Purushottam Kar, Vineeth N Balasubramanian","Ziming Zhang, Matthew Brand"
3390,852,A Geometric Perspective on Optimal Representations for Reinforcement Learning,Learning optimal spike-based representations,"Marc G. Bellemare, Will Dabney, Robert Dadashi, Adrien Ali Taiga, Pablo Samuel Castro, Nicolas Le Roux, Dale Schuurmans, Tor Lattimore, Clare Lyle","Ralph Bourdoukan, David Barrett, Sophie Deneve, Christian K. Machens"
105,986,Stochastic Variance Reduction for Nonconvex Optimization,Variance Reduction for Stochastic Gradient Optimization,"Sashank J. Reddi, Ahmed Hefny, Suvrit Sra, Barnabas Poczos, Alex Smola","Chong Wang, Xi Chen, Alexander J. Smola, Eric P. Xing"
795,142,Jointly Sparse Convolutional Neural Networks in Dual Spatial-Winograd Domains,Tiled convolutional neural networks,"Yoojin Choi, Mostafa El-Khamy, Jungwon Lee","Jiquan Ngiam, Zhenghao Chen, Daniel Chia, Pang W. Koh, Quoc V. Le, Andrew Y. Ng"
3867,2576,Efficient Probabilistic Performance Bounds for Inverse Reinforcement Learning,Cooperative Inverse Reinforcement Learning,"Daniel S. Brown, Scott Niekum","Dylan Hadfield-Menell, Stuart J. Russell, Pieter Abbeel, Anca Dragan"
1444,1837,Musical Tempo and Key Estimation using Convolutional Neural Networks with Directional Filters,Shepard Convolutional Neural Networks,"Hendrik Schreiber, Meinard Mller","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
