ID,Title,Authors,Date,Journal-ref
2808,Random Projection in Neural Episodic Control,"Daichi Nishio, Satoshi Yamane","3 April, 2019",
2809,Building Disease Detection Algorithms with Very Small Numbers of Positive Samples,"Ken C. L. Wong, Alexandros Karargyris, Tanveer Syeda-Mahmood, Mehdi Moradi","7 May, 2018",
2810,Adversarial Robustness Toolbox v0.4.0,"Maria-Irina Nicolae, Mathieu Sinn, Minh Ngoc Tran, Ambrish Rawat, Martin Wistuba, Valentina Zantedeschi, Nathalie Baracaldo, Bryant Chen, Heiko Ludwig, Ian M. Molloy, Ben Edwards","11 January, 2019",
2811,Optimal Decision-Making in Mixed-Agent Partially Observable Stochastic Environments via Reinforcement Learning,Roi Ceren,"4 January, 2019",
2812,Large-scale Classification of Fine-Art Paintings: Learning The Right Metric on The Right Feature,"Babak Saleh, Ahmed Elgammal","4 May, 2015",
2813,Improving SGD convergence by online linear regression of gradients in multiple statistically relevant directions,Jarek Duda,"10 April, 2019",
2814,MobiRNN: Efficient Recurrent Neural Network Execution on Mobile GPU,"Qingqing Cao, Niranjan Balasubramanian, Aruna Balasubramanian","2 June, 2017",
2815,Unsupervised Feature Learning for Environmental Sound Classification Using Cycle Consistent Generative Adversarial Network,"Mohammad Esmaeilpour, Patrick Cardinal, Alessandro L. Koerich","8 April, 2019",
2816,Robust Task Clustering for Deep Many-Task Learning,"Mo Yu, Xiaoxiao Guo, Jinfeng Yi, Shiyu Chang, Saloni Potdar, Gerald Tesauro, Haoyu Wang, Bowen Zhou","17 May, 2018",
2817,A Probabilistic U-Net for Segmentation of Ambiguous Images,"Simon A. A. Kohl, Bernardino Romera-Paredes, Clemens Meyer, Jeffrey De Fauw, Joseph R. Ledsam, Klaus H. Maier-Hein, S. M. Ali Eslami, Danilo Jimenez Rezende, Olaf Ronneberger","29 January, 2019",
2818,Clustering Dynamic Web Usage Data,"Alzennyr Da Silva, Yves Lechevallier, Fabrice Rossi, Francisco De A. T. De Carvahlo","4 January, 2012",Innovative Applications in Data Mining (2009) 71-82
2819,Bayesian Compressed Regression,"Rajarshi Guhaniyogi, David B. Dunson","22 March, 2013",
2820,Discovering and Exploiting Entailment Relationships in Multi-Label Learning,"Christina Papagiannopoulou, Grigorios Tsoumakas, Ioannis Tsamardinos","17 April, 2014",
2821,Generating the support with extreme value losses,Nicholas Guttenberg,"7 February, 2019",
2822,Generalization Studies of Neural Network Models for Cardiac Disease Detection Using Limited Channel ECG,"Deepta Rajan, David Beymer, Girish Narayan","4 January, 2019",
2823,h-detach: Modifying the LSTM Gradient Towards Better Optimization,"Devansh Arpit, Bhargav Kanuparthi, Giancarlo Kerg, Nan Rosemary Ke, Ioannis Mitliagkas, Yoshua Bengio","9 January, 2019",
2824,Objective Function Designing Led by User Preferences Acquisition,"Patrick Taillandier, Julien Gaffuri","23 April, 2012",
2825,Bethe Learning of Conditional Random Fields via MAP Decoding,"Kui Tang, Nicholas Ruozzi, David Belanger, Tony Jebara","4 March, 2015",
2826,The effect of the choice of neural network depth and breadth on the size of its hypothesis space,"Lech Szymanski, Brendan McCane, Michael Albert","6 June, 2018",
2827,Unsupervised Learning using Pretrained CNN and Associative Memory Bank,"Qun Liu, Supratik Mukhopadhyay","2 May, 2018",
2828,Generating Music using an LSTM Network,"Nikhil Kotecha, Paul Young","18 April, 2018",
2829,Unsupervised Learning via Meta-Learning,"Kyle Hsu, Sergey Levine, Chelsea Finn","21 March, 2019",
2830,Primal Method for ERM with Flexible Mini-batching Schemes and Non-convex Losses,"Dominik Csiba, Peter Richtrik","7 June, 2015",
2831,Prediction performance after learning in Gaussian process regression,"Johan Wgberg, Dave Zachariah, Thomas B. Schn, Petre Stoica","15 March, 2017",
2832,Semi-supervised model-based clustering with controlled clusters leakage,"Marek ?mieja, ?ukasz Struski, Jacek Tabor","4 May, 2017",
2833,Predicting Performance on MOOC Assessments using Multi-Regression Models,"Zhiyun Ren, Huzefa Rangwala, Aditya Johri","8 May, 2016",
2834,Fake News Detection on Social Media using Geometric Deep Learning,"Federico Monti, Fabrizio Frasca, Davide Eynard, Damon Mannion, Michael M. Bronstein","10 February, 2019",
2835,Bayesian Discovery of Linear Acyclic Causal Models,"Patrik O. Hoyer, Antti Hyttinen","9 May, 2012",
2836,Understanding Childhood Vulnerability in The City of Surrey,"Cody Griffith, Varoon Mathur, Catherine Lin, Kevin Zhu","25 March, 2019",
2837,Non-strongly-convex smooth stochastic approximation with convergence rate O(1/n),"Francis Bach, Eric Moulines","10 June, 2013",
2838,A review of single-source unsupervised domain adaptation,"Wouter M. Kouw, Marco Loog","16 January, 2019",
2839,Masked Conditional Neural Networks for Automatic Sound Events Recognition,"Fady Medhat, David Chesmore, John Robinson","15 February, 2018","IEEE International Conference on Data Science and Advanced Analytics (DSAA) Year: 2017, Pages: 389 - 394"
2840,Stochastic Gradient Push for Distributed Deep Learning,"Mahmoud Assran, Nicolas Loizou, Nicolas Ballas, Michael Rabbat","24 January, 2019",
2841,A giant with feet of clay: on the validity of the data that feed machine learning in medicine,"Federico Cabitza, Davide Ciucci, Raffaele Rasoini","14 May, 2018",
2842,Training in Task Space to Speed Up and Guide Reinforcement Learning,"Guillaume Bellegarda, Katie Byl","6 March, 2019",
2843,Algorithms and Complexity Results for Exact Bayesian Structure Learning,"Sebastian Ordyniak, Stefan Szeider","15 March, 2012",
2844,Federated Learning via Over-the-Air Computation,"Kai Yang, Tao Jiang, Yuanming Shi, Zhi Ding","17 February, 2019",
2845,Contrastive Structured Anomaly Detection for Gaussian Graphical Models,"Abhinav Maurya, Mark Cheung","2 May, 2016",
2846,Hierarchical Subquery Evaluation for Active Learning on a Graph,"Oisin Mac Aodha, Neill D. F. Campbell, Jan Kautz, Gabriel J. Brostow","30 April, 2015",
2847,A Dirty Model for Multiple Sparse Regression,"Ali Jalali, Pradeep Ravikumar, Sujay Sanghavi","28 June, 2011",
2848,Diverse Few-Shot Text Classification with Multiple Metrics,"Mo Yu, Xiaoxiao Guo, Jinfeng Yi, Shiyu Chang, Saloni Potdar, Yu Cheng, Gerald Tesauro, Haoyu Wang, Bowen Zhou","19 May, 2018",
2849,ClusterCluster: Parallel Markov Chain Monte Carlo for Dirichlet Process Mixtures,"Dan Lovell, Jonathan Malmaud, Ryan P. Adams, Vikash K. Mansinghka","8 April, 2013",
2850,Plug-in martingales for testing exchangeability on-line,"Valentina Fedorova, Alex Gammerman, Ilia Nouretdinov, Vladimir Vovk","28 June, 2012",
2851,Reconstructing Gaussian sources by spatial sampling,Vinay Praneeth Boda,"15 March, 2018",
2852,Deep Neuroevolution: Genetic Algorithms Are a Competitive Alternative for Training Deep Neural Networks for Reinforcement Learning,"Felipe Petroski Such, Vashisht Madhavan, Edoardo Conti, Joel Lehman, Kenneth O. Stanley, Jeff Clune","20 April, 2018",
2853,Mode Collapse and Regularity of Optimal Transportation Maps,"Na lei, Yang Guo, Dongsheng An, Xin Qi, Zhongxuan Luo, Shing-Tung Yau, Xianfeng Gu","7 February, 2019",
2854,On Communication Complexity of Classification Problems,"Daniel M. Kane, Roi Livni, Shay Moran, Amir Yehudayoff","23 April, 2018",
2855,An Interpretable Knowledge Transfer Model for Knowledge Base Completion,"Qizhe Xie, Xuezhe Ma, Zihang Dai, Eduard Hovy","3 May, 2017",
2856,Adversarial Examples - A Complete Characterisation of the Phenomenon,"Alexandru Constantin Serban, Erik Poll, Joost Visser","17 February, 2019",
2857,Synthesizing New Retinal Symptom Images by Multiple Generative Models,"Yi-Chieh Liu, Hao-Hsiang Yang, Chao-Han Huck Yang, Jia-Hong Huang, Meng Tian, Hiromasa Morikawa, Yi-Chang James Tsai, Jesper Tegner","11 February, 2019",AI for Retinal Image Analysis Workshop ACCV 2018
2858,Non-negative least squares for high-dimensional linear models: consistency and sparse recovery without regularization,"Martin Slawski, Matthias Hein","12 February, 2014","Electronic Journal of Statistics, 7(0):3004-3056, 2013"
2859,Adversarial Exploration Strategy for Self-Supervised Imitation Learning,"Zhang-Wei Hong, Tsu-Jui Fu, Tzu-Yun Shann, Yi-Hsiang Chang, Chun-Yi Lee","26 June, 2018",
2860,A Characterization of the Dirichlet Distribution with Application to Learning Bayesian Networks,"Dan Geiger, David Heckerman","20 February, 2013",
2861,Estimating Graphlet Statistics via Lifting,"Kirill Paramonov, James Sharpnack","23 February, 2018",
2862,Removing systematic errors for exoplanet search via latent causes,"Bernhard Schlkopf, David W. Hogg, Dun Wang, Daniel Foreman-Mackey, Dominik Janzing, Carl-Johann Simon-Gabriel, Jonas Peters","12 May, 2015",
2863,Structural Drift: The Population Dynamics of Sequential Learning,"James P. Crutchfield, Sean Whalen","27 February, 2012",
2864,Distributed Learning with Sublinear Communication,"Jayadev Acharya, Christopher De Sa, Dylan J. Foster, Karthik Sridharan","17 March, 2019",
2865,Composite convex minimization involving self-concordant-like cost functions,"Quoc Tran-Dinh, Yen-Huan Li, Volkan Cevher","20 January, 2018",
2866,Optimizing Recurrent Neural Networks Architectures under Time Constraints,"Junqi Jin, Ziang Yan, Kun Fu, Nan Jiang, Changshui Zhang","20 February, 2018",
2867,Graph-to-Sequence Learning using Gated Graph Neural Networks,"Daniel Beck, Gholamreza Haffari, Trevor Cohn","26 June, 2018",
2868,Masking Strategies for Image Manifolds,"Hamid Dadkhahi, Marco F. Duarte","14 June, 2016",
2869,A Simple Fusion of Deep and Shallow Learning for Acoustic Scene Classification,"Eduardo Fonseca, Rong Gong, Xavier Serra","27 June, 2018",
2870,Clustering with Multi-Layer Graphs: A Spectral Perspective,"Xiaowen Dong, Pascal Frossard, Pierre Vandergheynst, Nikolai Nefedov","11 June, 2011","IEEE Transactions on Signal Processing, vol. 60, no. 11, pp. 5820-5831, November 2012"
2871,ShortFuse: Biomedical Time Series Representations in the Presence of Structured Information,"Madalina Fiterau, Suvrat Bhooshan, Jason Fries, Charles Bournhonesque, Jennifer Hicks, Eni Halilaj, Christopher R, Scott Delp","15 May, 2017",
2872,A Hybrid Distribution Feeder Long-Term Load Forecasting Method Based on Sequence Prediction,Ming Dong,"8 April, 2019",
2873,Scalable Bayesian Learning for State Space Models using Variational Inference with SMC Samplers,"Marcel Hirt, Petros Dellaportas","12 February, 2019",
2874,Deep Generative Model with Beta Bernoulli Process for Modeling and Learning Confounding Factors,"Prashnna K Gyawali, Cameron Knight, Sandesh Ghimire, B. Milan Horacek, John L. Sapp, Linwei Wang","22 January, 2019",
2875,Multistep Neural Networks for Data-driven Discovery of Nonlinear Dynamical Systems,"Maziar Raissi, Paris Perdikaris, George Em Karniadakis","3 January, 2018",
2876,Optimization of Inf-Convolution Regularized Nonconvex Composite Problems,"Emanuel Laude, Tao Wu, Daniel Cremers","27 March, 2019",
2877,Feedback Message Passing for Inference in Gaussian Graphical Models,"Ying Liu, Venkat Chandrasekaran, Animashree Anandkumar, Alan S. Willsky","10 May, 2011",
2878,Deep learning for seismic phase detection and picking in the aftershock zone of 2008 Mw7.9 Wenchuan earthquake,"Lijun Zhu, Zhigang Peng, James McClellan, Chenyu Li, Dongdong Yao, Zefeng Li, Lihua Fang","29 January, 2019",
2879,Greed is Good: Near-Optimal Submodular Maximization via Greedy Optimization,"Moran Feldman, Christopher Harshaw, Amin Karbasi","5 April, 2017",
2880,Data Science and Digital Systems: The 3Ds of Machine Learning Systems Design,Neil D. Lawrence,"26 March, 2019",
2881,Learning to Identify Object Instances by Touch: Tactile Recognition via Multimodal Matching,"Justin Lin, Roberto Calandra, Sergey Levine","8 March, 2019",
2882,"Bandits with Delayed, Aggregated Anonymous Feedback","Ciara Pike-Burke, Shipra Agrawal, Csaba Szepesvari, Steffen Grunewalder","13 June, 2018",
2883,Distributed Submodular Maximization,"Baharan Mirzasoleiman, Amin Karbasi, Rik Sarkar, Andreas Krause","27 June, 2016",
2884,Active Learning for High-Dimensional Binary Features,"Ali Vahdat, Mouloud Belbahri, Vahid Partovi Nia","5 February, 2019",
2885,On the Minimax Misclassification Ratio of Hypergraph Community Detection,"I Chien, Chung-Yi Lin, I-Hsiang Wang","3 February, 2018",
2886,Node Embedding over Temporal Graphs,"Uriel Singer, Ido Guy, Kira Radinsky","2 April, 2019",
2887,Fast Bounded Online Gradient Descent Algorithms for Scalable Kernel-Based Online Learning,"Peilin Zhao, Jialei Wang, Pengcheng Wu, Rong Jin, Steven C. H. Hoi","18 June, 2012",
2888,Is Deeper Better only when Shallow is Good?,"Eran Malach, Shai Shalev-Shwartz","8 March, 2019",
2889,Using Latent Class Analysis to Identify ARDS Sub-phenotypes for Enhanced Machine Learning Predictive Performance,"Tony Wang, Tim Tschampel, Emilia Apostolova, Tom Velez","28 March, 2019",
2890,One-Shot Generalization in Deep Generative Models,"Danilo Jimenez Rezende, Shakir Mohamed, Ivo Danihelka, Karol Gregor, Daan Wierstra","25 May, 2016",
2891,Latent Representations of Dynamical Systems: When Two is Better Than One,Max Tegmark,"20 February, 2019",
2892,Online and Stable Learning of Analysis Operators,"Michael Sandbichler, Karin Schnass","1 February, 2018",
2893,A concentration inequality for the excess risk in least-squares regression with random design and heteroscedastic noise,Adrien Saumard,"9 March, 2018",
2894,Interleaved Text/Image Deep Mining on a Large-Scale Radiology Database for Automated Image Interpretation,"Hoo-Chang Shin, Le Lu, Lauren Kim, Ari Seff, Jianhua Yao, Ronald M. Summers","4 May, 2015",
2895,Improving the Privacy and Accuracy of ADMM-Based Distributed Algorithms,"Xueru Zhang, Mohammad Mahdi Khalili, Mingyan Liu","6 June, 2018",
2896,Accelerated Decentralized Optimization with Local Updates for Smooth and Strongly Convex Objectives,"Hadrien Hendrikx, Francis Bach, Laurent Massouli","22 February, 2019",
2897,ML + FV = $\heartsuit$? A Survey on the Application of Machine Learning to Formal Verification,"Moussa Amrani, Levi Lcio, Adrien Bibal","12 June, 2018",
2898,An Atomistic Machine Learning Package for Surface Science and Catalysis,"Martin Hangaard Hansen, Jos A. Garrido Torres, Paul C. Jennings, Ziyun Wang, Jacob R. Boes, Osman G. Mamun, Thomas Bligaard","1 April, 2019",
2899,Semi-supervised Content-based Detection of Misinformation via Tensor Embeddings,"Gisel Bastidas Guacho, Sara Abdali, Neil Shah, Evangelos E. Papalexakis","24 April, 2018",
2900,Online Low-Rank Subspace Learning from Incomplete Data: A Bayesian View,"Paris V. Giampouras, Athanasios A. Rontogiannis, Konstantinos E. Themelis, Konstantinos D. Koutroumbas","12 February, 2016",
2901,Learning RoboCup-Keepaway with Kernels,"Tobias Jung, Daniel Polani","31 January, 2012","JMLR Workshop and Conference Proceedings (1st Gaussian Processes in Practice Workshop, 2006)"
2902,Learning from Multi-View Multi-Way Data via Structural Factorization Machines,"Chun-Ta Lu, Lifang He, Hao Ding, Bokai Cao, Philip S. Yu","14 February, 2018",
2903,Learning networks determined by the ratio of prior and data,Maomi Ueno,"15 March, 2012",
2904,Target-based Hyperspectral Demixing via Generalized Robust PCA,"Sirisha Rambhatla, Xingguo Li, Jarvis Haupt","26 February, 2019","2017 51st Asilomar Conference on Signals, Systems, and Computers"
2905,"The Lottery Ticket Hypothesis: Finding Sparse, Trainable Neural Networks","Jonathan Frankle, Michael Carbin","4 March, 2019",ICLR 2019
2906,Notes on Low-rank Matrix Factorization,"Yuan Lu, Jie Yang","6 May, 2016",
2907,Determinantal point processes for machine learning,"Alex Kulesza, Ben Taskar","10 January, 2013","Foundations and Trends in Machine Learning: Vol. 5: No 2-3, pp 123-286"
2908,Network Offloading Policies for Cloud Robotics: a Learning-based Approach,"Sandeep Chinchali, Apoorva Sharma, James Harrison, Amine Elhafsi, Daniel Kang, Evgenya Pergament, Eyal Cidon, Sachin Katti, Marco Pavone","15 February, 2019",
2909,Exploring the predictability of range-based volatility estimators using RNNs,"Gbor Petnehzi, Jzsef Gll","19 March, 2018",
2910,Understanding Individual Neuron Importance Using Information Theory,"Rana Ali Amjad, Kairen Liu, Bernhard C. Geiger","11 April, 2019",
2911,Predict or classify: The deceptive role of time-locking in brain signal classification,"Marco Rusconi, Angelo Valleriani","10 June, 2016","Scientific Reports 6, 28236 (2016)"
2912,An efficient distributed learning algorithm based on effective local functional approximations,"Dhruv Mahajan, Nikunj Agrawal, S. Sathiya Keerthi, S. Sundararajan, Leon Bottou","16 March, 2015",
2913,The decoupled extended Kalman filter for dynamic exponential-family factorization models,"Carlos Alberto Gomez-Uribe, Brian Karrer","26 June, 2018",
2914,"Snapshot Ensembles: Train 1, get M for free","Gao Huang, Yixuan Li, Geoff Pleiss, Zhuang Liu, John E. Hopcroft, Kilian Q. Weinberger","31 March, 2017",
2915,Deep Neural Networks for Rotation-Invariance Approximation and Learning,"Charles K. Chui, Shao-Bo Lin, Ding-Xuan Zhou","3 April, 2019",
2916,Unsupervised Meta-Learning for Reinforcement Learning,"Abhishek Gupta, Benjamin Eysenbach, Chelsea Finn, Sergey Levine","12 June, 2018",
2917,Sketching for Sequential Change-Point Detection,"Yang Cao, Andrew Thompson, Meng Wang, Yao Xie","30 April, 2018",
2918,Multi-Layer Generalized Linear Estimation,"Andre Manoel, Florent Krzakala, Marc Mzard, Lenka Zdeborov","24 January, 2017","Information Theory (ISIT), 2017 IEEE International Symposium on, pages 2098-2102"
2919,Probabilistic classifiers with low rank indefinite kernels,"Frank-Michael Schleif, Andrej Gisbrecht, Peter Tino","8 April, 2016",
2920,Proximal Backpropagation,"Thomas Frerix, Thomas Mllenhoff, Michael Moeller, Daniel Cremers","20 February, 2018",
2921,On the Relationship between Sum-Product Networks and Bayesian Networks,"Han Zhao, Mazen Melibari, Pascal Poupart","30 April, 2015",
2922,Modeling Grasp Motor Imagery through Deep Conditional Generative Models,"Matthew Veres, Medhat Moussa, Graham W. Taylor","11 January, 2017",
2923,ML4PG in Computer Algebra verification,"Jnathan Heras, Ekaterina Komendantskaya","24 May, 2013",
2924,Cautious Deep Learning,"Yotam Hechtlinger, Barnabs Pczos, Larry Wasserman","27 February, 2019",
2925,A probabilistic estimation and prediction technique for dynamic continuous social science models: The evolution of the attitude of the Basque Country population towards ETA as a case study,"Juan-Carlos Corts, Francisco-J. Santonja, Ana-C. Tarazona, Rafael-J. Villanueva, Javier Villanueva-Oller","30 March, 2014",
2926,On the Quantization of Cellular Neural Networks for Cyber-Physical Systems,Xiaowei Xu,"5 March, 2019","TC-CCPS Newsletter, 2018"
2927,Risk-Constrained Reinforcement Learning with Percentile Risk Criteria,"Yinlam Chow, Mohammad Ghavamzadeh, Lucas Janson, Marco Pavone","6 April, 2017",
2928,Classification under Data Contamination with Application to Remote Sensing Image Mis-registration,"Donghui Yan, Peng Gong, Aiyou Chen, Liheng Zhong","5 January, 2012",
2929,Finite-Data Performance Guarantees for the Output-Feedback Control of an Unknown System,"Ross Boczar, Nikolai Matni, Benjamin Recht","5 February, 2019",
2930,Near-Optimal Adaptive Compressed Sensing,"Matthew L. Malloy, Robert D. Nowak","29 April, 2014",
2931,Max-Margin Feature Selection,"Yamuna Prasad, Dinesh Khandelwal, K. K. Biswas","14 June, 2016",
2932,Sparsistency and agnostic inference in sparse PCA,"Jing Lei, Vincent Q. Vu","5 March, 2015","Annals of Statistics 2015, Vol. 43, No. 1, 299-322"
2933,"Unifying Data, Model and Hybrid Parallelism in Deep Learning via Tensor Tiling","Minjie Wang, Chien-chin Huang, Jinyang Li","10 May, 2018",
2934,Learning Topic Models by Belief Propagation,"Jia Zeng, William K. Cheung, Jiming Liu","24 March, 2012","IEEE Transactions on Pattern Analysis and Machine Intelligence, Volume 33, Number 5, Pages 1121-1134, 2013"
2935,Uncertainty Propagation in Deep Neural Network Using Active Subspace,"Weiqi Ji, Zhuyin Ren, Chung K. Law","10 March, 2019",
2936,Partially Exchangeable Networks and Architectures for Learning Summary Statistics in Approximate Bayesian Computation,"Samuel Wiqvist, Pierre-Alexandre Mattei, Umberto Picchini, Jes Frellsen","29 January, 2019",
2937,A Spectral Algorithm for Inference in Hidden Semi-Markov Models,"Igor Melnyk, Arindam Banerjee","28 February, 2016",
2938,Lifelong Metric Learning,"Gan Sun, Yang Cong, Ji Liu, Xiaowei Xu","12 June, 2017",
2939,Understanding Minimum Probability Flow for RBMs Under Various Kinds of Dynamics,"Daniel Jiwoong Im, Ethan Buchman, Graham W. Taylor","7 April, 2015",
2940,Modelling cross-dependencies between Spain's regional tourism markets with an extension of the Gaussian process regression model,"Oscar Claveria, Enric Monte, Salvador Torra","2 May, 2018","Claveria, O., Monte, E., and Torra, S. (2016): Modelling cross-dependencies between Spain's regional tourism markets with an extension of the Gaussian process regression model. SERIEs, 7 (3), 341-357"
2941,Discrimination in the Age of Algorithms,"Jon Kleinberg, Jens Ludwig, Sendhil Mullainathan, Cass R. Sunstein","10 February, 2019",
2942,Multi-Domain Translation by Learning Uncoupled Autoencoders,"Karren D. Yang, Caroline Uhler","9 February, 2019",
2943,Unsupervised Hyperalignment for Multilingual Word Embeddings,"Jean Alaux, Edouard Grave, Marco Cuturi, Armand Joulin","7 January, 2019",
2944,A Selection of Giant Radio Sources from NVSS,D. D. Proctor,"9 May, 2016",
2945,Combinatorial Multi-Armed Bandit and Its Extension to Probabilistically Triggered Arms,"Wei Chen, Yajun Wang, Yang Yuan, Qinshi Wang","28 March, 2016",
2946,Word level Script Identification from Bangla and Devanagri Handwritten Texts mixed with Roman Script,"Ram Sarkar, Nibaran Das, Subhadip Basu, Mahantapas Kundu, Mita Nasipuri, Dipak Kumar Basu","21 February, 2010","Journal of Computing, Volume 2, Issue 2, February 2010, https://sites.google.com/site/journalofcomputing/"
2947,The Effect of Explicit Structure Encoding of Deep Neural Networks for Symbolic Music Generation,"Ke Chen, Weilin Zhang, Shlomo Dubnov, Gus Xia, Wei Li","24 January, 2019",Multilayer Music Representation and Processing 2019
2948,Updates-Leak: Data Set Inference and Reconstruction Attacks in Online Learning,"Ahmed Salem, Apratim Bhattacharya, Michael Backes, Mario Fritz, Yang Zhang","1 April, 2019",
2949,Variable Importance Clouds: A Way to Explore Variable Importance for the Set of Good Models,"Jiayun Dong, Cynthia Rudin","10 January, 2019",
2950,Hypernetwork functional image representation,"Sylwester Klocek, ?ukasz Maziarka, Maciej Wo?czyk, Jacek Tabor, Jakub Nowak, Marek ?mieja","5 April, 2019",
2951,RPC Considered Harmful: Fast Distributed Deep Learning on RDMA,"Jilong Xue, Youshan Miao, Cheng Chen, Ming Wu, Lintao Zhang, Lidong Zhou","22 May, 2018",
2952,Incremental Learning Framework Using Cloud Computing,"Kumarjit Pathak, Prabhukiran G, Jitin Kapila, Nikit Gawande","12 May, 2018",
2953,Fuzzy clustering of distribution-valued data using adaptive L2 Wasserstein distances,"Antonio Irpino, Francisco De Carvalho, Rosanna Verde","2 May, 2016",
2954,Unsupervised Feature Learning through Divergent Discriminative Feature Accumulation,"Paul A. Szerlip, Gregory Morse, Justin K. Pugh, Kenneth O. Stanley","9 June, 2014",
2955,Small-footprint Deep Neural Networks with Highway Connections for Speech Recognition,"Liang Lu, Steve Renals","14 June, 2017",
2956,Notes on hierarchical ensemble methods for DAG-structured taxonomies,Giorgio Valentini,"18 June, 2014",
2957,Event-based Vision meets Deep Learning on Steering Prediction for Self-driving Cars,"Ana I. Maqueda, Antonio Loquercio, Guillermo Gallego, Narciso Garcia, Davide Scaramuzza","4 April, 2018","IEEE Conference on Computer Vision and Pattern Recognition (CVPR), Salt Lake City, 2018"
2958,Pruning Filters for Efficient ConvNets,"Hao Li, Asim Kadav, Igor Durdanovic, Hanan Samet, Hans Peter Graf","10 March, 2017",
2959,Stochastic Portfolio Theory: A Machine Learning Perspective,"Yves-Laurent Kom Samo, Alexander Vervuurt","9 May, 2016",
2960,DeepFM: An End-to-End Wide & Deep Learning Framework for CTR Prediction,"Huifeng Guo, Ruiming Tang, Yunming Ye, Zhenguo Li, Xiuqiang He, Zhenhua Dong","16 May, 2018",
2961,Meta-Learning surrogate models for sequential decision making,"Alexandre Galashov, Jonathan Schwarz, Hyunjik Kim, Marta Garnelo, David Saxton, Pushmeet Kohli, S. M. Ali Eslami, Yee Whye Teh","28 March, 2019",
2962,Can Computers Create Art?,Aaron Hertzmann,"7 May, 2018",
2963,Incorporating Causal Prior Knowledge as Path-Constraints in Bayesian Networks and Maximal Ancestral Graphs,"Giorgos Borboudakis, Ioannis Tsamardinos","27 June, 2012",
2964,RES: Regularized Stochastic BFGS Algorithm,"Aryan Mokhtari, Alejandro Ribeiro","29 January, 2014",
2965,Efficient Antihydrogen Detection in Antimatter Physics by Deep Learning,"Peter Sadowski, Balint Radics, Ananya, Yasunori Yamazaki, Pierre Baldi","6 June, 2017",
2966,Estimating the effective dimension of large biological datasets using Fisher separability analysis,"Luca Albergante, Jonathan Bac, Andrei Zinovyev","18 January, 2019",
2967,Adaptive Monte-Carlo Optimization,"Vivek Bagaria, Govinda M. Kamath, David N. Tse","22 May, 2018",
2968,Learning Transposition-Invariant Interval Features from Symbolic Music and Audio,"Stefan Lattner, Maarten Grachten, Gerhard Widmer","4 February, 2019",
2969,Continual Learning Through Synaptic Intelligence,"Friedemann Zenke, Ben Poole, Surya Ganguli","12 June, 2017",
2970,"A Collaborative Computer Aided Diagnosis (C-CAD) System with Eye-Tracking, Sparse Attentional Model, and Deep Learning","Naji Khosravan, Haydar Celik, Baris Turkbey, Elizabeth Jones, Bradford Wood, Ulas Bagci","28 April, 2018",
2971,An End-to-End Neural Network for Polyphonic Piano Music Transcription,"Siddharth Sigtia, Emmanouil Benetos, Simon Dixon","11 February, 2016",
2972,Nonparametric Density Estimation for High-Dimensional Data - Algorithms and Applications,"Zhipeng Wang, David W. Scott","30 March, 2019","Wiley Interdisciplinary Reviews: Computational Statistics, 2019"
2973,Interpretation of machine learning predictions for patient outcomes in electronic health records,"William La Cava, Christopher Bauer, Jason H. Moore, Sarah A Pendergrass","14 March, 2019",
2974,NDDR-CNN: Layerwise Feature Fusing in Multi-Task CNNs by Neural Discriminative Dimensionality Reduction,"Yuan Gao, Jiayi Ma, Mingbo Zhao, Wei Liu, Alan L. Yuille","4 April, 2019","IEEE Conference on Computer Vision and Pattern Recognition, 2019"
2975,Gaussian Process Networks,"Nir Friedman, Iftach Nachman","16 January, 2013",
2976,Energy Prediction using Spatiotemporal Pattern Networks,"Zhanhong Jiang, Chao Liu, Adedotun Akintayo, Gregor Henze, Soumik Sarkar","3 February, 2017",
2977,A Learning Algorithm for Relational Logistic Regression: Preliminary Results,"Bahare Fatemi, Seyed Mehran Kazemi, David Poole","27 June, 2016",
2978,Convolutional Neural Knowledge Graph Learning,"Feipeng Zhao, Martin Renqiang Min, Chen Shen, Amit Chakraborty","29 March, 2018",
2979,Subspace Learning From Bits,"Yuejie Chi, Haoyu Fu","3 January, 2017",
2980,On Difficulties of Cross-Lingual Transfer with Order Differences: A Case Study on Dependency Parsing,"Wasi Uddin Ahmad, Zhisong Zhang, Xuezhe Ma, Eduard Hovy, Kai-Wei Chang, Nanyun Peng","24 February, 2019",
2981,Fast and Robust Shortest Paths on Manifolds Learned from Data,"Georgios Arvanitidis, Sren Hauberg, Philipp Hennig, Michael Schober","22 January, 2019",
2982,Large Scale Kernel Learning using Block Coordinate Descent,"Stephen Tu, Rebecca Roelofs, Shivaram Venkataraman, Benjamin Recht","17 February, 2016",
2983,Song-based Classification techniques for Endangered Bird Conservation,"Erick Stattner, Wilfried Segretier, Martine Collard, Philippe Hunel, Nicolas Vidot","22 June, 2013",
2984,Context-Dependent Translation Selection Using Convolutional Neural Network,"Zhaopeng Tu, Baotian Hu, Zhengdong Lu, Hang Li","23 June, 2015",
2985,Class Probability Estimation via Differential Geometric Regularization,"Qinxun Bai, Steven Rosenberg, Zheng Wu, Stan Sclaroff","11 February, 2016",
