ID,Title,Authors,Date,Journal-ref
3269,Smooth Primal-Dual Coordinate Descent Algorithms for Nonsmooth Convex Optimization,"Ahmet Alacaoglu, Quoc Tran Dinh, Olivier Fercoq, Volkan Cevher",December 2017,Neurips 2017
3270,The Importance of Communities for Learning to Influence,"Eric Balkanski, Nicole Immorlica, Yaron Singer",December 2017,Neurips 2017
3271,"Multiplicative Weights Update with Constant Step-Size in Congestion Games: Convergence, Limit Cycles and Chaos","Gerasimos Palaiopanos, Ioannis Panageas, Georgios Piliouras",December 2017,Neurips 2017
3272,Learning Neural Representations of Human Cognition across Many fMRI Studies,"Arthur Mensch, Julien Mairal, Danilo Bzdok, Bertrand Thirion, Gael Varoquaux",December 2017,Neurips 2017
3273,A KL-LUCB algorithm for Large-Scale Crowdsourcing,"Ervin Tanczos, Robert Nowak, Bob Mankoff",December 2017,Neurips 2017
3274,Collaborative Deep Learning in Fixed Topology Networks,"Zhanhong Jiang, Aditya Balu, Chinmay Hegde, Soumik Sarkar",December 2017,Neurips 2017
3275,Fast-Slow Recurrent Neural Networks,"Asier Mujika, Florian Meier, Angelika Steger",December 2017,Neurips 2017
3276,Learning Disentangled Representations with Semi-Supervised Deep Generative Models,"Siddharth Narayanaswamy, T. Brooks Paige, Jan-Willem van de Meent, Alban Desmaison, Noah Goodman, Pushmeet Kohli, Frank Wood, Philip Torr",December 2017,Neurips 2017
3277,Self-Supervised Intrinsic Image Decomposition,"Michael Janner, Jiajun Wu, Tejas D. Kulkarni, Ilker Yildirim, Josh Tenenbaum",December 2017,Neurips 2017
3278,Exploring Generalization in Deep Learning,"Behnam Neyshabur, Srinadh Bhojanapalli, David Mcallester, Nati Srebro",December 2017,Neurips 2017
3279,A framework for Multi-A(rmed)/B(andit) Testing with Online FDR Control,"Fanny Yang, Aaditya Ramdas, Kevin G. Jamieson, Martin J. Wainwright",December 2017,Neurips 2017
3280,Fader Networks:Manipulating Images by Sliding Attributes,"Guillaume Lample, Neil Zeghidour, Nicolas Usunier, Antoine Bordes, Ludovic DENOYER, Marc'Aurelio Ranzato",December 2017,Neurips 2017
3281,Action Centered Contextual Bandits,"Kristjan Greenewald, Ambuj Tewari, Susan Murphy, Predag Klasnja",December 2017,Neurips 2017
3282,Estimating Mutual Information for Discrete-Continuous Mixtures,"Weihao Gao, Sreeram Kannan, Sewoong Oh, Pramod Viswanath",December 2017,Neurips 2017
3283,Attention is All you Need,"Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez, ukasz Kaiser, Illia Polosukhin",December 2017,Neurips 2017
3284,Recurrent Ladder Networks,"Isabeau Prmont-Schwarz, Alexander Ilin, Tele Hao, Antti Rasmus, Rinu Boney, Harri Valpola",December 2017,Neurips 2017
3285,Parameter-Free Online Learning via Model Selection,"Dylan J. Foster, Satyen Kale, Mehryar Mohri, Karthik Sridharan",December 2017,Neurips 2017
3286,Bregman Divergence for Stochastic Variance Reduction: Saddle-Point and Adversarial Prediction,"Zhan Shi, Xinhua Zhang, Yaoliang Yu",December 2017,Neurips 2017
3287,Unbounded cache model for online language modeling with open vocabulary,"Edouard Grave, Moustapha M. Cisse, Armand Joulin",December 2017,Neurips 2017
3288,Predictive State Recurrent Neural Networks,"Carlton Downey, Ahmed Hefny, Byron Boots, Geoffrey J. Gordon, Boyue Li",December 2017,Neurips 2017
3289,Early stopping for kernel boosting algorithms: A general analysis with localized complexities,"Yuting Wei, Fanny Yang, Martin J. Wainwright",December 2017,Neurips 2017
3290,SVCCA: Singular Vector Canonical Correlation Analysis for Deep Learning Dynamics and Interpretability,"Maithra Raghu, Justin Gilmer, Jason Yosinski, Jascha Sohl-Dickstein",December 2017,Neurips 2017
3291,Convolutional Phase Retrieval,"Qing Qu, Yuqian Zhang, Yonina Eldar, John Wright",December 2017,Neurips 2017
3292,Estimating High-dimensional Non-Gaussian Multiple Index Models via Steins Lemma,"Zhuoran Yang, Krishnakumar Balasubramanian, Princeton Zhaoran Wang, Han Liu",December 2017,Neurips 2017
3293,Gaussian Quadrature for Kernel Features,"Tri Dao, Christopher M. De Sa, Christopher R",December 2017,Neurips 2017
3294,Value Prediction Network,"Junhyuk Oh, Satinder Singh, Honglak Lee",December 2017,Neurips 2017
3295,A Learning Error Analysis for Structured Prediction with Approximate Inference,"Yuanbin Wu, Man Lan, Shiliang Sun, Qi Zhang, Xuanjing Huang",December 2017,Neurips 2017
3296,Efficient Second-Order Online Kernel Learning with Adaptive Embedding,"Daniele Calandriello, Alessandro Lazaric, Michal Valko",December 2017,Neurips 2017
3297,Implicit Regularization in Matrix Factorization,"Suriya Gunasekar, Blake E. Woodworth, Srinadh Bhojanapalli, Behnam Neyshabur, Nati Srebro",December 2017,Neurips 2017
3298,Optimal Shrinkage of Singular Values Under Random Data Contamination,"Danny Barash, Matan Gavish",December 2017,Neurips 2017
3299,Countering Feedback Delays in Multi-Agent Learning,"Zhengyuan Zhou, Panayotis Mertikopoulos, Nicholas Bambos, Peter W. Glynn, Claire Tomlin",December 2017,Neurips 2017
3300,Asynchronous Coordinate Descent under More Realistic Assumptions,"Tao Sun, Robert Hannah, Wotao Yin",December 2017,Neurips 2017
3301,Linear Convergence of a Frank-Wolfe Type Algorithm over Trace-Norm Balls,"Zeyuan Allen-Zhu, Elad Hazan, Wei Hu, Yuanzhi Li",December 2017,Neurips 2017
3302,Hierarchical Clustering Beyond the Worst-Case,"Vincent Cohen-Addad, Varun Kanade, Frederik Mallmann-Trenn",December 2017,Neurips 2017
3303,Invariance and Stability of Deep Convolutional Representations,"Alberto Bietti, Julien Mairal",December 2017,Neurips 2017
3304,Statistical Cost Sharing,"Eric Balkanski, Umar Syed, Sergei Vassilvitskii",December 2017,Neurips 2017
3305,The Expressive Power of Neural Networks: A View from the Width,"Zhou Lu, Hongming Pu, Feicheng Wang, Zhiqiang Hu, Liwei Wang",December 2017,Neurips 2017
3306,Spectrally-normalized margin bounds for neural networks,"Peter L. Bartlett, Dylan J. Foster, Matus J. Telgarsky",December 2017,Neurips 2017
3307,Robust and Efficient Transfer Learning with Hidden Parameter Markov Decision Processes,"Taylor W. Killian, Samuel Daulton, George Konidaris, Finale Doshi-Velez",December 2017,Neurips 2017
3308,Population Matching Discrepancy and Applications in Deep Learning,"Jianfei Chen, Chongxuan LI, Yizhong Ru, Jun Zhu",December 2017,Neurips 2017
3309,Scalable Planning with Tensorflow for Hybrid Nonlinear Domains,"Ga Wu, Buser Say, Scott Sanner",December 2017,Neurips 2017
3310,Boltzmann Exploration Done Right,"Nicol Cesa-Bianchi, Claudio Gentile, Gabor Lugosi, Gergely Neu",December 2017,Neurips 2017
3311,Learned in Translation: Contextualized Word Vectors,"Bryan McCann, James Bradbury, Caiming Xiong, Richard Socher",December 2017,Neurips 2017
3312,Neural Discrete Representation Learning,"Aaron van den Oord, Oriol Vinyals, koray kavukcuoglu",December 2017,Neurips 2017
3313,Generalizing GANs: A Turing Perspective,"Roderich Gross, Yue Gu, Wei Li, Melvin Gauci",December 2017,Neurips 2017
3314,Scalable Log Determinants for Gaussian Process Kernel Learning,"Kun Dong, David Eriksson, Hannes Nickisch, David Bindel, Andrew G. Wilson",December 2017,Neurips 2017
3315,Poincar Embeddings for Learning Hierarchical Representations,"Maximillian Nickel, Douwe Kiela",December 2017,Neurips 2017
3316,Learning Combinatorial Optimization Algorithms over Graphs,"Elias Khalil, Hanjun Dai, Yuyu Zhang, Bistra Dilkina, Le Song",December 2017,Neurips 2017
3317,Robust Conditional Probabilities,"Yoav Wald, Amir Globerson",December 2017,Neurips 2017
3318,Learning with Bandit Feedback in Potential Games,"Amlie Heliou, Johanne Cohen, Panayotis Mertikopoulos",December 2017,Neurips 2017
3319,Multi-Agent Actor-Critic for Mixed Cooperative-Competitive Environments,"Ryan Lowe, YI WU, Aviv Tamar, Jean Harb, OpenAI Pieter Abbeel, Igor Mordatch",December 2017,Neurips 2017
3320,Communication-Efficient Distributed Learning of Discrete Distributions,"Ilias Diakonikolas, Elena Grigorescu, Jerry Li, Abhiram Natarajan, Krzysztof Onak, Ludwig Schmidt",December 2017,Neurips 2017
3321,Simple and Scalable Predictive Uncertainty Estimation using Deep Ensembles,"Balaji Lakshminarayanan, Alexander Pritzel, Charles Blundell",December 2017,Neurips 2017
3322,When Worlds Collide: Integrating Different Counterfactual Assumptions in Fairness,"Chris Russell, Matt J. Kusner, Joshua Loftus, Ricardo Silva",December 2017,Neurips 2017
3323,Matrix Norm Estimation from a Few Entries,"Ashish Khetan, Sewoong Oh",December 2017,Neurips 2017
3324,Neural Networks for Efficient Bayesian Decoding of Natural Images from Retinal Neurons,"Nikhil Parthasarathy, Eleanor Batty, William Falcon, Thomas Rutten, Mohit Rajpal, E.J. Chichilnisky, Liam Paninski",December 2017,Neurips 2017
3325,Causal Effect Inference with Deep Latent-Variable Models,"Christos Louizos, Uri Shalit, Joris M. Mooij, David Sontag, Richard Zemel, Max Welling",December 2017,Neurips 2017
3326,Learning Identifiable Gaussian Bayesian Networks in Polynomial Time and Sample Complexity,"Asish Ghoshal, Jean Honorio",December 2017,Neurips 2017
3327,Gradient Episodic Memory for Continual Learning,"David Lopez-Paz, Marc'Aurelio Ranzato",December 2017,Neurips 2017
3328,Effective Parallelisation for Machine Learning,"Michael Kamp, Mario Boley, Olana Missura, Thomas Grtner",December 2017,Neurips 2017
3329,"Semisupervised Clustering, AND-Queries and Locally Encodable Source Coding","Arya Mazumdar, Soumyabrata Pal",December 2017,Neurips 2017
3330,Clustering Stable Instances of Euclidean k-means.,"Aravindan Vijayaraghavan, Abhratanu Dutta, Alex Wang",December 2017,Neurips 2017
3331,Good Semi-supervised Learning That Requires a Bad GAN,"Zihang Dai, Zhilin Yang, Fan Yang, William W. Cohen, Ruslan R. Salakhutdinov",December 2017,Neurips 2017
3332,On Blackbox Backpropagation and Jacobian Sensing,"Krzysztof M. Choromanski, Vikas Sindhwani",December 2017,Neurips 2017
3333,Protein Interface Prediction using Graph Convolutional Networks,"Alex Fout, Jonathon Byrd, Basir Shariat, Asa Ben-Hur",December 2017,Neurips 2017
3334,Solid Harmonic Wavelet Scattering: Predicting Quantum Molecular Energy from Invariant Descriptors of 3D Electronic Densities,"Michael Eickenberg, Georgios Exarchakis, Matthew Hirn, Stephane Mallat",December 2017,Neurips 2017
3335,Towards Generalization and Simplicity in Continuous Control,"Aravind Rajeswaran, Kendall Lowrey, Emanuel V. Todorov, Sham M. Kakade",December 2017,Neurips 2017
3336,Random Projection Filter Bank for Time Series Data,"Amir-massoud Farahmand, Sepideh Pourazarm, Daniel Nikovski",December 2017,Neurips 2017
3337,Filtering Variational Objectives,"Chris J. Maddison, John Lawson, George Tucker, Nicolas Heess, Mohammad Norouzi, Andriy Mnih, Arnaud Doucet, Yee Teh",December 2017,Neurips 2017
3338,On Frank-Wolfe and Equilibrium Computation,"Jacob D. Abernethy, Jun-Kun Wang",December 2017,Neurips 2017
3339,Modulating early visual processing by language,"Harm de Vries, Florian Strub, Jeremie Mary, Hugo Larochelle, Olivier Pietquin, Aaron C. Courville",December 2017,Neurips 2017
3340,Learning Mixture of Gaussians with Streaming Data,"Aditi Raghunathan, Prateek Jain, Ravishankar Krishnawamy",December 2017,Neurips 2017
3341,Practical Hash Functions for Similarity Estimation and Dimensionality Reduction,"Sren Dahlgaard, Mathias Knudsen, Mikkel Thorup",December 2017,Neurips 2017
3342,GANs Trained by a Two Time-Scale Update Rule Converge to a Local Nash Equilibrium,"Martin Heusel, Hubert Ramsauer, Thomas Unterthiner, Bernhard Nessler, Sepp Hochreiter",December 2017,Neurips 2017
3343,The Scaling Limit of High-Dimensional Online Independent Component Analysis,"Chuang Wang, Yue Lu",December 2017,Neurips 2017
3344,Approximation Algorithms for ,"Karl Bringmann, Pavel Kolev, David Woodruff",December 2017,Neurips 2017
3345,The power of absolute discounting: all-dimensional distribution estimation,"Moein Falahatgar, Mesrob I. Ohannessian, Alon Orlitsky, Venkatadheeraj Pichapati",December 2017,Neurips 2017
3346,Few-Shot Adversarial Domain Adaptation,"Saeid Motiian, Quinn Jones, Seyed Iranmanesh, Gianfranco Doretto",December 2017,Neurips 2017
3347,Spectral Mixture Kernels for Multi-Output Gaussian Processes,"Gabriel Parra, Felipe Tobar",December 2017,Neurips 2017
3348,Neural Expectation Maximization,"Klaus Greff, Sjoerd van Steenkiste, Jrgen Schmidhuber",December 2017,Neurips 2017
3349,Learning Linear Dynamical Systems via Spectral Filtering,"Elad Hazan, Karan Singh, Cyril Zhang",December 2017,Neurips 2017
3350,Z-Forcing: Training Stochastic Recurrent Networks,"Anirudh Goyal ALIAS PARTH GOYAL, Alessandro Sordoni, Marc-Alexandre Ct, Nan Rosemary Ke, Yoshua Bengio",December 2017,Neurips 2017
3351,Learning Hierarchical Information Flow with Recurrent Neural Modules,"Danijar Hafner, Alexander Irpan, James Davidson, Nicolas Heess",December 2017,Neurips 2017
3352,Neural Variational Inference and Learning in Undirected Graphical Models,"Volodymyr Kuleshov, Stefano Ermon",December 2017,Neurips 2017
3353,Subspace Clustering via Tangent Cones,"Amin Jalali, Rebecca Willett",December 2017,Neurips 2017
3354,The Neural Hawkes Process: A Neurally Self-Modulating Multivariate Point Process,"Hongyuan Mei, Jason M. Eisner",December 2017,Neurips 2017
3355,Inverse Reward Design,"Dylan Hadfield-Menell, Smitha Milli, Pieter Abbeel, Stuart J. Russell, Anca Dragan",December 2017,Neurips 2017
3356,Structured Bayesian Pruning via Log-Normal Multiplicative Noise,"Kirill Neklyudov, Dmitry Molchanov, Arsenii Ashukha, Dmitry P. Vetrov",December 2017,Neurips 2017
3357,Attend and Predict: Understanding Gene Regulation by Selective Attention on Chromatin,"Ritambhara Singh, Jack Lanchantin, Arshdeep Sekhon, Yanjun Qi",December 2017,Neurips 2017
3358,Acceleration and Averaging in Stochastic Descent Dynamics,"Walid Krichene, Peter L. Bartlett",December 2017,Neurips 2017
3359,Kernel functions based on triplet comparisons,"Matthus Kleindessner, Ulrike von Luxburg",December 2017,Neurips 2017
3360,An Error Detection and Correction Framework for Connectomics,"Jonathan Zung, Ignacio Tartavull, Kisuk Lee, H. Sebastian Seung",December 2017,Neurips 2017
3361,Style Transfer from Non-Parallel Text by Cross-Alignment,"Tianxiao Shen, Tao Lei, Regina Barzilay, Tommi Jaakkola",December 2017,Neurips 2017
3362,Cross-Spectral Factor Analysis,"Neil Gallagher, Kyle R. Ulrich, Austin Talbot, Kafui Dzirasa, Lawrence Carin, David E. Carlson",December 2017,Neurips 2017
3363,Stochastic Submodular Maximization: The Case of Coverage Functions,"Mohammad Karimi, Mario Lucic, Hamed Hassani, Andreas Krause",December 2017,Neurips 2017
3364,Affinity Clustering: Hierarchical Clustering at Scale,"Mohammadhossein Bateni, Soheil Behnezhad, Mahsa Derakhshan, MohammadTaghi Hajiaghayi, Raimondas Kiveris, Silvio Lattanzi, Vahab Mirrokni",December 2017,Neurips 2017
3365,Unsupervised Transformation Learning via Convex Relaxations,"Tatsunori B. Hashimoto, Percy S. Liang, John C. Duchi",December 2017,Neurips 2017
3366,"A Sharp Error Analysis for the Fused Lasso, with Application to Approximate Changepoint Screening","Kevin Lin, James L. Sharpnack, Alessandro Rinaldo, Ryan J. Tibshirani",December 2017,Neurips 2017
3367,Linear Time Computation of Moments in Sum-Product Networks,"Han Zhao, Geoffrey J. Gordon",December 2017,Neurips 2017
3368,A Meta-Learning Perspective on Cold-Start Recommendations for Items,"Manasi Vartak, Arvind Thiagarajan, Conrado Miranda, Jeshua Bratman, Hugo Larochelle",December 2017,Neurips 2017
3369,Predicting Scene Parsing and Motion Dynamics in the Future,"Xiaojie Jin, Huaxin Xiao, Xiaohui Shen, Jimei Yang, Zhe Lin, Yunpeng Chen, Zequn Jie, Jiashi Feng, Shuicheng Yan",December 2017,Neurips 2017
3370,"Sticking the Landing: Simple, Lower-Variance Gradient Estimators for Variational Inference","Geoffrey Roeder, Yuhuai Wu, David K. Duvenaud",December 2017,Neurips 2017
3371,Efficient Approximation Algorithms for Strings Kernel Based Sequence Classification,"Muhammad Farhan, Juvaria Tariq, Arif Zaman, Mudassir Shabbir, Imdad Ullah Khan",December 2017,Neurips 2017
3372,Kernel Feature Selection via Conditional Covariance Minimization,"Jianbo Chen, Mitchell Stern, Martin J. Wainwright, Michael I. Jordan",December 2017,Neurips 2017
3373,Convergence of Gradient EM on Multi-component Mixture of Gaussians,"Bowei Yan, Mingzhang Yin, Purnamrita Sarkar",December 2017,Neurips 2017
3374,Real Time Image Saliency for Black Box Classifiers,"Piotr Dabkowski, Yarin Gal",December 2017,Neurips 2017
3375,Houdini: Fooling Deep Structured Visual and Speech Recognition Models with Adversarial Examples,"Moustapha M. Cisse, Yossi Adi, Natalia Neverova, Joseph Keshet",December 2017,Neurips 2017
3376,Efficient and Flexible Inference for Stochastic Systems,"Stefan Bauer, Nico S. Gorbach, Djordje Miladinovic, Joachim M. Buhmann",December 2017,Neurips 2017
3377,When Cyclic Coordinate Descent Outperforms Randomized Coordinate Descent,"Mert Gurbuzbalaban, Asuman Ozdaglar, Pablo A. Parrilo, Nuri Vanli",December 2017,Neurips 2017
3378,Active Learning from Peers,"Keerthiram Murugesan, Jaime Carbonell",December 2017,Neurips 2017
3379,Experimental Design for Learning Causal Graphs with Latent Variables,"Murat Kocaoglu, Karthikeyan Shanmugam, Elias Bareinboim",December 2017,Neurips 2017
3380,Learning to Model the Tail,"Yu-Xiong Wang, Deva Ramanan, Martial Hebert",December 2017,Neurips 2017
3381,Stochastic Mirror Descent in Variationally Coherent Optimization Problems,"Zhengyuan Zhou, Panayotis Mertikopoulos, Nicholas Bambos, Stephen Boyd, Peter W. Glynn",December 2017,Neurips 2017
3382,"On Separability of Loss Functions, and Revisiting Discriminative Vs Generative Models","Adarsh Prasad, Alexandru Niculescu-Mizil, Pradeep K. Ravikumar",December 2017,Neurips 2017
3383,Maxing and Ranking with Few Assumptions,"Moein Falahatgar, Yi Hao, Alon Orlitsky, Venkatadheeraj Pichapati, Vaishakh Ravindrakumar",December 2017,Neurips 2017
3384,On clustering network-valued data,"Soumendu Sundar Mukherjee, Purnamrita Sarkar, Lizhen Lin",December 2017,Neurips 2017
3385,A General Framework for Robust Interactive Learning,"Ehsan Emamjomeh-Zadeh, David Kempe",December 2017,Neurips 2017
3386,Multi-view Matrix Factorization for Linear Dynamical System Estimation,"Mahdi Karami, Martha White, Dale Schuurmans, Csaba Szepesvari",December 2017,Neurips 2017
3387,Mean Field Residual Networks: On the Edge of Chaos,"Ge Yang, Samuel Schoenholz",December 2017,Neurips 2017
3388,Efficient Algorithms for Non-convex Isotonic Regression through Submodular Optimization,Francis Bach,December 2018,Neurips 2018
3389,Structure-Aware Convolutional Neural Networks,"Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan",December 2018,Neurips 2018
3390,Kalman Normalization: Normalizing Internal Representations Across Network Layers,"Guangrun Wang, jiefeng peng, Ping Luo, Xinjiang Wang, Liang Lin",December 2018,Neurips 2018
3391,HOGWILD!-Gibbs can be PanAccurate,"Constantinos Daskalakis, Nishanth Dikkala, Siddhartha Jayanti",December 2018,Neurips 2018
3392,Text-Adaptive Generative Adversarial Networks: Manipulating Images with Natural Language,"Seonghyeon Nam, Yunji Kim, Seon Joo Kim",December 2018,Neurips 2018
3393,IntroVAE: Introspective Variational Autoencoders for Photographic Image Synthesis,"Huaibo Huang, zhihang li, Ran He, Zhenan Sun, Tieniu Tan",December 2018,Neurips 2018
3394,Doubly Robust Bayesian Inference for Non-Stationary Streaming Data with ,"Jeremias Knoblauch, Jack E. Jewson, Theodoros Damoulas",December 2018,Neurips 2018
3395,Adapted Deep Embeddings: A Synthesis of Methods for k-Shot Inductive Transfer Learning,"Tyler Scott, Karl Ridgeway, Michael C. Mozer",December 2018,Neurips 2018
3396,Generalized Inverse Optimization through Online Learning,"Chaosheng Dong, Yiran Chen, Bo Zeng",December 2018,Neurips 2018
3397,An Off-policy Policy Gradient Theorem Using Emphatic Weightings,"Ehsan Imani, Eric Graves, Martha White",December 2018,Neurips 2018
3398,Supervised autoencoders: Improving generalization performance with unsupervised regularizers,"Lei Le, Andrew Patterson, Martha White",December 2018,Neurips 2018
3399,Visual Object Networks: Image Generation with Disentangled 3D Representations,"Jun-Yan Zhu, Zhoutong Zhang, Chengkai Zhang, Jiajun Wu, Antonio Torralba, Josh Tenenbaum, Bill Freeman",December 2018,Neurips 2018
3400,Understanding Weight Normalized Deep Neural Networks with Rectified Linear Units,"Yixi Xu, Xiao Wang",December 2018,Neurips 2018
3401,Learning Pipelines with Limited Data and Domain Knowledge: A Study in Parsing Physics Problems,"Mrinmaya Sachan, Kumar Avinava Dubey, Tom M. Mitchell, Dan Roth, Eric P. Xing",December 2018,Neurips 2018
3402,Learning long-range spatial dependencies with horizontal gated recurrent units,"Drew Linsley, Junkyung Kim, Vijay Veerabadran, Charles Windolf, Thomas Serre",December 2018,Neurips 2018
3403,Joint Sub-bands Learning with Clique Structures for Wavelet Domain Super-Resolution,"Zhisheng Zhong, Tiancheng Shen, Yibo Yang, Zhouchen Lin, Chao Zhang",December 2018,Neurips 2018
3404,Fast Similarity Search via Optimal Sparse Lifting,"Wenye Li, Jingwei Mao, Yin Zhang, Shuguang Cui",December 2018,Neurips 2018
3405,Learning Deep Disentangled Embeddings With the F-Statistic Loss,"Karl Ridgeway, Michael C. Mozer",December 2018,Neurips 2018
3406,Geometrically Coupled Monte Carlo Sampling,"Mark Rowland, Krzysztof M. Choromanski, Franois Chalus, Aldo Pacchiano, Tamas Sarlos, Richard E. Turner, Adrian Weller",December 2018,Neurips 2018
3407,"Cooperative Holistic Scene Understanding: Unifying 3D Object, Layout, and Camera Pose Estimation","Siyuan Huang, Siyuan Qi, Yinxue Xiao, Yixin Zhu, Ying Nian Wu, Song-Chun Zhu",December 2018,Neurips 2018
3408,An Efficient Pruning Algorithm for Robust Isotonic Regression,Cong Han Lim,December 2018,Neurips 2018
3409,PAC-learning in the presence of adversaries,"Daniel Cullina, Arjun Nitin Bhagoji, Prateek Mittal",December 2018,Neurips 2018
3410,Sparse DNNs with Improved Adversarial Robustness,"Yiwen Guo, Chao Zhang, Changshui Zhang, Yurong Chen",December 2018,Neurips 2018
3411,Snap ML: A Hierarchical Framework for Machine Learning,"Celestine Dnner, Thomas Parnell, Dimitrios Sarigiannis, Nikolas Ioannou, Andreea Anghel, Gummadi Ravi, Madhusudanan Kandasamy, Haralampos Pozidis",December 2018,Neurips 2018
3412,See and Think: Disentangling Semantic Scene Completion,"Shice Liu, YU HU, Yiming Zeng, Qiankun Tang, Beibei Jin, Yinhe Han, Xiaowei Li",December 2018,Neurips 2018
3413,Chain of Reasoning for Visual Question Answering,"Chenfei Wu, Jinlai Liu, Xiaojie Wang, Xuan Dong",December 2018,Neurips 2018
3414,Sigsoftmax: Reanalysis of the Softmax Bottleneck,"Sekitoshi Kanai, Yasuhiro Fujiwara, Yuki Yamanaka, Shuichi Adachi",December 2018,Neurips 2018
3415,Deep Non-Blind Deconvolution via Generalized Low-Rank Approximation,"Wenqi Ren, Jiawei Zhang, Lin Ma, Jinshan Pan, Xiaochun Cao, Wangmeng Zuo, Wei Liu, Ming-Hsuan Yang",December 2018,Neurips 2018
3416,Bayesian Pose Graph Optimization via Bingham Distributions and Tempered Geodesic MCMC,"Tolga Birdal, Umut Simsekli, Mustafa Onur Eken, Slobodan Ilic",December 2018,Neurips 2018
3417,MetaAnchor: Learning to Detect Objects with Customized Anchors,"Tong Yang, Xiangyu Zhang, Zeming Li, Wenqiang Zhang, Jian Sun",December 2018,Neurips 2018
3418,Image Inpainting via Generative Multi-column Convolutional Neural Networks,"Yi Wang, Xin Tao, Xiaojuan Qi, Xiaoyong Shen, Jiaya Jia",December 2018,Neurips 2018
3419,On Misinformation Containment in Online Social Networks,"Amo Tong, Ding-Zhu Du, Weili Wu",December 2018,Neurips 2018
3420,A^2-Nets: Double Attention Networks,"Yunpeng Chen, Yannis Kalantidis, Jianshu Li, Shuicheng Yan, Jiashi Feng",December 2018,Neurips 2018
3421,Self-Supervised Generation of Spatial Audio for 360 Video,"Pedro Morgado, Nuno Nvasconcelos, Timothy Langlois, Oliver Wang",December 2018,Neurips 2018
3422,How Many Samples are Needed to Estimate a Convolutional Neural Network?,"Simon S. Du, Yining Wang, Xiyu Zhai, Sivaraman Balakrishnan, Ruslan R. Salakhutdinov, Aarti Singh",December 2018,Neurips 2018
3423,Algorithmic Regularization in Learning Deep Homogeneous Models: Layers are Automatically Balanced,"Simon S. Du, Wei Hu, Jason D. Lee",December 2018,Neurips 2018
3424,Optimization for Approximate Submodularity,"Yaron Singer, Avinatan Hassidim",December 2018,Neurips 2018
3425,(Probably) Concave Graph Matching,"Haggai Maron, Yaron Lipman",December 2018,Neurips 2018
3426,Deep Defense: Training DNNs with Improved Adversarial Robustness,"Ziang Yan, Yiwen Guo, Changshui Zhang",December 2018,Neurips 2018
3427,Rest-Katyusha: Exploiting the Solution's Structure via Scheduled Restart Schemes,"Junqi Tang, Mohammad Golbabaee, Francis Bach, Mike E. davies",December 2018,Neurips 2018
3428,Implicit Reparameterization Gradients,"Mikhail Figurnov, Shakir Mohamed, Andriy Mnih",December 2018,Neurips 2018
3429,Training DNNs with Hybrid Block Floating Point,"Mario Drumond, Tao LIN, Martin Jaggi, Babak Falsafi",December 2018,Neurips 2018
3430,A Model for Learned Bloom Filters and Optimizing by Sandwiching,Michael Mitzenmacher,December 2018,Neurips 2018
3431,Soft-Gated Warping-GAN for Pose-Guided Person Image Synthesis,"Haoye Dong, Xiaodan Liang, Ke Gong, Hanjiang Lai, Jia Zhu, Jian Yin",December 2018,Neurips 2018
3432,Deep Functional Dictionaries: Learning Consistent Semantic Structures on 3D Models from Functions,"Minhyuk Sung, Hao Su, Ronald Yu, Leonidas J. Guibas",December 2018,Neurips 2018
3433,"Nonlocal Neural Networks, Nonlocal Diffusion and Nonlocal Modeling","Yunzhe Tao, Qi Sun, Qiang Du, Wei Liu",December 2018,Neurips 2018
3434,Are ResNets Provably Better than Linear Predictors?,Ohad Shamir,December 2018,Neurips 2018
3435,Learning to Decompose and Disentangle Representations for Video Prediction,"Jun-Ting Hsieh, Bingbin Liu, De-An Huang, Li F. Fei-Fei, Juan Carlos Niebles",December 2018,Neurips 2018
3436,Multi-Task Learning as Multi-Objective Optimization,"Ozan Sener, Vladlen Koltun",December 2018,Neurips 2018
3437,Combinatorial Optimization with Graph Convolutional Networks and Guided Tree Search,"Zhuwen Li, Qifeng Chen, Vladlen Koltun",December 2018,Neurips 2018
3438,Self-Erasing Network for Integral Object Attention,"Qibin Hou, PengTao Jiang, Yunchao Wei, Ming-Ming Cheng",December 2018,Neurips 2018
3439,LinkNet: Relational Embedding for Scene Graph,"Sanghyun Woo, Dahun Kim, Donghyeon Cho, In So Kweon",December 2018,Neurips 2018
3440,How to Start Training: The Effect of Initialization and Architecture,"Boris Hanin, David Rolnick",December 2018,Neurips 2018
3441,Which Neural Net Architectures Give Rise to Exploding and Vanishing Gradients?,Boris Hanin,December 2018,Neurips 2018
3442,Explanations based on the Missing: Towards Contrastive Explanations with Pertinent Negatives,"Amit Dhurandhar, Pin-Yu Chen, Ronny Luss, Chun-Chen Tu, Paishun Ting, Karthikeyan Shanmugam, Payel Das",December 2018,Neurips 2018
3443,HitNet: Hybrid Ternary Recurrent Neural Network,"Peiqi Wang, Xinfeng Xie, Lei Deng, Guoqi Li, Dongsheng Wang, Yuan Xie",December 2018,Neurips 2018
3444,A Unified Framework for Extensive-Form Game Abstraction with Bounds,"Christian Kroer, Tuomas Sandholm",December 2018,Neurips 2018
