ID_A,ID_B,Flag,Title_A,Title_B,Authors_A,Authors_B
1043,1166,,A Cost-Sensitive Deep Belief Network for Imbalanced Classification,Multiscale Dictionary Learning for Estimating Conditional Distributions,"Chong Zhang, Kay Chen Tan, Haizhou Li, Geok Soon Hong","Francesca Petralia, Joshua T. Vogelstein, David B. Dunson"
1526,1323,,COEVOLVE: A Joint Point Process Model for Information Diffusion and Network Co-evolution,Matrix factorization with binary components,"Mehrdad Farajtabar, Yichen Wang, Manuel Gomez Rodriguez, Shuang Li, Hongyuan Zha, Le Song","Martin Slawski, Matthias Hein, Pavlo Lutsik"
2870,3754,,Clustering with Multi-Layer Graphs: A Spectral Perspective,Deep Generative Markov State Models,"Xiaowen Dong, Pascal Frossard, Pierre Vandergheynst, Nikolai Nefedov","Hao Wu, Andreas Mardt, Luca Pasquali, Frank Noe"
155,829,,"VC Classes are Adversarially Robustly Learnable, but Only Improperly",Classification Calibration Dimension for General Multiclass Losses,"Omar Montasser, Steve Hanneke, Nathan Srebro","Harish G. Ramaswamy, Shivani Agarwal"
3763,3598,,3D Morphology Prediction of Progressive Spinal Deformities from Probabilistic Modeling of Discriminant Manifolds,Zero-Shot Transfer with Deictic Object-Oriented Representation in Reinforcement Learning,"Samuel Kadoury, William Mandel, Marjolaine Roy-Beaudry, Marie-Lyne Nault, Stefan Parent","Ofir Marom, Benjamin Rosman"
1463,749,,Multilayer Perceptron Algebra,Graphical Models via Generalized Linear Models,Zhao Peng,"Eunho Yang, Genevera Allen, Zhandong Liu, Pradeep K. Ravikumar"
373,2521,,Convex Total Least Squares,Leveraging Sparsity for Efficient Submodular Data Summarization,"Dmitry Malioutov, Nikolai Slavov","Erik Lindgren, Shanshan Wu, Alexandros G. Dimakis"
1629,3377,,Sharp analysis of low-rank kernel matrix approximations,When Cyclic Coordinate Descent Outperforms Randomized Coordinate Descent,Francis Bach,"Mert Gurbuzbalaban, Asuman Ozdaglar, Pablo A. Parrilo, Nuri Vanli"
2830,1987,,Primal Method for ERM with Flexible Mini-batching Schemes and Non-convex Losses,StopWasting My Gradients: Practical SVRG,"Dominik Csiba, Peter Richtrik","Reza Harikandeh, Mohamed Osama Ahmed, Alim Virani, Mark Schmidt, Jakub Konen, Scott Sallinen"
1956,4101,,Learning Generative ConvNets via Multi-grid Modeling and Sampling,Breaking the Activation Function Bottleneck through Adaptive Parameterization,"Ruiqi Gao, Yang Lu, Junpei Zhou, Song-Chun Zhu, Ying Nian Wu","Sebastian Flennerhag, Hujun Yin, John Keane, Mark Elliot"
608,467,,Deep Multi-View Spatial-Temporal Network for Taxi Demand Prediction,Unifying Framework for Fast Learning Rate of Non-Sparse Multiple Kernel Learning,"Huaxiu Yao, Fei Wu, Jintao Ke, Xianfeng Tang, Yitian Jia, Siyu Lu, Pinghua Gong, Jieping Ye, Zhenhui Li",Taiji Suzuki
1985,1366,,Training Neural Networks as Learning Data-adaptive Kernels: Provable Representation and Approximation Benefits,A Representation Theory for Ranking Functions,"Xialiang Dou, Tengyuan Liang","Harsh H. Pareek, Pradeep K. Ravikumar"
690,1355,,Separable Cosparse Analysis Operator Learning,Extracting Certainty from Uncertainty: Transductive Pairwise Classification from Pairwise Similarities,"Matthias Seibert, Julian Wrmann, Rmi Gribonval, Martin Kleinsteuber","Tianbao Yang, Rong Jin"
3351,3672,,Bayes Optimal Early Stopping Policies for Black-Box Optimization,From Stochastic Planning to Marginal MAP,Matthew Streeter,"Hao Cui, Radu Marinescu, Roni Khardon"
2355,4079,,Onsets and Frames: Dual-Objective Piano Transcription,Generative modeling for protein structures,"Curtis Hawthorne, Erich Elsen, Jialin Song, Adam Roberts, Ian Simon, Colin Raffel, Jesse Engel, Sageev Oore, Douglas Eck","Namrata Anand, Possu Huang"
448,1187,,Multilevel Artificial Neural Network Training for Spatially Correlated Learning,When are Overcomplete Topic Models Identifiable? Uniqueness of Tensor Tucker Decompositions with Structured Sparsity,"C. B. Scott, Eric Mjolsness","Anima Anandkumar, Daniel J. Hsu, Majid Janzamin, Sham M. Kakade"
3879,563,,Randomized Sketches of Convex Programs with Sharp Guarantees,The Local Rademacher Complexity of Lp-Norm Multiple Kernel Learning,"Mert Pilanci, Martin J. Wainwright","Marius Kloft, Gilles Blanchard"
2973,3023,,Interpretation of machine learning predictions for patient outcomes in electronic health records,Bayesian Compression for Deep Learning,"William La Cava, Christopher Bauer, Jason H. Moore, Sarah A Pendergrass","Christos Louizos, Karen Ullrich, Max Welling"
2096,3125,,Improving Review Representations with User Attention and Product Attention for Sentiment Classification,Estimating Accuracy from Unlabeled Data: A Probabilistic Logic Approach,"Zhen Wu, Xin-Yu Dai, Cunyan Yin, Shujian Huang, Jiajun Chen","Emmanouil Platanios, Hoifung Poon, Tom M. Mitchell, Eric J. Horvitz"
2414,621,,A Review of Multiple Try MCMC algorithms for Signal Processing,Exploration in Model-based Reinforcement Learning by Empirically Estimating Learning Progress,Luca Martino,"Manuel Lopes, Tobias Lang, Marc Toussaint, Pierre-yves Oudeyer"
3066,3522,,Scaling of Model Approximation Errors and Expected Entropy Distances,Understanding the Role of Adaptivity in Machine Teaching: The Case of Version Space Learners,"Guido F. Montufar, Johannes Rauh","Yuxin Chen, Adish Singla, Oisin Mac Aodha, Pietro Perona, Yisong Yue"
95,635,,Semi-parametric Network Structure Discovery Models,Volume Regularization for Binary Classification,"Amir Dezfouli, Edwin V. Bonilla, Richard Nock","Koby Crammer, Tal Wagner"
1958,3733,,"Analysis of DAWNBench, a Time-to-Accuracy Machine Learning Performance Benchmark",DeepProbLog: Neural Probabilistic Logic Programming,"Cody Coleman, Daniel Kang, Deepak Narayanan, Luigi Nardi, Tian Zhao, Jian Zhang, Peter Bailis, Kunle Olukotun, Chris Re, Matei Zaharia","Robin Manhaeve, Sebastijan Dumancic, Angelika Kimmig, Thomas Demeester, Luc De Raedt"
1991,722,,Supervised multiway factorization,Compressive Sensing MRI with Wavelet Tree Sparsity,"Eric F. Lock, Gen Li","Chen Chen, Junzhou Huang"
2037,2986,,Experimentally detecting a quantum change point via Bayesian inference,State Aware Imitation Learning,"Shang Yu, Chang-Jiang Huang, Jian-Shun Tang, Zhih-Ahn Jia, Yi-Tao Wang, Zhi-Jin Ke, Wei Liu, Xiao Liu, Zong-Quan Zhou, Ze-Di Cheng, Jin-Shi Xu, Yu-Chun Wu, Yuan-Yuan Zhao, Guo-Yong Xiang, Chuan-Feng Li, Guang-Can Guo, Gael Sents, Ramon Muoz-Tapia","Yannick Schroecker, Charles L. Isbell"
242,1870,,Active Learning On Weighted Graphs Using Adaptive And Non-adaptive Approaches,Scalable Adaptation of State Complexity for Nonparametric Hidden Markov Models,"Eyal En Gad, Akshay Gadde, A. Salman Avestimehr, Antonio Ortega","Michael C. Hughes, William T. Stephenson, Erik Sudderth"
2454,2880,,Semantically Enhanced Dynamic Bayesian Network for Detecting Sepsis Mortality Risk in ICU Patients with Infection,Log-normality and Skewness of Estimated State/Action Values in Reinforcement Learning,"Tony Wang, Tom Velez, Emilia Apostolova, Tim Tschampel, Thuy L. Ngo, Joy Hardison","Liangpeng Zhang, Ke Tang, Xin Yao"
786,3506,,On the Implementation of the Probabilistic Logic Programming Language ProbLog,Gradient Sparsification for Communication-Efficient Distributed Optimization,"Angelika Kimmig, Bart Demoen, Luc De Raedt, Vtor Santos Costa, Ricardo Rocha","Jianqiao Wangni, Jialei Wang, Ji Liu, Tong Zhang"
2886,4249,,Node Embedding over Temporal Graphs,Assessing the Scalability of Biologically-Motivated Deep Learning Algorithms and Architectures,"Uriel Singer, Ido Guy, Kira Radinsky","Sergey Bartunov, Adam Santoro, Blake Richards, Luke Marris, Geoffrey E. Hinton, Timothy Lillicrap"
165,199,,Riemannian stochastic variance reduced gradient,Learning the context of a category,"Hiroyuki Sato, Hiroyuki Kasai, Bamdev Mishra",Dan Navarro
2662,3304,,Deep Learning for Vertex Reconstruction of Neutrino-Nucleus Interaction Events with Combined Energy and Time Data,Statistical Cost Sharing,"Linghao Song, Fan Chen, Steven R. Young, Catherine D. Schuman, Gabriel Perdue, Thomas E. Potok","Eric Balkanski, Umar Syed, Sergei Vassilvitskii"
3619,3852,,Randomized ICA and LDA Dimensionality Reduction Methods for Hyperspectral Image Classification,Practical exact algorithm for trembling-hand equilibrium refinements in games,"Chippy Jayaprakash, Bharath Bhushan Damodaran, Sowmya V, K P Soman","Gabriele Farina, Nicola Gatti, Tuomas Sandholm"
3831,932,,Mixed Precision Training of Convolutional Neural Networks using Integer Operations,A Nonparametric Conjugate Prior Distribution for the Maximizing Argument of a Noisy Function,"Dipankar Das, Naveen Mellempudi, Dheevatsa Mudigere, Dhiraj Kalamkar, Sasikanth Avancha, Kunal Banerjee, Srinivas Sridharan, Karthik Vaidyanathan, Bharat Kaul, Evangelos Georganas, Alexander Heinecke, Pradeep Dubey, Jesus Corbal, Nikita Shustrov, Roma Dubtsov, Evarist Fomenko, Vadim Pirogov","Pedro Ortega, Jordi Grau-moya, Tim Genewein, David Balduzzi, Daniel Braun"
2273,3602,,On consistent estimation of the missing mass,GIANT: Globally Improved Approximate Newton Method for Distributed Optimization,"Fadhel Ayed, Marco Battiston, Federico Camerlenghi, Stefano Favaro","Shusen Wang, Farbod Roosta-Khorasani, Peng Xu, Michael W. Mahoney"
1230,2580,,Estimating Time-varying Brain Connectivity Networks from Functional MRI Time Series,Greedy Feature Construction,"Ricardo Pio Monti, Peter Hellyer, David Sharp, Robert Leech, Christoforos Anagnostopoulos, Giovanni Montana","Dino Oglic, Thomas Grtner"
505,2763,,A Linear Time Active Learning Algorithm for Link Classification -- Full Version --,Hypothesis Transfer Learning via Transformation Functions,"Nicolo Cesa-Bianchi, Claudio Gentile, Fabio Vitale, Giovanni Zappella","Simon S. Du, Jayanth Koushik, Aarti Singh, Barnabas Poczos"
1714,3240,,"Integrated Model, Batch and Domain Parallelism in Training Neural Networks",Approximation and Convergence Properties of Generative Adversarial Learning,"Amir Gholami, Ariful Azad, Peter Jin, Kurt Keutzer, Aydin Buluc","Shuang Liu, Olivier Bousquet, Kamalika Chaudhuri"
2079,1607,,Learning by random walks in the weight space of the Ising perceptron,Design Principles of the Hippocampal Cognitive Map,"Haiping Huang, Haijun Zhou","Kimberly L. Stachenfeld, Matthew Botvinick, Samuel J. Gershman"
146,228,,Inference-less Density Estimation using Copula Bayesian Networks,Collaborative Filtering in a Non-Uniform World: Learning with the Weighted Trace Norm,Gal Elidan,"Nathan Srebro, Ruslan R. Salakhutdinov"
305,733,,Stochastic Activation Pruning for Robust Adversarial Defense,Factoring nonnegative matrices with linear programs,"Guneet S. Dhillon, Kamyar Azizzadenesheli, Zachary C. Lipton, Jeremy Bernstein, Jean Kossaifi, Aran Khanna, Anima Anandkumar","Ben Recht, Christopher Re, Joel Tropp, Victor Bittorf"
259,2694,,Discovering Discrete Latent Topics with Neural Variational Inference,Following the Leader and Fast Rates in Linear Prediction: Curved Constraint Sets and Other Regularities,"Yishu Miao, Edward Grefenstette, Phil Blunsom","Ruitong Huang, Tor Lattimore, Andrs Gyrgy, Csaba Szepesvari"
1661,2582,,Dynamic Learning of Sequential Choice Bandit Problem under Marketing Fatigue,Data driven estimation of Laplace-Beltrami operator,"Junyu Cao, Wei Sun","Frederic Chazal, Ilaria Giulini, Bertrand Michel"
3486,4241,,Sounderfeit: Cloning a Physical Model using a Conditional Adversarial Autoencoder,The Importance of Sampling inMeta-Reinforcement Learning,Stephen Sinclair,"Bradly Stadie, Ge Yang, Rein Houthooft, Peter Chen, Yan Duan, Yuhuai Wu, Pieter Abbeel, Ilya Sutskever"
890,2238,,Spectral M-estimation with Applications to Hidden Markov Models,Bayesian Optimization with a Finite Budget: An Approximate Dynamic Programming Approach,"Dustin Tran, Minjae Kim, Finale Doshi-Velez","Remi Lam, Karen Willcox, David H. Wolpert"
3401,4256,,Finite-time Analysis for the Knowledge-Gradient Policy,Learning and Testing Causal Models with Interventions,"Yingfei Wang, Warren Powell","Jayadev Acharya, Arnab Bhattacharyya, Constantinos Daskalakis, Saravanan Kandasamy"
3961,1514,,Asymptotic nonparametric statistical analysis of stationary time series,Efficient Partial Monitoring with Prior Information,Daniil Ryabko,"Hastagiri P. Vanchinathan, Gbor Bartk, Andreas Krause"
340,889,,An Interpretable Knowledge Transfer Model for Knowledge Base Completion,A quasi-Newton proximal splitting method,"Qizhe Xie, Xuezhe Ma, Zihang Dai, Eduard Hovy","Stephen Becker, Jalal Fadili"
1131,772,,Learning What Data to Learn,Proper losses for learning from partial labels,"Yang Fan, Fei Tian, Tao Qin, Jiang Bian, Tie-Yan Liu",Jess Cid-sueiro
382,2427,,Generalization Error Bounds with Probabilistic Guarantee for SGD in Nonconvex Optimization,Cyclades: Conflict-free Asynchronous Machine Learning,"Yi Zhou, Yingbin Liang, Huishuai Zhang","Xinghao Pan, Maximilian Lam, Stephen Tu, Dimitris Papailiopoulos, Ce Zhang, Michael I. Jordan, Kannan Ramchandran, Christopher R"
6,4188,,Time Series Segmentation through Automatic Feature Learning,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction,"Wei-Han Lee, Jorge Ortiz, Bongjun Ko, Ruby Lee","Liang-Chieh Chen, Maxwell Collins, Yukun Zhu, George Papandreou, Barret Zoph, Florian Schroff, Hartwig Adam, Jon Shlens"
3384,3586,,Comparing Fixed and Adaptive Computation Time for Recurrent Neural Networks,Norm matters: efficient and accurate normalization schemes in deep networks,"Daniel Fojo, Vctor Campos, Xavier Giro-i-Nieto","Elad Hoffer, Ron Banner, Itay Golan, Daniel Soudry"
3457,3502,,Photonic Delay Systems as Machine Learning Implementations,Unsupervised Learning of View-invariant Action Representations,"Michiel Hermans, Miguel Soriano, Joni Dambre, Peter Bienstman, Ingo Fischer","Junnan Li, Yongkang Wong, Qi Zhao, Mohan Kankanhalli"
1228,1102,,SRGAN: Training Dataset Matters,More Effective Distributed ML via a Stale Synchronous Parallel Parameter Server,"Nao Takano, Gita Alaghband","Qirong Ho, James Cipar, Henggang Cui, Seunghak Lee, Jin Kyu Kim, Phillip B. Gibbons, Garth A. Gibson, Greg Ganger, Eric P. Xing"
3201,3837,,Adaptive Stochastic Primal-Dual Coordinate Descent for Separable Saddle Point Problems,"Interpreting Neural Network Judgments via Minimal, Stable, and Symbolic Corrections","Zhanxing Zhu, Amos J. Storkey","Xin Zhang, Armando Solar-Lezama, Rishabh Singh"
9,969,,BPR: Bayesian Personalized Ranking from Implicit Feedback,Latent Maximum Margin Clustering,"Steffen Rendle, Christoph Freudenthaler, Zeno Gantner, Lars Schmidt-Thieme","Guang-Tong Zhou, Tian Lan, Arash Vahdat, Greg Mori"
2645,2947,,Accessing accurate documents by mining auxiliary document information,How regularization affects the critical points in linear networks,"Jinju Joby, Jyothi Korra","Amirhossein Taghvaei, Jin W. Kim, Prashant Mehta"
1012,295,,On stochastic gradient Langevin dynamics with dependent data streams in the logconcave case,Video Annotation and Tracking with Active Learning,"M. Barkhagen, N. H. Chau, . Moulines, M. Rsonyi, S. Sabanis, Y. Zhang","Carl Vondrick, Deva Ramanan"
3628,3870,,Topology Adaptive Graph Convolutional Networks,Assessing Generative Models via Precision and Recall,"Jian Du, Shanghang Zhang, Guanhang Wu, Jose M. F. Moura, Soummya Kar","Mehdi S. M. Sajjadi, Olivier Bachem, Mario Lucic, Olivier Bousquet, Sylvain Gelly"
2798,2336,,Near Optimal Hamiltonian-Control and Learning via Chattering,Scalable Adaptive Stochastic Optimization Using Random Projections,"Peeyush Kumar, Wolf Kohn, Zelda B. Zabinsky","Gabriel Krummenacher, Brian McWilliams, Yannic Kilcher, Joachim M. Buhmann, Nicolai Meinshausen"
3739,3486,,Learning from the memory of Atari 2600,#NAME?,"Jakub Sygnowski, Henryk Michalewski","Lijun Zhang, Zhi-Hua Zhou"
1234,3905,,Consistent Algorithms for Multiclass Classification with a Reject Option,Manifold Structured Prediction,"Harish G. Ramaswamy, Ambuj Tewari, Shivani Agarwal","Alessandro Rudi, Carlo Ciliberto, GianMaria Marconi, Lorenzo Rosasco"
2583,3126,,Relational Graph Attention Networks,A Decomposition of Forecast Error in Prediction Markets,"Dan Busbridge, Dane Sherburn, Pietro Cavallo, Nils Y. Hammerla","Miro Dudik, Sebastien Lahaie, Ryan M. Rogers, Jennifer Wortman Vaughan"
41,4110,,Introduction to Graphical Modelling,Distributed ,"Marco Scutari, Korbinian Strimmer","Shi Li, Xiangyu Guo"
3,2489,,Analysis of Gradient-Based Expectation-Maximization-Like Algorithms via Integral Quadratic Constraints,The Parallel Knowledge Gradient Method for Batch Bayesian Optimization,"Sarthak Chatterjee, Orlando Romero, Srgio Pequito","Jian Wu, Peter Frazier"
2373,3594,,Self-Learning Camera: Autonomous Adaptation of Object Detectors to Unlabeled Video Streams,A Practical Algorithm for Distributed Clustering and Outlier Detection,"Adrien Gaidon, Gloria Zen, Jose A. Rodriguez-Serrano","Jiecao Chen, Erfan Sadeqi Azer, Qin Zhang"
1356,4359,,Comparison of Possibilistic Fuzzy Local Information C-Means and Possibilistic K-Nearest Neighbors for Synthetic Aperture Sonar Image Segmentation,Regret Bounds for Online Portfolio Selection with a Cardinality Constraint,"Joshua Peeples, Matthew Cook, Daniel Suen, Alina Zare, James Keller","Shinji Ito, Daisuke Hatano, Sumita Hanna, Akihiro Yabe, Takuro Fukunaga, Naonori Kakimura, Ken-Ichi Kawarabayashi"
136,4336,,A Review of Audio Features and Statistical Models Exploited for Voice Pattern Design,Learning and Inference in Hilbert Space with Quantum Graphical Models,"Ngoc Q. K. Duong, Hien-Thanh Duong","Siddarth Srinivasan, Carlton Downey, Byron Boots"
3839,3016,,Robust Hypothesis Testing Using Wasserstein Uncertainty Sets,Generalization Properties of Learning with Random Features,"Rui Gao, Liyan Xie, Yao Xie, Huan Xu","Alessandro Rudi, Lorenzo Rosasco"
1459,1877,,The Automatic Statistician: A Relational Perspective,Matrix Completion from Fewer Entries: Spectral Detectability and Rank Estimation,"Yunseong Hwang, Anh Tong, Jaesik Choi","Alaa Saade, Florent Krzakala, Lenka Zdeborov"
2261,1129,,Unbiased Bayesian Inference for Population Markov Jump Processes via Random Truncations,It is all in the noise: Efficient multi-task Gaussian process inference with structured residuals,"Anastasis Georgoulas, Jane Hillston, Guido Sanguinetti","Barbara Rakitsch, Christoph Lippert, Karsten Borgwardt, Oliver Stegle"
2337,3856,,ZigZag: A new approach to adaptive online learning,Geometry-Aware Recurrent Neural Networks for Active Visual Recognition,"Dylan J. Foster, Alexander Rakhlin, Karthik Sridharan","Ricson Cheng, Ziyan Wang, Katerina Fragkiadaki"
2340,3814,,Corpus Statistics in Text Classification of Online Data,PG-TS: Improved Thompson Sampling for Logistic Contextual Bandits,"Marina Sokolova, Victoria Bobicev","Bianca Dumitrascu, Karen Feng, Barbara Engelhardt"
426,2589,,Provable Inductive Matrix Completion,Deep Exploration via Bootstrapped DQN,"Prateek Jain, Inderjit S. Dhillon","Ian Osband, Charles Blundell, Alexander Pritzel, Benjamin Van Roy"
2050,2944,,Track Xplorer: A System for Visual Analysis of Sensor-based Motor Activity Predictions,Fitting Low-Rank Tensors in Constant Time,"Marco Cavallo, a?atay Demiralp","Kohei Hayashi, Yuichi Yoshida"
992,2005,,Expectation Learning for Adaptive Crossmodal Stimuli Association,A Bayesian Framework for Modeling Confidence in Perceptual Decision Making,"Pablo Barros, German I. Parisi, Di Fu, Xun Liu, Stefan Wermter","Koosha Khalvati, Rajesh P. Rao"
2098,1403,,Understanding Neural Architecture Search Techniques,Online and Stochastic Gradient Methods for Non-decomposable Loss Functions,"George Adam, Jonathan Lorraine","Purushottam Kar, Harikrishna Narasimhan, Prateek Jain"
1244,2039,,A Deep-Learning Approach for Operation of an Automated Realtime Flare Forecast,"Fast, Provable Algorithms for Isotonic Regression in all L_p-norms","Yuko Hada-Muranushi, Takayuki Muranushi, Ayumi Asai, Daisuke Okanohara, Rudy Raymond, Gentaro Watanabe, Shigeru Nemoto, Kazunari Shibata","Rasmus Kyng, Anup Rao, Sushant Sachdeva"
1484,2602,,INSPECTRE: Privately Estimating the Unseen,Learnable Visual Markers,"Jayadev Acharya, Gautam Kamath, Ziteng Sun, Huanyu Zhang","Oleg Grinchuk, Vadim Lebedev, Victor Lempitsky"
3655,548,,Training Variational Autoencoders with Buffered Stochastic Variational Inference,Analytical Results for the Error in Filtering of Gaussian Processes,"Rui Shu, Hung H. Bui, Jay Whang, Stefano Ermon","Alex K. Susemihl, Ron Meir, Manfred Opper"
3339,4364,,"A high-bias, low-variance introduction to Machine Learning for physicists",Data-Driven Clustering via Parameterized Lloyd's Families,"Pankaj Mehta, Marin Bukov, Ching-Hao Wang, Alexandre G. R. Day, Clint Richardson, Charles K. Fisher, David J. Schwab","Maria-Florina F. Balcan, Travis Dick, Colin White"
1775,350,,"The Concept of the Deep Learning-Based System ""Artificial Dispatcher"" to Power System Control and Dispatch",Generalized Beta Mixtures of Gaussians,"Nikita Tomin, Victor Kurbatsky, Michael Negnevitsky","Artin Armagan, Merlise Clyde, David B. Dunson"
2259,138,,Disentangled Sequential Autoencoder,Learning to combine foveal glimpses with a third-order Boltzmann machine,"Yingzhen Li, Stephan Mandt","Hugo Larochelle, Geoffrey E. Hinton"
2243,2467,,A Generative Model for Deep Convolutional Learning,Conditional Generative Moment-Matching Networks,"Yunchen Pu, Xin Yuan, Lawrence Carin","Yong Ren, Jun Zhu, Jialian Li, Yucen Luo"
1507,3760,,Self-Weighted Multiview Metric Learning by Maximizing the Cross Correlations,The streaming rollout of deep networks - towards fully model-parallel execution,"Huibing Wang, Jinjia Peng, Xianping Fu","Volker Fischer, Jan Koehler, Thomas Pfeil"
2070,4307,,A statistical model for aggregating judgments by incorporating peer predictions,Neural Voice Cloning with a Few Samples,"John McCoy, Drazen Prelec","Sercan Arik, Jitong Chen, Kainan Peng, Wei Ping, Yanqi Zhou"
590,3807,,Estimation from Non-Linear Observations via Convex Programming with Application to Bilinear Regression,MiME: Multilevel Medical Embedding of Electronic Health Records for Predictive Healthcare,Sohail Bahmani,"Edward Choi, Cao Xiao, Walter Stewart, Jimeng Sun"
532,439,,Stochastic Bouncy Particle Sampler,Portmanteau Vocabularies for Multi-Cue Image Representation,"Ari Pakman, Dar Gilboa, David Carlson, Liam Paninski","Fahad S. Khan, Joost Weijer, Andrew D. Bagdanov, Maria Vanrell"
3703,2380,,Dynamic Regret of Strongly Adaptive Methods,Value Iteration Networks,"Lijun Zhang, Tianbao Yang, Rong Jin, Zhi-Hua Zhou","Aviv Tamar, YI WU, Garrett Thomas, Sergey Levine, Pieter Abbeel"
1069,721,,Bayesian inference on random simple graphs with power law degree distributions,Recognizing Activities by Attribute Dynamics,"Juho Lee, Creighton Heaukulani, Zoubin Ghahramani, Lancelot F. James, Seungjin Choi","Weixin Li, Nuno Vasconcelos"
1782,3689,,Evolving Ensemble Fuzzy Classifier,Re-evaluating evaluation,"Mahardhika Pratama, Witold Pedrycz, Edwin Lughofer","David Balduzzi, Karl Tuyls, Julien Perolat, Thore Graepel"
1004,1243,,Estimation and Clustering with Infinite Rankings,Auxiliary-variable Exact Hamiltonian Monte Carlo Samplers for Binary Distributions,"Marina Meila, Le Bao","Ari Pakman, Liam Paninski"
3947,3878,,First Order Generative Adversarial Networks,Sample Efficient Stochastic Gradient Iterative Hard Thresholding Method for Stochastic Sparse Linear Regression with Limited Attribute Observation,"Calvin Seward, Thomas Unterthiner, Urs Bergmann, Nikolay Jetchev, Sepp Hochreiter","Tomoya Murata, Taiji Suzuki"
1553,1797,,The embedding dimension of Laplacian eigenfunction maps,Learning Theory and Algorithms for Forecasting Non-stationary Time Series,Jonathan Bates,"Vitaly Kuznetsov, Mehryar Mohri"
1198,1710,,Correct-by-synthesis reinforcement learning with temporal logic constraints,Beta-Negative Binomial Process and Exchangeable Random Partitions for Mixed-Membership Modeling,"Min Wen, Ruediger Ehlers, Ufuk Topcu",Mingyuan Zhou
1914,2929,,Sequence Training of DNN Acoustic Models With Natural Gradient,Differentiable Learning of Logical Rules for Knowledge Base Reasoning,"Adnan Haider, Philip C. Woodland","Fan Yang, Zhilin Yang, William W. Cohen"
3910,4054,,Parameterized Machine Learning for High-Energy Physics,Efficient Loss-Based Decoding on Graphs for Extreme Classification,"Pierre Baldi, Kyle Cranmer, Taylor Faucett, Peter Sadowski, Daniel Whiteson","Itay Evron, Edward Moroshko, Koby Crammer"
2042,254,,Probably certifiably correct k-means clustering,Fast Large-scale Mixture Modeling with Component-specific Data Partitions,"Takayuki Iguchi, Dustin G. Mixon, Jesse Peterson, Soledad Villar","Bo Thiesson, Chong Wang"
3159,1159,,Unsupervised Semantic Action Discovery from Video Collections,Gaussian Process Conditional Copulas with Applications to Financial Time Series,"Ozan Sener, Amir Roshan Zamir, Chenxia Wu, Silvio Savarese, Ashutosh Saxena","Jos Miguel Hernndez-Lobato, James R. Lloyd, Daniel Hernndez-Lobato"
1088,2413,,Short-distance commuters in the smart city,Eliciting Categorical Data for Optimal Aggregation,"Francisco Benita, Garvit Bansal, Georgios Piliouras, Bige Tuner","Chien-Ju Ho, Rafael Frongillo, Yiling Chen"
3453,417,,The Structure Transfer Machine Theory and Applications,Sparse Filtering,"Baochang Zhang, Lian Zhuo, Ze Wang, Jungong Han, Xiantong Zhen","Jiquan Ngiam, Zhenghao Chen, Sonia A. Bhaskar, Pang W. Koh, Andrew Y. Ng"
3775,2876,,Scalable and Incremental Learning of Gaussian Mixture Models,Minimal Exploration in Structured Stochastic Bandits,"Rafael Pinto, Paulo Engel","Richard Combes, Stefan Magureanu, Alexandre Proutiere"
1243,1028,,A novel dynamic asset allocation system using Feature Saliency Hidden Markov models for smart beta investing,"Higher Order Priors for Joint Intrinsic Image, Objects, and Attributes Estimation","Elizabeth Fons, Paula Dawson, Jeffrey Yau, Xiao-jun Zeng, John Keane","Vibhav Vineet, Carsten Rother, Philip Torr"
2891,553,,Latent Representations of Dynamical Systems: When Two is Better Than One,Practical Variational Inference for Neural Networks,Max Tegmark,Alex Graves
3360,687,,Rebuilding Factorized Information Criterion: Asymptotically Accurate Marginal Likelihood,Transelliptical Graphical Models,"Kohei Hayashi, Shin-ichi Maeda, Ryohei Fujimaki","Han Liu, Fang Han, Cun-hui Zhang"
2951,478,,RPC Considered Harmful: Fast Distributed Deep Learning on RDMA,Comparative Analysis of Viterbi Training and Maximum Likelihood Estimation for HMMs,"Jilong Xue, Youshan Miao, Cheng Chen, Ming Wu, Lintao Zhang, Lidong Zhou","Armen Allahverdyan, Aram Galstyan"
2527,3514,,Privileged Multi-label Learning,Multitask Boosting for Survival Analysis with Competing Risks,"Shan You, Chang Xu, Yunhe Wang, Chao Xu, Dacheng Tao","Alexis Bellot, Mihaela van der Schaar"
802,3768,,Graph Structure Learning from Unlabeled Data for Event Detection,Cooperative neural networks (CoNN): Exploiting prior independence structure for improved classification,"Sriram Somanchi, Daniel B. Neill","Harsh Shrivastava, Eugene Bart, Bob Price, Hanjun Dai, Bo Dai, Srinivas Aluru"
1135,4003,,Convolutional Neural Fabrics,Representation Learning of Compositional Data,"Shreyas Saxena, Jakob Verbeek","Marta Avalos, Richard Nock, Cheng Soon Ong, Julien Rouar, Ke Sun"
1073,1910,,A Noise-Sensitivity-Analysis-Based Test Prioritization Technique for Deep Neural Networks,Learning with Group Invariant Features: A Kernel Perspective.,"Long Zhang, Xuechao Sun, Yong Li, Zhenyu Zhang","Youssef Mroueh, Stephen Voinea, Tomaso A. Poggio"
2091,3962,,Don't Jump Through Hoops and Remove Those Loops: SVRG and Katyusha are Better Without the Outer Loop,LF-Net: Learning Local Features from Images,"Dmitry Kovalev, Samuel Horvath, Peter Richtarik","Yuki Ono, Eduard Trulls, Pascal Fua, Kwang Moo Yi"
