ID_A,ID_B,Title_A,Title_B,Authors_A,Authors_B
2631,1767,Deep Extreme Cut: From Extreme Points to Object Segmentation,UnrealROX: An eXtremely Photorealistic Virtual Reality Environment for Robotics Simulations and Synthetic Data Generation,"Maninis, Kevis-Kokitsi and Caelles, Sergi and Pont-Tuset, Jordi and Van Gool, Luc","Pablo Martinez-Gonzalez, Sergiu Oprea, Alberto Garcia-Garcia, Alvaro Jover-Alvarez, Sergio Orts-Escolano, Jose Garcia-Rodriguez"
1,8605,Predicting Matchability,Depth Assisted Full Resolution Network for Single Image-based View Synthesis,"Hartmann, Wilfried and Havlena, Michal and Schindler, Konrad","Xiaodong Cun, Feng Xu, Chi-Man Pun, Hao Gao"
1573,8694,6D Dynamic Camera Relocalization From Single Reference Image,Dual-Path Convolutional Image-Text Embedding with Instance Loss,"Feng, Wei and Tian, Fei-Peng and Zhang, Qian and Sun, Jizhou","Zhedong Zheng, Liang Zheng, Michael Garrett, Yi Yang, Yi-Dong Shen"
290,4186,Stable and Informative Spectral Signatures for Graph Matching,Keypoint Transfer for Fast Whole-Body Segmentation,"Hu, Nan and Rustamov, Raif M. and Guibas, Leonidas","Christian Wachinger, Matthew Toews, Georg Langs, William Wells, Polina Golland"
853,7238,"Deeply Learned Face Representations Are Sparse, Selective, and Robust",A Systematic Analysis for State-of-the-Art 3D Lung Nodule Proposals Generation,"Sun, Yi and Wang, Xiaogang and Tang, Xiaoou","Hui Wu, Matrix Yao, Albert Hu, Gaofeng Sun, Xiaokun Yu, Jian Tang"
3448,540,Multi-Agent Diverse Generative Adversarial Networks,Inferring Point Clouds from Single Monocular Images by Depth Intermediation,"Ghosh, Arnab and Kulharia, Viveka and Namboodiri, Vinay P. and Torr, Philip H.S. and Dokania, Puneet K.","Wei Zeng, Sezer Karaoglu, Theo Gevers"
784,4259,Efficient Illuminant Estimation for Color Constancy Using Grey Pixels,Improving Online Multiple Object tracking with Deep Metric Learning,"Yang, Kai-Fu and Gao, Shao-Bing and Li, Yong-Jie","Michael Thoreau, Navinda Kottege"
1133,8153,Fine-Grained Classification of Pedestrians in Video: Benchmark and State of the Art,Automatic Spine Segmentation using Convolutional Neural Network via Redundant Generation of Class Labels for 3D Spine Modeling,"Hall, David and Perona, Pietro","Malinda Vania, Dawit Mureja, Deukhee Lee"
170,7387,Scanline Sampler without Detailed Balance: An Efficient MCMC for MRF Optimization,Stochastic Downsampling for Cost-Adjustable Inference and Improved Regularization in Convolutional Networks,"Kim, Wonsik and Mu Lee, Kyoung","Jason Kuen, Xiangfei Kong, Zhe Lin, Gang Wang, Jianxiong Yin, Simon See, Yap-Peng Tan"
3277,116,Zero-Shot Recognition via Semantic Embeddings and Knowledge Graphs,Temporal Hockey Action Recognition via Pose and Optical Flows,"Wang, Xiaolong and Ye, Yufei and Gupta, Abhinav","Zixi Cai, Helmut Neher, Kanav Vats, David Clausi, John Zelek"
1957,2592,Global Context-Aware Attention LSTM Networks for 3D Action Recognition,Deep Priority Hashing,"Liu, Jun and Wang, Gang and Hu, Ping and Duan, Ling-Yu and Kot, Alex C.","Zhangjie Cao, Ziping Sun, Mingsheng Long, Jianmin Wang, Philip S. Yu"
1562,137,Sublabel-Accurate Relaxation of Nonconvex Energies,Face Hallucination Revisited: An Exploratory Study on Dataset Bias,"Mollenhoff, Thomas and Laude, Emanuel and Moeller, Michael and Lellmann, Jan and Cremers, Daniel","Klemen Grm, Martin Pernu, Leo Cluzel, Walter Scheirer, Simon Dobriek, Vitomir truc"
345,8931,Scale-space Processing Using Polynomial Representations,Cascade Region Proposal and Global Context for Deep Object Detection,"Koutaki, Gou and Uchimura, Keiichi","Qiaoyong Zhong, Chao Li, Yingying Zhang, Di Xie, Shicai Yang, Shiliang Pu"
3244,3747,Future Frame Prediction for Anomaly Detection A New Baseline,Utilizing Smartphone-Based Machine Learning in Medical Monitor Data Collection: Seven Segment Digit Recognition,"Liu, Wen and Luo, Weixin and Lian, Dongze and Gao, Shenghua","Varun N. Shenoy, Oliver O. Aalami"
3496,4162,LiteFlowNet: A Lightweight Convolutional Neural Network for Optical Flow Estimation,Dilated Temporal Fully-Convolutional Network for Semantic Segmentation of Motion Capture Data,"Hui, Tak-Wai and Tang, Xiaoou and Change Loy, Chen","Noshaba Cheema, Somayeh Hosseini, Janis Sprenger, Erik Herrmann, Han Du, Klaus Fischer, Philipp Slusallek"
2257,7108,BRISKS: Binary Features for Spherical Images on a Geodesic Grid,Modeling of Facial Aging and Kinship: A Survey,"Guan, Hao and Smith, William A. P.","Markos Georgopoulos, Yannis Panagakis, Maja Pantic"
1258,3821,DeepFashion: Powering Robust Clothes Recognition and Retrieval With Rich Annotations,An Attention Model for group-level emotion recognition,"Liu, Ziwei and Luo, Ping and Qiu, Shi and Wang, Xiaogang and Tang, Xiaoou","Aarush Gupta, Dakshit Agrawal, Hardik Chauhan, Jose Dolz, Marco Pedersoli"
1954,8143,A Message Passing Algorithm for the Minimum Cost Multicut Problem,Constrained Manifold Learning for Hyperspectral Imagery Visualization,"Swoboda, Paul and Andres, Bjoern","Danping Liao, Yuntao Qian, Yuan Yan Tang"
1710,7393,Semi-Supervised Vocabulary-Informed Learning,Meshed Up: Learnt Error Correction in 3D Reconstructions,"Fu, Yanwei and Sigal, Leonid","Michael Tanner, Stefan Saftescu, Alex Bewley, Paul Newman"
2163,8283,Webly Supervised Semantic Segmentation,High Dynamic Range Imaging Technology,"Jin, Bin and Ortiz Segovia, Maria V. and Susstrunk, Sabine","Alessandro Artusi, Thomas Richter, Touradj Ebrahimi, Rafal K. Mantiuk"
2123,1678,Revisiting Metric Learning for SPD Matrix Based Visual Representation,Can We Gain More from Orthogonality Regularizations in Training Deep CNNs?,"Zhou, Luping and Wang, Lei and Zhang, Jianjia and Shi, Yinghuan and Gao, Yang","Nitin Bansal, Xiaohan Chen, Zhangyang Wang"
2612,2794,Disentangling 3D Pose in a Dendritic CNN for Unconstrained 2D Face Alignment,Controlling Over-generalization and its Effect on Adversarial Examples Generation and Detection,"Kumar, Amit and Chellappa, Rama","Mahdieh Abbasi, Arezoo Rajabi, Azadeh Sadat Mozafari, Rakesh B. Bobba, Christian Gagne"
549,5435,Traditional Saliency Reloaded: A Good Old Model in New Shape,Semi-parametric Image Synthesis,"Frintrop, Simone and Werner, Thomas and Martin Garcia, German","Xiaojuan Qi, Qifeng Chen, Jiaya Jia, Vladlen Koltun"
1397,9170,Self-Adaptive Matrix Completion for Heart Rate Estimation From Face Videos Under Realistic Conditions,Deep Hyperalignment,"Tulyakov, Sergey and Alameda-Pineda, Xavier and Ricci, Elisa and Yin, Lijun and Cohn, Jeffrey F. and Sebe, Nicu","Muhammad Yousefnezhad, Daoqiang Zhang"
3068,344,A Twofold Siamese Network for Real-Time Object Tracking,CFUN: Combining Faster R-CNN and U-net Network for Efficient Whole Heart Segmentation,"He, Anfeng and Luo, Chong and Tian, Xinmei and Zeng, Wenjun","Zhanwei Xu, Ziyi Wu, Jianjiang Feng"
2092,9808,Efficient Global Point Cloud Alignment Using Bayesian Nonparametric Mixtures,Machine learning methods for histopathological image analysis,"Straub, Julian and Campbell, Trevor and How, Jonathan P. and Fisher, III, John W.","Daisuke Komura, Shumpei Ishikawa"
2512,285,Deep Network Flow for Multi-Object Tracking,Improving the Performance of Unimodal Dynamic Hand-Gesture Recognition with Multimodal Training,"Schulter, Samuel and Vernaza, Paul and Choi, Wongun and Chandraker, Manmohan","Mahdi Abavisani, Hamid Reza Vaezi Joze, Vishal M. Patel"
1889,3795,FastMask: Segment Multi-Scale Object Candidates in One Shot,Big-Little Net: An Efficient Multi-Scale Feature Representation for Visual and Speech Recognition,"Hu, Hexiang and Lan, Shiyi and Jiang, Yuning and Cao, Zhimin and Sha, Fei","Chun-Fu Chen, Quanfu Fan, Neil Mallinar, Tom Sercu, Rogerio Feris"
1825,9810,Learning Deep Context-Aware Features Over Body and Latent Parts for Person Re-Identification,Sushi Dish - Object detection and classification from real images,"Li, Dangwei and Chen, Xiaotang and Zhang, Zhang and Huang, Kaiqi","Yeongjin Oh, Seunghyun Son, Gyumin Sim"
1164,7789,Fast Detection of Curved Edges at Low SNR,Aircraft Fuselage Defect Detection using Deep Neural Networks,"Ofir, Nati and Galun, Meirav and Nadler, Boaz and Basri, Ronen","Touba Malekzadeh, Milad Abdollahzadeh, Hossein Nejati, Ngai-Man Cheung"
2695,1529,Learning to Look Around: Intelligently Exploring Unseen Environments for Unknown Tasks,ActionXPose: A Novel 2D Multi-view Pose-based Algorithm for Real-time Human Action Recognition,"Jayaraman, Dinesh and Grauman, Kristen","Federico Angelini, Zeyu Fu, Yang Long, Ling Shao, Syed Mohsen Naqvi"
2592,8316,Five-Point Fundamental Matrix Estimation for Uncalibrated Cameras,Pipeline Generative Adversarial Networks for Facial Images Generation with Multiple Attributes,"Barath, Daniel","Ziqiang Zheng, Zhibin Yu, Haiyong Zheng, Chao Wang, Nan Wang"
557,2071,Data-Driven Depth Map Refinement via Multi-Scale Sparse Representation,3D-PSRNet: Part Segmented 3D Point Cloud Reconstruction From a Single Image,"Kwon, HyeokHyen and Tai, Yu-Wing and Lin, Stephen","Priyanka Mandikal, Navaneet K L, R. Venkatesh Babu"
2591,6058,LEGO: Learning Edge With Geometry All at Once by Watching Videos,Interactive Hand Pose Estimation: Boosting accuracy in localizing extended finger joints,"Yang, Zhenheng and Wang, Peng and Wang, Yang and Xu, Wei and Nevatia, Ram","Cairong Zhang, Guijin Wang, Hengkai Guo, Xinghao Chen, Fei Qiao, Huazhong Yang"
2914,4636,Joint Pose and Expression Modeling for Facial Expression Recognition,3D Human Pose Estimation with 2D Marginal Heatmaps,"Zhang, Feifei and Zhang, Tianzhu and Mao, Qirong and Xu, Changsheng","Aiden Nibali, Zhen He, Stuart Morgan, Luke Prendergast"
2117,471,Co-Occurrence Filter,Towards Leveraging the Information of Gradients in Optimization-based Adversarial Attack,"Jevnisek, Roy J. and Avidan, Shai","Jingyang Zhang, Hsin-Pai Cheng, Chunpeng Wu, Hai Li, Yiran Chen"
2939,8129,Zero-Shot Sketch-Image Hashing,Convolutional Recurrent Neural Networks for Dynamic MR Image Reconstruction,"Shen, Yuming and Liu, Li and Shen, Fumin and Shao, Ling","Chen Qin, Jo Schlemper, Jose Caballero, Anthony Price, Joseph V. Hajnal, Daniel Rueckert"
950,148,Light Field From Micro-Baseline Image Pair,Animating Arbitrary Objects via Deep Motion Transfer,"Zhang, Zhoutong and Liu, Yebin and Dai, Qionghai","Aliaksandr Siarohin, Stphane Lathuilire, Sergey Tulyakov, Elisa Ricci, Nicu Sebe"
3238,552,Real-World Anomaly Detection in Surveillance Videos,Multimodal Explanations by Predicting Counterfactuality in Videos,"Sultani, Waqas and Chen, Chen and Shah, Mubarak","Atsushi Kanehira, Kentaro Takemoto, Sho Inayoshi, Tatsuya Harada"
1854,2867,L2-Net: Deep Learning of Discriminative Patch Descriptor in Euclidean Space,Learning Monocular Depth by Distilling Cross-domain Stereo Networks,"Tian, Yurun and Fan, Bin and Wu, Fuchao","Xiaoyang Guo, Hongsheng Li, Shuai Yi, Jimmy Ren, Xiaogang Wang"
2708,5469,Bootstrapping the Performance of Webly Supervised Semantic Segmentation,dhSegment: A generic deep-learning approach for document segmentation,"Shen, Tong and Lin, Guosheng and Shen, Chunhua and Reid, Ian","Sofia Ares Oliveira, Benoit Seguin, Frederic Kaplan"
540,6583,Going Deeper With Convolutions,Principal Component Analysis with Tensor Train Subspace,"Szegedy, Christian and Liu, Wei and Jia, Yangqing and Sermanet, Pierre and Reed, Scott and Anguelov, Dragomir and Erhan, Dumitru and Vanhoucke, Vincent and Rabinovich, Andrew","Wenqi Wang, Vaneet Aggarwal, Shuchin Aeron"
1697,9863,Robust Tensor Factorization With Unknown Noise,A Type II Fuzzy Entropy Based Multi-Level Image Thresholding Using Adaptive Plant Propagation Algorithm,"Chen, Xi'ai and Han, Zhi and Wang, Yao and Zhao, Qian and Meng, Deyu and Tang, Yandong",Sayan Nag
562,7772,Beyond Gaussian Pyramid: Multi-Skip Feature Stacking for Action Recognition,Extrapolating Expected Accuracies for Large Multi-Class Problems,"Lan, Zhengzhong and Lin, Ming and Li, Xuanchong and Hauptmann, Alex G. and Raj, Bhiksha","Charles Zheng, Rakesh Achanta, Yuval Benjamini"
1112,9943,A Maximum Entropy Feature Descriptor for Age Invariant Face Recognition,Shape Registration with Directional Data,"Gong, Dihong and Li, Zhifeng and Tao, Dacheng and Liu, Jianzhuang and Li, Xuelong","Mairad Grogan, Rozenn Dahyot"
3299,6973,Deep Spatial Feature Reconstruction for Partial Person Re-Identification: Alignment-Free Approach,Scalable and Robust Sparse Subspace Clustering Using Randomized Clustering and Multilayer Graphs,"He, Lingxiao and Liang, Jian and Li, Haiqing and Sun, Zhenan","Maryam Abdolali, Nicolas Gillis, Mohammad Rahmati"
2604,2830,Detect-and-Track: Efficient Pose Estimation in Videos,Manipulating Attributes of Natural Scenes via Hallucination,"Girdhar, Rohit and Gkioxari, Georgia and Torresani, Lorenzo and Paluri, Manohar and Tran, Du","Levent Karacan, Zeynep Akata, Aykut Erdem, Erkut Erdem"
3027,6554,Geometric Robustness of Deep Networks: Analysis and Improvement,Deep Adaptive Attention for Joint Facial Action Unit Detection and Face Alignment,"Kanbak, Can and Moosavi-Dezfooli, Seyed-Mohsen and Frossard, Pascal","Zhiwen Shao, Zhilei Liu, Jianfei Cai, Lizhuang Ma"
328,6713,Human Action Recognition Based on Context-Dependent Graph Kernels,Early Start Intention Detection of Cyclists Using Motion History Images and a Deep Residual Network,"Wu, Baoxin and Yuan, Chunfeng and Hu, Weiming","Stefan Zernetsch, Viktor Kress, Bernhard Sick, Konrad Doll"
2342,1581,Fully-Adaptive Feature Sharing in Multi-Task Networks With Applications in Person Attribute Classification,Adversarial Semantic Scene Completion from a Single Depth Image,"Lu, Yongxi and Kumar, Abhishek and Zhai, Shuangfei and Cheng, Yu and Javidi, Tara and Feris, Rogerio","Yida Wang, David Joseph Tan, Nassir Navab, Federico Tombari"
3376,6692,Learning Compressible 360 Video Isomers,Decoupled Spatial Neural Attention for Weakly Supervised Semantic Segmentation,"Su, Yu-Chuan and Grauman, Kristen","Tianyi Zhang, Guosheng Lin, Jianfei Cai, Tong Shen, Chunhua Shen, Alex C. Kot"
1813,3695,Unsupervised Monocular Depth Estimation With Left-Right Consistency,Towards Single-phase Single-stage Detection of Pulmonary Nodules in Chest CT Imaging,"Godard, Clement and Mac Aodha, Oisin and Brostow, Gabriel J.",Zhongliu Xie
2878,7843,A Fast Resection-Intersection Method for the Known Rotation Problem,Context-Aware Semantic Inpainting,"Zhang, Qianggong and Chin, Tat-Jun and Minh Le, Huu","Haofeng Li, Guanbin Li, Liang Lin, Yizhou Yu"
2529,7135,LCNN: Lookup-Based Convolutional Neural Network,Combinets: Creativity via Recombination of Neural Networks,"Bagherinezhad, Hessam and Rastegari, Mohammad and Farhadi, Ali","Matthew Guzdial, Mark O. Riedl"
2194,1162,Diversified Texture Synthesis With Feed-Forward Networks,DropFilter: A Novel Regularization Method for Learning Convolutional Neural Networks,"Li, Yijun and Fang, Chen and Yang, Jimei and Wang, Zhaowen and Lu, Xin and Yang, Ming-Hsuan","Hengyue Pan, Hui Jiang, Xin Niu, Yong Dou"
2769,6892,Learning 3D Shape Completion From Laser Scan Data With Weak Supervision,PBGen: Partial Binarization of Deconvolution-Based Generators for Edge Intelligence,"Stutz, David and Geiger, Andreas","Jinglan Liu, Jiaxin Zhang, Yukun Ding, Xiaowei Xu, Meng Jiang, Yiyu Shi"
254,8226,Predicting Object Dynamics in Scenes,Splenomegaly Segmentation using Global Convolutional Kernels and Conditional Generative Adversarial Networks,"Fouhey, David F. and Zitnick, C. L.","Yuankai Huo, Zhoubing Xu, Shunxing Bao, Camilo Bermudez, Andrew J. Plassard, Jiaqi Liu, Yuang Yao, Albert Assad, Richard G. Abramson, Bennett A. Landman"
356,3550,100+ Times Faster Weighted Median Filter (WMF),Actor-Action Semantic Segmentation with Region Masks,"Zhang, Qi and Xu, Li and Jia, Jiaya","Kang Dang, Chunluan Zhou, Zhigang Tu, Michael Hoy, Justin Dauwels, Junsong Yuan"
2652,2733,FaceID-GAN: Learning a Symmetry Three-Player GAN for Identity-Preserving Face Synthesis,Stereo 3D Object Trajectory Reconstruction,"Shen, Yujun and Luo, Ping and Yan, Junjie and Wang, Xiaogang and Tang, Xiaoou","Sebastian Bullinger, Christoph Bodensteiner, Michael Arens, Rainer Stiefelhagen"
2283,6020,Spatiotemporal Multiplier Networks for Video Action Recognition,Btrfly Net: Vertebrae Labelling with Energy-based Adversarial Learning of Local Spine Prior,"Feichtenhofer, Christoph and Pinz, Axel and Wildes, Richard P.","Anjany Sekuboyina, Markus Rempfler, Jan Kukaka, Giles Tetteh, Alexander Valentinitsch, Jan S. Kirschke, Bjoern H. Menze"
1311,5380,Do Computational Models Differ Systematically From Human Object Perception?,Adapting Mask-RCNN for Automatic Nucleus Segmentation,"Pramod, R. T. and Arun, S. P.",Jeremiah W. Johnson
623,1099,Learning a Convolutional Neural Network for Non-Uniform Motion Blur Removal,Unsupervised Domain Adaptation: An Adaptive Feature Norm Approach,"Sun, Jian and Cao, Wenfei and Xu, Zongben and Ponce, Jean","Ruijia Xu, Guanbin Li, Jihan Yang, Liang Lin"
1229,8534,Object Detection From Video Tubelets With Convolutional Neural Networks,Multi-Image Semantic Matching by Mining Consistent Features,"Kang, Kai and Ouyang, Wanli and Li, Hongsheng and Wang, Xiaogang","Qianqian Wang, Xiaowei Zhou, Kostas Daniilidis"
590,5429,Event-Driven Stereo Matching for Real-Time 3D Panoramic Vision,Evolution of Visual Odometry Techniques,"Schraml, Stephan and Nabil Belbachir, Ahmed and Bischof, Horst","Shashi Poddar, Rahul Kottath, Vinod Karar"
2543,2027,Modeling Sub-Event Dynamics in First-Person Action Recognition,Scientific image rendering for space scenes with the SurRender software,"Zaki, Hasan F. M. and Shafait, Faisal and Mian, Ajmal","Roland Brochard, Jrmy Lebreton, Cyril Robin, Keyvan Kanani, Grgory Jonniaux, Aurore Masson, Noela Despr, Ahmad Berjaoui"
362,6204,Blind Image Quality Assessment using Semi-supervised Rectifier Networks,Stochastic Variational Inference with Gradient Linearization,"Tang, Huixuan and Joshi, Neel and Kapoor, Ashish","Tobias Pltz, Anne S. Wannenwetsch, Stefan Roth"
2951,1245,Taskonomy: Disentangling Task Transfer Learning,Matrix Product Operator Restricted Boltzmann Machines,"Zamir, Amir R. and Sax, Alexander and Shen, William and Guibas, Leonidas J. and Malik, Jitendra and Savarese, Silvio","Cong Chen, Kim Batselier, Ching-Yun Ko, Ngai Wong"
925,7420,Automatically Discovering Local Visual Material Attributes,Effective Building Block Design for Deep Convolutional Neural Networks using Search,"Schwartz, Gabriel and Nishino, Ko","Jayanta K Dutta, Jiayi Liu, Unmesh Kurup, Mohak Shah"
774,759,A Solution for Multi-Alignment by Transformation Synchronisation,Neural Sign Language Translation based on Human Keypoint Estimation,"Bernard, Florian and Thunberg, Johan and Gemmar, Peter and Hertel, Frank and Husch, Andreas and Goncalves, Jorge","Sang-Ki Ko, Chang Jo Kim, Hyedong Jung, Choongsang Cho"
1005,8807,Action Recognition With Trajectory-Pooled Deep-Convolutional Descriptors,An EEG-based Image Annotation System,"Wang, Limin and Qiao, Yu and Tang, Xiaoou","Viral Parekh, Ramanathan Subramanian, Dipanjan Roy, C. V. Jawahar"
2360,2065,GuessWhat?! Visual Object Discovery Through Multi-Modal Dialogue,Learnable Pooling Methods for Video Classification,"de Vries, Harm and Strub, Florian and Chandar, Sarath and Pietquin, Olivier and Larochelle, Hugo and Courville, Aaron","Sebastian Kmiec, Juhan Bae, Ruijian An"
1894,4384,Spatially Adaptive Computation Time for Residual Networks,From Self-ception to Image Self-ception: A method to represent an image with its own approximations,"Figurnov, Michael and Collins, Maxwell D. and Zhu, Yukun and Zhang, Li and Huang, Jonathan and Vetrov, Dmitry and Salakhutdinov, Ruslan",Hamed Shah-Hosseini
2288,6575,Deep Mixture of Linear Inverse Regressions Applied to Head-Pose Estimation,LivDet 2017 Fingerprint Liveness Detection Competition 2017,"Lathuiliere, Stephane and Juge, Remi and Mesejo, Pablo and Munoz-Salinas, Rafael and Horaud, Radu","Valerio Mura, Giulia Orr, Roberto Casula, Alessandra Sibiriu, Giulia Loi, Pierluigi Tuveri, Luca Ghiani, Gian Luca Marcialis"
286,199,High Quality Photometric Reconstruction using a Depth Camera,Cross-Database Micro-Expression Recognition: A Benchmark,"Mohammadul Haque, Sk. and Chatterjee, Avishek and Madhav Govindu, Venu","Yuan Zong, Wenming Zheng, Xiaopeng Hong, Chuangao Tang, Zhen Cui, Guoying Zhao"
1970,8487,Saliency Revisited: Analysis of Mouse Movements Versus Fixations,RGB-D-based Human Motion Recognition with Deep Learning: A Survey,"Tavakoli, Hamed R. and Ahmed, Fawad and Borji, Ali and Laaksonen, Jorma","Pichao Wang, Wanqing Li, Philip Ogunbona, Jun Wan, Sergio Escalera"
1203,7970,Learning Action Maps of Large Environments via First-Person Vision,UV-GAN: Adversarial Facial UV Map Completion for Pose-invariant Face Recognition,"Rhinehart, Nicholas and Kitani, Kris M.","Jiankang Deng, Shiyang Cheng, Niannan Xue, Yuxiang Zhou, Stefanos Zafeiriou"
2725,3447,MoCoGAN: Decomposing Motion and Content for Video Generation,ADVIO: An authentic dataset for visual-inertial odometry,"Tulyakov, Sergey and Liu, Ming-Yu and Yang, Xiaodong and Kautz, Jan","Santiago Corts, Arno Solin, Esa Rahtu, Juho Kannala"
1655,8106,Quantized Convolutional Neural Networks for Mobile Devices,Separating Reflection and Transmission Images in the Wild,"Wu, Jiaxiang and Leng, Cong and Wang, Yuhang and Hu, Qinghao and Cheng, Jian","Patrick Wieschollek, Orazio Gallo, Jinwei Gu, Jan Kautz"
1209,7273,Reversible Recursive Instance-Level Object Segmentation,Data Augmentation of Railway Images for Track Inspection,"Liang, Xiaodan and Wei, Yunchao and Shen, Xiaohui and Jie, Zequn and Feng, Jiashi and Lin, Liang and Yan, Shuicheng","S Ritika, Dattaraj Rao"
2431,2262,Scale-Aware Face Detection,Distances for WiFi Based Topological Indoor Mapping,"Hao, Zekun and Liu, Yu and Qin, Hongwei and Yan, Junjie and Li, Xiu and Hu, Xiaolin","Bastian Schfermeier, Tom Hanika, Gerd Stumme"
35,5535,The Secrets of Salient Object Segmentation,Structure Aware SLAM using Quadrics and Planes,"Li, Yin and Hou, Xiaodi and Koch, Christof and Rehg, James M. and Yuille, Alan L.","Mehdi Hosseinzadeh, Yasir Latif, Trung Pham, Niko Suenderhauf, Ian Reid"
2995,2094,Feature Selective Networks for Object Detection,Superimposition-guided Facial Reconstruction from Skull,"Zhai, Yao and Fu, Jingjing and Lu, Yan and Li, Houqiang","Celong Liu, Xin Li"
1209,8869,Reversible Recursive Instance-Level Object Segmentation,Widening siamese architectures for stereo matching,"Liang, Xiaodan and Wei, Yunchao and Shen, Xiaohui and Jie, Zequn and Feng, Jiashi and Lin, Liang and Yan, Shuicheng","Patrick Brandao, Evangelos Mazomenos, Danail Stoyanov"
1602,6469,Visual Tracking Using Attention-Modulated Disintegration and Integration,TOMAAT: volumetric medical image analysis as a cloud service,"Choi, Jongwon and Jin Chang, Hyung and Jeong, Jiyeoup and Demiris, Yiannis and Young Choi, Jin","Fausto Milletari, Johann Frei, Seyed-Ahmad Ahmadi"
707,8718,Learning to Generate Chairs With Convolutional Neural Networks,An optimized shape descriptor based on structural properties of networks,"Dosovitskiy, Alexey and Tobias Springenberg, Jost and Brox, Thomas","Gisele H. B. Miranda, Jeaneth Machicao, Odemir M. Bruno"
12,9229,Event Detection using Multi-Level Relevance Labels and Multiple Features,Plane-extraction from depth-data using a Gaussian mixture regression model,"Xu, Zhongwen and Tsang, Ivor W. and Yang, Yi and Ma, Zhigang and Hauptmann, Alexander G.","Richard T. Marriott, Alexander Paschevich, Radu Horaud"
1405,8483,Automatic Content-Aware Color and Tone Stylization,VITON: An Image-based Virtual Try-on Network,"Lee, Joon-Young and Sunkavalli, Kalyan and Lin, Zhe and Shen, Xiaohui and So Kweon, In","Xintong Han, Zuxuan Wu, Zhe Wu, Ruichi Yu, Larry S. Davis"
1770,6712,Estimating Sparse Signals With Smooth Support via Convex Programming and Block Sparsity,Depth Information Guided Crowd Counting for Complex Crowd Scenes,"Shah, Sohil and Goldstein, Tom and Studer, Christoph","Mingliang Xu, Zhaoyang Ge, Xiaoheng Jiang, Gaoge Cui, Pei Lv, Bing Zhou, Changsheng Xu"
611,810,Just Noticeable Defocus Blur Detection and Estimation,Event-Based Structured Light for Depth Reconstruction using Frequency Tagged Light Patterns,"Shi, Jianping and Xu, Li and Jia, Jiaya","T. Leroux, S. -H. Ieng, R. Benosman"
485,8259,Second-Order Shape Optimization for Geometric Inverse Problems in Vision,Label Efficient Learning of Transferable Representations across Domains and Tasks,"Balzer, Jonathan and Soatto, Stefano","Zelun Luo, Yuliang Zou, Judy Hoffman, Li Fei-Fei"
1527,1730,HD Maps: Fine-Grained Road Segmentation by Parsing Ground and Aerial Images,Implicit Dual-domain Convolutional Network for Robust Color Image Compression Artifact Reduction,"Mattyus, Gellert and Wang, Shenlong and Fidler, Sanja and Urtasun, Raquel","Bolun Zheng, Yaowu Chen, Xiang Tian, Fan Zhou, Xuesong Liu"
3532,854,Wide Compression: Tensor Ring Nets,Multi-hierarchical Independent Correlation Filters for Visual Tracking,"Wang, Wenqi and Sun, Yifan and Eriksson, Brian and Wang, Wenlin and Aggarwal, Vaneet","Shuai Bai, Zhiqun He, Ting-Bing Xu, Zheng Zhu, Yuan Dong, Hongliang Bai"
3461,4161,Neural Kinematic Networks for Unsupervised Motion Retargetting,A Deeper Look at Power Normalizations,"Villegas, Ruben and Yang, Jimei and Ceylan, Duygu and Lee, Honglak","Piotr Koniusz, Hongguang Zhang, Fatih Porikli"
3371,5532,Repulsion Loss: Detecting Pedestrians in a Crowd,"MaskFusion: Real-Time Recognition, Tracking and Reconstruction of Multiple Moving Objects","Wang, Xinlong and Xiao, Tete and Jiang, Yuning and Shao, Shuai and Sun, Jian and Shen, Chunhua","Martin Rnz, Maud Buffier, Lourdes Agapito"
1558,644,Closed-Form Training of Mahalanobis Distance for Supervised Clustering,Cross-Modulation Networks for Few-Shot Learning,"Law, Marc T. and Yu, YaoLiang and Cord, Matthieu and Xing, Eric P.","Hugo Prol, Vincent Dumoulin, Luis Herranz"
750,4521,"Depth From Shading, Defocus, and Correspondence Using Light-Field Angular Coherence",Free-Form Image Inpainting with Gated Convolution,"Tao, Michael W. and Srinivasan, Pratul P. and Malik, Jitendra and Rusinkiewicz, Szymon and Ramamoorthi, Ravi","Jiahui Yu, Zhe Lin, Jimei Yang, Xiaohui Shen, Xin Lu, Thomas S. Huang"
3086,6659,RotationNet: Joint Object Categorization and Pose Estimation Using Multiviews From Unsupervised Viewpoints,Cross-View Image Synthesis using Conditional GANs,"Kanezaki, Asako and Matsushita, Yasuyuki and Nishida, Yoshifumi","Krishna Regmi, Ali Borji"
427,4928,Depth Enhancement via Low-rank Matrix Completion,3D Human Pose Estimation with Relational Networks,"Lu, Si and Ren, Xiaofeng and Liu, Feng","Sungheon Park, Nojun Kwak"
197,3182,Robust Scale Estimation in Real-Time Monocular SFM for Autonomous Driving,The Quest for the Golden Activation Function,"Song, Shiyu and Chandraker, Manmohan","Mina Basirat, Peter M. Roth"
1295,35,Recurrently Target-Attending Tracking,3D Convolution on RGB-D Point Clouds for Accurate Model-free Object Pose Estimation,"Cui, Zhen and Xiao, Shengtao and Feng, Jiashi and Yan, Shuicheng","Zhongang Cai, Cunjun Yu, Quang-Cuong Pham"
