ID_A,ID_B,Flag,Title_A,Title_B,Year_A,Year_B,Authors_A,Authors_B
Khf1s1aTXwYJ,conf/vldb/ChakrabartiDAR97,,Multidatabase Interdependencies in Industry,"Using Taxonomy, Discriminants, and Signatures for Navigating in Text Databases",,1997,"AP Sheth, G Karabatis","S Chakrabarti, B Dom, R Agrawal, P Raghavan"
Jm8lRWYv2Y4J,journals/sigmod/KlasS94,,Splitting the Conceptual Schema,Metadata for Digital Media: Introduction to the Special Issue,,1994,W Kent,"W Klas, A Sheth"
xeifXkE3VM8J,conf/sigmod/LakshmananNHP99,,"Judicial Drag: An Essay on Wigs, Robes and Legal Change",Optimization of Constrained Frequent Set Queries with 2-variable Constraints,1995,1999,CM Yablon,"L Lakshmanan, R Ng, J Han, A Pang"
X2PE6K7uezQJ,journals/sigmod/MeltonMJKS02,,The future of fiber-optic computer networks,SQL/MED - A Status Report,,2002,PE Greenâ?¦,"J Melton, J Michels, V Josifovski, K Kulkarni, P Schwarz"
rr_FCF2VFqYJ,journals/vldb/JagadishKNS00,,The velocity of second sound in liquid helium near the absolute zero,One-dimensional and multi-dimensional substring selectivity estimation,,2000,"JC Ward, J Wilks","H Jagadish, O Kapitskaia, R Ng, D Srivastava"
w3KNmD0ftY4J,conf/sigmod/KriegelBKPS03,,DÃ?couverte scientifique en Ã?lectronique de puissance: un algorithme de gÃ?nÃ?ration utilisant les  ,Using Sets of Feature Vectors for Similarity Search on Voxelized CAD Objects,,2003,"B Robisson, JG Ganascia","H Kriegel, S Brecheisen, P Krіger, M Pfeifle, M Schubert"
url:http://adsabs.harvard.edu/abs/1974mit..reptQ....F,conf/sigmod/DasGR03,,Study of basic parameters and technology in lead salts to improve device performance,Approximate Join Processing Over Data Streams,1974,2003,CG Fonstad,"A Das, J Gehrke, M Riedewald"
A46cpXEm-8AJ,conf/sigmod/Bussler02,,B. Seeger An Evaluation of Generic Bulk Loading Techniques,Software as a service: ASP and ASP aggregation,,2002,J Van den Bercken,
cNFeeVXbJDYJ,journals/sigmod/Snodgrass94,,The R*-tree: An Efficient and Robust Access Method for Points and Rectangles Proc,Overview of the Special Section on Temporal Database Infrastructure,,1994,"N Bechmann, HP Kriegel, R Schneider, B Seeger",R Snodgrass
_cqgQCQf_BkJ,journals/sigmod/GrayG97,,"Basin-scale variability of phytoplankton biomass, production and growth in the Atlantic Ocean","The Five-Minute Rule Ten Years Later, and Other Computer Storage Rules of Thumb",2000,1997,E MaraÃ±Ã³n,"J Gray, G Graefe"
Fy5mnWj8N2QJ,journals/vldb/BraumandlKKKKSS01,,Microsoft Visual Basic 6.0 Programmerâ??s Guide,ObjectGlobe: Ubiquitous query processing on the Internet,1998,2001,MW Zimmerman,"R Braumandl, M Keidl, A Kemper, D Kossmann, A Kreutz, S Seltzsam, K Stocker"
7KqLmva_WQoJ,conf/sigmod/BunemanM95,,Culture and the development of everyday social explanation,The Data That You Won't Find in Databases: Tutorial panel on data exchange formats,1984,1995,JG Miller,"P Buneman, D Maier"
o0WQjRyBQ5kJ,conf/vldb/Padmanabhan96,,Continuous Nearest Neighbor Search,Extracting Large Data Sets using DB2 Parallel Edition,2002,1996,"Y Tao, D Papadias, Q Shen",S Padmanabhan
JwVB0c2eInMJ,conf/vldb/CasatiDGS01,,Utlb: A mechanism for translations on network interface,"Improving Business Process Quality through Exception Understanding, Prediction, and Prevention",,2001,"Y Chen, C Dubnicki, S Damianakis, A Bilas, K Li","D Grigori, F Casati, U Dayal, M Shan"
pNKD5ijhlAsJ,journals/sigmod/Mani03,,Transform analysis and option pricing for ane jumpdiusions,Understanding the semantics of sensor data,,2003,"D Due, J Pan, K Singleton",M Mani
ArpsMWOohIAJ,conf/vldb/MadhavanBR01,,Corticosteroids for acute exacerbations of chronic obstructive pulmonary disease,Generic Schema Matching with Cupid,2000,2001,"R Wood-Baker, EH Walters","J Madhavan, P Bernstein, E Rahm"
WVkFZ3RXS3oJ,conf/vldb/SchieferKBLF98,,Architecture-driven component reuse,IBM's DB2 Universal Database demonstrations at VLDB'98,,1998,PAV Hall,"K Schiefer, J Kleewein, K Brannon, G Lohman, G Fuh"
bTf7CsC_5x4J,conf/sigmod/BettiniWBJ95,,"KQML as an Agent Communication Language, CIKMâ??94, Gaitherburg",Semantic Assumptions and Query Evaluation in Temporal Databases,,1995,"T Finin, R Fzitzson","C Bettini, X Wang, E Bertino, S Jajodia"
eiuOw5HjixMJ,journals/sigmod/BoulosO99,,"DH and Chotai, A.(1983). Robust controller design for linear dynamic systems using approximate  ",Cost Estimation of User-Defined Methods in Object-Relational Database Systems,,1999,D Owens,"J Boulos, K Ono"
UZ-0JbnQPtUJ,conf/sigmod/SagonasSW94a,,An Information Theoretic Histogram for Single Dimensional Selectivity Estimation,XSB as a Deductive Database,,1994,"B Sayra, C Giannella","K Sagonas, T Swift, D Warren"
YLuYoC6-vlIJ,conf/sigmod/AbiteboulBCMM03,,Visual data mining. tutorial notes,Dynamic XML documents with distribution and replication,,2003,DA Keim,"S Abiteboul, A Bonifati, G Cobena, I Manolescu, T Milo"
Zp5RqjyjgO8J,conf/vldb/PedersenJD00,,Program Evaluation,The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies,1980,2000,JE Sieber,"T Pedersen, C Jensen, C Dyreson"
Wqb3BIk1SpkJ,conf/vldb/ShahRS02,,Electronic commerce and the local merchant: Opportunities for synergy between physical and web  ,Maintaining Coherency of Dynamic Data in Cooperating Repositories,,2002,"C Steinfield, A Mahler","S Shah, K Ramamritham, P Shenoy"
xwY_QwZdersJ,conf/vldb/FegarasE01,,"Index, a practical guide",Query Engines for Web-Accessible XML Data,,2001,GSUV WHO,"L Fegaras, R Elmasri"
I_sKiT_7bF8J,conf/vldb/BouganimP02,,Multidimensional Analyses and Cost-Revenue Relationships.,Chip-Secured Data Access: Confidential Data on Untrusted Servers,1993,2002,WE Vandament,"L Bouganim, P Pucheral"
Q3GsyHYz-EUJ,conf/sigmod/PapadiasTSE95,,Data mining,Topological Relations in the World of Minimum Bounding Rectangles: A Study with R-trees,1997,1995,"P Adriaans, D Zantinge","D Papadias, Y Theodoridis, T Sellis, M Egenhofer"
8k15fjvuP_cJ,conf/sigmod/AdyaGLM95,,Construction and design of beta-sheets,Efficient Optimistic Concurrency Control Using Loosely Synchronized Clocks,1997,1995,"CK Smith, L Regan","A Adya, R Gruber, B Liskov, U Maheshwari"
ES56WbYJgBoJ,conf/vldb/WangZ00,,Algorithms for partial logic,Using SQL to Build New Aggregates and Extenders for Object- Relational Systems,,2000,T Langholm,"H Wang, C Zaniolo"
url:http://adsabs.harvard.edu/abs/1976scom.nasa..213P,journals/vldb/MylopoulosCPST96,,Near-Infrared Spectra of Comets Bennett and Kohoutek,Building Knowledge Base Management Systems,1976,1996,"AE Potter, T Morgan, B Ulrich, T Barnes","J Mylopoulos, V Chaudhri, D Plexousakis, A Shrufi, T Topaloglou"
QXdWplCQ6HsJ,conf/vldb/HardingLM03,,Aromatherapy and massage for symptom relief in patients with cancer,XISS/R: XML Indexing and Storage System using RDBMS,2004,2003,"D Fellowes, K Barnes, S Wilkinson","P Harding, Q Li, B Moon"
JMuXg_ehLkcJ,conf/vldb/DavisonG94,,Cross talk of the interferon-alpha/beta signalling complex with gp130 for effective interleukin-6  ,Memory-Contention Responsive Hash Joins,2001,1994,"Y Mitani, A Takaoka, SH Kim, Y Kato, T Yokochi, N  ","D Davison, G Graefe"
LdoLOodCy5cJ,journals/sigmod/RossCGLLM01,,Quantitative enzyme histochemistry of rat foetal brain and trigeminal ganglion,Reminiscences on Influential Papers,1988,2001,"P Chieco, P Hrelia, G Lisignoli, G Cantelli-forti",
TlgwZUNfJaAJ,conf/vldb/GoldsteinR00,,SPRINT: A scalable parallel classifier for data mining,Contrast Plots and P-Sphere Trees: Space vs. Time in Nearest Neighbour Searches,,2000,"CS John, R AGRAWAL, M MEHTA","J Goldstein, R Ramakrishnan"
url:http://portal.acm.org/citation.cfm3Fid3D144111.144160,conf/vldb/Hess96,,Object reusability: the making of data management,Very Large Databases in a Commercial Application Environment,1992,1996,M Fowles,K Hess
AWah9GLEFTAJ,journals/sigmod/Bertram94,,The MYRIAD Federated Database Prototype,Data Modelling in the Large,,1994,"SY Hwang, EP Lim, HR Yang, S Musukula, K Mediratta ",M Bertram
pcUSk8BKMJYJ,conf/vldb/Hess96,,"Efficient evaluation of right-, left-, and combined-linear rules",Very Large Databases in a Commercial Application Environment,,1996,"JF Naughton, R Ramakrishnan, Y Sagiv, JD Ullman",K Hess
d9Jp6WkGyhMJ,conf/vldb/Suciu96a,,Gibbons and. Matias. New Sampling-Based Summary Statistics for Improving Approximate Query Answers,Implementation and Analysis of a Parallel Collection Query Language,,1996,PB GM,D Suciu
gQOOvMNQ7isJ,journals/sigmod/MarchiLPT03,,Flow graph machine models in microcode synthesis,Analysis of existing databases at the logical level: the DBA companion project,1983,2003,"RA Mueller, J Varghese","F Marchi, S Lopes, J Petit, F Toumani"
O-TrhFwhKM8J,conf/sigmod/MaddenSHR02,,A Content-Based Multimedia Server for Massively Parallel Architectures,Continuously adaptive continuous queries over streams,,2002,"WO'Connell, IT Ieong, D Schrader, C Watson, G Au,  ","S Madden, M Shah, J Hellerstein, V Raman"
Rsf10QVvHXkJ,conf/vldb/ShashaB02,,Exploiting A History Database for Backup,"Database Tuning: Principles, Experiments, and Troubleshooting Techniques",,2002,"D Lomet, B Salzberg","D Shasha, P Bonnet"
SdeyMWlJnHIJ,conf/vldb/DarEGP98,,Extended Probability Tables For Approximating Neutron Multigroup Cross-Sections,DTL's DataSpot: Database Exploration Using Plain Language,,1998,"A Rineiski, V Sinitsa","S Dar, G Entin, S Geva, E Palmon"
tUYPPuXqhWYJ,conf/vldb/OConnellWG01,,A Generalized Kalman Filter for Fixed Point Approximation and Efficient Temporal Difference Learning,Collaborative Analytical Processing - Dream or Reality? (Panel abstract),,2001,"D Choi, B Van Roy","W O'Connell, A Witkowski, G Graefe"
JmzCbcAUtRIJ,journals/vldb/LeeW94,,Extended planar boundary inclinations in fcc single crystals and polycrystals subjected to plane  ,Efficiently Instantiating View-Objects From Remote Relational Databases,,1994,"JA Wert, X Huang","B Lee, G Wiederhold"
COO6DqkeLgkJ,conf/vldb/MillinerBP95,,"De dynamiek op de arbeidsmarkt in de zorgsector (AMOZ-II), oktober 1996, Æ? 29,--",A Scalable Architecture for Autonomous Heterogeneous Database Interactions,,1995,H Vermeulen,"S Milliner, A Bouguettaya, M Papazoglou"
gC3VQT0-trwJ,conf/vldb/WangZL03,,The diamond mines of Panna State in Central India,ATLAS: A Small but Complete SQL Extension for Data Mining and Data Streams,1930,2003,KP Sinor,"H Wang, C Zaniolo, C Luo"
v96_rvThkWoJ,journals/vldb/CombiP01,,The Paradyn Performance Tools,HMAP - A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,,2001,"BP Miller, MD Callaghan, JM Cargille, JK  ","C Combi, G Pozzi"
y3ZHJk2m3ikJ,conf/sigmod/Aggarwal02,,Blunt trauma to the heart: The pathophysiology of injury.,"Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",1990,2002,"JG Nirgiotis, R Colon, MS Sweeney",C Aggarwal
ajP7a2ZOOa8J,conf/sigmod/GravanoGT94,,Technology's Impact on Faculty Life and Work,The Effectiveness of GlOSS for the Text Database Discovery Problem,1998,1994,RG Baldwin,"L Gravano, H Garcia-Molina, A Tomasic"
kU-JAN4YNWsJ,conf/sigmod/SismanisDRK02,,The complexity of some subclasses of minimal unsatisfiable formulas (2000),Dwarf: shrinking the PetaCube,,2002,"HK BÃ¼ning, XS Zhao","Y Sismanis, A Deligiannakis, N Roussopoulos, Y Kotidis"
zWxLXKox-yEJ,conf/vldb/LiM01,,"Rectilinear shortest paths through polygonal obstacles in O (n log 3= 2 n) time,&quot;",Indexing and Querying XML Data for Regular Path Expressions,,2001,"KL Clarkson, S Kapoor, PM Vaidya","Q Li, B Moon"
j65pDb9BOVgJ,conf/vldb/MartinC94,,Academic Press,Relating Distributed Objects,,1994,"T Process, E Impact","B Martin, R Cattell"
jOfET_Ml93IJ,journals/tods/LiuHD98,,Algorithms in invariant theory,Multiview Access Protocols for Large-Scale Replication,1994,1998,B Sturmfels,"X Liu, A Helal, W Du"
lzEHeqokRWAJ,conf/vldb/PapadiasT01,,Fiat Money as a Medium of Exchange: Experimental Evidence,MV3R-Tree: A Spatio-Temporal Access Method for Timestamp and Interval Queries,,2001,"J Duffy, J Ochs","Y Tao, D Papadias"
5CU67GuyeyYJ,conf/vldb/BernsteinHJRW00,,Deep transverse friction massage for treating tendinitis,Panel: Is Generic Metadata Management Feasible?,2002,2000,"L Brosseau, L Casimiro, S Milne, V Robinson, B  ","P Bernstein, L Haas, M Jarke, E Rahm, G Wiederhold"
88tXlBBo0CsJ,journals/sigmod/Aberer02,,General Purpose Technologies and Long-Term Economic Growth.,Book Review Column,,2002,"C Bekar, K Carlaw, R Lipsey",K Aberer
jrYXg23oRawJ,conf/sigmod/VriesMNK02,,Foci and Bases of Commitment: Are They Distinctions worth Making?,Efficient k-NN search on vertically decomposed data,1992,2002,TE Becker,"A Vries, N Mamoulis, N Nes, M Kersten"
FW4kojLMdZoJ,journals/sigmod/KantM00,,Planning for an Evaluation Network and Institutionalization.,"Workshop on Performance and Architecture of Web Servers (PAWS-2000, held in conjection with SIGMETRICS-2000)",1982,2000,HR Smock,
LFzHnp4vAM0J,conf/vldb/NiermanJ02,,A Tool for Vision based Pedestrian Detection Performance Evaluation,ProTDB: Probabilistic Data in XML,,2002,"M Bertozzi, A Broggi, P Grisleri, A Tibaldi","A Nierman, H Jagadish"
vQcfluHWCeAJ,conf/sigmod/ChaudhuriMN98,,Formal semantics and analysis of object queries,Random Sampling for Histogram Construction: How much is enough?,,1998,GM Bierman,"S Chaudhuri, R Motwani, V Narasayya"
RdyaPpGnNpwJ,conf/vldb/PitouraC99,,A probabilistic framework for feature-based speech recognition,Exploiting Versions for Handling Updates in Broadcast Disks,,1999,"J Glass, J Chang, M McCandlessâ?¦","E Pitoura, P Chrysanthis"
30oExKFV04UJ,journals/sigmod/Snodgrass98a,,The Microsoft Object Mapping,Reminiscences on Influential Papers,,1998,"D Jones, JOR Martin",
RVxH3DIm47UJ,journals/sigmod/Seshadri98,,Distributed query optimization using two-step pruning,Predator: A Resource for Database Research,1997,1998,K Hyeokmanâ?¦,P Seshadri
6s9kxNLEOd8J,journals/sigmod/NadoH97,,Using Parisâ?? Law to Determine Fatigue Characteristicsâ??A discussion,Extracting Entity Profiles from Semistructured Information Spaces,,1997,"S Erkens, J Moraal, A Molenaar, J Groenendijk, M  ","R Nado, S Huffman"
-n-0KFX_G3QJ,journals/sigmod/QuixSJ02,,Calculation of transient processes at direct lightning stroke into thin wire structures,Business Data Management for B2B Electronic Commerce,,2002,"HD BrÃ¼ns, H Singer, F Demmel","C Quix, M Schoop, M Jeusfeld"
vGJuXIJyES0J,conf/vldb/GrovlenHT98,,Semiconductor Materials,Low-Cost Compensation-Based Query Processing,1996,1998,"LI Berger, LI Berger","и Grјvlen, S Hvasshovd, и Torbjјrnsen"
Smn0ZSpjMp8J,conf/vldb/DeckerK03,,A Two-Layered Integration Approach for Product Catalogs in B2B E-commerce,The Semantic Web: Semantics for Data on the Web,,2003,"B Omelayenko, D Fensel",
y7k7vLD_N3AJ,journals/sigmod/Snodgrass03,,Desertification of Arid Lands,ACM TODS in this Internet Age,1977,2003,HE Dregne,R Snodgrass
8BE_IVYbnOMJ,journals/sigmod/Weikum02,,Powell: TV Wastes Spectrum,Foundations of Statistical Natural Language Processing - Book Review,,2002,D Halonen,
vLYloZqZZXEJ,conf/sigmod/LiC95,,Early versus late antiepileptic drug withdrawal for people with epilepsy in remission,Semint: A System Prototype for Semantic Integration in Heterogeneous Databases,2001,1995,"JI Sirven, M Sperling, DM Wingerchuk","W Li, C Clifton"
PL5DRujtg88J,journals/sigmod/CalvaneseGLV03,,Foot orthoses.. Williams &amp; Wilkins: Baltimore,Reasoning on regular path queries,,2003,KK Wu,"D Calvanese, G Giacomo, M Lenzerini, M Vardi"
a5i2nK7U0JMJ,conf/vldb/Banerjee00,,An investigation of factors operative in the development of the personality characteristics of  ,A Database Platform for Bioinformatics,1953,2000,A Kerckhoff,S Banerjee
PZL9LQddiKIJ,conf/sigmod/Team95a,,The savanna vegetation of Wisconsin and an application of the concepts order and complexity to the  ,Paradise: A Database System for GIS Applications,1955,1995,JR Bray,P Team
7lKwsY-OnHMJ,journals/vldb/DeWittNSV96,,Biota and Stream Water Quality Monitoring,Parallelising OODBMS Traversals: A Performance Evaluation,,1996,"DJ Russell, AJ McDougall","D DeWitt, J Naughton, J Shafer, S Venkataraman"
cR2OVl18j-gJ,conf/sigmod/Freeston95,,"Aggressive; recruiters are desperate for the IT pros who are working, not looking",A General Solution of the n-dimensional B-tree Problem,,1995,D Shand,M Freeston
O73WtNNtPvAJ,conf/vldb/KonopnickiS95,,High-Dimensional Architectures from the Self-Assembly of Lanthanide Ions with Benzenedicarboxylates  ,W3QS: A Query System for the World-Wide Web,1998,1995,"Y Wan, L Zhang, L Jin, S Gao, S Lu","D Konopnicki, O Shmueli"
3RLmDKIGc2IJ,conf/sigmod/ThomasDM95,,A cognitive Approach to Introductory Computer Science Courses,Design and Implementation of Advanced Knowledge Processing in the KDMS KRISYS (Demonstration Description),,1995,"M Doran, D Langan","J Thomas, S Deпloch, N Mattos"
cgzRIMZ8euwJ,conf/sigmod/LarsonG03,,CHIMP: A Framework for Supporting Distributed Multimedia Document Authoring and Presentation,Transparent Mid-Tier Database Caching in SQL Server,,2003,"KS Candan, B Prabhakaran, VS Subrahmanian","P Larson, J Goldstein, J Zhou"
P9TJYSPzHogJ,journals/sigmod/RossKMV02,,The Bird Collectors: Academic Press,Reminiscences on Influential Papers,,2002,"B Mearns, R Mearns",
53RoYHql8bUJ,conf/vldb/ShethKMWDLPLS96,,"A Middle Palaeolithic temporal bone from Darra-i-Kur, Afghanistan",Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,,1996,JL Angel,"A Sheth, K Kochut, J Miller, D Worah, S Das, C Lin, D Palaniswami, J Lynch, I Shevchenko"
wXwuV6jd3-EJ,journals/sigmod/X95a,,Constraints on energy expenditure by birds,Calls for Papers and Announcements,,1995,DM Bryant,
8mf0BB7TLxUJ,conf/vldb/StohrR01,,andE. Gafni. Applying StaticNetworkProtocolstoDynamic Networks,WARLOCK: A Data Allocation Tool for Parallel Warehouses,,2001,"Y Afek, B Awerbuch","T Stіhr, E Rahm"
TqS6k4b7AZ4J,conf/vldb/SteinbrunnPMK95,,"passim,         ,          Carus, Paul      :          Case, Roland A.   :         ,      ,          ",Bypassing Joins in Disjunctive Queries,,1995,R Cartwright,"M Steinbrunn, K Peithner, G Moerkotte, A Kemper"
a-7uv1RdOIQJ,journals/vldb/FerrariAABC02,,A phytosociological study of lowland hardwood forests in southern Wisconsin,An authorization system for digital libraries,1955,2002,GH Ware,"E Ferrari, N Adam, V Atluri, E Bertino, U Capuozzo"
xNf3avLGeSMJ,conf/vldb/OzsoyogluAAOUO02,,"The Schizosaccharomyces pombe mra 1 gene, which is required for cell growth and mating, can suppress ",Sideway Value Algebra for Object-Relational Databases,1996,2002,"F Hakuno, DA Hughes, M Yamamoto","G жzsoyoglu, A Al-Hamdani, I Altingіvde, S жzel, ж Ulusoy, Z жzsoyoglu"
cjz5CRvr8AwJ,conf/sigmod/KimC03,,Proper Termination of Flow-of-control in Programs Involving Concurrent Processes,Qcluster: Relevance Feedback Using Adaptive Clustering for Content-Based Image Retrieval,,2003,portal.acm.org,"D Kim, C Chung"
a3aecJJ58NIJ,conf/sigmod/HernandezMHYHT01,,On Processing XML in LDAP,Clio: A Semi-Automatic Tool For Schema Mapping,2001,2001,"PJ Marron, G Lausen","M Hernсndez, R Miller, L Haas"
FOwg5BZTqTIJ,conf/sigmod/GunopulosKTD00,,Teaching and Learning in the Wireless Classroom,Approximating Multi-Dimensional Aggregate Range Queries over Real Attributes,,2000,"PG Shotsberger, R Vetter","D Gunopulos, G Kollios, V Tsotras, C Domeniconi"
nM73a-kF-mQJ,conf/sigmod/Sheth95,,Jobs-Plus site-by-site: an early look at program implementation,"Workflow Automation: Applications, Technology, and Research (Tutorial)",,1995,SP Bloom,
#NAME?,conf/sigmod/BrinkhoffKSS94a,,A Process-Oriented Scientific Database Model,GENESYS: A System for Efficient Spatial Query Processing,1992,1994,"JM Pratt, M Cohen","T Brinkhoff, H Kriegel, R Schneider, B Seeger"
oWxhG-6D6MQJ,journals/vldb/BonifatiCP01,,Fast parallel and gcd computations,Active rules for XML: A new paradigm for E-services,,2001,"A BORODIN, J VON ZUR GATHEN, JE HOPCROFT","A Bonifati, S Ceri, S Paraboschi"
nQsk3GveFP0J,conf/sigmod/HuangSW94,,Joining Ranked Inputs in Practice,Data Replication for Mobile Computers,2002,1994,"IF Ilyas, WG Aref, AK Elmagarmid","Y Huang, A Sistla, O Wolfson"
oIFrkS2rPrcJ,journals/sigmod/LuoI02,,Qualified Answers That Reflect User Needs and Preferences,Interviewing During a Tight Job Market,1994,2002,"T Gaasterland, J Lobo",
url:http://www.csa.com/partners/viewrecord.php3Frequester3Dgs26collection3DTRD26recid3D2005102518080CI,conf/vldb/BrightR02,,Precomputation for intra-domain QoS routing,Using Latency-Recency Profiles for Data Delivery on the Web,2005,2002,"Y Cui, J Wu, K Xu, Y Cui, J Wu, K Xu","L Bright, L Raschid"
o2qGdf4L94MJ,conf/sigmod/Greer99,,"Bratsberg, and P. Holager. The ClustRa Telecom Database: High Availability, High Throughput, and  ",Daytona And The Fourth-Generation Language Cymbal,,1999,"SO Hvasshovd, SE Torbjrnsen",R Greer
iDLbmLawbdsJ,journals/vldb/FungKL03,,"IntroducciÃ³n a la cooperaciÃ³n para el desarrollo, IngenierÃ­a Sin Fronteras, Servicio de  ",Cost-driven vertical class partitioning for methods in object oriented databases,1997,2003,"A Boni, G Ferrero","C Fung, K Karlapalem, Q Li"
2SQlKigVCYQJ,conf/sigmod/AcharyaGPR99a,,New data on iron oxides in the weathering zone,Join Synopses for Approximate Query Answering,,1999,"FV Chukhrov, BB Zvyagin, LP Ermilova, AI Gorshkov","S Acharya, P Gibbons, V Poosala, S Ramaswamy"
iMau2dyN2sAJ,conf/sigmod/DeshpandeGR01,,Instructional Design for the New Technologies,Independence is Good: Dependency-Based Histogram Synopses for High-Dimensional Data,1998,2001,F Gillespie,"A Deshpande, M Garofalakis, R Rastogi"
lhzgZ5wSF-0J,journals/sigmod/Baeza-YatesN96,,On the singular cardinals problem,Integrating Contents and Structure in Text Retrieval,,1996,J Silver,"R Baeza-Yates, G Navarro"
xZzjyFShWrwJ,journals/sigmod/Ouksel02,,An Effictent Algorithm for Microcode Length Mmtmtzation,Mining the World Wide Web: An Information Search Approach - Book Review,,2002,"R Puri, J Gu",
n00BC-yi99YJ,conf/vldb/AmsalegFG95,,Randomized clinical trial of lumbar instrumental fusion and cognitive intervention and exercises for ,Efficient Incremental Garbage Collection for Client-Server Object Database Systems,,1995,JI Broxâ?¦,"L Amsaleg, M Franklin, O Gruber"
HpL327dLC10J,journals/sigmod/HasanFV96,,The Code 2.0 Graphical Programming Environment,Open Issues in Parallel Query Optimization,,1996,"P Newton, JC Browne","W Hasan, D Florescu, P Valduriez"
_e-kPWMaxgQJ,conf/sigmod/Bonnet02,,Acute and chronic viral hepatitis,Going public: open-source databases and database research,1979,2002,E Rubin,P Bonnet
81RcHDTy_nEJ,journals/sigmod/WinslettMY03,,Held. G. The design and implementation of INGRES,Two-Body Job Searches,,2003,"M Stonebraker, E Wong, P Kreps","M Winslett, X Ma, T Yu"
url:http://portal.acm.org/citation.cfm3Fid3D1101149.1101219,journals/sigmod/RossAA02,,POSTER SESSION: Poster 2: applications track table of contents,Reminiscences on Influential Papers,2005,2002,HC Steiner,
MjK2DmqRG0cJ,conf/sigmod/HanKK97,,"The DSS e the SHS, Federal Digital Signature Application Symposium, Rockville",Scalable Parallel Data Mining for Association Rules,,1997,ME Smid,"E Han, G Karypis, V Kumar"
mFOSML8c0s4J,journals/sigmod/Scholl01,,W. W] lson. An Overview of DB2 Paraflel Edition,Transactional Information Systems - Book Review,,2001,"C Barn, G Fecteau, A Goyaf, H Hsiao, A Jhnigmn, S  ",
1_m6Q4Mu8A8J,conf/sigmod/RinfretOO01,,The rhizosphere,Bit-Sliced Index Arithmetic,1985,2001,"EA Curl, B Truelove","D Rinfret, P O'Neil, E O'Neil"
gPnLWXL7M4QJ,conf/vldb/AmirKN01,,Group inhibition of bystander intervention in emergencies,Analyzing Quantitative Databases: Image is Everything,1968,2001,"B Latane, J Darley","A Amir, R Kashi, N Netanyahu"
JPI8BVHJ9kcJ,journals/tods/ZaharioudakisCF97,,Kac algebras and duality of locally compact groups,"Adaptive, Fine-Grained Sharing in a Client-Server OODBMS: A Callback-Based Approach",1992,1997,"M Enock, JM Schwartz","M Zaharioudakis, M Carey, M Franklin"
ISktLM4_6sMJ,journals/sigmod/TanakaV01,,The star of Bethlehem,The Ecobase Project: Database and Web Technologies for Environmental Information Systems,,2001,KW Collins,"A Tanaka, P Valduriez"
3KBac5-s810J,conf/vldb/DiligentiCLGG00,,Translating Relational Quenes mto Iterative Programs Using a Program Transformanon Approach,Focused Crawling Using Context Graphs,,2000,"FCF Freytag, N Goodman","M Diligenti, F Coetzee, S Lawrence, C Giles, M Gori"
v3xgYsKoe-YJ,conf/vldb/ChristodoulakisTZ97,,02/15/99,Principles of Optimally Placing Data in Tertiary Storage Libraries,,1997,"T Ash, T Cardinale","S Christodoulakis, P Triantafillou, F Zioga"
fzwMr6lOZKwJ,conf/vldb/Team00,,Binary membrane structure in chloroplast lamellae,"High-Performance and Scalability through Application Tier,In-Memory Data Management",1970,2000,CJ Arntzen,
cXA0j-KIJVgJ,conf/vldb/GilbertKMS02,,Pituitary germinoma presenting as quiescent trophoblastic disease [Abstract 1P4],How to Summarize the Universe: Dynamic Maintenance of Quantiles,,2002,"SM Sanders, CV Capen, AM Spiekerman","A Gilbert, Y Kotidis, S Muthukrishnan, M Strauss"
rFEOA75JjSIJ,conf/vldb/ArgePRSV98,,Cost-driven vertical class partitioning for methods in object oriented databases,Scalable Sweeping-Based Spatial Join,2003,1998,"CW Fung, K Karlapalem, Q Li","L Arge, O Procopiuc, S Ramaswamy, T Suel, J Vitter"
T28UhmV1rU4J,journals/sigmod/Fankhauser01,,Token ring local area networks: A comparison of experimental and theoretial performance.,XQuery Formal Semantics: State and Challenges,1984,2001,"J Sventek, W Greiman, MO'Dell, A Jansen",P Fankhauser
7Ycm8V-i9g0J,conf/sigmod/QuassWGHLMNRRAUW96,,Diag-Join: An Opportunistic Join Algorithm for 1: N Relationships,LORE: A Lightweight Object REpository for Semistructured Data,,1996,SHTWG Moerkotte,"D Quass, J Widom, R Goldman, K Haas, Q Luo, J McHugh, S Nestorov, A Rajaraman, H Rivero, S Abiteboul, J Ullman, J Wiener"
HWg_l1JR1OgJ,journals/sigmod/RamamrithamSSTX96,,Testing Linear Macros in Mixed Signal Systems using Transient Response Testing and Dynamic Supply  ,"Integrating Temporal, Real-Time, and Active Databases",1994,1996,"RJ Binns, D Taylor, TI Pritchard","K Ramamritham, R Sivasankaran, J Stankovic, D Towsley, M Xiong"
brP_JV_SKDoJ,conf/vldb/ArionBCDMP03,,Virus taxonomy: classification and nomenclature of viruses: seventh report of the International  ,Xquec: Pushing Queries to Compressed XML Data,,2003,MHV van Regenmortelâ?¦,"A Arion, A Bonifati, G Costa, S D'Aguanno, I Manolescu, A Pugliese"
