ID_A,ID_B,Title_A,Title_B,Year_A,Year_B,Authors_A,Authors_B
-sWlL27yCP0J,conf/vldb/HaasB03,BHUNT: Automatic Discovery of Fuzzy Algebraic Constraints in Relational Data,BHUNT: Automatic Discovery of Fuzzy Algebraic Constraints in Relational Data,2003.0,2003,"PG Brown, PJ Haas","P Brown, P Haas"
zrMFWOX1h2MJ,conf/vldb/BelloDDFNSWZ98,Materialized Views in Oracle,Materialized Views in Oracle,1998.0,1998,"RG Bello, K Dias, A Downing, J Feenan, J Finnerty, ","R Bello, K Dias, A Downing, J Jr., J Finnerty, W Norcott, H Sun, A Witkowski, M Ziauddin"
h0uuqAstOPUJ,conf/sigmod/FlorescuLMS99,Query Optimization in the Presence of Limited Access Patterns,Query Optimization in the Presence of Limited Access Patterns,1999.0,1999,"D Florescu, A Levy","D Florescu, A Levy, I Manolescu, D Suciu"
3y6y5AXu-j0J,journals/sigmod/PourabbasR00,Hierarchies and Relative Operators in the OLAP Environment,Hierarchies and Relative Operators in the OLAP Environment,2000.0,2000,"E Pourabbas, M Rafanelli","E Pourabbas, M Rafanelli"
-NqtWdEMQkgJ,conf/sigmod/OzdenRSS96,Fault-tolerant Architectures for Continuous Media Servers,Fault-tolerant Architectures for Continuous Media Servers,1996.0,1996,", R Rastogi, PJ Shenoy, A Silberschatz","B жzden, R Rastogi, P Shenoy, A Silberschatz"
gQVLY8V1hekJ,conf/vldb/KnorrN98,Algorithms for Mining Distance-Based Outliers in Large Datasets,Algorithms for Mining Distance-Based Outliers in Large Datasets,1998.0,1998,"EM Knorr, RT Ng","E Knorr, R Ng"
ygCe1xRFuKgJ,conf/sigmod/WitkowskiBBDFGSS03,Spreadsheets in RDBMS for OLAP,Spreadsheets in RDBMS for OLAP,2003.0,2003,"A Witkowski, S Bellamkonda, T Bozkaya, G Dorman, N ","A Witkowski, S Bellamkonda, T Bozkaya, G Dorman, N Folkert, A Gupta, L Sheng, S Subramanian"
GzJII5F7OzAJ,conf/sigmod/Kim94,UniSQL/X Unified Relational and Object-Oriented Database System,UniSQL/X Unified Relational and Object-Oriented Database System,1994.0,1994,W Kim,W Kim
url:http://portal.acm.org/ft_gateway.cfm3Fid3D36929126type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/PoessF00,New TPC Benchmarks for Decision Support and Web Commerce,New TPC Benchmarks for Decision Support and Web Commerce,2000.0,2000,GC Introduction,"M Pіss, C Floyd"
Rqg_slyUMYMJ,conf/vldb/MillerHH00,Schema Mapping as Query Discovery,Schema Mapping as Query Discovery,2000.0,2000,"RJ Miller, LM Haas, MA HernÃ¡ndez","R Miller, L Haas, M Hernсndez"
WWaxLMIptTMJ,conf/sigmod/AboulnagaC99,Self-tuning Histograms: Building Histograms Without Looking at Data,Self-tuning Histograms: Building Histograms Without Looking at Data,1999.0,1999,"A Aboulnaga, S Chaudhuri","A Aboulnaga, S Chaudhuri"
lRiSWgNjNtIJ,conf/vldb/MehtaD95,Managing Intra-operator Parallelism in Parallel Database Systems,Managing Intra-operator Parallelism in Parallel Database Systems,,1995,"MM MD951, D Dewitt","M Mehta, D DeWitt"
Y5OJk6_D-ZUJ,conf/vldb/Gawlick96,Scalablity and Availability in Oracle7 7.3,Scalablity and Availability in Oracle7 7.3,1996.0,1996,D Gawlick,D Gawlick
yNW8MWPkB_gJ,conf/vldb/ChristodoulakisTZ97,Principles of Optimally Placing Data in Tertiary Storage Libraries,Principles of Optimally Placing Data in Tertiary Storage Libraries,,1997,"HC Paradise, C Chania","S Christodoulakis, P Triantafillou, F Zioga"
url:http://doi.wiley.com/10.1002/tl.7700,journals/sigmod/Franklin99a,Editor's Notes,Editor's Notes,1999.0,1999,SM Richardson,M Franklin
7n7LvbccBZoJ,conf/sigmod/MaddenSHR02,Continuously adaptive continuous queries over streams,Continuously adaptive continuous queries over streams,,2002,"S Madden, MA Shah, JM Hellerstein","S Madden, M Shah, J Hellerstein, V Raman"
dfSPs7YoyWsJ,conf/sigmod/AggarwalY00,Finding Generalized Projected Clusters In High Dimensional Spaces,Finding Generalized Projected Clusters In High Dimensional Spaces,2000.0,2000,"CC Aggarwal, PS Yu","C Aggarwal, P Yu"
Ph7ZpmdNOPEJ,conf/vldb/MeccaCM01,RoadRunner: Towards Automatic Data Extraction from Large Web Sites,RoadRunner: Towards Automatic Data Extraction from Large Web Sites,2001.0,2001,"V Crescenzi, G Mecca, P Merialdoâ?¦","V Crescenzi, G Mecca, P Merialdo"
2Ua-pWTof_YJ,conf/sigmod/AgrawalCN01,Materialized View and Index Selection Tool for Microsoft SQL Server 2000,Materialized View and Index Selection Tool for Microsoft SQL Server 2000,2001.0,2001,"S Agrawal, S Chaudhuri, V Narasayya","S Agrawal, S Chaudhuri, V Narasayya"
7xe6Gp9fIEEJ,conf/vldb/BenediktCFRZZ02,DTD-Directed Publishing with Attribute Translation Grammars,DTD-Directed Publishing with Attribute Translation Grammars,,2002,"MBCYC Wenfei, FR Rastogi, SZA Zhou","M Benedikt, C Chan, W Fan, R Rastogi, S Zheng, A Zhou"
eN_4FTimCKYJ,conf/sigmod/Kulkarni94,Object-Oriented Extensions in SQL3: A Status Report,Object-Oriented Extensions in SQL3: A Status Report,1994.0,1994,KG Kulkarni,K Kulkarni
UDQsHc_ps4IJ,journals/vldb/Navarro02,Searching in metric spaces by spatial approximation,Searching in metric spaces by spatial approximation,2002.0,2002,G Navarro,G Navarro
JhPPFNFWJ1UJ,conf/vldb/Shmueli01,Architectures for Internal Web Services Deployment,Architectures for Internal Web Services Deployment,2001.0,2001,S Oded,O Shmueli
FiPJDs_jm54J,conf/sigmod/Lomet00,High Speed On-line Backup When Using Logical Log Operations,High Speed On-line Backup When Using Logical Log Operations,2000.0,2000,DB Lomet,D Lomet
JceK-ywXk8UJ,journals/sigmod/TianDCZ02,The Design and Performance Evaluation of Alternative XML Storage Strategies,The Design and Performance Evaluation of Alternative XML Storage Strategies,2002.0,2002,"F Tian, DJ DeWitt, J Chen, C Zhang","F Tian, D DeWitt, J Chen, C Zhang"
HqAWyuB11loJ,journals/tods/ChoG03,Effective page refresh policies for Web crawlers,Effective page refresh policies for Web crawlers,2003.0,2003,"J Cho, H Garcia-Molina","J Cho, H Garcia-Molina"
z2EsEsrBfsYJ,conf/vldb/MargaritisFT01,NetCube: A Scalable Tool for Fast Data Mining and Compression,NetCube: A Scalable Tool for Fast Data Mining and Compression,2001.0,2001,"D Margaritis, C Faloutsos, S Thrun","D Margaritis, C Faloutsos, S Thrun"
v-kvo2hnsgkJ,conf/vldb/GraefeBC98,Hash Joins and Hash Teams in Microsoft SQL Server,Hash Joins and Hash Teams in Microsoft SQL Server,1998.0,1998,"G Graefe, R Bunker, S Cooper","G Graefe, R Bunker, S Cooper"
-KuX7UT0JIIJ,conf/sigmod/DeutschFS99,Storing Semistructured Data with STORED,Storing Semistructured Data with STORED,,1999,"A Deutsh, M Fernandezâ?¦","A Deutsch, M Fernandez, D Suciu"
lWVWAhlsyYYJ,conf/vldb/Garcia-MolinaLY98,Expiring Data in a Warehouse,Expiring Data in a Warehouse,1998.0,1998,"H Garcia-Molina, W Labio, J Yang","H Garcia-Molina, W Labio, J Yang"
ZjIllDHwkSoJ,conf/vldb/BawaBA03,Privacy-Preserving Indexing of Documents on the Network,Privacy-Preserving Indexing of Documents on the Network,2003.0,2003,"M Bawa, R Agrawal","M Bawa, R Jr., R Agrawal"
pI0WktymowwJ,conf/sigmod/CrescenziMM02,RoadRunner: automatic data extraction from data-intensive web sites,RoadRunner: automatic data extraction from data-intensive web sites,2002.0,2002,V Crescenzi,"V Crescenzi, G Mecca, P Merialdo"
LVitsyrkl9AJ,conf/vldb/HvasshovdTBH95,"The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response","The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response",1995.0,1995,"SO Hvasshovd, Ã? TorbjÃ¸rnsen, SE Bratsberg, P  ","S Hvasshovd, и Torbjјrnsen, S Bratsberg, P Holager"
eR43Urfx-hcJ,journals/sigmod/JukicNV03,Closing the key loophole in MLS databases,Closing the key loophole in MLS databases,2003.0,2003,"N Jukic, S Nestorov, SV Vrbsky","N Jukic, S Nestorov, S Vrbsky"
sz9ESx0D0IcJ,conf/sigmod/YanMHF01,Data-Driven Understanding and Refinement of Schema Mappings,Data-Driven Understanding and Refinement of Schema Mappings,,2001,RJ Millerâ?¦,"L Yan, R Miller, L Haas, R Fagin"
PVUtZWBcxlAJ,conf/sigmod/WynblattN01,The Network is the Database: Data Management for Highly Distributed Systems,The Network is the Database: Data Management for Highly Distributed Systems,2001.0,2001,"JC Navas, M Wynblatt","J Navas, M Wynblatt"
DCUu4jysue0J,conf/vldb/Guting94,GraphDB: Modeling and Querying Graphs in Databases,GraphDB: Modeling and Querying Graphs in Databases,,1994,RH Gtiting,R Gќting
IkNOhDqEY18J,conf/sigmod/AcharyaGPR99a,Join Synopses for Approximate Query Answering,Join Synopses for Approximate Query Answering,,1999,"S Acharya, PB Gibbons","S Acharya, P Gibbons, V Poosala, S Ramaswamy"
X7wtR1g63qEJ,journals/tods/CastanoAFP98,Conceptual Schema Analysis: Techniques and Applications,Conceptual Schema Analysis: Techniques and Applications,1998.0,1998,"S Castano, V De Antonellis, MG Fugini, B Pernici","S Castano, V Antonellis, M Fugini, B Pernici"
EID4UO0Kv04J,journals/sigmod/RamanathanH97,Extraction of Object-Oriented Structures from Existing Relational Databases,Extraction of Object-Oriented Structures from Existing Relational Databases,1997.0,1997,"S Ramanathan, J Hodges","S Ramanathan, J Hodges"
KAW0nLm2wVAJ,conf/vldb/PereiraFLS00,Publish/Subscribe on the Web at Extreme Speed,Publish/Subscribe on the Web at Extreme Speed,2000.0,2000,"J Pereira, F Fabret, F Llirbat, R Preotiuc-Pietro, ","J Pereira, F Fabret, F Llirbat, R Preotiuc-Pietro, K Ross, D Shasha"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D37371326type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/MillerHHYHFP01,The Clio Project: Managing Heterogeneity,The Clio Project: Managing Heterogeneity,2001.0,2001,L Yan,"R Miller, M Hernсndez, L Haas, L Yan, C Ho, R Fagin, L Popa"
sAUncbolYJ8J,conf/vldb/PedersenJD99,Extending Practical Pre-Aggregation in On-Line Analytical Processing,Extending Practical Pre-Aggregation in On-Line Analytical Processing,1999.0,1999,"TB Pedersen, CS Jensen, CE Dyreson","T Pedersen, C Jensen, C Dyreson"
393ZqH9szo0J,conf/vldb/Jermaine03,Robust Estimation With Sampling and Approximate Pre-Aggregation,Robust Estimation With Sampling and Approximate Pre-Aggregation,2003.0,2003,C Jermaine,C Jermaine
vfCFumS9QtkJ,conf/vldb/HammadFAE03,Scheduling for shared window joins over data streams,Scheduling for shared window joins over data streams,,2003,"MA Hammad, MJ Franklin, WG Aref, AK Elmagarmid","M Hammad, M Franklin, W Aref, A Elmagarmid"
2dlOojuSNeIJ,conf/vldb/GhoshPSH02,Plan Selection Based on Query Clustering,Plan Selection Based on Query Clustering,2002.0,2002,"A Ghosh, J Parikh, VS Sengar, JR Haritsa","A Ghosh, J Parikh, V Sengar, J Haritsa"
51gKshu0CWcJ,journals/sigmod/ONeilG95,Multi-Table Joins Through Bitmapped Join Indices,Multi-Table Joins Through Bitmapped Join Indices,1995.0,1995,", G Graefe","P O'Neil, G Graefe"
-FGfZQ_8TxIJ,journals/sigmod/TsotrasK96,Temporal Database Bibliography Update,Temporal Database Bibliography Update,,1996,"Y Wu, S Jajodia, XS Wang","V Tsotras, A Kumar"
_SsvlmhsusEJ,journals/sigmod/Widom96,Editor's Notes,Editor's Notes,,1996,JA Neff,J Widom
tOa0zXK5Ba4J,journals/sigmod/RossKMV02,Reminiscences on Influential Papers,Reminiscences on Influential Papers,2002.0,2002,KA Ross,
TUOBVMb4PBsJ,journals/sigmod/Liu01a,Editor's Notes,Editor's Notes,,2001,DW Leslie,L Liu
OZRYdxoJqXMJ,conf/sigmod/JagadishKS00,On Effective Multi-Dimensional Indexing for Strings,On Effective Multi-Dimensional Indexing for Strings,2000.0,2000,HV Jagadish,"H Jagadish, N Koudas, D Srivastava"
_SsvlmhsusEJ,journals/sigmod/Franklin99a,Editor's Notes,Editor's Notes,,1999,JA Neff,M Franklin
GBZiTCbChZQJ,conf/sigmod/Keim99,Efficient Geometry-based Similarity Search of 3D Spatial Databases,Efficient Geometry-based Similarity Search of 3D Spatial Databases,1999.0,1999,DA Keim,D Keim
4J5CvdomBmsJ,journals/sigmod/BuchnerM98,Discovering Internet Marketing Intelligence through Online Analytical Web Usage Mining,Discovering Internet Marketing Intelligence through Online Analytical Web Usage Mining,1998.0,1998,"AG Buechner, MD Mulvenna","A Bќchner, M Mulvenna"
N4nyJ3C99iMJ,journals/vldb/Atkinson00,Guest editorial,Guest editorial,,2000,KN Ngan,
url:http://portal.acm.org/citation.cfm3Fid3D776985.77699626dl3Dportal26dl3DACM26idx3D77698526part3Dperiodical26WantType3Dperiodical26title3DACM2520SIGMOD2520Record26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Nascimento03,Peer-to-peer: harnessing the power of disruptive technologies,Peer-to-peer: harnessing the power of disruptive technologies,2003.0,2003,MA Nascimento,M Nascimento
hnpTcGMYR80J,journals/sigmod/ShinM94,A New Join Algorithm,A New Join Algorithm,1994.0,1994,"DK Shin, AC Meltzer","D Shin, A Meltzer"
xCbXlJHLR48J,conf/vldb/KochBG03,Path Queries on Compressed XML,Path Queries on Compressed XML,2003.0,2003,"P Buneman, M Grohe, C Koch","P Buneman, M Grohe, C Koch"
tCrfb27dXiwJ,conf/vldb/BonifatiCDS01,Warehousing Workflow Data: Challenges and Opportunities,Warehousing Workflow Data: Challenges and Opportunities,2001.0,2001,"A Bonifati, F Casati, U Dayal, MC Shan","A Bonifati, F Casati, U Dayal, M Shan"
YG9Js5mJbV0J,journals/sigmod/Dogac98,Guest Editor's Introduction,Guest Editor's Introduction,,1998,WC Newstetter,
url:http://portal.acm.org/ft_gateway.cfm3Fid3D29059926type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Snodgrass98a,Reminiscences on Influential Papers,Reminiscences on Influential Papers,1998.0,1998,HGM Stanlbrd,
ujD_9YAZctUJ,journals/tods/JacoxS03,Iterative spatial join,Iterative spatial join,2003.0,2003,"EH Jacox, H Samet","E Jacox, H Samet"
CaplZan57x4J,conf/sigmod/WangSSZZW00,An Approximate Search Engine for Structural Databases,An Approximate Search Engine for Structural Databases,2000.0,2000,"JTL Wang, X Wang, D Shasha, BA Shapiro, K Zhang","J Wang, X Wang, D Shasha, B Shapiro, K Zhang, X Zheng, Q Ma, Z Weinberg"
X_QH7A2c_1EJ,conf/vldb/HuebschHLLSS03,Querying the Internet with PIER,Querying the Internet with PIER,,2003,N Ahmed,"R Huebsch, J Hellerstein, N Lanham, B Loo, S Shenker, I Stoica"
_EbKUPc1jYAJ,conf/sigmod/AndersonAF98,Oracle Rdb's Record Caching Model,Oracle Rdb's Record Caching Model,,1998,"R Anderson, G Arun, R Frank","R Anderson, G Arun, R Frank"
mRIRFxOC8A8J,conf/vldb/NetzCBF00,Integration of Data Mining with Database Technology,Integration of Data Mining with Database Technology,2000.0,2000,"A Netz, S Chaudhuri, J Bernhardt, UM Fayyad","A Netz, S Chaudhuri, J Bernhardt, U Fayyad"
v9BdA55u_XMJ,conf/sigmod/HanFWCZK96,DBMiner: Interactive Mining of Multiple-Level Knowledge in Relational Databases,DBMiner: Interactive Mining of Multiple-Level Knowledge in Relational Databases,,1996,"J Han, Y Fu, W Wang, J Chiang, K Koperski","J Han, Y Fu, W Wang, J Chiang, O Zaяane, K Koperski"
GdvZvvRTXIAJ,conf/vldb/LamKR02,RTMonitor: Real-Time Data Monitoring Using Mobile Agent Technologies,RTMonitor: Real-Time Data Monitoring Using Mobile Agent Technologies,2002.0,2002,"K Lam, A Kwan, K Ramamritham","K Lam, A Kwan, K Ramamritham"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D60186526type3Dpdf26coll3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Aberer02a,Book Review Column,Book Review Column,2002.0,2002,L Processing,K Aberer
yWkfJz_YMPkJ,conf/sigmod/OrdonezC00,SQLEM: Fast Clustering in SQL using the EM Algorithm,SQLEM: Fast Clustering in SQL using the EM Algorithm,,2000,C Ordonez,"C Ordonez, P Cereghini"
-wJwlZO2F-kJ,conf/sigmod/ChenGM01,Improving Index Performance through Prefetching,Improving Index Performance through Prefetching,,2001,"SCPB Gibbons, TC Mowry","S Chen, P Gibbons, T Mowry"
ywDvUjqsiPQJ,conf/vldb/GardarinGT96,Cost-based Selection of Path Expression Processing Algorithms in Object-Oriented Databases,Cost-based Selection of Path Expression Processing Algorithms in Object-Oriented Databases,,1996,R INRIA,"G Gardarin, J Gruser, Z Tang"
lC5GjK5OpD0J,journals/sigmod/GolabO03,Issues in data stream management,Issues in data stream management,2003.0,2003,L Golab,"L Golab, M жzsu"
yfjKkIhvfXcJ,journals/sigmod/AtkinsonDJPS96,An Orthogonally Persistent Java,An Orthogonally Persistent Java,,1996,"MJ Jordan, T Prinzezis, MP Atkinson, L Daynes, S  ","M Atkinson, L Daynшs, M Jordan, T Printezis, S Spence"
yI5E8TGu5BwJ,journals/sigmod/ShethGJRSWW96,Report from the NSF Workshop on Workflow and Process Automation in Information Systems,Report from the NSF Workshop on Workflow and Process Automation in Information Systems,1996.0,1996,"A Sheth, D Georgakopoulos, S Joosten, M  ",
oIDF-Jhm9CYJ,conf/sigmod/Wu99,Query Optimization for Selections Using Bitmaps,Query Optimization for Selections Using Bitmaps,,1999,MC Wu,M Wu
VqNz3sp638UJ,conf/vldb/SripadaW94,Cumulative Updates,Cumulative Updates,1994.0,1994,SM Sripada,"S Sripada, B Wќthrich"
tB1dhGkG-esJ,conf/vldb/GuptaHQ95,Aggregate-Query Processing in Data Warehousing Environments,Aggregate-Query Processing in Data Warehousing Environments,,1995,AGVHD Quass,"A Gupta, V Harinarayan, D Quass"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D60427426type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Aberer02,Book Review Column,Book Review Column,2002.0,2002,K Aberer,K Aberer
bDiNQAdf8nEJ,conf/sigmod/AgrawalASY97,Efficient View Maintenance at Data Warehouses,Efficient View Maintenance at Data Warehouses,1997.0,1997,T Yurek,"D Agrawal, A Abbadi, A Singh, T Yurek"
4TMZhO1wdwsJ,conf/vldb/ChenRS95,Declustering Databases on Heterogeneous Disk Systems,Declustering Databases on Heterogeneous Disk Systems,1995.0,1995,"LT Chen, D Rotem","L Chen, D Rotem, S Seshadri"
mQp5jjo-npAJ,journals/tods/PetersO97,An Axiomatic Model of Dynamic Schema Evolution in Objectbase Systems,An Axiomatic Model of Dynamic Schema Evolution in Objectbase Systems,1997.0,1997,"RJ Peters, MT Oezsu","R Peters, M жzsu"
GtXc02EJjCgJ,journals/vldb/JagadishKNS00,One-dimensional and multi-dimensional substring selectivity estimation,One-dimensional and multi-dimensional substring selectivity estimation,2000.0,2000,"HV Jagadish, O Kapitskaia, RT Ng, D Srivastava","H Jagadish, O Kapitskaia, R Ng, D Srivastava"
hUQBQ_9ohcgJ,conf/sigmod/MumickP94,Implementation of Magic-sets in a Relational Database System,Implementation of Magic-sets in a Relational Database System,1994.0,1994,"IS Mumick, H Pirahesh","I Mumick, H Pirahesh"
7KawVN8Kj10J,conf/vldb/LometT95,Redo Recovery after System Crashes,Redo Recovery after System Crashes,1995.0,1995,"DB Lomet, MR Tuttle","D Lomet, M Tuttle"
B3unqvqyJrMJ,conf/vldb/LabioG96,Efficient Snapshot Differential Algorithms for Data Warehousing,Efficient Snapshot Differential Algorithms for Data Warehousing,1996.0,1996,"W Labio, H Garcia-Molina","W Labio, H Garcia-Molina"
C8RLbWKCgicJ,conf/sigmod/LeeKOTM00,Towards Self-Tuning Data Placement in Parallel Database Systems,Towards Self-Tuning Data Placement in Parallel Database Systems,2000.0,2000,"ML Lee, M Kitsuregawa, BC Ooi, KL Tan, A Mondal","M Lee, M Kitsuregawa, B Ooi, K Tan, A Mondal"
TF42Xf2c44sJ,journals/sigmod/Ritter98,The Middleware Muddle,The Middleware Muddle,,1998,A Example,D Ritter
7ZyV9ivZySQJ,conf/vldb/TaoP02,Adaptive Index Structures,Adaptive Index Structures,2002.0,2002,"Y Tao, D Papadias","Y Tao, D Papadias"
eH69_dCm18wJ,conf/sigmod/Jagadish94,Databases for Networks,Databases for Networks,1994.0,1994,HV Jagadish,H Jagadish
NQShGztSLaoJ,journals/tods/Meo00,Theory of dependence values,Theory of dependence values,2000.0,2000,R Meo,R Meo
0aVKzjogLlAJ,journals/tods/ShashaLSV95,Transaction Chopping: Algorithms and Performance Studies,Transaction Chopping: Algorithms and Performance Studies,1995.0,1995,"D Shasha, F Llirbat, E Simon, P Valduriez","D Shasha, F Llirbat, E Simon, P Valduriez"
OmmFvfvPT6MJ,journals/vldb/RahmB01,A survey of approaches to automatic schema matching,A survey of approaches to automatic schema matching,2001.0,2001,"E Rahm, PA Bernstein","E Rahm, P Bernstein"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D20267326type3Dpdf26coll3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/MedskerCS95,A Comparison of Three User Interfaces to Relational Microcomputer Data Bases,A Comparison of Three User Interfaces to Relational Microcomputer Data Bases,1995.0,1995,"C Medsker, M Christensen, IY Song","C Medsker, M Christensen, I Song"
v0rD-1nzJmYJ,conf/vldb/XinHLW03,Star-Cubing: Computing Iceberg Cubes by Top-Down and Bottom-Up Integration,Star-Cubing: Computing Iceberg Cubes by Top-Down and Bottom-Up Integration,2003.0,2003,"D Xin, J Han, X Li, BW Wah","D Xin, J Han, X Li, B Wah"
LiYp5oaDwbMJ,journals/vldb/HuntAI02,Database indexing for large DNA and protein sequence collections,Database indexing for large DNA and protein sequence collections,2002.0,2002,"E Hunt, MP Atkinson, RW Irving","E Hunt, M Atkinson, R Irving"
6HMffRHCspAJ,conf/vldb/KonigW99,Combining Histograms and Parametric Curve Fitting for Feedback-Driven Query Result-size Estimation,Combining Histograms and Parametric Curve Fitting for Feedback-Driven Query Result-size Estimation,1999.0,1999,"A Konig, G Weikum","A Kіnig, G Weikum"
zMW_rq3S6VgJ,journals/sigmod/Franklin97a,Editor's Notes,Editor's Notes,,1997,TE Cyrs,M Franklin
UF-RyjST87cJ,journals/vldb/BernsteinIR03,Guest editorial,Guest editorial,,2003,AW Czarnik,
url:http://portal.acm.org/ft_gateway.cfm3Fid3D50735326type3Dpdf26dl3Dportal26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Aberer02b,Book Review Column,Book Review Column,2002.0,2002,AAO Approach,K Aberer
x3WHLHvq-SEJ,conf/vldb/CabreraRH95,Applying Database Technology in the ADSM Mass Storage System,Applying Database Technology in the ADSM Mass Storage System,1995.0,1995,"LF Cabrera, R Rees, W Hineman","L Cabrera, R Rees, W Hineman"
4HVB6aRvsk8J,conf/vldb/GravanoG95,Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies,Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies,1995.0,1995,"L Gravano, H Garcia-Molina","L Gravano, H Garcia-Molina"
h7_7SZrI7M0J,conf/vldb/LuSL95,NeuroRule: A Connectionist Approach to Data Mining,NeuroRule: A Connectionist Approach to Data Mining,1995.0,1995,"H Lu, R Setiono, H Liu","H Lu, R Setiono, H Liu"
A5Eiwdh71m0J,conf/vldb/ArgePRSV98,Scalable Sweeping-Based Spatial Join,Scalable Sweeping-Based Spatial Join,,1998,"T Suel, JS Vitter","L Arge, O Procopiuc, S Ramaswamy, T Suel, J Vitter"
WmtiDGY_BdoJ,conf/vldb/FlodinR95,Processing Object-Oriented Queries with Invertible Late Bound Functions,Processing Object-Oriented Queries with Invertible Late Bound Functions,1995.0,1995,"S Flodin, T Risch","S Flodin, T Risch"
Iw5bYR098o4J,journals/sigmod/BarbaraS97,Quasi-Cubes: Exploiting Approximations in Multidimensional Databases,Quasi-Cubes: Exploiting Approximations in Multidimensional Databases,1997.0,1997,"D Barbara, M Sullivan","D Barbarс, M Sullivan"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D33658726type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,conf/sigmod/BressanGOT00,Integrating Replacement Policies in StorM: An Extensible Approach,Integrating Replacement Policies in StorM: An Extensible Approach,,2000,"CL Goh, BC Ooi, S Bressan","C Goh, B Ooi, S Bressan, K Tan"
wuIyUXOQP7AJ,conf/sigmod/DobraGGR02,Processing complex aggregate queries over data streams,Processing complex aggregate queries over data streams,2002.0,2002,"D ALIN, G MINOS, G JOHANNES, R Rajeev","A Dobra, M Garofalakis, J Gehrke, R Rastogi"
TUOBVMb4PBsJ,journals/sigmod/Liu02c,Editor's Notes,Editor's Notes,,2002,DW Leslie,L Liu
BTalXWt3faUJ,conf/vldb/CosleyLP02,REFEREE: An Open Framework for Practical Testing of Recommender Systems using ResearchIndex,REFEREE: An Open Framework for Practical Testing of Recommender Systems using ResearchIndex,2002.0,2002,"D Cosley, S Lawrence, DM Pennock","D Cosley, S Lawrence, D Pennock"
1dqeMksCm74J,conf/vldb/ArunJ98,KODA - The Architecture And Interface of a Data Model Independent Kernel,KODA - The Architecture And Interface of a Data Model Independent Kernel,1998.0,1998,"G Arun, A Joshi","G Arun, A Joshi"
5VcKjo7jBOMJ,conf/vldb/AshwinRSSS97,Garbage Collection in Object Oriented Databases Using Transactional Cyclic Reference Counting,Garbage Collection in Object Oriented Databases Using Transactional Cyclic Reference Counting,1997.0,1997,"S Ashwin, P Roy, S Seshadri, A Silberschatz, S  ","S Ashwin, P Roy, S Seshadri, A Silberschatz, S Sudarshan"
DVnOcHunv7MJ,journals/sigmod/DarwenD95,The Third Manifesto,The Third Manifesto,1995.0,1995,"H Darwen, CJ Date","H Darwen, C Date"
-FOJZJj6NLEJ,conf/sigmod/TatarinovIHW01,Updating XML,Updating XML,,2001,"I Tatarnov, ZG Ives, AY Halevy, DS Wed","I Tatarinov, Z Ives, A Halevy, D Weld"
_SsvlmhsusEJ,journals/sigmod/Franklin99b,Editor's Notes,Editor's Notes,,1999,JA Neff,M Franklin
TabFkjNTLMsJ,conf/sigmod/Ullman03,Improving the Efficiency of Database-System Teaching,Improving the Efficiency of Database-System Teaching,2003.0,2003,JD Ullman,J Ullman
p_k0_rphEOcJ,journals/sigmod/HadzilacosT97,An Extended Entity-Relationship Model for Geographic Applications,An Extended Entity-Relationship Model for Geographic Applications,,1997,N TRYFONA,"T Hadzilacos, N Tryfona"
4aSEl4haaq4J,conf/sigmod/BlottRS96,An Open Storage System for Abstract Objects,An Open Storage System for Abstract Objects,,1996,"S Blott, L Relly, HJ Schek","S Blott, L Relly, H Schek"
_SsvlmhsusEJ,journals/sigmod/Franklin98b,Editor's Notes,Editor's Notes,,1998,JA Neff,M Franklin
eU-7sSXW5jEJ,conf/sigmod/Sheth95,"Workflow Automation: Applications, Technology, and Research (Tutorial)","Workflow Automation: Applications, Technology, and Research (Tutorial)",,1995,AP Sheth,
VCSbj6MwKlgJ,conf/vldb/GuptaHQ95,Aggregate-Query Processing in Data Warehousing Environments,Aggregate-Query Processing in Data Warehousing Environments,1995.0,1995,"A Gupta, V Harinarayan, D Quass","A Gupta, V Harinarayan, D Quass"
