Name_A,Address_A,City_A,Phone_A,type_A,Name_B,Address_B,City_B,Phone_B,type_B,Gold
'french roast cafe','2340 broadway at 85th st.','new york',212/799-1533,'coffee bar','island spice','402 w. 44th st.','new york city',212-765-1737,caribbean,0
tapika,'950 8th ave. at 56th st.','new york','212/ 397-3737',american,'second avenue deli','156 second ave.','new york city',212-677-0606,delis,0
'golden nugget hotel','129 e. fremont st.','las vegas',702/385-7111,buffets,'smith & wollensky','797 third ave.','new york city',212-753-1530,steakhouses,0
march,'405 e. 58th st.','new york',212/754-6272,american,'hedgerose heights inn  the','490 e. paces ferry rd. ne',atlanta,404-233-7673,continental,0
'matthew\'s','1030 3rd ave. at 61st st.','new york',212/838-4343,american,'rose of india','308 e. sixth st.','new york city',212-533-5011,indian,0
'canter\'s','419 n. fairfax ave.','los angeles',213/651-2030.,american,canoe,'4199 paces ferry rd.',atlanta,770-432-2663,'american (new)',0
'hotel bel-air','701 stone canyon rd.','bel air',310/472-1211,californian,'steakhouse  the','128 e. fremont st.','las vegas',702-382-1600,steakhouses,0
'coyote cafe','3799 las vegas blvd. s','las vegas',702/891-7349,southwestern,'lombardi\'s','32 spring st.','new york city',212-941-7994,pizza,0
palio,'151 w. 51st. st.','new york',212/245-4850,italian,'kalo\'s coffee house','1248 clairmont rd.',decatur,404-325-3733,coffeehouses,0
flowers,'21 west 17th st.  between 5th and 6th aves.','new york',212/691-8888,american,'john o\'groats','10516 w. pico blvd.','west la',310-204-0692,'coffee shops',0
'rainbow room','30 rockefeller plaza','new york',212/632-5000,'or 212/632-5100 american','mayflower cuisinier','4750 w. sahara ave.','las vegas',702-870-8432,chinese,0
'arturo\'s','106 w. houston st.  off thompson st.','new york',212/677-3820,italian,'indian delights','3675 satellite blvd.',duluth,100-813-8212,indian,0
'chez michel','804 northpoint','san francisco',415/775-7036,french,'edison cafe','228 w. 47th st.','new york city',212-840-5000,diners,0
xunta,'174 1st ave.  between 10th and 11th sts.','new york',212/614-0620,mediterranean,'benny\'s burritos','93 ave. a','new york city',212-254-2054,mexican,0
'jewel of india','15 w. 44th st.','new york',212/869-5544,asian,'bistro  the','56 e. andrews dr. nw',atlanta,404-231-5733,'french bistro',0
'hi-life restaurant and lounge','1340 1st ave. at 72nd st.','new york',212/249-3600,american,'philippe the original','1001 n. alameda st.',chinatown,213-628-3781,cafeterias,0
'jewel of india','15 w. 44th st.','new york',212/869-5544,asian,'la caridad','2199 broadway','new york city',212-874-2780,cuban,0
'margarita\'s mexican cantina','3120 las vegas blvd. s','las vegas',702/794-8200,mexican,'poquito mas','2635 w. olive ave.',burbank,818-563-2252,mexican,0
'fat matt\'s rib shack','1811 piedmont ave.  near cheshire bridge rd.',atlanta,404/607-1622,barbecue,'kokomo cafe','6333 w. third st.',la,213-933-0773,american,0
'sundown cafe','2165 cheshire bridge rd.',atlanta,404/321-1118,american,boulevard,'1 mission st.','san francisco',415-543-6084,'american (new)',0
beaurivage,'26025 pacific coast hwy.',malibu,310/456-5733,french,'pinot bistro','12969 ventura blvd.','studio city',818-990-0500,'french bistro',0
'rainbow room','30 rockefeller plaza','new york',212/632-5000,'or 212/632-5100 american','chin\'s','3200 las vegas blvd. s.','las vegas',702-733-8899,chinese,0
flowers,'21 west 17th st.  between 5th and 6th aves.','new york',212/691-8888,american,'ciboulette restaurant','1529 piedmont ave.',atlanta,404-874-7600,'french (new)',0
mikado,'3400 las vegas blvd. s','las vegas',702/791-7111,asian,'wa-ha-ka oaxaca mexican grill','2141 polk st.','san francisco',415-775-1055,mexican,0
follonico,'6 w. 24th st.','new york',212/691-6359,italian,'original pantry bakery','875 s. figueroa st. downtown',la,213-627-6879,diners,0
'palio d\'asti','640 sacramento st.','san francisco',415/395-9800,italian,'thelma\'s kitchen','764 marietta st. nw',atlanta,404-688-5855,cafeterias,0
delectables,'1 margaret mitchell sq.',atlanta,404/681-2909,american,'greenwood\'s','1087 green st.',roswell,770-992-5383,southern/soul,0
abbey,'163 ponce de leon ave.',atlanta,404/876-8532,international,'belvedere  the','9882 little santa monica blvd.','beverly hills',310-788-2306,'pacific new wave',0
'le jardin','25 cleveland pl.  near spring st.','new york',212/343-9599,french,'lespinasse (new york city)','2 e. 55th st.','new york city',212-339-6719,asian,0
'21 club','21 w. 52nd st.','new york',212/582-7200,american,matsuhisa,'129 n. la cienega blvd.','beverly hills',310-659-9639,seafood,0
'lowcountry barbecue','6301 roswell rd.  sandy springs plaza  sandy springs',atlanta,404/255-5160,barbecue,'kokomo cafe','6333 w. third st.',la,213-933-0773,american,0
'monkey bar','60 e. 54th st.','new york',212/838-2600,american,'vicolo pizzeria','201 ivy st.','san francisco',415-863-2382,pizza,0
'drai\'s','730 n. la cienega blvd.','los angeles',310/358-8585,french,'stefano\'s','129 fremont st.','las vegas',702-385-7111,italian,0
remi,'145 w. 53rd st.','new york',212/581-4242,italian,mishima,'8474 w. third st.',la,213-782-0181,'noodle shops',0
'sarabeth\'s kitchen','423 amsterdam ave.  between 80th and 81st sts.','new york',212/496-6280,american,'cucina della fontana','368 bleecker st.','new york city',212-242-0636,italian,0
'inca grill','492 broome st.  near w. broadway','new york',212/966-3371,'latin american','mi cocina','57 jane st.','new york city',212-627-8273,mexican,0
arizona,'206 206 e. 60th st.','new york',212/838-0440,american,'locanda veneta','8638 w. third st.','los angeles',310-274-1893,italian,0
republic,'37a union sq. w  between 16th and 17th sts.','new york',212/627-7172,asian,'cafe lalo','201 w. 83rd st.','new york city',212-496-6031,coffeehouses,0
'21 club','21 w. 52nd st.','new york',212/582-7200,american,'fiore rotisserie & grille','3700 w. flamingo rd.','las vegas',702-252-7702,italian,0
'fiorello\'s roman cafe','1900 broadway  between 63rd and 64th sts.','new york',212/595-5330,italian,'hollywood hills coffee shop','6145 franklin ave.',hollywood,213-467-7678,'coffee shops',0
'union square cafe','21 e. 16th st.','new york',212/243-4020,american,postrio,'545 post st.','san francisco',415-776-7825,californian,0
'rex il ristorante','617 s. olive st.','los angeles',213/627-2300,italian,'la mediterranee','288 noe st.','san francisco',415-431-7210,mediterranean,0
'yoyo tsumami bistro','1611 post st.','san francisco',415/922-7788,french,'flying biscuit  the','1655 mclendon ave.',atlanta,404-687-8888,eclectic,0
'coco loco','40  buckhead crossing mall on the sidney marcus blvd.',atlanta,404/364-0212,caribbean,'ruth\'s chris steak house (los angeles)','224 s. beverly dr.','beverly hills',310-859-8744,steakhouses,0
'vivande ristorante','670 golden gate ave.','san francisco',415/673-9245,italian,'monsoon (ny)','435 amsterdam ave.','new york city',212-580-8686,thai,0
bacchanalia,'3125 piedmont rd.  near peachtree rd.',atlanta,404/365-0410,international,'jo jo','160 e. 64th st.','new york city',212-223-5656,'french bistro',0
'des alpes','732 broadway','san francisco',415/788-9900,french,daniel,'20 e. 76th st.','new york city',212-288-0033,'french (new)',0
'il fornaio cucina italiana','301 n. beverly dr.','los angeles',310/550-8330,italian,'brookhaven cafe','4274 peachtree rd.',atlanta,404-231-5907,vegetarian,0
helmand,'430 broadway','san francisco',415/362-0641,'greek and middle eastern','sweet lady jane','8360 melrose ave.',la,213-653-7145,desserts,0
pastis,'1015 battery st.','san francisco',415/391-2555,french,'patsy\'s pizza','19 old fulton st.',brooklyn,718-858-4300,pizza,0
fenix,'8358 sunset blvd. west',hollywood,213/848-6677,american,campanile,'624 s. la brea ave.','los angeles',213-938-1447,californian,0
abruzzi,'2355 peachtree rd.  peachtree battle shopping center',atlanta,404/261-8186,italian,'la grenouille','3 e. 52nd st.','new york city',212-752-1495,'french (classic)',0
'sammy\'s roumanian steak house','157 chrystie st. at delancey st.','new york',212/673-0330,'east european','smith & wollensky','797 third ave.','new york city',212-753-1530,steakhouses,0
terrace,'400 w. 119th st.  between amsterdam and morningside aves.','new york',212/666-9490,continental,'tavern on the green','central park west','new york city',212-873-3200,'american (new)',0
'new york kom tang soot bul house','32 w. 32nd st.','new york','212/ 947-8482',asian,'il mulino','86 w. third st.','new york city',212-673-3783,italian,0
xunta,'174 1st ave.  between 10th and 11th sts.','new york',212/614-0620,mediterranean,'tavern on the green','central park west','new york city',212-873-3200,'american (new)',0
'spring street natural restaurant & bar','62 spring st. at lafayette st.','new york',212/966-0290,american,'campton place','340 stockton st.','san francisco',415-955-5555,'american (new)',0
cite,'120 w. 51st st.','new york',212/956-7100,french,'bradshaw\'s restaurant','2911 s. pharr court',atlanta,404-261-7015,southern/soul,0
'fujiyama mama','467 columbus ave.  between 82nd and 83rd sts.','new york',212/769-1144,asian,'mesa grill','102 fifth ave.','new york city',212-807-7400,southwestern,0
2223,'2223 market st.','san francisco',415/431-0692,american,'la fonda latina','4427 roswell rd.',atlanta,404-303-8201,spanish,0
'park avenue cafe','100 e. 63rd st.','new york',212/644-1900,american,'lemongrass grill','61a seventh ave.',brooklyn,718-399-7100,thai,0
'new york noodletown','28 1/2 bowery at bayard st.','new york',212/349-0923,asian,'sweet lady jane','8360 melrose ave.',la,213-653-7145,desserts,0
'restaurant  ritz-carlton  atlanta','181 peachtree st.',atlanta,404/659-0400,continental,'deacon burton\'s soulfood restaurant','1029 edgewood ave. se',atlanta,404-523-1929,southern/soul,0
'jo jo','160 e. 64th st.','new york',212/223-5656,american,'jody maroni\'s sausage kingdom','2011 ocean front walk',venice,310-306-1995,'hot dogs',0
'manhattan cafe','1161 1st ave.  between 63rd and 64th sts.','new york',212/888-6556,american,'pinot bistro','12969 ventura blvd.','studio city',818-990-0500,'french bistro',0
'dix et sept','181 w. 10th st.','new york',212/645-8023,french,'sushi nozawa','11288 ventura blvd.','studio city',818-508-7017,japanese,0
'mambo restaurante cubano','1402 n. highland ave.',atlanta,404/874-2626,caribbean,'ti couz','3108 16th st.','san francisco',415-252-7373,french,0
'hyde street bistro','1521 hyde st.','san francisco',415/441-7778,italian,'island spice','402 w. 44th st.','new york city',212-765-1737,caribbean,0
'river cafe','1 water st. at the east river',brooklyn,718/522-5200,american,'la cumbre','515 valencia st.','san francisco',415-863-8205,mexican,0
'sarabeth\'s kitchen','423 amsterdam ave.  between 80th and 81st sts.','new york',212/496-6280,american,'chinois on main','2709 main st.','santa monica',310-392-9025,'pacific new wave',0
bouterin,'420 e. 59th st.  off 1st ave.','new york',212/758-0323,french,'apple pan  the','10801 w. pico blvd.','west la',310-475-3585,american,0
'tadich grill','240 california st.','san francisco',415/391-2373,seafood,'zankou chicken','1415 e. colorado st.',glendale,818-244-1937,'middle eastern',0
'dining room','9500 wilshire blvd.','los angeles',310/275-5200,californian,march,'405 e. 58th st.','new york city',212-754-6272,'american (new)',0
'the savannah club','2420 broadway at 89th st.','new york',212/496-1066,american,'zankou chicken','1415 e. colorado st.',glendale,818-244-1937,'middle eastern',0
'victor\'s cafe','52 236 w. 52nd st.','new york',212/586-7714,'latin american','bristol farms market cafe','1570 rosecrans ave. s.',pasadena,310-643-5229,californian,0
firehouse,'522 columbus ave.  between 85th and 86th sts.','new york',212/595-3139,american,picholine,'35 w. 64th st.','new york city',212-724-8585,mediterranean,0
'gallagher\'s','228 w. 52nd st.','new york',212/245-5336,american,'ocean park cafe','3117 ocean park blvd.','santa monica',310-452-5728,american,0
'bistro roti','155 steuart st.','san francisco',415/495-6500,french,'russell\'s burgers','1198 pch','seal beach',310-596-9556,hamburgers,0
rumpus,'1 tillman pl.','san francisco',415/421-2300,american,'mel\'s drive-in','3355 geary st.','san francisco',415-387-2244,hamburgers,0
'bone\'s','3130 piedmont road',atlanta,404/237-2663,american,'phnom penh cambodian restaurant','631 larkin st.','san francisco',415-775-5979,cambodian,0
'dining room  ritz-carlton  buckhead','3434 peachtree rd.',atlanta,404/237-2700,international,'chin\'s','3200 las vegas blvd. s.','las vegas',702-733-8899,chinese,0
'victor\'s cafe','52 236 w. 52nd st.','new york',212/586-7714,'latin american','nikolai\'s roof','255 courtland st.',atlanta,404-221-6362,continental,0
abruzzi,'2355 peachtree rd.  peachtree battle shopping center',atlanta,404/261-8186,italian,'hamburger mary\'s','1582 folsom st.','san francisco',415-626-1985,hamburgers,0
nicola,'601 s. figueroa st.','los angeles',213/485-0927,american,chopstix,'4279 roswell rd.',atlanta,404-255-4868,chinese,0
'jo jo','160 e. 64th st.','new york',212/223-5656,american,mishima,'8474 w. third st.',la,213-782-0181,'noodle shops',0
'dante\'s down the hatch','underground underground mall  underground atlanta',atlanta,404/577-1800,continental,'original pancake house (at)','4330 peachtree rd.',atlanta,404-237-4116,american,0
'lincoln tavern','51 w. 64th st.','new york',212/721-8271,american,'slanted door','584 valencia st.','san francisco',415-861-8032,vietnamese,0
firehouse,'522 columbus ave.  between 85th and 86th sts.','new york',212/595-3139,american,'wa-ha-ka oaxaca mexican grill','2141 polk st.','san francisco',415-775-1055,mexican,0
'hsu\'s gourmet','192 peachtree center ave.  at international blvd.',atlanta,404/659-2788,asian,'le bernardin','155 w. 51st st.','new york city',212-489-1515,seafood,0
'zen palate','34 union sq. e at 16th st.','new york',212/614-9291,'and 212/614-9345 asian','bruno\'s','3838 centinela ave.','mar vista',310-397-5703,italian,0
'cafe claude','7 claude la.','san francisco',415/392-3505,french,'second street grill','200 e. fremont st.','las vegas',702-385-6277,'pacific rim',0
'restaurant horikawa','111 s. san pedro st.','los angeles',213/680-9355,asian,'michael\'s (los angeles)','1147 third st.','santa monica',310-451-0843,californian,0
'bally\'s big kitchen','3645 las vegas blvd. s','las vegas',702/739-4111,buffets,'falafel king','1059 broxton ave.',westwood,310-208-4444,'middle eastern',0
suppenkuche,'601 hayes st.','san francisco',415/252-9289,russian/german,'sam\'s noodle shop','411 third ave.','new york city',212-213-2288,chinese,0
'emily\'s','1325 5th ave. at 111th st.','new york',212/996-1212,american,'le bernardin','155 w. 51st st.','new york city',212-489-1515,seafood,0
'frico bar','402 w. 43rd st.  off 9th ave.','new york',212/564-7272,italian,'hamburger mary\'s','1582 folsom st.','san francisco',415-626-1985,hamburgers,0
pisces,'95 ave. a at 6th st.','new york',212/260-6660,seafood,'palm  the (los angeles)','9001 santa monica blvd.','w. hollywood',310-550-8811,steakhouses,0
aqua,'252 california st.','san francisco',415/956-9662,seafood,'afghan kebab house','764 ninth ave.','new york city',212-307-1612,afghan,0
remi,'145 w. 53rd st.','new york',212/581-4242,italian,riviera,'519 e. paces ferry rd.',atlanta,404-262-7112,mediterranean,0
'restaurant  ritz-carlton  atlanta','181 peachtree st.',atlanta,404/659-0400,continental,'smith & wollensky','797 third ave.','new york city',212-753-1530,steakhouses,0
'casa la femme','150 wooster st.  between houston and prince sts.','new york',212/505-0005,'middle eastern',patina,'5955 melrose ave.','los angeles',213-467-1108,californian,0
'9 jones street','9 jones st.','new york',212/989-1220,american,'thep phanom','400 waller st.','san francisco',415-431-2526,thai,0
'water club','500 e. 30th st.','new york',212/683-3333,american,'bistro 45','45 s. mentor ave.',pasadena,818-795-2478,californian,0
'la caravelle','33 w. 55th st.','new york',212/586-4252,french,'uncle bill\'s pancake house','1305 highland ave.','manhattan beach',310-545-5177,diners,0
'kuleto\'s','221 powell st.','san francisco',415/397-7720,italian,'art\'s deli','12224 ventura blvd.','studio city',818-762-1221,delis,0
greens,'bldg. a fort mason','san francisco',415/771-6222,vegetarian,'la caravelle','33 w. 55th st.','new york city',212-586-4252,'french (classic)',0
'izzy\'s steak & chop house','3345 steiner st.','san francisco',415/563-0487,'steak houses','cafe flore','2298 market st.','san francisco',415-621-8579,californian,0
chevys,'4th and howard sts.','san francisco',415/543-8060,'mexican/latin american/spanish','baja fresh','3345 kimber dr.','westlake village',805-498-4049,mexican,0
'red tulip','439 e. 75th st.','new york',212/734-4893,'eastern european','kokomo cafe','6333 w. third st.',la,213-933-0773,american,0
'jimmy sung\'s','219 e. 44th st.  between 2nd and 3rd aves.','new york',212/682-5678,asian,'san domenico','240 central park s.','new york city',212-265-5959,italian,0
'ambassador grill','1 united nations plaza at 44th st.','new york',212/702-5014,american,campanile,'624 s. la brea ave.','los angeles',213-938-1447,californian,0
'r&g lounge','631 b kearny st.','san francisco',415/982-7877,'or 415/982-3811 asian','lombardi\'s','32 spring st.','new york city',212-941-7994,pizza,0
'captain\'s table','860 2nd ave. at 46th st.','new york',212/697-9538,seafood,'bel-air hotel','701 stone canyon rd.','bel air',310-472-1211,californian,0
feast,'2411 w. sahara ave.','las vegas',702/367-2411,buffets,'palm  the (los angeles)','9001 santa monica blvd.','w. hollywood',310-550-8811,steakhouses,0
'osteria al droge','142 w. 44th st.','new york',212/944-3643,italian,'cucina della fontana','368 bleecker st.','new york city',212-242-0636,italian,0
'sundown cafe','2165 cheshire bridge rd.',atlanta,404/321-1118,american,'westside cottage','689 ninth ave.','new york city',212-245-0800,chinese,0
'south of france','2345 cheshire bridge rd.',atlanta,404/325-6963,french,'killer shrimp','4000 colfax ave.','studio city',818-508-1570,seafood,0
'coco loco','40  buckhead crossing mall on the sidney marcus blvd.',atlanta,404/364-0212,caribbean,'carmine\'s','2450 broadway','new york city',212-362-2200,italian,0
'empire korea','6 e. 32nd st.','new york',212/725-1333,asian,'original pantry bakery','875 s. figueroa st. downtown',la,213-627-6879,diners,0
carta,'1772 market st.','san francisco',415/863-3516,american,'don antonio\'s','1136 westwood blvd.',westwood,310-209-1422,italian,0
eclipse,'8800 melrose ave.','los angeles',310/724-5959,californian,'afghan kebab house','764 ninth ave.','new york city',212-307-1612,afghan,0
persepolis,'1423 2nd ave.  between 74th and 75th sts.','new york',212/535-1100,'middle eastern','madame ching\'s','3300 las vegas blvd. s.','las vegas',702-894-7111,asian,0
'le madri','168 w. 18th st.','new york',212/727-8022,italian,'rose pistola','532 columbus ave.','san francisco',415-399-0499,italian,0
ciboulette,'1529 piedmont ave.',atlanta,404/874-7600,french,'cafe des artistes','1 w. 67th st.','new york city',212-877-3500,'french (classic)',0
'the coffee pot','350 9th ave. at 49th st.','new york',212/265-3566,'coffee bar','buzio\'s in the rio','3700 w. flamingo rd.','las vegas',702-252-7697,seafood,0
'jewel of india','15 w. 44th st.','new york',212/869-5544,asian,'rae\'s','2901 pico blvd.','santa monica',310-828-7937,diners,0
'r&g lounge','631 b kearny st.','san francisco',415/982-7877,'or 415/982-3811 asian','cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,0
'colonnade restaurant','1879 cheshire bridge rd.',atlanta,404/874-5642,southern,'lettuce souprise you (at)','3525 mall blvd.',duluth,770-418-9969,cafeterias,0
'zuni cafe & grill','1658 market st.','san francisco',415/552-2522,mediterranean,yama,'122 e. 17th st.','new york city',212-475-0969,japanese,0
'chin\'s','3200 las vegas blvd. s','las vegas',702/733-8899,asian,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,0
'mi cocina','57 jane st.  off hudson st.','new york',212/627-8273,mexican,daniel,'20 e. 76th st.','new york city',212-288-0033,'french (new)',0
'marquet patisserie','15 e. 12th st.  between 5th ave. and university pl.','new york',212/229-9313,'coffee bar','zankou chicken','1415 e. colorado st.',glendale,818-244-1937,'middle eastern',0
'sa tsu ki','3043 buford hwy.',atlanta,404/325-5285,asian,'steakhouse  the','128 e. fremont st.','las vegas',702-382-1600,steakhouses,0
chevys,'4th and howard sts.','san francisco',415/543-8060,'mexican/latin american/spanish','greenwood\'s','1087 green st.',roswell,770-992-5383,southern/soul,0
'the coffee pot','350 9th ave. at 49th st.','new york',212/265-3566,'coffee bar',fringale,'570 fourth st.','san francisco',415-543-0573,'french bistro',0
'yank sing','427 battery st.','san francisco',415/541-4949,asian,'nuevo laredo cantina','1495 chattahoochee ave. nw',atlanta,404-352-9009,mexican,0
'dynasty room','930 hilgard ave.','los angeles',310/208-8765,continental,'21 club','21 w. 52nd st.','new york city',212-582-7200,'american (new)',0
'plumpjack cafe','3201 fillmore st.','san francisco',415/563-4755,mediterranean,aquavit,'13 w. 54th st.','new york city',212-307-7311,scandinavian,0
layla,'211 w. broadway at franklin st.','new york',212/431-0700,'middle eastern',soto,'3330 piedmont rd.',atlanta,404-233-2005,japanese,0
'south of france','2345 cheshire bridge rd.',atlanta,404/325-6963,french,'bristol farms market cafe','1570 rosecrans ave. s.',pasadena,310-643-5229,californian,0
patria,'250 park ave. s at 20th st.','new york',212/777-6211,'latin american','mo\'s burgers','1322 grant st.','san francisco',415-788-3779,hamburgers,0
'le gamin','50 macdougal st.  between houston and prince sts.','new york',212/254-4678,'coffee bar','brent\'s deli','19565 parthenia ave.',northridge,818-886-5679,delis,0
'sal anthony\'s','55 irving pl.','new york',212/982-9030,italian,shiro,'1505 mission st. s.',pasadena,818-799-4774,'pacific new wave',0
'ed debevic\'s','134 n. la cienega','los angeles',310/659-1952,american,'la grenouille','3 e. 52nd st.','new york city',212-752-1495,'french (classic)',0
'grill on the alley','9560 dayton way','los angeles',310/276-0615,american,'ciboulette restaurant','1529 piedmont ave.',atlanta,404-874-7600,'french (new)',0
'le dome','8720 sunset blvd.','los angeles',310/659-6919,french,'jo jo','160 e. 64th st.','new york city',212-223-5656,'french bistro',0
'ton kiang','3148 geary blvd.','san francisco',415/752-4440,asian,'sally\'s cafe & bakery','300 de haro st.','san francisco',415-626-6006,american,0
'drai\'s','730 n. la cienega blvd.','los angeles',310/358-8585,french,'house of chan','2469 cobb pkwy.',smyrna,770-955-9444,chinese,0
'uncle nick\'s','747 9th ave.  between 50th and 51st sts.','new york',212/315-1726,mediterranean,'house of chan','2469 cobb pkwy.',smyrna,770-955-9444,chinese,0
'le soleil','133 clement st.','san francisco',415/668-4848,asian,'locanda veneta','8638 w. third st.','los angeles',310-274-1893,italian,0
'mccormick & kuleto\'s','ghirardelli sq.','san francisco',415/929-1730,seafood,'joe\'s','1023 abbot kinney blvd.',venice,310-399-5811,'american (new)',0
'gaylord\'s','ghirardelli sq.','san francisco',415/771-8822,asian,'cafe \'50s','838 lincoln blvd.',venice,310-399-1955,american,0
remi,'145 w. 53rd st.','new york',212/581-4242,italian,'john o\'groats','10516 w. pico blvd.','west la',310-204-0692,'coffee shops',0
'sammy\'s roumanian steak house','157 chrystie st. at delancey st.','new york',212/673-0330,'east european','poquito mas','2635 w. olive ave.',burbank,818-563-2252,mexican,0
'bone\'s','3130 piedmont road',atlanta,404/237-2663,american,'kalo\'s coffee house','1248 clairmont rd.',decatur,404-325-3733,coffeehouses,0
'cafe botanica','160 central park s','new york',212/484-5120,french,'doidge\'s','2217 union st.','san francisco',415-921-2149,american,0
'roscoe\'s house of chicken \'n\' waffles','1514 n. gower st.','los angeles',213/466-9329,american,'baja fresh','3345 kimber dr.','westlake village',805-498-4049,mexican,0
'l\'osteria del forno','519 columbus ave.','san francisco',415/982-1124,italian,'tu lan','8 sixth st.','san francisco',415-626-0927,vietnamese,0
'jackson\'s farm','439 n. beverly drive','los angeles',310/273-5578,californian,'van gogh\'s restaurant & bar','70 w. crossville rd.',roswell,770-993-1156,'american (new)',0
'arnie morton\'s of chicago','435 s. la cienega blv.','los angeles',310/246-1501,american,'rainbow room','30 rockefeller plaza','new york city',212-632-5000,'american (new)',0
'bone\'s','3130 piedmont road',atlanta,404/237-2663,american,zab-e-lee,'4837 old national hwy.','college park',404-768-2705,thai,0
'le perigord','405 e. 52nd st.','new york',212/755-6244,french,'second street grill','200 e. fremont st.','las vegas',702-385-6277,'pacific rim',0
'gallagher\'s','228 w. 52nd st.','new york',212/245-5336,american,'la caridad','2199 broadway','new york city',212-874-2780,cuban,0
'hudson river club','4 world financial center','new york',212/786-1500,american,'koo koo roo','8393 w. beverly blvd.',la,213-655-9045,chicken,0
'sundown cafe','2165 cheshire bridge rd.',atlanta,404/321-1118,american,'cafe blanc','9777 little santa monica blvd.','beverly hills',310-888-0108,'pacific new wave',0
cite,'120 w. 51st st.','new york',212/956-7100,french,'jo jo','160 e. 64th st.','new york city',212-223-5656,'french bistro',0
global,'33 93 2nd ave.  between 5th and 6th sts.','new york',212/477-8427,american,'island spice','402 w. 44th st.','new york city',212-765-1737,caribbean,0
bacchanalia,'3125 piedmont rd.  near peachtree rd.',atlanta,404/365-0410,international,'palace court','3570 las vegas blvd. s.','las vegas',702-731-7110,'french (new)',0
pacifica,'138 lafayette st.  between canal and howard sts.','new york',212/941-4168,asian,'baja fresh','3345 kimber dr.','westlake village',805-498-4049,mexican,0
greens,'bldg. a fort mason','san francisco',415/771-6222,vegetarian,postrio,'545 post st.','san francisco',415-776-7825,californian,0
'the palm','9001 santa monica blvd.','los angeles',310/550-8811,american,'lemongrass grill','61a seventh ave.',brooklyn,718-399-7100,thai,0
'ernie\'s','2150 broadway  between 75th and 76th sts.','new york',212/496-1588,american,'rose pistola','532 columbus ave.','san francisco',415-399-0499,italian,0
pastis,'1015 battery st.','san francisco',415/391-2555,french,'ej\'s luncheonette','432 sixth ave.','new york city',212-473-5555,diners,0
republic,'37a union sq. w  between 16th and 17th sts.','new york',212/627-7172,asian,'ej\'s luncheonette','432 sixth ave.','new york city',212-473-5555,diners,0
'kabuto sushi','5116 geary blvd.','san francisco',415/752-5652,asian,'windows on the world','107th fl.','new york city',212-524-7000,eclectic,0
'the palm','9001 santa monica blvd.','los angeles',310/550-8811,american,'uncle bill\'s pancake house','1305 highland ave.','manhattan beach',310-545-5177,diners,0
'khan toke thai house','5937 geary blvd.','san francisco',415/668-6654,asian,'ritz-carlton restaurant','181 peachtree st.',atlanta,404-659-0400,'french (classic)',0
'big cup','228 8th ave.  between 21st and 22nd sts.','new york',212/206-0059,'coffee bar','bruno\'s','3838 centinela ave.','mar vista',310-397-5703,italian,0
cava,'3rd st.','los angeles',213/658-8898,mediterranean,'mayflower cuisinier','4750 w. sahara ave.','las vegas',702-870-8432,chinese,0
oritalia,'1915 fillmore st.','san francisco',415/346-1333,italian,'brent\'s deli','19565 parthenia ave.',northridge,818-886-5679,delis,0
'au mandarin','200-250 vesey st. world financial center','new york',212/385-0313,asian,ebisu,'1283 ninth ave.','san francisco',415-566-1770,japanese,0
'alley\'s end','311 w. 17th st.','new york',212/627-8899,american,'cucina di pesce','87 e. fourth st.','new york city',212-260-6800,seafood,0
'kabuto sushi','5116 geary blvd.','san francisco',415/752-5652,asian,'union square cafe','21 e. 16th st.','new york city',212-243-4020,'american (new)',0
'mambo restaurante cubano','1402 n. highland ave.',atlanta,404/874-2626,caribbean,zab-e-lee,'4837 old national hwy.','college park',404-768-2705,thai,0
'roscoe\'s house of chicken \'n\' waffles','1514 n. gower st.','los angeles',213/466-9329,american,'eric\'s chinese restaurant','1500 church st.','san francisco',415-282-0919,chinese,0
cava,'3rd st.','los angeles',213/658-8898,mediterranean,'la mediterranee','288 noe st.','san francisco',415-431-7210,mediterranean,0
verbena,'54 irving pl. at 17th st.','new york',212/260-5454,american,'emeril\'s new orleans fish house','3799 las vegas blvd. s.','las vegas',702-891-7374,seafood,0
'taste of new orleans','889 w. peachtree st.',atlanta,404/874-5535,southern,'pink\'s famous chili dogs','709 n. la brea ave.',la,213-931-4223,'hot dogs',0
'sea grill','19 w. 49th st.','new york',212/332-7610,seafood,'my thai','1248 clairmont rd.',atlanta,404-636-4280,thai,0
'louise\'s trattoria','4500 los feliz blvd.','los angeles',213/667-0777,italian,'cafe flore','2298 market st.','san francisco',415-621-8579,californian,0
palio,'151 w. 51st. st.','new york',212/245-4850,italian,fringale,'570 fourth st.','san francisco',415-543-0573,'french bistro',0
'lowcountry barbecue','6301 roswell rd.  sandy springs plaza  sandy springs',atlanta,404/255-5160,barbecue,'second street grill','200 e. fremont st.','las vegas',702-385-6277,'pacific rim',0
'second street grille','200 e. fremont st.','las vegas',702/385-3232,seafood,'la cote basque','60 w. 55th st.','new york city',212-688-6525,'french (classic)',0
'film center cafe','635 9th ave.  between 44th and 45th sts.','new york','212/ 262-2525',american,moustache,'405 atlantic ave.',brooklyn,718-852-5555,'middle eastern',0
