ID,Title,Author,Price,ISBN13,Publisher,Publication_Date,Pages,Dimensions
HC2265,Until We Meet Again(Bluford (Quality)),Anne Schraff,$7.55,9780439904889,Scholastic Paperbacks,"Sep. 1st, 2007",144,4.56 x 6.78 x 0.46 inches
HC2266,Young Fu of the Upper Yangtze,Elizabeth Foreman Lewis,$9.99,9780312380076,Square Fish,"Apr. 29th, 2008",306,5.20 x 7.65 x 0.86 inches
HC2267,The Fight(Drama High),L. Divine,$10.55,9780758216335,Dafina Books,"Oct. 1st, 2006",202,5.50 x 8.32 x 0.56 inches
HC2268,Warriors: Power of Three Box Set(Warriors),Erin Hunter,$16.46,9780061782299,HarperCollins,"Oct. 6th, 2009",1104,5.33 x 7.69 x 2.62 inches
HC2269,"The Young Bond Series, Book Two(Young Bond (Paperback))",Charlie Higson,$17.25,9781423100294,Disney Press,Unknown,368,5.58 x 8.20 x 0.81 inches
HC2270,A Girl Like Me,Ni-Ni Simone,$10.67,9780758228437,Dafina Books,"Dec. 1st, 2008",279,5.50 x 8.25 x 0.75 inches
HC2271,The Night Tourist,Katherine Marsh,$8.56,9781423106906,Hyperion Books for Children,"Sep. 1st, 2008",232,5.22 x 7.54 x 0.55 inches
HC2272,"Lucky Star, Volume 8(Lucky Star (Bandai))",Kagami Yoshimizu,$125.48,9781604962314,Bandai Entertainment,"Jul. 19th, 2011",148,5.85 x 8.29 x 0.45 inches
HC2273,For the Win,Cory Doctorow,$9.23,9780765333841,Tor Books,"Sep. 4th, 2012",496,
HC2274,Calamity Jack,Shannon Hale,$15.15,9781599903736,Bloomsbury Publishing PLC,"Jan. 5th, 2010",144,7.40 x 10.70 x 0.60 inches
HC2275,Eric Liddell(Christian Heroes: Then & Now),Janet Benge,$12.01,9781576581377,YWAM Publishing,"Sep. 1st, 1998",208,5.28 x 7.96 x 0.61 inches
HC2276,Wanting Mor,Rukhsana Khan,$10.55,9780888998620,Groundwood Books,"Sep. 1st, 2010",190,5.02 x 7.58 x 0.51 inches
HC2277,47,Walter Mosley,$9.97,9780316016353,"Little, Brown Books for Young Readers","Nov. 1st, 2006",232,4.98 x 7.59 x 0.66 inches
HC2278,The Princess Diaries(Princess Diaries (Quality)),Meg Cabot,,9780380814022,HarperTrophy,Unknown,304,4.44 x 6.78 x 0.88 inches
HC2279,No Safe Place,Deborah Ellis,$10.55,9780888999740,Groundwood Books,"Sep. 13th, 2011",208,5.05 x 7.06 x 0.51 inches
HC2280,Famous for Thirty Seconds,P. G. Kain,$5.79,9781416997863,Aladdin Paperbacks,"Mar. 6th, 2012",320,5.13 x 7.67 x 0.87 inches
HC2281,The Golden Fleece and the Heroes Who Lived Before Achilles,Padraic Colum,$11.26,9780689868849,Aladdin Paperbacks,"Jun. 22nd, 2004",316,5.46 x 8.36 x 0.72 inches
HC2282,East,Edith Pattou,$10.27,9780152052218,Harcourt Brace and Company,"May. 1st, 2005",507,5.31 x 8.08 x 1.25 inches
HC2283,Buried Fire,Jonathan Stroud,$6.23,9780786851942,Hyperion Books for Children,Unknown,333,5.20 x 7.72 x 0.86 inches
HC2284,The ADHD Workbook for Teens(Instant Help Book for Teens),Lara Honos-Webb,$15.33,9781572248656,Instant Help Books,"Jan. 1st, 2011",132,7.98 x 10.00 x 0.34 inches
HC2285,"Mary, Bloody Mary(Young Royals Books (Paperback))",Carolyn Meyer,$9.25,9780152164560,Gulliver Books,"Apr. 1st, 2001",227,4.58 x 7.06 x 0.58 inches
HC2286,Sweet Little Lies(L. A. Candy (Quality)),Lauren Conrad,$10.59,9780061767616,HarperCollins,"Aug. 31st, 2010",336,5.56 x 7.96 x 0.83 inches
HC2287,Joshua's Song(Aladdin Historical Fiction),Joan Hiatt Harlow,$9.14,9780689855429,Aladdin Paperbacks,"Apr. 1st, 2003",143,5.04 x 7.82 x 0.45 inches
HC2288,House of Dark Shadows(Dreamhouse Kings (Paperback)),Robert Liparulo,$10.71,9781595547279,Thomas Nelson s,"Sep. 29th, 2009",289,5.50 x 8.40 x 0.80 inches
HC2289,Math Trek,Ivars Peterson,$14.55,9780471315704,Jossey-Bass,"Oct. 14th, 1999",128,7.01 x 10.00 x 0.27 inches
HC2290,Ballet Class Coloring Book(Dover Fashion Coloring Book),John Green,$5.88,9780486296388,Dover Publications,"Jul. 2nd, 1997",48,8.22 x 10.76 x 0.30 inches
HC2291,Nyx in the House of Night,P. C. Cast,$14.42,9781935618553,Smart Pop,"Jun. 7th, 2011",219,7.05 x 8.95 x 0.53 inches
HC2292,How We Know What We Know about Our Changing Climate,Lynne Cherry,$142.11,9781584691303,Dawn Publications (CA),"Mar. 1st, 2010",66,10.54 x 9.00 x 0.19 inches
HC2293,Fragile Darkness(Midnight Dragonfly Novels),Ellie James,$7.15,9780312647049,St. Martin's Griffin,"Nov. 27th, 2012",352,
HC2294,The Named(Guardians of Time),Marianne Curley,$113.08,9781582349138,Bloomsbury Publishing PLC,"May. 31st, 2005",336,5.00 x 7.75 x 0.91 inches
HC2295,Ducktales Volume 1(Ducktails),Warren Spector,$54.67,9781608866717,Boom Studios,"Mar. 6th, 2012",128,6.66 x 10.16 x 0.26 inches
HC2296,The Summer of Firsts and Lasts,Terra Elan McVoy,$7.81,9781442402140,Simon Pulse,"Apr. 3rd, 2012",423,5.52 x 8.25 x 1.21 inches
HC2297,The Greatest(Greatest),Walter Dean Myers,$8.45,9780590543439,Scholastic Paperbacks,"Dec. 1st, 2001",192,5.29 x 7.72 x 0.47 inches
HC2298,Point Blank(Alex Rider Adventures (Paperback)),Anthony Horowitz,$13.42,9780399250262,Philomel Books,"Jan. 1st, 2008",144,6.28 x 9.00 x 0.39 inches
HC2299,Safe House(1-800-Where-R-You (Paperback)),Meg Cabot,$5.79,9781416927068,Simon Pulse,"Jan. 31st, 2007",262,4.20 x 7.06 x 0.74 inches
HC2300,An Acquaintance with Darkness(Great Episodes (Paperback)),Ann Rinaldi,$9.98,9780152053871,Gulliver Books,"Mar. 1st, 2005",374,4.56 x 7.03 x 0.95 inches
HC2301,Peeled,Joan Bauer,$8.62,9780142414309,Speak,"Jun. 25th, 2009",247,5.72 x 8.26 x 0.69 inches
HC2302,Trino's Choice,Diane Gonzales Bertrand,$11.98,9781558852686,Arte Publico Press,"Nov. 1st, 1999",128,0.38 x 8.50 x 5.50 inches
HC2303,Wolf Rider,Avi,$8.68,9781416954446,Simon Pulse,"Mar. 1st, 2008",202,4.24 x 7.04 x 0.58 inches
HC2304,The Voyage of the Frog(Apple (Scholastic)),Gary Paulsen,$8.24,9780545085359,Scholastic Paperbacks,"Mar. 1st, 2009",141,5.28 x 7.57 x 0.38 inches
HC2305,The Winter People,Joseph Bruchac,$9.15,9780142402290,Puffin Books,"Oct. 1st, 2004",168,5.10 x 7.90 x 0.50 inches
HC2306,Impossible,Nancy Werlin,$10.27,9780142414910,Speak,"Aug. 11th, 2009",376,5.40 x 8.10 x 1.20 inches
HC2307,Bulu,Dick Houston,$8.47,9780375847240,Yearling Books,"May. 10th, 2011",323,5.10 x 7.60 x 0.90 inches
HC2308,Troy,Adele Geras,$9.20,9780152045708,Harcourt Paperbacks,"Sep. 1st, 2002",376,4.50 x 6.98 x 0.96 inches
HC2309,The Second Mrs. Gioconda,E. L. Konigsburg,$10.57,9781416903420,Atheneum Books for Young Readers,"May. 17th, 2005",160,5.52 x 8.26 x 0.45 inches
HC2310,Cartooning the Head & Figure,Jack Hamm,$13.70,9780399508035,Perigee Books,"Nov. 1st, 1986",120,8.16 x 10.88 x 0.50 inches
HC2311,Forever Summer,Alyson Noel,$10.99,9780312604394,St. Martin's Griffin,"Apr. 26th, 2011",445,5.60 x 8.21 x 1.23 inches
HC2312,Off Course(a Circuit),Catherine Hapka,$12.17,9781599909097,Bloomsbury U.S.A. Children's Books,"Nov. 13th, 2012",256,
HC2313,Words in the Dust,Trent Reedy,$9.79,9780545261265,Arthur A. Levine Books,"Jul. 1st, 2012",208,
HC2314,The Pigman's Legacy,Paul Zindel,$9.83,9780060759704,Harper Teen,"Mar. 29th, 2005",176,4.19 x 6.83 x 0.49 inches
HC2315,A Wreath for Emmett Till,Marilyn Nelson,$9.15,9780547076362,Graphia Books,"Jan. 12th, 2009",48,7.80 x 7.20 x 0.30 inches
HC2316,Hang a Thousand Trees with Ribbons(Great Episodes (Paperback)),Ann Rinaldi,$9.17,9780152053932,Gulliver Books,"Mar. 1st, 2005",336,5.29 x 6.39 x 0.92 inches
HC2317,Mickey & Me(Baseball Card Adventures (Paperback)),Dan Gutman,$7.72,9780064472586,HarperTrophy,"Feb. 17th, 2004",151,5.22 x 7.50 x 0.41 inches
HC2318,Downsiders,Neal Shusterman,$11.32,9781416997474,Simon & Schuster Children's Publishing,"Nov. 10th, 2009",246,5.52 x 8.22 x 0.72 inches
HC2319,The Beast of Noor,Janet Lee Carey,$9.21,9781442443389,Atheneum Books for Young Readers,"Oct. 4th, 2011",512,5.10 x 7.60 x 1.50 inches
HC2320,Respect,Courtney Macavinta,$7.42,9781575421773,Free Spirit Publishing,"Jun. 15th, 2005",228,7.00 x 9.00 x 0.60 inches
HC2321,The Voice on the Radio,Caroline B. Cooney,$5.79,9780440219774,Laurel Leaf Library,"Aug. 10th, 1998",224,4.24 x 6.96 x 0.65 inches
HC2322,The Boyfriend Game(First Kisses),Stephie Davis,$126.27,9780061143106,Harper Teen,"Mar. 31st, 2009",157,5.38 x 8.02 x 0.45 inches
HC2323,Dragon Flight(Dragon Adventures),Jessica Day George,$9.27,9781599903590,Bloomsbury Publishing PLC,"Apr. 27th, 2009",262,5.54 x 8.26 x 0.76 inches
HC2324,Heaven,Angela Johnson,$7.37,9780689822902,Simon Pulse,"Aug. 1st, 2000",144,4.34 x 7.02 x 0.39 inches
HC2325,Feast of Fools(Morganville Vampires (Mass Market)),Rachel Caine,$8.44,9780451224637,Signet Book,"Jun. 3rd, 2008",242,4.32 x 6.71 x 0.70 inches
HC2326,The Day They Came to Arrest the Book,Nat Hentoff,$8.43,9780440918141,Laurel Leaf Library,"Jul. 1st, 1983",176,4.36 x 6.65 x 0.49 inches
HC2327,The Great Tree of Avalon(Merlin (Puffin)),T. A. Barron,$9.55,9780142419274,Puffin Books,"Jul. 7th, 2011",448,5.00 x 7.60 x 1.30 inches
HC2328,Vampire High,Douglas Rees,$113.73,9780440238348,Laurel Leaf Library,"Aug. 31st, 2005",226,4.24 x 6.92 x 0.66 inches
HC2329,The Wavering of Haruhi Suzumiya(Melancholy of Haruhi Suzumiya (Paper)),Nagaru Tanigawa,$15.47,9780316038928,"Little, Brown Books for Young Readers","Nov. 7th, 2011",208,5.40 x 8.20 x 0.80 inches
HC2330,Wicked,Nancy Holder,$10.89,9781416971191,Simon Pulse,"Sep. 1st, 2008",291,5.10 x 7.50 x 1.80 inches
HC2331,The Weirdo,Theodore Taylor,$9.45,9780152056667,Harcourt Paperbacks,"Mar. 1st, 2006",292,4.52 x 7.06 x 0.85 inches
HC2332,Dragon and Soldier(Dragonback (Quality)),Timothy Zahn,$46.86,9780765350176,Starscape Books,"Jan. 31st, 2005",301,5.24 x 7.58 x 0.81 inches
HC2333,The Conch Bearer(Brotherhood of the Conch),Chitra Banerjee Divakaruni,$9.16,9780689872426,Aladdin Paperbacks,"Feb. 22nd, 2005",272,5.48 x 7.82 x 0.73 inches
HC2334,Lyddie,Katherine Paterson,$8.44,9780140373899,Puffin Books,"Jan. 1st, 1995",182,5.06 x 7.77 x 0.57 inches
HC2335,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Saenz,$12.07,9781442408937,Simon & Schuster Books for Young Readers,"Feb. 19th, 2013",368,
HC2336,Deenie,Judy Blume,$120.76,9780385739856,Delacorte Press Books for Young Readers,"Apr. 13th, 2010",140,5.22 x 8.00 x 0.34 inches
HC2337,Life Strategies for Teens(Life Strategies Series),Jay McGraw,$15.11,9780743215466,Fireside Books,"Dec. 4th, 2000",240,6.14 x 9.22 x 0.59 inches
HC2338,Red Moon at Sharpsburg,Rosemary Wells,$8.62,9780142412053,Speak,"Oct. 1st, 2008",236,5.42 x 8.28 x 0.69 inches
HC2339,The White Fox Chronicles,Gary Paulsen,$121.39,9780440412489,Laurel Leaf Library,"May. 31st, 2002",288,4.16 x 6.95 x 0.80 inches
HC2340,Malice(Malice (Quality)),Chris Wooding,$118.06,9780545160445,Scholastic Inc.,"Aug. 1st, 2010",377,5.32 x 8.00 x 0.90 inches
HC2341,Do You Wonder Why?,David Pouilloux,$41.69,9781419703898,Amulet Books,"Oct. 1st, 2012",80,
HC2342,Ask the Bible Geek,Mark Hart,$8.99,9781569553442,Charis Books,"Mar. 7th, 2003",167,5.66 x 7.86 x 0.49 inches
HC2343,Don't Look Behind You,Lois Duncan,$9.88,9780316126588,"Little, Brown Books for Young Readers","Oct. 5th, 2010",215,6.52 x 8.22 x 0.65 inches
HC2344,Tenth Grade Bleeds(Chronicles of Vladimir Tod (Quality)),Heather Brewer,$9.37,9780142415603,Speak,"Jan. 12th, 2010",292,5.40 x 8.10 x 1.00 inches
HC2345,What Happened to Cass McBride?,Gail Giles,$10.57,9780316166393,"Little, Brown Young Readers","May. 1st, 2007",211,5.07 x 7.03 x 0.60 inches
HC2346,Dracula(Puffin Classics (Paperback)),Bram Stoker,$8.38,9780141325668,Puffin Books,"Jun. 11th, 2009",612,5.20 x 6.90 x 1.80 inches
HC2347,Summer of Fear,Lois Duncan,$6.33,9780440983248,Laurel Leaf Library,"Oct. 31st, 1977",208,4.23 x 6.74 x 0.61 inches
HC2348,Chicken Soup for the Soul: Teens Talk High School(Chicken Soup for the Soul (Chicken Soup for the Soul)),Jack Canfield,$14.39,9781935096252,Chicken Soup for the Soul,"Nov. 1st, 2008",396,5.54 x 8.44 x 1.06 inches
HC2349,Ten Things I Hate about Me,Randa Abdel-Fattah,,9780545050562,Orchard Books,"May. 1st, 2010",297,6.56 x 7.98 x 0.61 inches
HC2350,Rooftop,Paul Volponi,$7.99,9780142408445,Puffin Books,"May. 17th, 2007",199,6.21 x 8.24 x 0.63 inches
HC2351,Superfudge,Judy Blume,$8.42,9780425193815,Berkley,"Jan. 6th, 2004",192,4.20 x 6.76 x 0.55 inches
HC2352,Witch Child,Celia Rees,$5.79,9780763618292,Candlewick Press (MA),Unknown,272,4.75 x 8.02 x 0.76 inches
HC2353,Touch of Frost(Mythos Academy Novels),Jennifer Estep,$10.95,9780758266927,Kensington Publishing Corporation,"Aug. 1st, 2011",373,5.57 x 8.24 x 1.07 inches
HC2354,Never Enough,Denise Jaden,$6.91,9781442429079,Simon Pulse,"Jul. 10th, 2012",372,5.50 x 8.20 x 1.10 inches
HC2355,Shake It / Got Pride (Cheer Drama / Baller Swag)(Lockwood High),Stephanie Perry Moore,$8.81,9781616518882,"Saddleback Educational Publishing, Inc.","Sep. 1st, 2012",372,
HC2356,The Surrender Tree/El Arbol de La Rendicion,Margarita Engle,$10.73,9780312608712,Square Fish,"Mar. 16th, 2010",353,5.50 x 8.20 x 1.00 inches
HC2357,Bible Promises for Teens(Bible Promise Books),Broadman & Holman Publishers,$7.05,9780805427394,B&H Publishing Group,"Aug. 1st, 2003",127,6.58 x 6.54 x 0.35 inches
HC2358,Sabriel(Abhorsen Trilogy (Paperback)),Garth Nix,$10.71,9780061474354,Eos,"Apr. 22nd, 2008",311,5.30 x 8.04 x 0.89 inches
HC2359,What Would Joey Pigza Do?(Joey Pigza Books (Paperback)),Jack Gantos,$12.39,9780312661021,Square Fish,"Sep. 13th, 2011",229,5.20 x 7.50 x 0.80 inches
HC2360,"The Curse of the Wendigo(Monstrumologist, the Monstrumologist)",Rick Yancey,$12.29,9781416984511,Simon & Schuster Books for Young Readers,"Sep. 13th, 2011",424,5.50 x 8.20 x 1.20 inches
HC2361,Melting Stones,Tamora Pierce,$8.78,9780545052658,Scholastic Inc.,"Aug. 1st, 2010",312,5.28 x 8.00 x 0.65 inches
HC2362,A Boy No More(Aladdin Historical Fiction),Harry Mazer,$8.43,9781416914044,Aladdin Paperbacks,"Mar. 1st, 2006",136,5.44 x 7.62 x 0.41 inches
HC2363,Dark Inside,Jeyn Roberts,$6.92,9781442423527,Simon & Schuster Books for Young Readers,"Sep. 4th, 2012",352,
HC2364,The Hoopster,Alan Lawrence Sitomer,,9780786849109,Jump at the Sun,"Feb. 1st, 2006",218,5.27 x 7.69 x 0.56 inches
HC2365,Revenge of the Whale,Nathaniel Philbrick,$9.95,9780142400685,Puffin Books,"Mar. 30th, 2004",164,5.06 x 7.72 x 0.58 inches
HC2366,The Morganville Vampires(Morganville Vampires Collections),Rachel Caine,$10.99,9780451234261,New American Library,"Jun. 7th, 2011",453,5.58 x 8.15 x 0.97 inches
HC2367,Pod,Stephen Wallenfels,$220.30,9781608980109,Namelos,Unknown,214,8.50 x 5.51 x 0.48 inches
HC2368,Bone Handbook(Bone Reissue Graphic Novels (Paperback)),Jeff Smith,$10.45,9780545211420,Graphix,"Feb. 1st, 2010",123,6.04 x 8.98 x 0.36 inches
HC2369,Shoeless Joe & Me(Baseball Card Adventures (Paperback)),Dan Gutman,$7.73,9780064472593,HarperTrophy,"Mar. 4th, 2003",163,5.18 x 7.66 x 0.48 inches
HC2370,New Moon [With Poster](Twilight Saga (Paperback)),Stephenie Meyer,,9780316075633,"Little, Brown Books for Young Readers","Sep. 15th, 2009",576,5.52 x 8.24 x 1.52 inches
HC2371,Cigars of the Pharaoh(Tintin Young Readers Editions),Herge,$9.87,9780316133883,"Little, Brown Books for Young Readers","Jul. 19th, 2011",23,6.00 x 8.80 x 0.50 inches
HC2372,Satch & Me(Baseball Card Adventures (Paperback)),Dan Gutman,$7.73,9780060594930,Amistad Press,"Jan. 27th, 2009",175,5.10 x 7.40 x 0.50 inches
HC2373,Ever,Gail Carson Levine,$8.45,9780061229640,HarperCollins,"Mar. 23rd, 2010",244,5.34 x 7.60 x 0.60 inches
HC2374,Warrior Angel,Robert Lipsyte,$110.51,9780060004989,Harper Teen,"Jan. 31st, 2004",192,4.14 x 7.00 x 0.52 inches
HC2375,The Hidden(Hollow Trilogy),Jessica Verday,$6.89,9781416978985,Simon Pulse,"Aug. 7th, 2012",387,5.53 x 8.32 x 1.16 inches
HC2376,Ninth Key(Mediator),Meg Cabot,$21.28,9780060725129,Avon Books,"Jan. 31st, 2005",287,4.24 x 6.80 x 0.84 inches
HC2377,Inside the Walls of Troy,Clemence McLaren,$8.75,9780689873973,Simon Pulse,"Aug. 31st, 2004",199,4.16 x 7.10 x 0.60 inches
HC2378,Under the Persimmon Tree,Suzanne Fisher Staples,$10.72,9780312377762,Square Fish,"Apr. 1st, 2008",281,5.85 x 8.09 x 0.76 inches
HC2379,Demigods and Monsters,Rick Riordan,$14.09,9781933771830,Benbella Books,"Feb. 10th, 2009",196,5.90 x 8.90 x 0.70 inches
HC2380,El Bronx Remembered,Nicholasa Mohr,$9.85,9780064471008,Harper Teen,"Mar. 19th, 1993",272,4.28 x 6.80 x 0.74 inches
HC2381,The Hunger Games,Inc. Scholastic,$15.94,9780545422901,Scholastic Inc.,"Feb. 7th, 2012",160,8.40 x 10.80 x 0.50 inches
HC2382,Freefall(Tunnels Books (Quality)),Roderick Gordon,$117.14,9780545138789,Chicken House,"Jan. 1st, 2011",599,5.31 x 7.62 x 1.50 inches
HC2383,Ink Exchange(Wicked Lovely (Paper)),Melissa Marr,$10.71,9780061214707,HarperCollins,"Mar. 31st, 2009",325,5.36 x 8.06 x 0.72 inches
HC2384,Gift Horse(Phantom Stallion),Terri Farley,$18.95,9780060561574,Avon Books,"Nov. 30th, 2003",234,5.22 x 7.56 x 0.62 inches
HC2385,Someday This Pain Will Be Useful to You,Peter Cameron,$14.12,9780312428167,Picador USA,"Apr. 28th, 2009",229,5.40 x 8.20 x 0.80 inches
HC2386,The Nobodies,N. E. Bode,$24.50,9780060557409,HarperTrophy,Unknown,292,5.24 x 7.64 x 0.65 inches
HC2387,"The Chronicles of Chrestomanci, Volume 1(Chronicles of Chrestomanci)",Diana Wynne Jones,$10.00,9780064472685,HarperTrophy,"Jan. 9th, 2001",608,4.38 x 6.80 x 1.57 inches
HC2388,The Light(Morpheus Road (Quality)),D. J. MacHale,$10.70,9781416965190,Aladdin Paperbacks,"Dec. 21st, 2010",341,5.10 x 7.50 x 1.10 inches
HC2389,Free Again(Phantom Stallion),Terri Farley,$139.46,9780064410892,Avon Books,Unknown,224,5.18 x 7.64 x 0.51 inches
HC2390,All-Action Classics No. 4(All-Action Classics),L. Frank Baum,$7.65,9781402731532,Sterling,"Sep. 4th, 2012",128,5.65 x 8.49 x 0.47 inches
HC2391,The Cat Ate My Gymsuit,Paula Danziger,$9.92,9780142406540,Puffin Books,"Apr. 1st, 2006",147,5.14 x 7.76 x 0.47 inches
HC2392,The Lost Years of Merlin(Lost Years of Merlin (Paperback)),T. A. Barron,,9780441006687,Ace Books,"Oct. 31st, 1999",284,4.24 x 6.74 x 0.83 inches
HC2393,Curse of the Blue Tattoo(Bloody Jack Adventures (Paperback)),Louis A. Meyer,$10.72,9780152054595,Harcourt Paperbacks,"Jun. 1st, 2004",495,5.51 x 8.21 x 1.23 inches
HC2394,Condoleezza Rice,Condoleezza Rice,$9.37,9780385738804,Ember,"Jan. 10th, 2012",336,5.50 x 8.10 x 0.80 inches
HC2395,The Supernaturalist,Giovanni Rigano,$5.79,9780786848805,Hyperion Books,"Jul. 10th, 2012",128,6.37 x 9.01 x 0.34 inches
HC2396,Under a War-Torn Sky,Laura Malone Elliott,$8.45,9780786817535,Hyperion Books for Children,"Apr. 28th, 2003",288,5.44 x 7.42 x 0.76 inches
HC2397,"Comprehensive Curriculum of Basic Skills, Grade 5(Comprehensive Curriculum of Basic Skills)",American Education Publishing,$17.47,9781609963347,American Education Publishing,"Mar. 1st, 2011",543,8.40 x 10.60 x 1.10 inches
HC2398,Grimpow,Rafael Abalos,$115.38,9780440239666,Delacorte Press Books for Young Readers,"Aug. 31st, 2009",493,5.20 x 8.00 x 1.10 inches
HC2399,King Ottokar's Sceptre(Tintin Young Readers Editions),Herge,$9.98,9780316133838,"Little, Brown Books for Young Readers","Jan. 10th, 2012",96,6.00 x 8.80 x 0.40 inches
HC2400,The Haunted Playground(Shade Books),Shaun Tan,$134.49,9781598899160,Stone Arch Books,"Aug. 1st, 2007",96,4.80 x 6.80 x 0.30 inches
HC2401,Kindness,Valerie Wahl,$15.59,9781558965683,Skinner House Books,"Jun. 2nd, 2010",164,8.98 x 7.48 x 0.43 inches
HC2402,Acting Out #14(Vet Volunteers),Laurie Halse Anderson,$9.33,9780142416761,Puffin Books,"Aug. 16th, 2012",144,5.00 x 7.50 x 0.50 inches
HC2403,Phantom Stallion #12(Phantom Stallion),Terri Farley,$129.70,9780060583132,HarperCollins,Unknown,192,5.12 x 7.72 x 0.45 inches
HC2404,December Stillness,Mary Downing Hahn,$9.94,9780380707645,Harper Teen,"Sep. 1st, 1990",192,3.99 x 7.06 x 0.52 inches
HC2405,Kids with Courage,Barbara A. Lewis,$13.43,9780915793396,Free Spirit Publishing,"Jul. 15th, 1992",184,6.09 x 9.05 x 0.39 inches
HC2406,Attack of the Fiend(Last Apprentice (Paperback)),Joseph Delaney,$10.99,9780060891299,Greenwillow Books,"Feb. 24th, 2009",532,5.34 x 8.00 x 1.38 inches
HC2407,Once(Once Upon a Time),Cameron Dokey,$10.93,9781442422834,Simon Pulse,"Feb. 7th, 2012",640,5.59 x 8.16 x 1.66 inches
HC2408,Adven. of Tintin Red Rackham's Treasure(Tintin Young Readers Editions),Herge,$10.58,9780316133845,"Little, Brown Books for Young Readers","May. 31st, 2011",96,6.10 x 8.80 x 0.30 inches
HC2409,Science Experiments You Can Eat,Vicki Cobb,$8.44,9780064460026,HarperCollins,"Nov. 14th, 1984",224,5.15 x 7.58 x 0.59 inches
HC2410,The Christopher Killer(Forensic Mystery),Alane Ferguson,$7.96,9780142408117,Puffin Books,"Feb. 1st, 2008",274,4.99 x 6.99 x 0.74 inches
HC2411,Fragile Eternity(Wicked Lovely (Paper)),Melissa Marr,$9.92,9780061214738,HarperCollins,"Mar. 23rd, 2010",448,5.84 x 7.96 x 1.02 inches
HC2412,Geography Club,Brent Hartinger,$10.67,9780060012236,HarperTempest,"Feb. 17th, 2004",226,5.06 x 7.04 x 0.54 inches
HC2413,Spirit Walker(Chronicles of Ancient Darkness (Quality)),Michelle Paver,$8.48,9780060728304,HarperTrophy,"Feb. 20th, 2007",360,5.26 x 7.60 x 0.82 inches
HC2414,The Absolute Value of Mike,Kathryn Erskine,$8.62,9780142421017,Puffin Books,"May. 31st, 2012",247,5.00 x 7.60 x 0.80 inches
HC2415,December(Conspiracy 365),Gabrielle Lord,$118.78,9781610671149,Kane/Miller Book s,"Jan. 1st, 2012",239,5.00 x 7.80 x 0.80 inches
HC2416,Out for Blood(Drake Chronilces (Quality)),Alyxandra Harvey,$129.70,9780802721686,Walker Childrens,Unknown,304,5.63 x 8.19 x 0.87 inches
HC2417,Night of the Soul Stealer(Last Apprentice (Paperback)),Joseph Delaney,$10.73,9780060766269,HarperTrophy,"Jul. 29th, 2008",489,5.36 x 7.92 x 1.24 inches
HC2418,Doomraga's Revenge(Merlin (Puffin)),T. A. Barron,$9.17,9780142419250,Puffin Books,"Jun. 9th, 2011",238,5.21 x 7.68 x 0.75 inches
HC2419,The Great Wide Sea,M. H. Herlong,$9.26,9780142416709,Puffin Books,"May. 13th, 2010",283,5.58 x 7.70 x 0.76 inches
HC2420,Favorite Folktales from Around the World,Jane Yolen,$18.38,9780394751887,Pantheon Books,"Aug. 12th, 1988",512,6.02 x 9.21 x 1.33 inches
HC2421,The Candlestone(Dragons in Our Midst),Bryan Davis,$16.65,9780899571713,Living Ink Books,"Sep. 20th, 2004",400,6.42 x 8.92 x 1.08 inches
HC2422,Hunter Brown and the Eye of Ends(Codebearers),Miller Brothers,$11.30,9781593174002,Warner Press,"Jan. 1st, 2011",381,5.50 x 8.40 x 1.20 inches
HC2423,Yell Out / Do You (Cheer Drama / Baller Swag)(Lockwood High),Stephanie Perry Moore,$123.51,9781616518868,"Saddleback Educational Publishing, Inc.","Sep. 1st, 2012",327,5.00 x 7.70 x 1.10 inches
HC2424,When Zachary Beaver Came to Town(New Readers Circle Editions),Kimberly Willis Holt,$5.79,9780440238416,Laurel Leaf Library,"May. 13th, 2003",256,4.24 x 6.86 x 0.75 inches
HC2425,"Yu-GI-Oh! Gx, Volume 1(Yu-GI-Oh! Gx (Viz))",Naoyuki Kageyama,$10.59,9781421513782,Viz Media,"Nov. 1st, 2007",224,5.00 x 7.58 x 0.70 inches
HC2426,Vincent Van Gogh,Jan Greenberg,$9.33,9780440419174,Yearling Books,"Jan. 14th, 2003",132,5.20 x 7.74 x 0.28 inches
HC2427,Aerie and Reckoning(Fallen (Paperback)),Thomas E. Sniegoski,$11.02,9781442408630,Simon Pulse,"Jul. 20th, 2010",541,5.88 x 8.20 x 1.53 inches
HC2428,The Never War(Pendragon (Quality)),D. J. MacHale,$9.93,9780743437332,Aladdin Paperbacks,"May. 1st, 2003",352,5.14 x 7.65 x 1.00 inches
HC2429,The Amber Spyglass(His Dark Materials (Paperback)),Philip Pullman,$9.26,9780440238157,Laurel Leaf Library,"Sep. 9th, 2003",465,4.08 x 6.96 x 1.10 inches
HC2430,The Ex Games(Romantic Comedies (Mass Market)),Jennifer Echols,$5.79,9781416978466,Simon Pulse,"Sep. 30th, 2009",302,4.10 x 6.90 x 1.10 inches
HC2431,Kid's Life Application Bible for Girls-Nlt,Tyndale House Publishers,$20.73,9781414306452,Tyndale House s,"Apr. 1st, 2006",1568,5.54 x 8.48 x 1.62 inches
HC2432,Love Is the Higher Law,David Levithan,$9.95,9780375834691,Alfred A. Knopf Books for Young Readers,"Aug. 10th, 2010",167,5.58 x 7.98 x 0.42 inches
