#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
#ltable=POINTER
_id,ltable.ID,rtable.ID,ltable.FirstAuthor,ltable.ISBN,ltable.ISBN13,ltable.PageCount,ltable.PublishDate,ltable.Publisher,ltable.SecondAuthor,ltable.ThirdAuthor,ltable.Title,rtable.FirstAuthor,rtable.SecondAuthor,rtable.ThirdAuthor,rtable.ISBN13,rtable.PageCount,rtable.PublishDate,rtable.Publisher,rtable.Title,match_label
3114,3343,253,Brian O'Driscoll,,,0,October 2nd 2014,Penguin,,,The Autobiography,Brian O'Driscoll,,,9780241962695,,10/23/14,Penguin UK,The Test: My Autobiography,0
3117,3346,1425,Mike Ditka,933893078,9780933893078,0,May 31st 1982,Bonus Books,Don Pierson,,"Ditka, An Autobiography",Mike Ditka,Don Pierson,,9780933893382,271,7/1/86,"Bonus Books, Inc.",Ditka: An Autobiography,1
3123,3356,2937,Robert Graves,385093306,9780385093309,347,February 1st 1958,Anchor Books,,,Good-Bye to All That: An Autobiography,Robert Graves,,,9788420650470,,6/30/10,Grupo Anaya Comercial,"Yo, Claudio / I, Claudius : A partir de la autobiografia de Claudio. Emperador de los romanos nacido en el ano 10 a. de C. y asesinado y deificado el 54 d. de C. / From the Autobiography of Tiberius Claudius, Born 10 B.C., Murdered and Deified A.D. 54",0
3126,3365,1966,Will Rogers,891903305,9780891903307,410,December 1st 1976,Amereon Limited,Donald Day,,The Autobiography of Will Rogers,Will Rogers,,,9780380002139,,4/1/80,HarperCollins Publishers,Autobiography of Will Rogers,0
3127,3366,371,Fatima Massaquoi,230609589,9780230609587,300,November 19th 2013,Palgrave Macmillan,Konrad Tuchscherer,Vivian Seton,The Autobiography of an African Princess,Fatima Massaquoi,,,9780230609587,300,11/19/13,"Palgrave Us, Print Us",The Autobiography of an African Princess,1
3131,3367,910,Johann Wolfgang von Goethe,1410207706,9781410207708,660,August 21st 2003,University Press of the Pacific,,,The Autobiography: Truth and Fiction Relating to My Life,Johann Wolfgang Von Goethe,,,9781105749797,,5/11/12,Lulu.com,Johann Wolfgang Von Goethe Classics: Autobiography Truth and Fiction Relating to My Life,0
3158,3385,1596,Charles H. Spurgeon,851511821,9780851511825,524,August 1st 1981,Banner of Truth,,,C. H. Spurgeon Autobiography Vol 2,Charles H. Spurgeon,,,9781445507941,384,7/26/10,Read Books Design,"The Autobiography Of Charles H. Spurgeon, Compiled From Hios Dairy, Letters, And Records - Volume Ii 1854-186",0
3169,3386,1186,Margot Asquith,1409974995,9781409974994,324,April 1st 2009,Dodo Press,,,An Autobiography,Margot Asquith Oxford and Asquith,,,2940019401550,,,London : Butterworth,The autobiography of Margot Asquith,0
3171,3386,1899,Margot Asquith,1409974995,9781409974994,324,April 1st 2009,Dodo Press,,,An Autobiography,Margot Asquith,,,9781407625164,268,1/29/10,HardPress Publishing,"Margot Asquith, An Autobiography - Two Volumes In One",0
3176,3387,1029,William L. Andrews,451529154,9780451529152,464,November 4th 2003,Signet,,,Classic American Autobiographies,William L. Rush,,,9781257192694,,6/14/11,Lulu.com,Journey Out of Silence: Second Edition: An Autobiography,0
3203,3391,1144,Benjamin Franklin,312404158,9780312404154,208,April 2nd 2003,Bedford/St. Martin's,Louis P. Masur,,The Autobiography of Benjamin Franklin: with Related Documents,Benjamin Franklin,,,9781290477079,208,8/1/12,HardPress Publishing,"Little Masterpieces ; Selections From Autobiography, Poor Richard's Almanac, Advice to a Young Tradesman, the Whistle, Necessary Hints to Those That Would Be Rich, Motion for Prayers, Selected Letters",0
3215,3391,2161,Benjamin Franklin,312404158,9780312404154,208,April 2nd 2003,Bedford/St. Martin's,Louis P. Masur,,The Autobiography of Benjamin Franklin: with Related Documents,John Woolman Benjamin Franklin,,,2940027397265,,,P.F. Collier,The Autobiography of Benjamin Franklin: The Journal of John Woolman. Fruits ...,0
3237,3394,480,Tony Visconti,7229453,9780007229451,400,April 28th 2008,HarperCollins UK,Morrissey,,"Tony Visconti: The Autobiography: Bowie, Bolan and the Brooklyn Boy",Tony Visconti,,,9780007343577,400,9/17/09,HarperCollins Publishers,"Tony Visconti: The Autobiography: Bowie, Bolan and the Brooklyn Boy",1
3240,3399,373,Diana Frederics,814726356,9780814726358,282,June 1st 1995,New York University Press,Julie Abraham,,Diana: A Strange Autobiography,Justin Holcomb,Julie Abraham,,9780814726358,282,6/1/95,New York University Press,Diana: A Strange Autobiography / Edition 1,1
3247,3415,2862,Charlotte Perkins Gilman,299127443,9780299127442,394,February 15th 1991,University of Wisconsin Press,Ann J. Lane,Anne J. Lane,The Living of Charlotte Perkins Gilman: An Autobiography,Charlotte Perkins Gilman,Zona Gale,,2900299127441,394,2/28/91,University of Wisconsin Press,Living of Charlotte Perkins Gilman: An Autobiography,1
3267,3419,1051,Mark Twain,520279948,9780520279940,792,,,Harriet E. Smith,Benjamin Griffin,"Autobiography of Mark Twain, Volume 3: The Complete and Authoritative Edition",Mark Twain,,,2940011919084,,11/3/10,WHITE DOG PUBLISHING,"A Burlesque Autobiography and, First Romance",0
3288,3443,820,David Hasselhoff,312371292,9780312371296,304,May 15th 2007,Thomas Dunne Books,Peter Thompson,,Don't Hassel the Hoff: The Autobiography,David Hasselhoff,Peter Thompson,,9781429901062,304,5/15/07,St. Martin's Press,Don't Hassel the Hoff: The Autobiography,1
3291,3446,658,Frederick Douglass,1453857613,9781453857618,0,,Timeless Classic Books,,,My Bondage and My Freedom: The Autobiography of Frederick Douglass (The Autobiographies #2),Frederick Douglass,,,9781627931687,755,5/20/13,Start Publishing LLC,The Complete Autobiographies of Frederick Douglass,0
3293,3446,801,Frederick Douglass,1453857613,9781453857618,0,,Timeless Classic Books,,,My Bondage and My Freedom: The Autobiography of Frederick Douglass (The Autobiographies #2),Frederick Douglass,,,9780940450790,1100,2/28/94,Library of America,Douglass: Autobiographies,0
3307,3461,342,Alice A. Bailey,853301247,9780853301240,304,June 1st 1951,Lucis Press,,,The Unfinished Autobiography,Alice A. Bailey,Alice Bailey,,2940016583327,304,5/1/13,Lucis Publishing Company,The Unfinished Autobiography,1
3311,3464,3305,James Fenimore Cooper,1843911396,9781843911395,160,March 1st 2007,Hesperus Press,Ruth Scurr,,Autobiography of a Pocket Handkerchief,James Fenimore Cooper,,,2940150408982,,10/19/14,HM,Autobiography of a Pocket-Handkerchief,0
3341,3498,523,Nikola Tesla,,,68,,,,,My Inventions: The Autobiography of Nikola Tesla,Nikola Tesla,,,9781470101312,122,2/18/12,CreateSpace Publishing,Tesla's Autobiography,0
3373,3507,644,Jon E. Lewis,762437359,9780762437351,578,October 13th 2009,Running Press,,,World War II: The Autobiography,Jon E. Lewis,,,9781780337500,480,3/1/12,"Little, Brown Book Group",London: the Autobiography,0
3375,3511,1392,Charles H. Spurgeon,851510760,9780851510767,562,December 1st 1962,Banner of Truth,,,"C. H. Spurgeon Autobiography: The Early Years, 1834-1859",C. H. Spurgeon,,,9781433267093,,2/1/13,"Blackstone Audio, Inc.","C. H. Spurgeon Autobiography, Vol. 2: The Full Harvest, 1860-1892",0
3383,3511,3158,Charles H. Spurgeon,851510760,9780851510767,562,December 1st 1962,Banner of Truth,,,"C. H. Spurgeon Autobiography: The Early Years, 1834-1859",C. H. Spurgeon,,,2940017705049,,,Chicago : F. H. Revell,The autobiography of Charles H. Spurgeon,0
3388,3511,3523,Charles H. Spurgeon,851510760,9780851510767,562,December 1st 1962,Banner of Truth,,,"C. H. Spurgeon Autobiography: The Early Years, 1834-1859",Charles H Sage,,,2940027397470,,,Chicago : Free Methodist Publishing House,"Autobiography of Rev. Charles H. Sage : embracing an account of his pioneer work in Michigan, of the formation of the Canada Conference and of his labors in various states",0
3413,3534,3334,Fading Into The Limelight: The Autobiography,,,0,,,,,Fading Into The Limelight: The Autobiography,the Kaiser and New Chapters from the Autobiography of the Iron Chancellor,,,9781313491822,256,1/28/13,HardPress Publishing,The Kaiser Vs. Bismarck; Suppressed Letters,0
3417,3538,155,Kevin Pietersen,751557552,9780751557558,320,December 1st 2014,Littl,,,Autobiography,Kevin Pietersen,,,9780751557565,,10/9/14,"Little, Brown Book Group",KP: The Autobiography,0
3429,3560,453,Alex  James,316027588,9780316027588,288,May 28th 2008,Littl,,,Bit of a Blur: The Autobiography,Alex James,,,9780349119939,288,7/3/08,"Little, Brown Book Group",Bit of a Blur: The Autobiography,1
3430,3566,3501,Christopher Parkening,1414300468,9781414300467,304,May 22nd 2006,Tyndale House Publisher,Kathy Tyers,,Grace like a River: An Autobiography,Christopher Parkening,Kathy Tyers,,9781414300467,304,5/28/06,Tyndale House Publishers,Grace Like a River: An Autobiography,1
3435,3570,705,Sidonie Smith,816628831,9780816628834,320,January 2nd 2002,Univ Of Minnesota Press,Julia   Watson,,Reading Autobiography: A Guide for Interpreting Life Narratives,Sidonie Ann Smith,,,9780472068142,496,12/20/02,University of Michigan Press,"Interfaces: Women, Autobiography, Image, Performance",0
3456,3588,1009,Bertrand Russell,671203584,9780671203580,376,October 27th 1969,Littl,,,The Autobiography of Bertrand Russell 1914-44,Bertrand Russell,,,9780203864999,768,9/1/09,"Taylor &amp; Francis, Inc.",Autobiography,0
3476,3609,653,Shabkar Tsogdruk Rangdrol,1559391545,9781559391542,712,February 6th 2001,Snow Lion,Dalai Lama XIV,Dilgo Khyentse Rinpoche,The Life of Shabkar: Autobiography of a Tibetan Yogin,Matthieu Ricard,,,9781559391542,712,2/28/01,"Shambhala Publications, Inc.",The Life Of Shabkar: Autobiography Of A Tibetan Yogin / Edition 1,0
3487,3615,234,Benjamin Franklin,140390529,9780140390520,304,January 7th 1986,Penguin Classics,Kenneth A. Silverman,,The Autobiography and Other Writings,Benjamin Franklin,,,9781101907603,344,9/8/15,Knopf Doubleday Publishing Group,The Autobiography and Other Writings,0
3494,3615,628,Benjamin Franklin,140390529,9780140390520,304,January 7th 1986,Penguin Classics,Kenneth A. Silverman,,The Autobiography and Other Writings,Benjamin Franklin,,,2940012753205,144,7/18/11,"Five Star Publishing, LLC",Franklin's Autobiography [Illustrated],0
3506,3615,1638,Benjamin Franklin,140390529,9780140390520,304,January 7th 1986,Penguin Classics,Kenneth A. Silverman,,The Autobiography and Other Writings,Benjamin Franklin,,,2940017484579,,,Philadelphia : J.B. Lippincott ; London : Trbner &amp; Co,"Autobiography of Benjamin Franklin : edited from his manuscript, with notes and an introduction",0
3528,3615,3449,Benjamin Franklin,140390529,9780140390520,304,January 7th 1986,Penguin Classics,Kenneth A. Silverman,,The Autobiography and Other Writings,Benjamin Franklin,,,9781297613395,326,8/9/15,Andesite Press,"The Autobiography of Benjamin Franklin, Poor Richard's Almanac, and Other Papers",0
3530,3615,3515,Benjamin Franklin,140390529,9780140390520,304,January 7th 1986,Penguin Classics,Kenneth A. Silverman,,The Autobiography and Other Writings,Benjamin Franklin,Featuring Dynamic Chapter Navigation & Professional Formatting for a Premium Reading Experience,Published By Northpointe Classics,2940014070621,,1/28/12,Northpointe Classics,"THE AUTOBIOGRAPHY OF BENJAMIN FRANKLIN [Deluxe Edition] Includes Photos, Illustrations, PLUS BONUS ENTIRE AUDIOBOOK",0
3532,3615,3611,Benjamin Franklin,140390529,9780140390520,304,January 7th 1986,Penguin Classics,Kenneth A. Silverman,,The Autobiography and Other Writings,Benjamin Franklin,Russel B. Nye,,9780395051306,224,1/2/57,Cengage Learning,Autobiography and Other Writings / Edition 1,0
3543,3634,2619,Michel Tournier,807070408,9780807070406,259,January 1st 1988,Beacon Press (MA),Arthur Goldhammer,,The Wind Spirit: An Autobiography,Michel Tournier,,,9780807070406,292,11/28/88,Beacon,Wind Spirit: An Autobiography,1
3546,3639,2829,Mortimer J. Adler,25004905,9780025004900,363,Jul-77,MacMillan Publishing Company (NYC),,,Philosopher at Large: An Intellectual Autobiography,Mortimer Jerome Adler,,,9780025004900,349,8/1/77,"Macmillan Publishing Company, Incorporated",Philosopher at Large: An Intellectual Autobiography,1
3548,3644,1447,W. Somerset Maugham,014018595X,9780140185959,200,November 1st 1992,Penguin Classics,,,The Magician: Together with a Fragment of Autobiography,W. Somerset Maugham,,,9780140026689,208,8/31/78,Penguin Group (USA) Incorporated,Magician: Together with a Fragment of Autobiography,0
3573,3666,702,David Essex,753540339,9780753540336,320,March 1st 2012,Virgin Books,,,Over the Moon: My Autobiography,David Essex,Various,,9780753547632,320,3/1/12,Ebury Publishing,Over the Moon: My Autobiography,1
3578,3676,9,Mark Twain,,,24,,,,,Mark Twain's Burlesque Autobiography,Mark Twain,,,9780520279940,792,10/15/15,University of California Press,"Autobiography of Mark Twain, Volume 3: The Complete and Authoritative Edition",0
3601,3676,3325,Mark Twain,,,24,,,,,Mark Twain's Burlesque Autobiography,Mark Twain,,,9780766161375,376,6/28/03,Kessinger Publishing Company,"Mark Twain's Autobiography, Volume 2",0
3602,3677,230,Randy Poe,1480330647,9781480330641,333,November 1st 2013,Backbeat Books,Buck Owens,,Buck 'Em!: The Autobiography of Buck Owens,Randy Poe,Buck Owens,,9781480366916,304,11/1/13,Hal Leonard Corporation,Buck 'Em!: The Autobiography of Buck Owens,1
3607,3681,204,Kate Christensen,385536267,9780385536264,368,July 9th 2013,Doubleday,,,Blue Plate Special: An Autobiography of My Appetites,Kate Christensen,,,9780385536271,368,7/9/13,Knopf Doubleday Publishing Group,Blue Plate Special: An Autobiography of My Appetites,1
3612,3688,9,Mark Twain,299234746,9780299234744,392,February 25th 2010,University of Wisconsin Press,Michael J. Kiskis,Sheila Leary,Mark Twain's Own Autobiography: The Chapters from the North American Review,Mark Twain,,,9780520279940,792,10/15/15,University of California Press,"Autobiography of Mark Twain, Volume 3: The Complete and Authoritative Edition",0
3614,3688,107,Mark Twain,299234746,9780299234744,392,February 25th 2010,University of Wisconsin Press,Michael J. Kiskis,Sheila Leary,Mark Twain's Own Autobiography: The Chapters from the North American Review,Mark Twain,,,9788026804529,5000,2/27/14,e-artnow Editions,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain Mark Twain",0
3619,3688,334,Mark Twain,299234746,9780299234744,392,February 25th 2010,University of Wisconsin Press,Michael J. Kiskis,Sheila Leary,Mark Twain's Own Autobiography: The Chapters from the North American Review,Mark Twain,,,2940000737101,,2/26/12,B&amp;R Samizdat Express,Chapters from my Autobiography,0
3620,3688,446,Mark Twain,299234746,9780299234744,392,February 25th 2010,University of Wisconsin Press,Michael J. Kiskis,Sheila Leary,Mark Twain's Own Autobiography: The Chapters from the North American Review,Mark Twain,,,2940011938245,,10/1/10,Baxter St.,Mark Twain's Autobiography,0
3622,3688,537,Mark Twain,299234746,9780299234744,392,February 25th 2010,University of Wisconsin Press,Michael J. Kiskis,Sheila Leary,Mark Twain's Own Autobiography: The Chapters from the North American Review,Mark Twain,William Dean Howells,Albert Bigelow Paine,9788026804642,840,2/27/14,e-artnow Editions,The Mark Twain Autobiography + 3 Biographies: 4 Mark Twain Biographies In 1 Book: Chapters From My Autobiography By Mark Twain + My Mark Twain By William Dean Howells' + Mark Twain A Biography By Albert Bigelow Paine + The Boys' Life Of Mark Twain By Albe,0
3651,3699,151,Mark Twain,,,0,,,,,Burlesque Autobiography & Diary Written in the Provincial Lunatic Asylum,Mark Twain,,,9780520952447,440,3/26/12,University of California Press,"Autobiography of Mark Twain: Volume 1, Reader's Edition",0
3667,3699,1592,Mark Twain,,,0,,,,,Burlesque Autobiography & Diary Written in the Provincial Lunatic Asylum,Mark Twain,Grover Gardner,,9781441778475,,1/28/11,Findaway World,"Autobiography of Mark Twain, Volume 1: The Complete and Authoritative Edition [With Earbuds]",0
3676,3704,323,Robert Clary,1568332289,9781568332284,248,December 4th 2001,Madison Books,,,From the Holocaust to Hogan's Heroes: The Autobiography of Robert Clary,Robert Clary,,,9781589793453,248,2/25/08,Taylor Trade Publishing,From the Holocaust to Hogan's Heroes: An Autobiography of Robert Clary,0
3688,3716,3696,Charles Kingsley,1402167849,9781402167843,355,November 30th 2005,Adamant Media Corporation,,,"Alton Locke, Tailor and Poet: An Autobiography",Charles Kingsley,,,2940018134428,,,"New York, A.L. Burt","Alton Locke ; tailor and poet, an autobiography",0
3716,3718,1712,Benjamin Franklin,1932531688,9781932531688,266,October 15th 2005,Entrepreneur Press,Blaine McCormick,John C. Bogle,"Ben Franklin: America's Original Entrepreneur, Franklin's Autobiography Adapted for Modern Times",Benjamin Franklin,,,9781330154151,260,6/24/15,FB &amp;c Ltd,Life of Benjamin Franklin: On the Basis of His Autobiography (Classic Reprint),0
3720,3718,1921,Benjamin Franklin,1932531688,9781932531688,266,October 15th 2005,Entrepreneur Press,Blaine McCormick,John C. Bogle,"Ben Franklin: America's Original Entrepreneur, Franklin's Autobiography Adapted for Modern Times",Benjamin Franklin,Frank Woodworth Pine,,9781294997160,272,2/13/15,Scholar's Choice,Franklin's autobiography - Scholar's Choice Edition,0
3733,3718,2831,Benjamin Franklin,1932531688,9781932531688,266,October 15th 2005,Entrepreneur Press,Blaine McCormick,John C. Bogle,"Ben Franklin: America's Original Entrepreneur, Franklin's Autobiography Adapted for Modern Times",Benjamin Franklin,,,2940026646487,,,"Houghton, Mifflin and company",The Autobiography of Benjamin Franklin and a Sketch of Franklin's Life from the Point where the ...,0
3741,3718,3611,Benjamin Franklin,1932531688,9781932531688,266,October 15th 2005,Entrepreneur Press,Blaine McCormick,John C. Bogle,"Ben Franklin: America's Original Entrepreneur, Franklin's Autobiography Adapted for Modern Times",Benjamin Franklin,Russel B. Nye,,9780395051306,224,1/2/57,Cengage Learning,Autobiography and Other Writings / Edition 1,0
3746,3730,1940,Harry Haywood,930720539,9780930720537,736,January 1st 1978,Univ Of Minnesota Press,,,Black Bolshevik: Autobiography of an Afro-American Communist,Harry Haywood,,,9780930720537,736,6/1/78,University of Minnesota Press,Black Bolshevik: Autobiography of an Afro-American Communist,1
3751,3738,114,Benjamin Franklin,1596985291,9781596985292,480,July 1st 2007,Regnery History,Mark Skousen,,The Compleated Autobiography 1757-1790,Benjamin Franklin,,,2940012259776,,2/27/11,Robin Michell,THE AUTOBIOGRAPHY OF BENJAMIN FRANKLIN,0
3755,3738,194,Benjamin Franklin,1596985291,9781596985292,480,July 1st 2007,Regnery History,Mark Skousen,,The Compleated Autobiography 1757-1790,Benjamin Franklin,,,9780312404154,208,4/2/03,Bedford/St. Martin's,Autobiography of Benjamin Franklin: with Related Documents / Edition 2,0
3760,3738,326,Benjamin Franklin,1596985291,9781596985292,480,July 1st 2007,Regnery History,Mark Skousen,,The Compleated Autobiography 1757-1790,Benjamin Franklin,,,9781595475725,152,2/1/09,NuVision Publications,The Autobiography Of Ben Franklin,0
3783,3738,2161,Benjamin Franklin,1596985291,9781596985292,480,July 1st 2007,Regnery History,Mark Skousen,,The Compleated Autobiography 1757-1790,John Woolman Benjamin Franklin,,,2940027397265,,,P.F. Collier,The Autobiography of Benjamin Franklin: The Journal of John Woolman. Fruits ...,0
3790,3738,2542,Benjamin Franklin,1596985291,9781596985292,480,July 1st 2007,Regnery History,Mark Skousen,,The Compleated Autobiography 1757-1790,Franklin Benjamin 1706-1790,,,9781314378177,528,6/23/13,HardPress Publishing,The Select Works of Benjamin Franklin; Including His Autobiography,0
3791,3738,2662,Benjamin Franklin,1596985291,9781596985292,480,July 1st 2007,Regnery History,Mark Skousen,,The Compleated Autobiography 1757-1790,Benjamin Franklin,,,2940017704479,,,"Boston, New York [etc.] Houghton, Mifflin and company",The autobiography of Benjamin Franklin and a sketch of Franklin's life from the point where the autobiography ends,0
3798,3738,3449,Benjamin Franklin,1596985291,9781596985292,480,July 1st 2007,Regnery History,Mark Skousen,,The Compleated Autobiography 1757-1790,Benjamin Franklin,,,9781297613395,326,8/9/15,Andesite Press,"The Autobiography of Benjamin Franklin, Poor Richard's Almanac, and Other Papers",0
3805,3743,34,Ulysses S. Grant,193494114X,9781934941140,436,,Red and Black Publishers,,,The Autobiography of General Ulysses S Grant: Memoirs of the Civil War,Ulysses S Grant,,,9781934941140,436,3/3/08,Red and Black Publishers,The Autobiography Of General Ulysses S Grant,1
3813,3747,607,Thomas Jefferson,486442896,9780486442891,112,June 3rd 2005,Dover Publications,,,Autobiography of Thomas Jefferson,Thomas Jefferson,,,9781440086007,224,6/25/15,FB &amp;c Ltd,"Autobiography of Thomas Jefferson, 1743-1790, Together With a Summary of the Chief Events in Jefferson's Life (Classic Reprint)",0
3829,3752,463,Charles Darwin,199208638,9780199208630,485,November 13th 2008,Oxford University Press,James A. Secord,,Evolutionary Writings: Including the Autobiographies (World's Classics),Charles Darwin,,,9780393310696,253,9/28/93,"Norton, W. W. &amp; Company, Inc.",The Autobiography of Charles Darwin 1809-1882: With Original Omissions Restored,0
3832,3752,826,Charles Darwin,199208638,9780199208630,485,November 13th 2008,Oxford University Press,James A. Secord,,Evolutionary Writings: Including the Autobiographies (World's Classics),Charles Darwin,,,2940150490260,,9/26/14,AS Team,Geological Observations on Volcanic Islands (Illustrated and Bundled with The Autobiography of Charles Darwin),0
3836,3752,1232,Charles Darwin,199208638,9780199208630,485,November 13th 2008,Oxford University Press,James A. Secord,,Evolutionary Writings: Including the Autobiographies (World's Classics),Charles Darwin,Thomas Henry Huxley,,9780192851314,149,3/29/84,"Oxford University Press, USA",Autobiographies: Charles Darwin and Thomas Henry Huxley,0
3859,3758,2399,Charles Darwin,393310698,9780393310696,224,September 17th 1993,W.W. Norton & Company,Nora Barlow,,"The Autobiography of Charles Darwin, 180982",Charles Darwin,,,9781500174736,104,6/15/14,CreateSpace Publishing,The Autobiography of Charles Darwin (Annotated): From The Life and Letters of Charles Darwin,0
3866,3777,1392,Charles H. Spurgeon,,,0,November 6th 2013,www.DelmarvaPublications.com,,,CHARLES SPURGEON - AN AUTOBIOGRAPHY,C. H. Spurgeon,,,9781433267093,,2/1/13,"Blackstone Audio, Inc.","C. H. Spurgeon Autobiography, Vol. 2: The Full Harvest, 1860-1892",0
3882,3784,699,David Shields,1940450640,9781940450643,160,June 9th 2015,"McSweeney's          ""]",Samantha Matthews,,That Thing You Do With Your Mouth: The Sexual Autobiography of Samantha Matthews as Told to David Shields,David Shields,Samantha Matthews,,9781940450810,160,6/9/15,McSweeney's Publishing,That Thing You Do With Your Mouth: The Sexual Autobiography of Samantha Matthews as Told to David Shields,1
3889,3796,2522,Rudy Galindo,671003909,9780671003906,272,April 1st 1997,Atria,Eric Marcus,,Icebreaker the Autobiography of Rudy Galindo,Rudy Galindo,,,9780671003906,255,4/28/97,Atria Books,Icebreaker: The Autobiography of Rudy Galindo,1
3892,3798,458,William H. Joiner Jr.,1500844888,9781500844882,134,August 14th 2014,CreateSpace Independent Publishing Platform,,,"American Entrepreneur: An autobiography of William Henry Joiner, Jr.",William F. Buckley Jr.,,,9780307803023,336,10/5/11,The Crown Publishing Group,"Nearer, My God",0
3900,3807,3178,Charles William Eliot,766182088,9780766182080,424,January 1st 2004,Kessinger Publishing,Benjamin Franklin,John Woolman,"The Harvard Classics - Autobiography of Benjamin Franklin, Journal of John Woolman, Fruits of Solitude",William Backus Olmstead Charles H. Sage,,,2940017335895,,,Free MethodistPublishing House,Autobiography of Rev. Charles H. Sage: Embracing an Account of His Pioneer ...,0
3921,3825,527,Peter De La Billiere,6379834,9780006379836,480,August 7th 1995,HarperCollins Publishers Ltd.,,,Looking For Trouble: SAS To Gulf Command- The Autobiography,Jeanne-Marie de la Motte-Guyon,,,9780768498103,450,7/28/11,"Destiny Image, Inc.",Autobiography of Madame Guyon (Authentic Original Classic),0
3922,3825,1020,Peter De La Billiere,6379834,9780006379836,480,August 7th 1995,HarperCollins Publishers Ltd.,,,Looking For Trouble: SAS To Gulf Command- The Autobiography,Jeanne Marie Bouvier de la Motte Guyon l Summary & Study Guide,,,2940013005020,,8/20/11,BookRags.com,Experiencing the Depth of Jesus Christ: The Autobiography,0
3930,3836,2348,Alfred Corn,670846023,9780670846023,128,December 1st 1992,Viking Adult,,,Autobiographies,Alfred Dewitt Corn,,,9780140586909,128,4/1/93,Penguin Publishing Group,Autobiographies: Poems,0
3939,3845,642,Virginia Foster Durr,817305173,9780817305178,380,June 30th 1990,Fire Ant Books,Hollinger F. Barnard,Studs Terkel,Outside the Magic Circle: The Autobiography of Virginia Foster Durr,Virginia Foster Durr,,,9780817387105,384,2/9/13,University of Alabama Press,Outside the Magic Circle: The Autobiography of Virginia Foster Durr,0
3946,3857,157,Bill Peet,395689821,9780395689820,192,March 28th 1994,HMH Books for Young Readers,,,Bill Peet: An Autobiography,Bill Peet,,,9780395689820,192,3/28/94,Houghton Mifflin Harcourt,Bill Peet: An Autobiography,1
3951,3862,36,James Weldon Johnson,030680929X,9780306809293,440,January 14th 2000,Da Capo Press,Sondra K. Wilson,,Along This Way: The Autobiography of James Weldon Johnson,James Weldon Johnson,,,9780486285122,112,5/10/95,Dover Publications,The Autobiography of an Ex-Colored Man,0
3959,3862,2137,James Weldon Johnson,030680929X,9780306809293,440,January 14th 2000,Da Capo Press,Sondra K. Wilson,,Along This Way: The Autobiography of James Weldon Johnson,James Weldon Johnson l Summary & Study Guide,,,2940150040571,,2/12/15,BookRags.com,The Autobiography of an Ex-Coloured Man,0
3966,3867,143,Marcus Allen,312169248,9780312169244,352,August 15th 1997,"St. Martin's Press          ""]",Carlton Stowers,,Marcus: The Autobiography of Marcus Allen,Marcus Allen,Carlton Stowers,,9781466889743,352,1/13/15,St. Martin's Press,Marcus: The Autobiography of Marcus Allen,1
3969,3871,3166,Lech Wasa,805006680,9780805006681,325,Nov-87,Henry Holt and Company,,,A Way of Hope: An Autobiography,Lech Walesa,,,9780805006681,325,10/20/87,"Holt, Henry &amp; Company, Inc.",A Way of Hope: An Autobiography,1
3979,3888,180,Gary Beadle,,,288,March 3rd 2014,John Blake,,,Gaz (And my Parsnip) - The Autobiography of Geordie Shore's Ultimate Lad,Gary Beadle,,,9781782199526,288,6/1/14,"John Blake Publishing, Limited",Gaz: The Autobiography of Geordie Shore's Ultimate Lad,1
3987,3901,410,Katie Price,1844541320,9781844541324,288,July 1st 2005,John Blake,,,Being Jordan: My Autobiography,Katie Price,,,9781843582434,288,7/1/05,"John Blake Publishing, Limited",Being Jordan: My Autobiography,1
3999,3918,2392,Nol Coward,413158306,9780413158307,526,June 1st 1987,Methuen Publishing,,,Noel Coward Autobiography (The Autobiography #1-2),Nol Coward,,,9780413733801,528,9/1/03,Bloomsbury USA,Noel Coward:Autobiography,0
4001,3918,3562,Nol Coward,413158306,9780413158307,526,June 1st 1987,Methuen Publishing,,,Noel Coward Autobiography (The Autobiography #1-2),Nol Coward,,,9780749314132,512,2/25/98,Reed Consumer Books Limited,Autobiography,0
4010,3942,2525,Peter Cartwright,068702319X,9780687023196,349,March 1st 1986,Abingdon Press,Charles L. Wallis,,Autobiography of Peter Cartwright,Peter Cartwright,,,2940017762288,,,Cincinnati : Hitchcock and Walden,Autobiography of Peter Cartwright : the backwoods preacher,0
4022,3953,1571,Dempsey J. Travis,,,400,November 19th 2013,Agate Bolden,,,An Autobiography of Black Chicago,Dempsey J. Travis,,,9780941484121,75,10/1/91,"Urban Research Press, Incorporated",I Refuse to Learn to Fail : The Autobiography of Dempsey J. Travis,0
