#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
_id,ltable.ID,rtable.ID,ltable.FirstAuthor,ltable.ISBN13,ltable.Publisher,ltable.Title,rtable.Author1,rtable.ISBN13,rtable.Publisher,rtable.Title
2805,3019,2831,Benjamin Franklin,9781164302292,Kessinger Publishing,Life of Benjamin Franklin on the Basis of His Autobiography (1851),Benjamin Franklin,2940026646487,"Houghton, Mifflin and company",The Autobiography of Benjamin Franklin and a Sketch of Franklin's Life from the Point where the ...
2806,3019,2969,Benjamin Franklin,9781164302292,Kessinger Publishing,Life of Benjamin Franklin on the Basis of His Autobiography (1851),Benjamin Franklin,2940017454565,"London, J. M. Dent; New York, E. P. Dutton","The autobiography of Benjamin Franklin, now first printed in England from the full and authentic text"
2807,3019,3297,Benjamin Franklin,9781164302292,Kessinger Publishing,Life of Benjamin Franklin on the Basis of His Autobiography (1851),Benjamin Franklin,9781297853951,Andesite Press,The Autobiography Of Benj. Franklin: Published Verbatim From The Original Manuscript By His Grandson Will. Temple Franklin. Edited By Jared Sparks
2808,3019,3403,Benjamin Franklin,9781164302292,Kessinger Publishing,Life of Benjamin Franklin on the Basis of His Autobiography (1851),Benjamin Franklin,9780613456449,San Val,Benjamin Franklin : The Autobiography and Other Writings
2809,3019,3449,Benjamin Franklin,9781164302292,Kessinger Publishing,Life of Benjamin Franklin on the Basis of His Autobiography (1851),Benjamin Franklin,9781297613395,Andesite Press,"The Autobiography of Benjamin Franklin, Poor Richard's Almanac, and Other Papers"
2810,3019,3476,Benjamin Franklin,9781164302292,Kessinger Publishing,Life of Benjamin Franklin on the Basis of His Autobiography (1851),Benjamin Franklin,2940026468027,Derby &amp; Jackson,Benjamin Franklin : His Autobiography: His Autobiography; with a Narrative of His Public Life ...
2811,3019,3515,Benjamin Franklin,9781164302292,Kessinger Publishing,Life of Benjamin Franklin on the Basis of His Autobiography (1851),Benjamin Franklin,2940014070621,Northpointe Classics,"THE AUTOBIOGRAPHY OF BENJAMIN FRANKLIN [Deluxe Edition] Includes Photos, Illustrations, PLUS BONUS ENTIRE AUDIOBOOK"
2812,3019,3575,Benjamin Franklin,9781164302292,Kessinger Publishing,Life of Benjamin Franklin on the Basis of His Autobiography (1851),Benjamin Franklin,2940017678770,"New York, A. L. Burt Co","The autobiography of Benjamin Franklin, Poor Richard's almanac, and other papers"
2813,3019,3611,Benjamin Franklin,9781164302292,Kessinger Publishing,Life of Benjamin Franklin on the Basis of His Autobiography (1851),Benjamin Franklin,9780395051306,Cengage Learning,Autobiography and Other Writings / Edition 1
2814,3021,2403,Mary Jane Moffat,9780936784755,Daniel & Daniel Publishers,The Times of Our Lives: A Guide to Writing Autobiography and Memoir,Mary Jane Moffat,9780936784755,"Daniel, John &amp; Company, Publishers",The Times of Our Lives: A Guide to Writing Autobiography and Memoir
2815,3024,14,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9780486290737,Dover Publications,The Autobiography of Benjamin Franklin
2816,3024,114,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940012259776,Robin Michell,THE AUTOBIOGRAPHY OF BENJAMIN FRANKLIN
2817,3024,146,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9780393935615,"Norton, W. W. &amp; Company, Inc.",Benjamin Franklin's Autobiography
2818,3024,150,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781607780724,MobileReference,Autobiography of Benjamin Franklin.: ILLUSTRATED.
2819,3024,174,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940015855920,Unforgotten Classics,Benjamin Franklin - His Autobiography (Illustrated edition)
2820,3024,194,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9780312404154,Bedford/St. Martin's,Autobiography of Benjamin Franklin: with Related Documents / Edition 2
2821,3024,228,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9780553904987,Random House Publishing Group,The Autobiography and Other Writings
2822,3024,234,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781101907603,Knopf Doubleday Publishing Group,The Autobiography and Other Writings
2823,3024,265,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781611043297,ReadaClassic.com,"The Autobiography of Benjamin Franklin: In His Own Words, the Life of the Inventor, Philosopher, Satirist, Political Theorist, Statesman, and Diplomat"
2824,3024,292,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940015843033,Unforgotten Classics,Benjamin Franklin - Autobiography [Illustrated edition]
2825,3024,326,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781595475725,NuVision Publications,The Autobiography Of Ben Franklin
2826,3024,447,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781512149340,CreateSpace Publishing,Autobiography of Benjamin Franklin: A Founding Father
2827,3024,488,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781883011536,Library of America,"Benjamin Franklin: Autobiography, Poor Richard, and Later Writings"
2828,3024,571,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940148136941,Bybliotech,"The Benjamin Franklin Anthology: The Autobiography, The Memoirs, The Silence Dogood Letters and Over 80 Other Works"
2829,3024,628,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940012753205,"Five Star Publishing, LLC",Franklin's Autobiography [Illustrated]
2830,3024,710,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781497421318,CreateSpace Publishing,The Autobiography of Benjamin Franklin
2831,3024,903,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940016734408,The St. George Press,Benjamin Franklin: My Autobiography
2832,3024,958,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin: 1757-1790,9781596985759,Regnery Publishing,The The Compleated Autobiography
2833,3024,1078,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781400108985,"Tantor Media, Inc.","The Autobiography of Benjamin Franklin, with eBook"
2834,3024,1079,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781598530957,Library of America,Benjamin Franklin: The Autobiography
2835,3024,1123,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781596052314,Cosimo,"The Autobiography Of Benjamin Franklin, Including Poor Richard's Almanac, And Familiar Letters"
2836,3024,1144,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781290477079,HardPress Publishing,"Little Masterpieces ; Selections From Autobiography, Poor Richard's Almanac, Advice to a Young Tradesman, the Whistle, Necessary Hints to Those That Would Be Rich, Motion for Prayers, Selected Letters"
2837,3024,1500,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940017704479,"Boston, New York [etc.] Houghton, Mifflin and company",The autobiography of Benjamin Franklin and a sketch of Franklin's life from the point where the autobiography ends
2838,3024,1526,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9780940450295,Library of America,"Benjamin Franklin: Writings (The Autobiography, Poor Richard's Almanack, Bagatelles, Pamphlets, Essays, & Letters) (Library of America)"
2839,3024,1552,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940017678008,"New York, London, Macmillan Co",Autobiography of Benjamin Franklin; with an introduction and notes
2840,3024,1554,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Horatio Hastings Weld Benjamin Franklin,2940017483688,Harper &amp; Brothers Publishers,Benjamin Franklin: His Autobiography: With a Narrative of His Public Life ...
2841,3024,1638,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940017484579,Philadelphia : J.B. Lippincott ; London : Tr¸bner &amp; Co,"Autobiography of Benjamin Franklin : edited from his manuscript, with notes and an introduction"
2842,3024,1712,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781330154151,FB &amp;c Ltd,Life of Benjamin Franklin: On the Basis of His Autobiography (Classic Reprint)
2843,3024,1791,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940017704509,Newson and Company,The autobiography of Benjamin Franklin : with a continuation drawn from his letters : edited for use in schools
2844,3024,1827,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940017335871,New York : D. Appleton and Company,Autobiography ; Poor Richard ; Letters
2845,3024,1884,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Horatio Hastings Weld Benjamin Franklin,2940017483718,HarperCollins Publishers,Benjamin Franklin: His Autobiography; with a Narrative of His Public Life ...
2846,3024,1921,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781294997160,Scholar's Choice,Franklin's autobiography - Scholar's Choice Edition
2847,3024,1960,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Franklin Benjamin 1706-1790,9781313898133,HardPress Publishing,The Autobiography of Benjamin Franklin
2848,3024,2161,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",John Woolman Benjamin Franklin,2940027397265,P.F. Collier,The Autobiography of Benjamin Franklin: The Journal of John Woolman. Fruits ...
2849,3024,2217,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940026646449,"Houghton, Mifflin and company",The Autobiography of Benjamin Franklin: With Notes and a Sketch of Franklin's Life from the ...
2850,3024,2276,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781297173585,Scholar's Choice,The Autobiography and Essays - Scholar's Choice Edition
2851,3024,2302,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940026646524,The Macmillan co.,Autobiography of Benjamin Franklin: With Introduction and Notes
2852,3024,2317,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",William MacDonald Benjamin Franklin,2940017623817,E. P. Dutton,The Autobiography of Benjamin Franklin: Now First Printed in England from ...
2853,3024,2336,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940026646555,E. Maynard &amp; Co.,The Autobiography of Benjamin Franklin. (Complete): Prepared for Use in ...
2854,3024,2529,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940022384048,"New York and London, G.P. Putnam''s sons",The autobiography of Benjamin Franklin; the unmutilated and correct version;
2855,3024,2542,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Franklin Benjamin 1706-1790,9781314378177,HardPress Publishing,The Select Works of Benjamin Franklin; Including His Autobiography
2856,3024,2662,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940017704479,"Boston, New York [etc.] Houghton, Mifflin and company",The autobiography of Benjamin Franklin and a sketch of Franklin's life from the point where the autobiography ends
2857,3024,2715,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940026618460,The Pocket Library,The Autobiography
2858,3024,2752,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781298188465,Scholar's Choice,The Autobiography of Benjamin Franklin - Scholar's Choice Edition
2859,3024,2831,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940026646487,"Houghton, Mifflin and company",The Autobiography of Benjamin Franklin and a Sketch of Franklin's Life from the Point where the ...
2860,3024,2969,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940017454565,"London, J. M. Dent; New York, E. P. Dutton","The autobiography of Benjamin Franklin, now first printed in England from the full and authentic text"
2861,3024,3297,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781297853951,Andesite Press,The Autobiography Of Benj. Franklin: Published Verbatim From The Original Manuscript By His Grandson Will. Temple Franklin. Edited By Jared Sparks
2862,3024,3403,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9780613456449,San Val,Benjamin Franklin : The Autobiography and Other Writings
2863,3024,3449,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9781297613395,Andesite Press,"The Autobiography of Benjamin Franklin, Poor Richard's Almanac, and Other Papers"
2864,3024,3476,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940026468027,Derby &amp; Jackson,Benjamin Franklin : His Autobiography: His Autobiography; with a Narrative of His Public Life ...
2865,3024,3515,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940014070621,Northpointe Classics,"THE AUTOBIOGRAPHY OF BENJAMIN FRANKLIN [Deluxe Edition] Includes Photos, Illustrations, PLUS BONUS ENTIRE AUDIOBOOK"
2866,3024,3575,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,2940017678770,"New York, A. L. Burt Co","The autobiography of Benjamin Franklin, Poor Richard's almanac, and other papers"
2867,3024,3611,Benjamin Franklin,9781883011536,Library of America,"Autobiography, Poor Richard, and Later Writings (Library of America: Benjamin Franklin #2)",Benjamin Franklin,9780395051306,Cengage Learning,Autobiography and Other Writings / Edition 1
2868,3026,2090,Vivien T. Thomas, ,University of Pennsylvania Press,Partners of the heart : Vivien Thomas and his work with Alfred Blalock : an autobiography,T. L. Thomas,9781453622896,CreateSpace Publishing,God's and Jesus' Autobiography: Life Time of God and Jesus on Earth
2869,3029,2344,Ford Madox Ford,9780030859717,Holt McDougal,Your Mirror to My Times: The Selected Autobiographies and Impressions of Ford Madox Ford,Ford Madox Ford,9780030859717,Holt McDougal,Your Mirror to My Times: The Selected Autobiographies and Impressions of Ford Madox Ford
2870,3031,3379,Milton Berle,9780440056263,Dell Books,Milton Berle: An Autobiography with Fifty Years of Photos (DNF-5626195),Milton Berle,9781557835857,Hal Leonard Corporation,Milton Berle: An Autobiography
2871,3039,299,Richard Lyon Morgan,9780835809641,Upper Room Books,Remembering Your Story: Creating Your Own Spiritual Autobiography : Leader's Guide,Richard Lyon Morgan,9780835809634,Upper Room Books,Remembering Your Story: Creating Your Own Spiritual Autobiography
2872,3039,3526,Richard Lyon Morgan,9780835809641,Upper Room Books,Remembering Your Story: Creating Your Own Spiritual Autobiography : Leader's Guide,Richard Lyon Morgan,9780835809641,Upper Room Books,Remembering Your Story Leader's Guide: Creating Your Own Spiritual Autobiography
2873,3040,403,William F. Pinar,9780820418490,Peter Lang Gmb,"Autobiography, Politics and Sexuality: Essays in Curriculum Theory, 1972-1992",William F. Buckley Jr.,9781596983243,Regnery Publishing,Miles Gone By: A Literary Autobiography
2874,3040,458,William F. Pinar,9780820418490,Peter Lang Gmb,"Autobiography, Politics and Sexuality: Essays in Curriculum Theory, 1972-1992",William F. Buckley Jr.,9780307803023,The Crown Publishing Group,"Nearer, My God"
2875,3040,2022,William F. Pinar,9780820418490,Peter Lang Gmb,"Autobiography, Politics and Sexuality: Essays in Curriculum Theory, 1972-1992",William F. Cody,9781293935934,Scholar's Choice,An Autobiography of Buffalo Bill - Scholar's Choice Edition
2876,3040,2122,William F. Pinar,9780820418490,Peter Lang Gmb,"Autobiography, Politics and Sexuality: Essays in Curriculum Theory, 1972-1992",William F. Pinar,9780820418490,"Lang, Peter Publishing, Incorporated","Autobiography, Politics and Sexuality: Essays in Curriculum Theory, 1972-1992 / Edition 1"
2877,3043,695,Nawar Al-Hassan Golley,9780292705456,University of Texas Press,Reading Arab Women's Autobiographies: Shahrazad Tells Her Story,Nawar Al-Hassan Golley,9780292705456,University of Texas Press,Reading Arab Women's Autobiographies
2878,3046,198,John Beevers,9780307778086,Image,The Autobiography of Saint Therese: The Story of a Soul,John Beevers,9780307778086,The Crown Publishing Group,The Autobiography of Saint Therese: The Story of a Soul
2879,3047,63,Teresa of √Åvila, ,TAN Books,"St. Teresa of Avila Set of Three Books (The Way of Perfection, The Interior Castle - The Mansions, and The Autobiography of St. Teresa Of Avila.)",St. Teresa of Avila,9780486475981,Dover Publications,Autobiography of St. Teresa of Avila
2880,3047,869,Teresa of √Åvila, ,TAN Books,"St. Teresa of Avila Set of Three Books (The Way of Perfection, The Interior Castle - The Mansions, and The Autobiography of St. Teresa Of Avila.)",Teresa of Jesus,9781783360826,limovia.net,The Life of St. Teresa of Jesus: Autobiography
2881,3049,422,Juan Francisco Manzano,9780814325377,Wayne State University Press,The Autobiography of a Slave/Autobiografia De UN Esclavo (Latin American Literature and Culture Series),Juan Francisco Manzano,9780814325384,Wayne State University Press,The Autobiography of a Slave / Autobiografia de un esclavo (Bilingual Edition) / Edition 1
2882,3051,3206,Lee Myung-Bak,9781402271380,Sourcebooks,The Uncharted Path: The Autobiography of Lee Myung-Bak,Lee Myung-Bak,9781402271380,"Sourcebooks, Incorporated",Uncharted Path: The Autobiography of Lee Myung-Bak
2883,3053,467,W.E.B. Du Bois,9780195325836,Oxford University Press,Dusk of Dawn: An Essay Toward an Autobiography of a Race Concept,W. E. B. Du Bois,9781937306069,Diasporic Africa Press,The Autobiography of W. E. B. DuBois
2884,3053,727,W.E.B. Du Bois,9780195325836,Oxford University Press,Dusk of Dawn: An Essay Toward an Autobiography of a Race Concept,W. E. B. Du Bois,9780717802340,"International Publishers Company, Incorporated",The Autobiography of W. E. B. Du Bois: A Soliloquy on Viewing My Life from the Last Decade of Its First Century
2885,3053,2992,W.E.B. Du Bois,9780195325836,Oxford University Press,Dusk of Dawn: An Essay Toward an Autobiography of a Race Concept,W. E. B. Du Bois,9780527253059,Kraus International Publications,Dusk of Dawn: An Essay toward an Autobiography of a Race Concept
2886,3058,2224,Jim Corbett,9780195669787,Oxford University Pres,Lives in the Wilderness: Three Classic Indian Autobiographies. Jim Corbett: My India; Verrier Elwin: The Tribal World of Verrier Elwin; Salim Ali: The Fall of a Sparrow,Jim Corbett,9780195669787,"Oxford University Press, USA",Lives in the Wilderness: Three Classic Indian Autobiographies. Jim Corbett: My India; Verrier Elwin: The Tribal World of Verrier Elwin; Si'Alim Ali: The Fall of a Sparrow
2887,3059,952,Dan Breen, ,Mercier Press,My Fight For Irish Freedom: Dan Breen's Autobiography,Dan Breen,9781781170281,"Mercier Press, Limited, The",My Fight For Irish Freedom: Dan Breen's Autobiography
2888,3062,1909,Harry George Wakelyn Smith, ,J. Murray.,"The autobiography of Lieutenant-General Sir Harry Smith, baronet of Aliwal on the Sutlej",Harry George Wakelyn Smith George Charles Moore Smith,2940017677155,J. Murray,"The Autobiography of Lieutenant-General Sir Harry Smith, Baronet of Aliwal on the Sutlej, G. C. B."
2889,3062,2724,Harry George Wakelyn Smith, ,J. Murray.,"The autobiography of Lieutenant-General Sir Harry Smith, baronet of Aliwal on the Sutlej",Harry George Wakelyn Smith,2940017734292,"London, J. Murray","The autobiography of Lieutenant-General Sir Harry Smith, Baronet of Aliwal on the Sutlej, G.C.B.;"
2890,3062,3007,Harry George Wakelyn Smith, ,J. Murray.,"The autobiography of Lieutenant-General Sir Harry Smith, baronet of Aliwal on the Sutlej",Harry George Wakelyn Smith George Charles Moore Smith,2940017677155,J. Murray,"The Autobiography of Lieutenant-General Sir Harry Smith, Baronet of Aliwal on the Sutlej, G. C. B."
2891,3065,9,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9780520279940,University of California Press,"Autobiography of Mark Twain, Volume 3: The Complete and Authoritative Edition"
2892,3065,26,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9780520272781,University of California Press,"Autobiography of Mark Twain, Volume 2: The Complete and Authoritative Edition"
2893,3065,107,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9788026804529,e-artnow Editions,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain Mark Twain"
2894,3065,151,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9780520952447,University of California Press,"Autobiography of Mark Twain: Volume 1, Reader's Edition"
2895,3065,220,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9781608427710,KRE,Autobiography of Mark Twain - 100th Anniversary Edition
2896,3065,250,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,2940013663541,WDS Publishing,Mark Twain's Autobiography VOL 1 & 2
2897,3065,289,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,2940012096456,Literary Classics Press,THE AUTOBIOGRAPHY OF MARK TWAIN Nook Edition (100th Anniversary Newly Edited and Commented Version) Special Nook Enabled Features The Autobiography of Mark Twain NOOKbook
2898,3065,334,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,2940000737101,B&amp;R Samizdat Express,Chapters from my Autobiography
2899,3065,446,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,2940011938245,Baxter St.,Mark Twain's Autobiography
2900,3065,469,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9781477475539,CreateSpace Independent Publishing Platform,Autobiography of Mark Twain Volume 2
2901,3065,537,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9788026804642,e-artnow Editions,The Mark Twain Autobiography + 3 Biographies: 4 Mark Twain Biographies In 1 Book: Chapters From My Autobiography By Mark Twain + My Mark Twain By William Dean Howells' + Mark Twain A Biography By Albert Bigelow Paine + The Boys' Life Of Mark Twain By Albe
2902,3065,649,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,2940000737040,B&amp;R Samizdat Express,A Burlesque Autobiography
2903,3065,755,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9781441778437,"Blackstone Audio, Inc.","Autobiography of Mark Twain, Vol. 1: The Complete and Authoritative Edition"
2904,3065,930,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9781608429943,KRE,Autobiography Of Mark Twain - Abridged Edition
2905,3065,938,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9781504637169,"Blackstone Audio, Inc.","Autobiography of Mark Twain, Vol. 3"
2906,3065,969,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,2940016310794,Unforgotten Classics,"Autobiography of Mark Twain, the authentic original version"
2907,3065,1045,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9781607788249,MobileReference,Mark Twain's Burlesque Autobiography
2908,3065,1051,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,2940011919084,WHITE DOG PUBLISHING,"A Burlesque Autobiography and, First Romance"
2909,3065,1470,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9782819913436,pubOne.info,Is Shakespeare Dead? From my autobiography.
2910,3065,1592,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9781441778475,Findaway World,"Autobiography of Mark Twain, Volume 1: The Complete and Authoritative Edition [With Earbuds]"
2911,3065,1772,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Mark Twain,9780766161375,Kessinger Publishing Company,"Mark Twain's Autobiography, Volume 2"
2912,3065,2889,Mark Twain, ,Gramercy,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",Twain Mark,9781297300837,Scholar's Choice,Mark Twain's Burlesque Autobiography: First Romance - Scholar's Choice Edition
